osmid,oneway,name,highway,reversed,length,geometry,width,ref,lanes
130293928,True,Rani Talau Road,secondary,False,90.192,"LINESTRING (81.626105 28.0558849, 81.6260514 28.0559424, 81.6258031 28.0562504, 81.6258202 28.0563294, 81.6259318 28.0564732, 81.6259271 28.056555, 81.6259242 28.0565769)",,,
387041678,False,M.P. School Road,secondary,False,126.362,"LINESTRING (81.6267738 28.0560451, 81.6278573 28.055431)",8,,
130293928,True,Rani Talau Road,secondary,False,71.181,"LINESTRING (81.6267738 28.0560451, 81.6265301 28.0559021, 81.6262931 28.0558581, 81.626105 28.0558849)",,,
564377420,False,,tertiary,False,55.089,"LINESTRING (81.6267738 28.0560451, 81.6268261 28.0561166, 81.6268583 28.0562172, 81.626885 28.056429, 81.6269212 28.056516)",,,
387041677,False,Dasrath Chand Road,tertiary,False,51.59700000000001,"LINESTRING (81.6269212 28.056516, 81.6269901 28.0565849, 81.6271226 28.0568171, 81.6271797 28.0569173)",,57A007,
564377419,False,,residential,False,125.009,"LINESTRING (81.6269212 28.056516, 81.6266437 28.0566799, 81.6264345 28.0568515, 81.6262722 28.0569012, 81.6260818 28.0568941, 81.6259114 28.056842, 81.6258075 28.0568782)",,57A007,
564377420,False,,tertiary,True,55.089000000000006,"LINESTRING (81.6269212 28.056516, 81.626885 28.056429, 81.6268583 28.0562172, 81.6268261 28.0561166, 81.6267738 28.0560451)",,,
386930305,False,Rapti Path,secondary,True,217.14800000000005,"LINESTRING (81.6290618 28.0598786, 81.628776 28.0598694, 81.6285025 28.059841, 81.6283241 28.0598374, 81.6279942 28.0598327, 81.6278306 28.0598339, 81.6276938 28.0598422, 81.6274886 28.0598315, 81.62734 28.0598397, 81.6271797 28.0598184, 81.626859 28.0598697)",,,
387041677,False,Dasrath Chand Road,tertiary,True,51.824,"LINESTRING (81.6290618 28.0598786, 81.6288456 28.0595938, 81.6287157 28.0595485)",,57A007,
1127749893,False,Rapti Path,secondary,False,112.568,"LINESTRING (81.6290618 28.0598786, 81.6293675 28.0599037, 81.6295201 28.0599024, 81.6302062 28.0598628)",,,
227879456,False,Gharbari Road,residential,True,81.721,"LINESTRING (81.6247708 28.0602613, 81.6246017 28.0602894, 81.6244603 28.0603631, 81.6244363 28.060384, 81.6241831 28.0606204, 81.6241289 28.0606884)",,,
386917668,False,Sadar Line Road,primary,True,136.293,"LINESTRING (81.6247708 28.0602613, 81.6246709 28.0600678, 81.6242156 28.0591378)",,,2
386930305,False,Rapti Path,secondary,False,122.12,"LINESTRING (81.6247708 28.0602613, 81.6253972 28.0601543, 81.6259896 28.0600395)",,,
386966508,False,New Road,primary,False,56.001999999999995,"LINESTRING (81.6247708 28.0602613, 81.6248846 28.0604612, 81.6250326 28.0607088)",,,2
227879456,False,Gharbari Road,residential,False,81.721,"LINESTRING (81.6241289 28.0606884, 81.6241831 28.0606204, 81.6244363 28.060384, 81.6244603 28.0603631, 81.6246017 28.0602894, 81.6247708 28.0602613)",,,
227879456,False,Gharbari Road,residential,True,120.333,"LINESTRING (81.6241289 28.0606884, 81.6241609 28.060958, 81.6241422 28.0610532, 81.6240897 28.0611596, 81.6234864 28.0614329)",,,
388986799,False,,residential,True,88.401,"LINESTRING (81.6241289 28.0606884, 81.6240401 28.0605215, 81.623733 28.0599743)",,,
236976321,False,DSP Marg,tertiary,False,107.774,"LINESTRING (81.6285662 28.0550046, 81.6292378 28.0557715)",,,
387041678,False,M.P. School Road,secondary,True,84.185,"LINESTRING (81.6285662 28.0550046, 81.6278573 28.055431)",8,,
386980767,False,Dewa Fulbari Road Ka,tertiary,False,63.079,"LINESTRING (81.6298536 28.0620871, 81.6299402 28.062205, 81.6301269 28.0625987)",8,NH05,2
397577887,False,,residential,False,66.949,"LINESTRING (81.6298536 28.0620871, 81.6293922 28.0616968, 81.6293703 28.061664)",,,
386980767,False,Dewa Fulbari Road Ka,tertiary,True,63.079,"LINESTRING (81.6301269 28.0625987, 81.6299402 28.062205, 81.6298536 28.0620871)",8,NH05,2
388958296,False,Dewa Fulbari Road,unclassified,True,129.99099999999999,"LINESTRING (81.6301269 28.0625987, 81.6295829 28.0629957, 81.6291111 28.0633491)",,,
388848834,False,Cinema Hall Road,residential,True,332.30600000000004,"LINESTRING (81.6291111 28.0633491, 81.6290995 28.0632711, 81.6290183 28.0631632, 81.6287767 28.0628852, 81.6284575 28.0625482, 81.6278105 28.0620386, 81.627627 28.0618965, 81.6274866 28.0617821, 81.6272533 28.061566, 81.6269281 28.0611051)",,,
388958296,False,Dewa Fulbari Road,unclassified,False,129.99099999999999,"LINESTRING (81.6291111 28.0633491, 81.6295829 28.0629957, 81.6301269 28.0625987)",,,
130293922,False,Sadar Line Road,primary,False,56.434,"LINESTRING (81.6225639 28.0562364, 81.6223066 28.0557825)",,,2
130293922,False,Sadar Line Road,primary,True,110.936,"LINESTRING (81.6225639 28.0562364, 81.6230648 28.0571308)",,,2
388807082,False,Pasang Lhamu Road,residential,False,41.247,"LINESTRING (81.6225639 28.0562364, 81.6221919 28.0564091)",,,
388848843,False,,residential,True,88.431,"LINESTRING (81.6225639 28.0562364, 81.6233217 28.055806)",,,
349574307,False,Khanepani Road,residential,False,101.22500000000001,"LINESTRING (81.6228074 28.0608817, 81.6228506 28.0609024, 81.6230243 28.061296, 81.6234417 28.0611854, 81.6234642 28.061242)",,,
388986800,False,Balmiki Tol,residential,False,164.33800000000002,"LINESTRING (81.6228074 28.0608817, 81.6227203 28.0605514, 81.622559 28.0602562, 81.6230213 28.0599664, 81.6233282 28.0598142)",,,
388848834,False,Cinema Hall Road,residential,False,332.30600000000004,"LINESTRING (81.6269281 28.0611051, 81.6272533 28.061566, 81.6274866 28.0617821, 81.627627 28.0618965, 81.6278105 28.0620386, 81.6284575 28.0625482, 81.6287767 28.0628852, 81.6290183 28.0631632, 81.6290995 28.0632711, 81.6291111 28.0633491)",,,
388848834,False,Cinema Hall Road,residential,True,169.531,"LINESTRING (81.6269281 28.0611051, 81.6266116 28.0607274, 81.6264936 28.0603916, 81.6263171 28.0603714, 81.6261115 28.0603872, 81.6260334 28.0601829, 81.6259896 28.0600395)",,,
397577887,False,,residential,True,261.058,"LINESTRING (81.6269281 28.0611051, 81.6270721 28.0610479, 81.6272203 28.0610016, 81.6276585 28.0611023, 81.6291979 28.0614426, 81.6293009 28.061554, 81.6293703 28.061664)",,,
349574307,False,Khanepani Road,residential,True,21.339,"LINESTRING (81.6234864 28.0614329, 81.6234642 28.061242)",,,
227879456,False,Gharbari Road,residential,False,120.333,"LINESTRING (81.6234864 28.0614329, 81.6240897 28.0611596, 81.6241422 28.0610532, 81.6241609 28.060958, 81.6241289 28.0606884)",,,
227879456,False,Gharbari Road,residential,True,185.77799999999996,"LINESTRING (81.6234864 28.0614329, 81.6233964 28.0614897, 81.6233822 28.061539, 81.6235556 28.0620733, 81.6239429 28.0625841, 81.6239636 28.0626114, 81.6241482 28.0628857)",,,
227879456,False,Gharbari Road,residential,False,185.778,"LINESTRING (81.6241482 28.0628857, 81.6239636 28.0626114, 81.6239429 28.0625841, 81.6235556 28.0620733, 81.6233822 28.061539, 81.6233964 28.0614897, 81.6234864 28.0614329)",,,
349576111,False,,residential,True,200.46699999999998,"LINESTRING (81.6242227 28.0544897, 81.6242399 28.0545856, 81.6240336 28.0549119, 81.6239252 28.0550918, 81.6240912 28.0553893, 81.6233217 28.055806)",,,
559044539,False,,residential,False,20.334,"LINESTRING (81.6242227 28.0544897, 81.624109 28.0544644, 81.6240299 28.0545022)",,,
349576088,False,,residential,True,124.242,"LINESTRING (81.6247033 28.0557087, 81.6244547 28.0558813, 81.6241957 28.0560483, 81.6240446 28.0561145, 81.6237961 28.0562057, 81.6236119 28.056251)",,,
236976321,False,DSP Marg,tertiary,False,32.587,"LINESTRING (81.6292378 28.0557715, 81.6294488 28.0559978)",,,
236976321,False,DSP Marg,tertiary,True,107.774,"LINESTRING (81.6292378 28.0557715, 81.6285662 28.0550046)",,,
349576094,False,Khasghar Road,residential,True,51.503,"LINESTRING (81.6292378 28.0557715, 81.6288046 28.056033)",,,
349576108,False,Zoo Road,residential,False,79.505,"LINESTRING (81.6233217 28.055806, 81.6228805 28.0552063)",,,
349576108,False,Zoo Road,residential,True,57.091,"LINESTRING (81.6233217 28.055806, 81.6236119 28.056251)",,,
388848843,False,,residential,False,88.431,"LINESTRING (81.6233217 28.055806, 81.6225639 28.0562364)",,,
349576111,False,,residential,False,200.467,"LINESTRING (81.6233217 28.055806, 81.6240912 28.0553893, 81.6239252 28.0550918, 81.6240336 28.0549119, 81.6242399 28.0545856, 81.6242227 28.0544897)",,,
349576108,False,Zoo Road,residential,False,57.091,"LINESTRING (81.6236119 28.056251, 81.6233217 28.055806)",,,
349576088,False,,residential,False,124.242,"LINESTRING (81.6236119 28.056251, 81.6237961 28.0562057, 81.6240446 28.0561145, 81.6241957 28.0560483, 81.6244547 28.0558813, 81.6247033 28.0557087)",,,
349576108,False,Zoo Road,residential,True,153.119,"LINESTRING (81.6236119 28.056251, 81.623603 28.0563509, 81.6239262 28.0568366, 81.6240571 28.057028, 81.6243431 28.057448)",,,
388807082,False,Pasang Lhamu Road,residential,True,41.247,"LINESTRING (81.6221919 28.0564091, 81.6225639 28.0562364)",,,
388807082,False,Pasang Lhamu Road,residential,False,79.148,"LINESTRING (81.6221919 28.0564091, 81.6220157 28.056544, 81.6218921 28.0566317, 81.621759 28.0567264, 81.6216406 28.056811, 81.6215656 28.0568571)",,,
566730385,False,Tanga Station Road,residential,True,103.21199999999999,"LINESTRING (81.6221919 28.0564091, 81.6220584 28.0562503, 81.6218948 28.0560728, 81.6219941 28.0560207, 81.6220544 28.0559828, 81.6220591 28.0558935, 81.6223066 28.0557825)",,,
227879452,True,Rani Talau Road Kha,secondary,False,31.858,"LINESTRING (81.6256708 28.056756, 81.6259242 28.0565769)",,,
1175266966,False,Kumharan Road,residential,False,19.094,"LINESTRING (81.6256708 28.056756, 81.6258075 28.0568782)",,57A007,
