osmid,highway,oneway,reversed,length,ref,geometry
722761759,residential,False,False,71.905,,"LINESTRING (48.2265708 -17.5879704, 48.2259159 -17.5878018)"
169290451,secondary,False,False,67.962,N 3a,"LINESTRING (48.2265708 -17.5879704, 48.2262379 -17.5879634, 48.2260091 -17.5879762, 48.2259321 -17.587993)"
581985674,residential,False,True,182.541,,"LINESTRING (48.2265708 -17.5879704, 48.2260966 -17.588591, 48.2256889 -17.5890257, 48.2253839 -17.5890282)"
581985678,residential,False,True,207.363,,"LINESTRING (48.2265708 -17.5879704, 48.2266492 -17.5878854, 48.2267833 -17.5878189, 48.2280466 -17.5875351, 48.2282451 -17.5874226, 48.2283524 -17.5873126)"
581985698,residential,False,True,80.863,,"LINESTRING (48.2251753 -17.5882303, 48.2249382 -17.5875391)"
169290451,secondary,False,False,115.274,N 3a,"LINESTRING (48.2251753 -17.5882303, 48.2246748 -17.5884509, 48.2241995 -17.5886873)"
169290451,secondary,False,True,84.606,N 3a,"LINESTRING (48.2251753 -17.5882303, 48.2255791 -17.5880798, 48.2258129 -17.5880191, 48.2259321 -17.587993)"
581985675,residential,False,True,92.416,,"LINESTRING (48.2251753 -17.5882303, 48.2253697 -17.588747, 48.2253858 -17.5888672, 48.2253839 -17.5890282)"
581985672,residential,False,False,66.351,,"LINESTRING (48.2213116 -17.5844285, 48.2214054 -17.5847046, 48.2215503 -17.5849782)"
581985674,residential,False,False,182.541,,"LINESTRING (48.2253839 -17.5890282, 48.2256889 -17.5890257, 48.2260966 -17.588591, 48.2265708 -17.5879704)"
581985675,residential,False,False,92.416,,"LINESTRING (48.2253839 -17.5890282, 48.2253858 -17.5888672, 48.2253697 -17.588747, 48.2251753 -17.5882303)"
581985675,residential,False,True,76.586,,"LINESTRING (48.2253839 -17.5890282, 48.2253805 -17.5893197, 48.2254529 -17.5897109)"
581985675,residential,False,False,76.586,,"LINESTRING (48.2254529 -17.5897109, 48.2253805 -17.5893197, 48.2253839 -17.5890282)"
