osmid,oneway,highway,reversed,length,geometry,junction,name,ref
135910414,True,tertiary,False,42.764,"LINESTRING (48.4229048 -17.8204235, 48.4225801 -17.8206523)",,,
135910424,False,tertiary,False,87.856,"LINESTRING (48.4229048 -17.8204235, 48.4231175 -17.8202712, 48.4234 -17.8201172, 48.423616 -17.8200215)",,,
135910404,True,tertiary,False,27.896,"LINESTRING (48.4225801 -17.8206523, 48.4225307 -17.8206802, 48.4225028 -17.8207358, 48.4225214 -17.8208039, 48.422574 -17.8208441)",roundabout,,
135910422,True,tertiary,False,44.624,"LINESTRING (48.4227224 -17.8207853, 48.4229048 -17.8204235)",,,
135910404,True,tertiary,False,25.093,"LINESTRING (48.4227224 -17.8207853, 48.4227131 -17.8207142, 48.4226884 -17.8206771, 48.4226327 -17.8206492, 48.4225801 -17.8206523)",roundabout,,
135910417,True,tertiary,False,24.902,"LINESTRING (48.422574 -17.8208441, 48.4227657 -17.8209739)",,,
135910404,True,tertiary,False,19.273,"LINESTRING (48.422574 -17.8208441, 48.4226482 -17.8208502, 48.4227007 -17.8208286, 48.4227224 -17.8207853)",roundabout,,
135910422,True,tertiary,False,21.466,"LINESTRING (48.4227657 -17.8209739, 48.4227224 -17.8207853)",,,
135910431,False,tertiary,False,147.928,"LINESTRING (48.4227657 -17.8209739, 48.4238687 -17.8217907)",,Rue de la Gare,
135910411,False,residential,True,160.315,"LINESTRING (48.4275785 -17.8212363, 48.4286535 -17.8222518)",,,
135910420,False,residential,True,70.186,"LINESTRING (48.4275785 -17.8212363, 48.4280335 -17.8207772)",,,
135910420,False,residential,False,177.72500000000002,"LINESTRING (48.4275785 -17.8212363, 48.4273601 -17.8214556, 48.4264142 -17.8223878)",,,
135910397,False,residential,False,148.042,"LINESTRING (48.4302519 -17.8214461, 48.4300898 -17.8227685)",,,
135921679,False,tertiary,False,60.657,"LINESTRING (48.4302519 -17.8214461, 48.4299836 -17.821417, 48.4298404 -17.8214386, 48.4296983 -17.8215043)",,,
135921679,False,tertiary,True,80.666,"LINESTRING (48.4302519 -17.8214461, 48.4303095 -17.821464, 48.4309605 -17.8217126)",,,
135911804,False,residential,False,186.216,"LINESTRING (48.4296983 -17.8215043, 48.4283828 -17.8203925)",,,
135921679,False,tertiary,False,138.352,"LINESTRING (48.4296983 -17.8215043, 48.4286535 -17.8222518)",,,
135921679,False,tertiary,True,60.657,"LINESTRING (48.4296983 -17.8215043, 48.4298404 -17.8214386, 48.4299836 -17.821417, 48.4302519 -17.8214461)",,,
135910402,False,tertiary,True,31.042,"LINESTRING (48.4309605 -17.8217126, 48.431224 -17.8218351)",,,
