osmid,lanes,name,highway,oneway,reversed,length,geometry,bridge,junction,maxspeed
903274021,2,شارع محمد ابراهيم كمال,tertiary,False,True,64.776,"LINESTRING (33.6709291 27.3966621, 33.6710551 27.3960904)",,,
894478879,,,residential,True,False,35.535,"LINESTRING (33.6709291 27.3966621, 33.6709882 27.3967585, 33.6710338 27.3968168, 33.6711216 27.3969317)",,,
903274021,2,شارع محمد ابراهيم كمال,tertiary,False,False,32.991,"LINESTRING (33.6709291 27.3966621, 33.6708568 27.3969016, 33.670844 27.396949)",,,
1116300208,,,tertiary_link,True,False,52.206,"LINESTRING (33.6703203 27.4021974, 33.6703286 27.4022377, 33.6703364 27.4022623, 33.670351 27.4022911, 33.6703666 27.4023123, 33.6705302 27.4025107, 33.6705439 27.402535, 33.6705523 27.4025558, 33.6705631 27.4026058)",,,
"[10516216, 756293083]",,,residential,False,"[False, True]",45.187,"LINESTRING (33.6765716 27.3966324, 33.676363 27.3967366, 33.6761762 27.396837)",yes,,
204126856,,شارع نجيب محفوظ,tertiary,True,False,36.021,"LINESTRING (33.6707333 27.3945263, 33.6708217 27.3945457, 33.6709118 27.3945572, 33.6710027 27.3945605, 33.6710944 27.3945568)",,,
204126839,,,tertiary,True,False,27.785,"LINESTRING (33.6712751 27.3945423, 33.6713385 27.3945694, 33.6713902 27.3946118, 33.6714257 27.3946657, 33.6714419 27.3947265)",,roundabout,
204126855,,شارع دكتور مجدي يعقوب,residential,True,False,36.29,"LINESTRING (33.6712751 27.3945423, 33.671367 27.394546, 33.6714588 27.3945456, 33.6715506 27.394541, 33.6716419 27.3945321)",,,
8674863,,شارع دكتور مجدي يعقوب,residential,False,False,296.19500000000005,"LINESTRING (33.6716419 27.3945321, 33.6718047 27.3944908, 33.6719716 27.3944658, 33.6721406 27.3944573, 33.6723096 27.3944655, 33.6724766 27.3944903, 33.6726394 27.3945314, 33.6733919 27.394728, 33.6735599 27.3947597, 33.6737279 27.3947804, 33.6738963 27.3947871, 33.6740683 27.3947751, 33.6742366 27.3947413, 33.6743977 27.3946863, 33.6745481 27.3946113)",,,
204126850,,شارع دكتور مجدي يعقوب,residential,True,False,31.057,"LINESTRING (33.6716419 27.3945321, 33.6715687 27.3945579, 33.6715072 27.3946017, 33.6714631 27.3946597, 33.6714419 27.3947265)",,,
204126839,,,tertiary,True,False,18.347,"LINESTRING (33.6710944 27.3945568, 33.6711375 27.3945414, 33.6711831 27.3945337, 33.6712296 27.394534, 33.6712751 27.3945423)",,roundabout,
204126839,,,tertiary,True,False,40.739000000000004,"LINESTRING (33.6714419 27.3947265, 33.6714377 27.3947874, 33.6714141 27.3948448, 33.6713731 27.3948938, 33.6713179 27.3949303, 33.6712534 27.3949513, 33.6711847 27.394955)",,roundabout,
204126839,,,tertiary,True,False,26.568999999999996,"LINESTRING (33.6709666 27.3947535, 33.6709732 27.394694, 33.6709982 27.3946386, 33.6710397 27.3945916, 33.6710944 27.3945568)",,roundabout,
204126846,,شارع نجيب محفوظ,tertiary,True,False,35.432,"LINESTRING (33.6709666 27.3947535, 33.6709326 27.3946794, 33.6708809 27.3946144, 33.6708131 27.3945624, 33.6707333 27.3945263)",,,
903274021,2,شارع محمد ابراهيم كمال,tertiary,False,False,243.701,"LINESTRING (33.6704643 27.3982191, 33.6703512 27.3986518, 33.6702427 27.3990942, 33.6699098 27.4003547)",,,
903274021,2,شارع محمد ابراهيم كمال,tertiary,False,True,146.197,"LINESTRING (33.6704643 27.3982191, 33.6705194 27.3979938, 33.6705771 27.3977747, 33.6706395 27.3975569, 33.6706979 27.397372, 33.6707635 27.3971885, 33.670844 27.396949)",,,
258699677,,,residential,True,False,118.79399999999998,"LINESTRING (33.6749612 27.3964893, 33.6749866 27.3965338, 33.6749945 27.3965827, 33.6749864 27.3966315, 33.6749647 27.3966739, 33.6749311 27.3967095, 33.6748879 27.3967358, 33.6748384 27.3967509, 33.6747861 27.3967536, 33.6746372 27.3967337, 33.674584 27.3967391, 33.6745337 27.3967555, 33.6744893 27.3967821, 33.6744335 27.3968472, 33.6744121 27.3969268, 33.6744178 27.3969773, 33.6744378 27.3970248, 33.6745013 27.3971592)",,,
756293083,,,residential,False,True,136.808,"LINESTRING (33.6749612 27.3964893, 33.675047 27.3964591, 33.6750933 27.3964516, 33.6751404 27.3964506, 33.6751871 27.3964561, 33.6752323 27.396468, 33.6752748 27.396486, 33.6758883 27.3968695, 33.6759449 27.3968883, 33.6760049 27.3968947, 33.6760649 27.3968884, 33.6761216 27.3968698, 33.6761762 27.396837)",,,
