osmid,oneway,name,highway,junction,reversed,length,geometry
235559218,True,ميدان المحافظه,primary,roundabout,False,10.105,"LINESTRING (30.9429612 31.108793, 30.9429873 31.1088326, 30.943005 31.1088754)"
110870802,True,شارع الخليفه المأمون,tertiary,,False,17.943,"LINESTRING (30.942945 31.1091097, 30.9429238 31.1091599, 30.942917 31.1092136, 30.9429233 31.1092673)"
235559218,True,ميدان المحافظه,primary,roundabout,False,22.793,"LINESTRING (30.942945 31.1091097, 30.9429027 31.1091459, 30.9428531 31.1091746, 30.9427979 31.1091945, 30.9427393 31.1092049)"
753178280,False,,secondary_link,,False,7.838,"LINESTRING (30.9391784 31.1106189, 30.9392559 31.1106427)"
605442079,True,شارع على عبد الشكور,secondary,,False,278.106,"LINESTRING (30.9391784 31.1106189, 30.9393601 31.1101108, 30.9395423 31.1095817, 30.9399681 31.1082113)"
733262990,True,شارع الجمهوريه,tertiary,,False,25.073,"LINESTRING (30.9400715 31.1124036, 30.9403025 31.1125119)"
798390830,True,شارع الجيش,tertiary,,False,16.615000000000002,"LINESTRING (30.9400715 31.1124036, 30.9401449 31.1123572, 30.9402097 31.1123124)"
798301176,False,شارع محمد وحيد الكاشف,residential,,False,62.797,"LINESTRING (30.9444246 31.1131906, 30.9450222 31.1129515)"
110870802,True,شارع الخليفه المأمون,tertiary,,False,59.876,"LINESTRING (30.9435029 31.1108041, 30.9436959 31.1113166)"
798390836,False,شارع الشهيد سامى عبد العزيز,residential,,True,88.898,"LINESTRING (30.9435029 31.1108041, 30.9435663 31.1107783, 30.9436353 31.1107671, 30.9437054 31.1107713, 30.9444147 31.1108916)"
110870802,True,شارع الخليفه المأمون,tertiary,,False,43.548,"LINESTRING (30.9436959 31.1113166, 30.9438357 31.1116895)"
704221108,False,شارع الشهيد عبد الحليم عطية,residential,,False,66.003,"LINESTRING (30.9436959 31.1113166, 30.9443803 31.1112218)"
110870802,True,شارع الخليفه المأمون,tertiary,,False,76.939,"LINESTRING (30.9438357 31.1116895, 30.9440716 31.1123513)"
704221107,False,شارع الشهيد فتوح ابو العينين,residential,,False,64.731,"LINESTRING (30.9438357 31.1116895, 30.9444911 31.1115345)"
228221098,True,شارع النبوى المهندس,residential,,False,32.798,"LINESTRING (30.9475034 31.112276, 30.9477529 31.1120726)"
733295598,False,شارع امرؤ القيس,residential,,True,30.495,"LINESTRING (30.9475034 31.112276, 30.9473022 31.1120626)"
110870802,True,شارع الخليفه المأمون,tertiary,,False,62.799,"LINESTRING (30.9440716 31.1123513, 30.9442917 31.1128837)"
704221106,False,شارع الشهيد لطفي شحاته,residential,,False,67.767,"LINESTRING (30.9440716 31.1123513, 30.9447813 31.1123041)"
704221091,False,شارع العمال,residential,,True,7.714,"LINESTRING (30.9478356 31.1129773, 30.9479134 31.1129967)"
740680804,True,شارع ابراهيم مغازى,residential,,False,4.472,"LINESTRING (30.9478356 31.1129773, 30.9478438 31.1129377)"
704221163,False,,residential,,True,45.546,"LINESTRING (30.9402825 31.1128727, 30.9398044 31.1128878)"
1214793512,False,شارع الجيش,tertiary,,False,36.686,"LINESTRING (30.9402825 31.1128727, 30.9402997 31.1132023)"
1214793512,False,شارع الجيش,tertiary,,True,30.756999999999998,"LINESTRING (30.9402825 31.1128727, 30.9402811 31.1126552, 30.9402852 31.1125962)"
704221164,False,شارع عثمان بن عفان,residential,,True,45.669,"LINESTRING (30.9402997 31.1132023, 30.939821 31.113229)"
704221168,False,,residential,,True,39.006,"LINESTRING (30.9402997 31.1132023, 30.9407088 31.1131829)"
1214793512,False,شارع الجيش,tertiary,,True,36.686,"LINESTRING (30.9402997 31.1132023, 30.9402825 31.1128727)"
