osmid,oneway,name,highway,reversed,length,junction,geometry,access
88021663,True,شارع رمسيس,residential,False,44.497,,"LINESTRING (32.3071717 31.2612432, 32.3074265 31.2615789)",
88055218,True,,secondary,False,46.582,roundabout,"LINESTRING (32.3071717 31.2612432, 32.3070813 31.2612757, 32.3069838 31.261284, 32.3068877 31.2612672, 32.3068018 31.2612269, 32.3067336 31.2611668)",
88055218,True,,secondary,False,48.592,roundabout,"LINESTRING (32.3072813 31.2608591, 32.3073199 31.2609401, 32.3073274 31.2610272, 32.3073032 31.2611121, 32.3072495 31.2611865, 32.3071717 31.2612432)",
77909697,True,شارع رمسيس,residential,False,50.519,,"LINESTRING (32.3068199 31.2607701, 32.3065364 31.2603858)",
88055218,True,,secondary,False,32.409,roundabout,"LINESTRING (32.3068199 31.2607701, 32.3068965 31.2607382, 32.3069802 31.2607243, 32.3070652 31.2607292, 32.3071459 31.2607528)",
88038224,True,شارع النخيله,residential,False,45.119,,"LINESTRING (32.3050478 31.2666868, 32.3051335 31.2670859)",
752152016,True,شارع احمد عرابى,primary,False,88.267,,"LINESTRING (32.3050478 31.2666868, 32.3059563 31.2665222)",
88026464,True,شارع سعد زغلول,secondary,False,104.796,,"LINESTRING (32.3011461 31.2642747, 32.3020688 31.2637588)",
56233062,True,شارع الشهداء,trunk,False,68.762,,"LINESTRING (32.3011461 31.2642747, 32.3009248 31.2639892, 32.3007465 31.2637592)",
770082790,False,شارع احمد عرابى,primary,True,13.912,,"LINESTRING (32.3083192 31.2661027, 32.3081759 31.2661282)",
88051613,True,شارع جمال عبد الناصر,secondary,False,46.001999999999995,,"LINESTRING (32.3083192 31.2661027, 32.3084031 31.2664642, 32.3084128 31.2665086)",
755062405,True,شارع احمد عرابى,residential,False,56.632999999999996,,"LINESTRING (32.3083192 31.2661027, 32.3086145 31.2660503, 32.3088309 31.2660119, 32.3089026 31.2659991)",
1028905420,True,شارع الشهيد ملازم اول طيار ابراهيم عباس الصياد,residential,False,26.639,,"LINESTRING (32.310084 31.2655448, 32.3101482 31.265778)",
77909699,True,شارع الجبرتي,residential,False,55.663,,"LINESTRING (32.310084 31.2655448, 32.3097556 31.2657346, 32.3097121 31.2657696, 32.3096739 31.2658161, 32.3096511 31.2658663)",
88021648,False,شارع الشهيد ملازم اول طيار ابراهيم عباس الصياد,residential,False,46.296,,"LINESTRING (32.3101482 31.265778, 32.3102447 31.2661861)",
245537599,True,شارع محمد محمود,residential,False,88.549,,"LINESTRING (32.3085548 31.2645442, 32.309334 31.2641077)",
751811042,False,شارع صلاح الدين,residential,True,57.827,,"LINESTRING (32.3085548 31.2645442, 32.3082133 31.2641138)",
88021656,True,شارع فلسطين,tertiary,False,84.849,,"LINESTRING (32.3094042 31.2596823, 32.3100098 31.2593297, 32.310078 31.2592941, 32.3101559 31.2592785)",
751811043,True,شارع ممفيس,residential,False,100.336,,"LINESTRING (32.3094042 31.2596823, 32.3094822 31.2597824, 32.3099892 31.2604334)",
87782165,True,شارع الشهيد على حسن,residential,False,54.02,,"LINESTRING (32.3037654 31.2607725, 32.304073 31.261181)",
751811044,False,شارع المهندس سامى فؤاد,residential,False,68.099,,"LINESTRING (32.3037654 31.2607725, 32.3031661 31.2611081)",
751811044,False,شارع المهندس سامى فؤاد,residential,True,74.149,,"LINESTRING (32.3037654 31.2607725, 32.3044181 31.2604073)",
87782172,False,شارع سامى سالم,residential,False,63.25,,"LINESTRING (32.3038525 31.2619837, 32.303482 31.2615112)",
87782172,False,شارع سامى سالم,residential,True,72.382,,"LINESTRING (32.3038525 31.2619837, 32.3042767 31.2625243)",
87782174,False,شارع محمد العجوري,residential,False,65.948,,"LINESTRING (32.3038525 31.2619837, 32.3044347 31.2616611)",
87782174,False,شارع محمد العجوري,residential,True,74.323,,"LINESTRING (32.3038525 31.2619837, 32.3031963 31.2623472)",
87782167,False,شارع احمد ماهر,residential,False,106.036,,"LINESTRING (32.3003524 31.2632483, 32.300822 31.2629916, 32.3012923 31.2627346)",
87782165,True,شارع الشهيد على حسن,residential,False,63.497,,"LINESTRING (32.304073 31.261181, 32.3044347 31.2616611)",
87782167,False,شارع احمد ماهر,residential,False,73.464,,"LINESTRING (32.304073 31.261181, 32.30472 31.2608196)",
87782167,False,شارع احمد ماهر,residential,True,67.11,,"LINESTRING (32.304073 31.261181, 32.303482 31.2615112)",
87782167,False,شارع احمد ماهر,residential,False,67.11,,"LINESTRING (32.303482 31.2615112, 32.304073 31.261181)",
87782167,False,شارع احمد ماهر,residential,True,73.171,,"LINESTRING (32.303482 31.2615112, 32.3028376 31.2618712)",
87782172,False,شارع سامى سالم,residential,False,53.951,,"LINESTRING (32.303482 31.2615112, 32.3031661 31.2611081)",
87782172,False,شارع سامى سالم,residential,True,63.25,,"LINESTRING (32.303482 31.2615112, 32.3038525 31.2619837)",
