osmid,oneway,name,highway,reversed,length,lanes,geometry,bridge,ref
38421944,True,شارع صلاح سالم,trunk,False,15.39,,"LINESTRING (31.2107149 29.9834596, 31.2107716 29.9833302)",,
816631419,True,شارع البحر الاعظم,primary,False,60.445,3,"LINESTRING (31.2152877 29.9890132, 31.2154393 29.9895407)",,
816631419,True,شارع البحر الاعظم,primary,False,26.585,3,"LINESTRING (31.2129935 29.9845949, 31.2131058 29.9848133)",,
689151399,False,شارع الحسن و الحسين,residential,False,158.25,,"LINESTRING (31.2129935 29.9845949, 31.2145024 29.9844613, 31.2146225 29.9844274)",,
689156144,False,شارع الشبراوي طه,residential,True,42.561,,"LINESTRING (31.2146225 29.9844274, 31.2144776 29.9840658)",,
722942751,False,,residential,False,78.776,,"LINESTRING (31.2146225 29.9844274, 31.2148582 29.9851058)",,
689151399,False,شارع الحسن و الحسين,residential,False,146.534,,"LINESTRING (31.2146225 29.9844274, 31.2146755 29.984387, 31.2147211 29.9843591, 31.2147734 29.984337, 31.2148753 29.9842987, 31.2160642 29.9840404)",,
689151399,False,شارع الحسن و الحسين,residential,True,158.25,,"LINESTRING (31.2146225 29.9844274, 31.2145024 29.9844613, 31.2129935 29.9845949)",,
816631419,True,شارع البحر الاعظم,primary,False,212.89600000000002,3,"LINESTRING (31.2139633 29.9864694, 31.2143577 29.9871701, 31.2147128 29.9878404, 31.2148559 29.9881061, 31.2149064 29.9882009)",,
"[174696276, 174696279]",True,,trunk_link,False,385.177,,"LINESTRING (31.2149064 29.9882009, 31.2150475 29.9883579, 31.2151483 29.9884381, 31.2152624 29.9885035, 31.2153871 29.9885523, 31.2155191 29.9885835, 31.2156552 29.9885962, 31.2157918 29.98859, 31.2159268 29.9885649, 31.2160813 29.9885109, 31.2162217 29.9884307, 31.2163437 29.9883305, 31.2164435 29.9882134, 31.2165181 29.9880828, 31.2165785 29.9879407, 31.216615 29.9878136, 31.2166362 29.9876795, 31.2166295 29.9875443, 31.216595 29.9874122, 31.216534 29.9872876, 31.2164484 29.9871744, 31.2163399 29.9870772, 31.2161953 29.9869888, 31.2160386 29.9869174, 31.2158726 29.9868643, 31.2156999 29.9868314)",yes,
816631419,True,شارع البحر الاعظم,primary,False,97.536,3,"LINESTRING (31.2149064 29.9882009, 31.2152102 29.988823, 31.2152877 29.9890132)",,
816631419,True,شارع البحر الاعظم,primary,False,84.679,3,"LINESTRING (31.2131058 29.9848133, 31.2134587 29.9855108)",,
"[174696280, 1070244134]",True,,trunk_link,False,318.214,,"LINESTRING (31.2131058 29.9848133, 31.2131969 29.9849188, 31.2133073 29.9850094, 31.213434 29.9850824, 31.2136107 29.9851415, 31.2137206 29.9851678, 31.2143174 29.9852323, 31.2145037 29.9852527, 31.2146822 29.9853037, 31.2148474 29.9853857, 31.2149473 29.9854786, 31.2150287 29.9855872, 31.2150898 29.9857054, 31.215129 29.9858304, 31.2151932 29.9859542, 31.2152826 29.9860652, 31.2153958 29.9861584, 31.2155283 29.9862301, 31.2156746 29.9862774)",yes,
38421944,True,شارع صلاح سالم,trunk,False,171.475,,"LINESTRING (31.2092163 29.9891981, 31.2092412 29.9888799, 31.209296 29.9878639, 31.2093225 29.9876591)",,
"[174696736, 174696739]",True,,trunk_link,False,323.8349999999999,,"LINESTRING (31.2092163 29.9891981, 31.2091682 29.9890517, 31.2091341 29.9889024, 31.2091144 29.9887511, 31.209109 29.988599, 31.2091181 29.988447, 31.2091328 29.9882257, 31.2091561 29.988005, 31.2091878 29.9877851, 31.2092306 29.9875663, 31.2093209 29.9870209, 31.2093365 29.9868726, 31.2093327 29.9867711, 31.2093177 29.9867049, 31.2092826 29.9866355, 31.2092439 29.986576, 31.2090621 29.9863799)",yes,
"[1071286706, 1190790058]",True,"['الطريق الدائري', 'كوبري محور المنيب']",trunk,False,216.221,,"LINESTRING (31.2090621 29.9863799, 31.2080819 29.9860662, 31.2069587 29.9857002)",yes,516
"[174696737, 174696738]",True,,trunk_link,False,314.79499999999996,,"LINESTRING (31.2092235 29.9859025, 31.2093485 29.9858692, 31.2094908 29.9857936, 31.2095789 29.9857134, 31.209657 29.9856148, 31.2097187 29.9855195, 31.2097617 29.98543, 31.2100862 29.9847168, 31.2101964 29.9845001, 31.210388 29.9841232, 31.2107149 29.9834596)",yes,
1070244142,True,كوبري محور المنيب,trunk,False,509.12899999999996,,"LINESTRING (31.2092235 29.9859025, 31.2096147 29.9860327, 31.2099723 29.9861379, 31.2103367 29.9862239, 31.2107065 29.9862905, 31.2110803 29.9863372, 31.2114567 29.9863641, 31.2118343 29.9863709, 31.2122116 29.9863646, 31.2144341 29.9863003)",yes,516
523713872,False,,trunk_link,False,11.151,,"LINESTRING (31.2093225 29.9876591, 31.2094381 29.9876647)",,
38421944,True,شارع صلاح سالم,trunk,False,198.10000000000002,,"LINESTRING (31.2093225 29.9876591, 31.2093368 29.9875815, 31.2094382 29.9871421, 31.209561 29.9865626, 31.2096658 29.9861682, 31.2097553 29.985919)",,
523713872,False,,trunk_link,True,11.151,,"LINESTRING (31.2094381 29.9876647, 31.2093225 29.9876591)",,
52726099,True,شارع صلاح سالم,trunk,False,85.581,,"LINESTRING (31.2094381 29.9876647, 31.2094137 29.9879072, 31.2093728 29.9883128, 31.2093633 29.9884316)",,
523713874,False,,trunk_link,False,10.394,,"LINESTRING (31.2091841 29.9908036, 31.209292 29.9908015)",,
38421944,True,شارع صلاح سالم,trunk,False,178.565,,"LINESTRING (31.2091841 29.9908036, 31.2092061 29.9902647, 31.2092163 29.9891981)",,
523713874,False,,trunk_link,True,10.394,,"LINESTRING (31.209292 29.9908015, 31.2091841 29.9908036)",,
30071168,True,شارع البحر الاعظم,primary,False,22.416,,"LINESTRING (31.21342 29.9857552, 31.2133204 29.985573)",,
523713883,True,,primary_link,False,16.244,,"LINESTRING (31.21342 29.9857552, 31.2134495 29.9857291, 31.2134859 29.9857107, 31.2135267 29.9857012, 31.2135688 29.9857013)",,
816631419,True,شارع البحر الاعظم,primary,False,93.493,3,"LINESTRING (31.2135688 29.9857013, 31.2138813 29.9862951, 31.2139633 29.9864694)",,
816631419,True,شارع البحر الاعظم,primary,False,23.689,3,"LINESTRING (31.2134587 29.9855108, 31.2135688 29.9857013)",,
