osmid,highway,oneway,reversed,length,geometry,name,lanes,maxspeed,junction,bridge
727756453,residential,False,False,99.876,"LINESTRING (30.3159891 31.1008723, 30.3162937 31.1017318)",,,,,
727836448,residential,False,False,55.869,"LINESTRING (30.3159891 31.1008723, 30.3165274 31.1006723)",,,,,
727756453,residential,False,True,8.792000000000002,"LINESTRING (30.3159891 31.1008723, 30.3159763 31.1008558, 30.3159598 31.100842, 30.3159403 31.1008315, 30.3159186 31.1008247)",,,,,
726858961,secondary,False,False,100.87,"LINESTRING (30.31681 31.1030616, 30.3163836 31.1031649, 30.3161674 31.1032177, 30.3157909 31.1033096)","طريق دمنهور, كفر الدوار",,,,
727756453,residential,False,True,155.82500000000002,"LINESTRING (30.31681 31.1030616, 30.3167319 31.1028676, 30.3162937 31.1017318)",,,,,
726153407,tertiary,False,False,6.04,"LINESTRING (30.3099479 31.0969515, 30.3099288 31.0970033)",شارع ناصر,,,,
726153407,tertiary,False,True,34.836,"LINESTRING (30.3121334 31.1041066, 30.3120365 31.1038045)",شارع ناصر,,,,
726858961,secondary,False,False,114.588,"LINESTRING (30.3121334 31.1041066, 30.3109658 31.1043566)","طريق دمنهور, كفر الدوار",,,,
726858961,secondary,False,True,54.054,"LINESTRING (30.3121334 31.1041066, 30.3121733 31.1040979, 30.3126836 31.1039867)","طريق دمنهور, كفر الدوار",,,,
524701570,residential,True,False,8.693999999999999,"LINESTRING (30.3130411 31.1006203, 30.3130323 31.1006452, 30.3130154 31.1006669, 30.3129919 31.1006835)",ميدان ديارة,3,20,roundabout,
524701574,residential,True,False,21.806,"LINESTRING (30.3130269 31.1005603, 30.3132475 31.1005076)",شارع الشهداء,,,,
524701570,residential,True,False,6.932,"LINESTRING (30.3130269 31.1005603, 30.3130371 31.1005792, 30.3130419 31.1005995, 30.3130411 31.1006203)",ميدان ديارة,3,20,roundabout,
726153407,tertiary,False,False,1.417,"LINESTRING (30.3111935 31.1010655, 30.3111974 31.1010778)",شارع ناصر,,,,
726153407,tertiary,False,True,8.439,"LINESTRING (30.3111935 31.1010655, 30.3111701 31.1009923)",شارع ناصر,,,,
524701571,residential,True,False,23.124,"LINESTRING (30.3128513 31.1006572, 30.3126179 31.1007147)",شارع الشهداء,,,,
524701570,residential,True,False,6.792,"LINESTRING (30.3128513 31.1006572, 30.3128403 31.1006392, 30.3128343 31.1006195, 30.3128337 31.1005991)",ميدان ديارة,3,20,roundabout,
524701570,residential,True,False,11.228,"LINESTRING (30.3128337 31.1005991, 30.3128404 31.1005745, 30.3128549 31.1005525, 30.3128759 31.1005349, 30.3129019 31.1005229)",ميدان ديارة,3,20,roundabout,
524701573,residential,True,False,33.486,"LINESTRING (30.3111701 31.1009923, 30.3115091 31.1009121)",شارع الشهداء,,,,
726153407,tertiary,False,False,8.439,"LINESTRING (30.3111701 31.1009923, 30.3111935 31.1010655)",شارع ناصر,,,,
726153407,tertiary,False,True,33.18,"LINESTRING (30.3111701 31.1009923, 30.3110768 31.1007048)",شارع ناصر,,,,
525024292,residential,False,False,7.439,"LINESTRING (30.3146366 31.100177, 30.3146612 31.1002405)",شارع المساكن الشعبية,,,,
525024292,residential,False,True,16.214,"LINESTRING (30.3146366 31.100177, 30.314583 31.1000386)",شارع المساكن الشعبية,,,,
524701575,residential,True,False,20.455,"LINESTRING (30.3146612 31.1002405, 30.314454 31.1002891)",شارع الشهداء,,,,
525024292,residential,False,False,18.811,"LINESTRING (30.3146612 31.1002405, 30.3147233 31.1004011)",شارع المساكن الشعبية,,,,
525024292,residential,False,True,7.439,"LINESTRING (30.3146612 31.1002405, 30.3146366 31.100177)",شارع المساكن الشعبية,,,,
525024326,residential,False,False,33.452,"LINESTRING (30.3134848 31.1022915, 30.3131429 31.1023608)",شارع المعهد الديني,,,,
525024326,residential,False,True,26.509,"LINESTRING (30.3134848 31.1022915, 30.3137558 31.1022368)",شارع المعهد الديني,,,,
524701579,residential,True,False,88.02100000000002,"LINESTRING (30.3134848 31.1022915, 30.313497 31.1023279, 30.3135233 31.1024005, 30.3135388 31.1024379, 30.3135781 31.1025247, 30.3136278 31.1026074, 30.3136873 31.1026853, 30.3137561 31.1027574, 30.3138196 31.1028315, 30.3138801 31.1029022, 30.3139334 31.1029753)",شارع المتولي,,,,
726858961,secondary,False,False,34.344,"LINESTRING (30.3141886 31.1036588, 30.313839 31.1037349)","طريق دمنهور, كفر الدوار",,,,
726858961,secondary,False,True,157.418,"LINESTRING (30.3141886 31.1036588, 30.3147978 31.103526, 30.3149535 31.1034921, 30.3157909 31.1033096)","طريق دمنهور, كفر الدوار",,,,
93722530,tertiary,True,False,82.624,"LINESTRING (30.3148554 31.0979462, 30.3146135 31.0972326)",شارع محمد عامر جاب الله,,,,
800747753,residential,False,False,55.545,"LINESTRING (30.3148554 31.0979462, 30.3142917 31.0980748)",شارع بنك مصر,,,,
800747753,residential,False,True,9.675,"LINESTRING (30.3148554 31.0979462, 30.3149538 31.0979245)",شارع بنك مصر,,,,
726153407,tertiary,False,False,13.026,"LINESTRING (30.3104631 31.0989515, 30.3105047 31.0990631)",شارع ناصر,,,,
525024274,residential,False,True,58.678000000000004,"LINESTRING (30.3104631 31.0989515, 30.3110056 31.0988274, 30.3110585 31.0988153)",شارع المركز,,,,
726153407,tertiary,False,True,110.091,"LINESTRING (30.3104631 31.0989515, 30.3103601 31.0986738, 30.3102556 31.0983922, 30.310113 31.0980079)",شارع ناصر,,,,
525024274,residential,False,False,38.02,"LINESTRING (30.3114443 31.0987271, 30.3110585 31.0988153)",شارع المركز,,,,
525024274,residential,False,True,44.021,"LINESTRING (30.3114443 31.0987271, 30.311891 31.098625)",شارع المركز,,,,
800747751,residential,False,False,38.079,"LINESTRING (30.3114443 31.0987271, 30.3113278 31.0983995)",,,,,
800747751,residential,False,True,45.176,"LINESTRING (30.3114443 31.0987271, 30.311585 31.0991151)",,,,,
525024276,residential,False,True,28.42,"LINESTRING (30.3126837 31.0977533, 30.3123979 31.097827)",شارع مساكن الزهراء,,,,
525024277,residential,False,False,50.193,"LINESTRING (30.3126837 31.0977533, 30.3125442 31.097318)",شارع 26 يوليو,,,,
525024277,residential,False,True,74.164,"LINESTRING (30.3126837 31.0977533, 30.3128898 31.0983965)",شارع 26 يوليو,,,,
525024274,residential,False,False,33.991,"LINESTRING (30.3128898 31.0983965, 30.3125449 31.0984754)",شارع المركز,,,,
525024274,residential,False,True,11.697,"LINESTRING (30.3128898 31.0983965, 30.3130085 31.0983694)",شارع المركز,,,,
525024277,residential,False,False,74.164,"LINESTRING (30.3128898 31.0983965, 30.3126837 31.0977533)",شارع 26 يوليو,,,,
525024277,residential,False,False,38.258,"LINESTRING (30.3125309 31.0972766, 30.3124246 31.0969448)",شارع 26 يوليو,,,,
525024277,residential,False,True,4.774,"LINESTRING (30.3125309 31.0972766, 30.3125442 31.097318)",شارع 26 يوليو,,,,
525024278,residential,False,False,37.238,"LINESTRING (30.3125309 31.0972766, 30.3128483 31.0972047, 30.312909 31.097191)",,,,,
525024278,residential,False,True,45.896,"LINESTRING (30.3144779 31.0968326, 30.3140128 31.096941)",,,,,
525024279,residential,False,True,41.489,"LINESTRING (30.313889 31.096572, 30.3134672 31.0966656)",,,,,
525024281,residential,False,True,42.691,"LINESTRING (30.313889 31.096572, 30.3140128 31.096941)",شارع مسجد الإحسان,,,,
525024278,residential,False,False,13.346,"LINESTRING (30.3131686 31.0971322, 30.3133041 31.0971015)",,,,,
525024278,residential,False,True,25.568,"LINESTRING (30.3131686 31.0971322, 30.312909 31.097191)",,,,,
525024279,residential,False,False,82.34700000000001,"LINESTRING (30.3131686 31.0971322, 30.3130581 31.0968154, 30.3130554 31.0967938, 30.313063 31.096773, 30.3130795 31.0967564, 30.3131023 31.0967467, 30.3134672 31.0966656)",,,,,
525024278,residential,False,False,45.896,"LINESTRING (30.3140128 31.096941, 30.3144779 31.0968326)",,,,,
525024278,residential,False,True,69.8,"LINESTRING (30.3140128 31.096941, 30.3133041 31.0971015)",,,,,
525024281,residential,False,False,42.691,"LINESTRING (30.3140128 31.096941, 30.313889 31.096572)",شارع مسجد الإحسان,,,,
525024279,residential,False,False,41.489,"LINESTRING (30.3134672 31.0966656, 30.313889 31.096572)",,,,,
