osmid,oneway,highway,junction,reversed,length,geometry,name,ref,bridge
836456936,True,residential,roundabout,False,3.733,"LINESTRING (25.5192931 29.2050043, 25.5193107 29.2049974, 25.5193297 29.2049952)",,,
466735650,False,residential,,True,61.401,"LINESTRING (25.5173541 29.2027238, 25.5171032 29.2032307)",,,
115478987,False,residential,,False,52.164,"LINESTRING (25.5173541 29.2027238, 25.5171914 29.2026287, 25.5170265 29.202528, 25.5169066 29.2024643)",,,
115478987,False,residential,,True,84.775,"LINESTRING (25.5173541 29.2027238, 25.5175236 29.2027958, 25.517647 29.2028377, 25.5177755 29.2028654, 25.517907 29.2028785, 25.5180362 29.2028882, 25.5181943 29.2028886)",,,
466735650,False,residential,,False,83.095,"LINESTRING (25.5173541 29.2027238, 25.5174423 29.2025758, 25.5175826 29.2024532, 25.5177588 29.2023183, 25.5179525 29.2022067)",,,
94967678,False,tertiary,,False,25.646,"LINESTRING (25.5204458 29.2017513, 25.5205304 29.2015328)",شارع مسجد الرمل,,
94967678,False,tertiary,,True,5.137,"LINESTRING (25.5204458 29.2017513, 25.5204283 29.2017949)",شارع مسجد الرمل,,
179115027,False,residential,,False,83.889,"LINESTRING (25.5204458 29.2017513, 25.5212527 29.2020216)",,,
179115010,False,tertiary,,False,87.588,"LINESTRING (25.5212527 29.2020216, 25.5213988 29.2012443)",,,
179115010,False,tertiary,,True,9.14,"LINESTRING (25.5212527 29.2020216, 25.5212331 29.202102)",,,
179115027,False,residential,,True,83.889,"LINESTRING (25.5212527 29.2020216, 25.5204458 29.2017513)",,,
179115010,False,tertiary,,False,23.782,"LINESTRING (25.5211594 29.2023052, 25.5212116 29.2021903, 25.5212331 29.202102)",,,
179115010,False,tertiary,,True,17.355999999999998,"LINESTRING (25.5211594 29.2023052, 25.5210888 29.2023396, 25.5209939 29.2023608)",,,
774709791,False,tertiary,,False,40.994,"LINESTRING (25.5211594 29.2023052, 25.5213692 29.2024622, 25.5214797 29.2025455)",طريق اغورى,,
94967678,False,tertiary,,False,46.535,"LINESTRING (25.5201967 29.2023725, 25.5203531 29.2019769)",شارع مسجد الرمل,,
179115010,False,tertiary,,False,39.235,"LINESTRING (25.5201967 29.2023725, 25.5206009 29.2023765)",,,
744505389,False,residential,,True,187.98899999999998,"LINESTRING (25.5201967 29.2023725, 25.5199266 29.2024115, 25.5195768 29.2024591, 25.5193577 29.2024988, 25.5191682 29.2025394, 25.5189817 29.2025893, 25.5187989 29.2026487, 25.5186516 29.2027042, 25.5185073 29.2027657, 25.518346 29.2028334)",,,
