osmid,name,highway,oneway,reversed,length,junction,geometry,bridge,tunnel
88217285,شارع المدارس,residential,False,True,32.117,,"LINESTRING (31.0091777 30.5544971, 31.0091573 30.5547854)",,
740176014,شارع سعد زغلول,tertiary,False,False,9.09,,"LINESTRING (31.0091777 30.5544971, 31.0092716 30.5545091)",,
740176014,شارع سعد زغلول,tertiary,False,True,16.532,,"LINESTRING (31.0091777 30.5544971, 31.0090069 30.5544754)",,
740436721,شارع الشهداء,residential,False,True,29.478,,"LINESTRING (31.005778 30.556956, 31.0060851 30.5569746)",,
740436720,,residential,True,False,16.105,roundabout,"LINESTRING (31.005778 30.556956, 31.0057735 30.5569847, 31.0057583 30.5570106, 31.0057341 30.5570307, 31.0057036 30.5570428, 31.0056701 30.5570457)",,
739837926,شارع الجلاء البحرى,residential,True,False,36.01,,"LINESTRING (31.0081014 30.5562413, 31.0080776 30.5565645)",,
968203061,شارع بورسعيد,residential,False,False,54.277,,"LINESTRING (31.0081014 30.5562413, 31.0086672 30.5562708)",,
968203061,شارع بورسعيد,residential,False,True,12.797,,"LINESTRING (31.0081014 30.5562413, 31.007968 30.5562343)",,
88217255,شارع انور السادات,tertiary,False,False,28.129,,"LINESTRING (31.0082786 30.5543826, 31.0083 30.5541303)",,
740176014,شارع سعد زغلول,tertiary,False,False,31.255,,"LINESTRING (31.0082786 30.5543826, 31.0086015 30.5544237)",,
740176014,شارع سعد زغلول,tertiary,False,True,16.581,,"LINESTRING (31.0082786 30.5543826, 31.0081077 30.5543586)",,
795854340,شارع الجلاء البحرى,residential,False,True,33.407,,"LINESTRING (31.0082786 30.5543826, 31.008247 30.5546818)",,
88217243,شارع محمد صبرى ابو علم,tertiary,False,False,22.304,,"LINESTRING (31.0047322 30.5546759, 31.0048112 30.5544872)",,
88217243,شارع محمد صبرى ابو علم,tertiary,False,True,27.968,,"LINESTRING (31.0047322 30.5546759, 31.0046331 30.5549125)",,
740360622,حارة الطنبداوي,residential,False,False,104.303,,"LINESTRING (31.0047322 30.5546759, 31.0058069 30.5548288)",,
607507859,,primary,True,False,5.6530000000000005,roundabout,"LINESTRING (31.0105267 30.5501954, 31.010541 30.5502176, 31.0105498 30.5502419)",,
88217302,كوبرى مبارك,secondary,True,False,24.696,,"LINESTRING (31.010799 30.5502948, 31.010542 30.5503133)",,
795854338,,primary_link,True,False,42.400999999999996,,"LINESTRING (31.010799 30.5502948, 31.0107369 30.5503327, 31.0106902 30.5503846, 31.0106632 30.5504459, 31.0106581 30.5505113, 31.0106526 30.5506302)",,
88217259,شارع احمد عرابى,residential,False,False,34.698,,"LINESTRING (31.0057521 30.5561074, 31.005735 30.5564191)",,
88217259,شارع احمد عرابى,residential,False,True,61.582,,"LINESTRING (31.0057521 30.5561074, 31.0057825 30.5555542)",,
740415853,شارع بورسعيد,residential,False,False,38.881,,"LINESTRING (31.0057521 30.5561074, 31.0061571 30.5561326)",,
740415853,شارع بورسعيد,residential,False,True,35.492,,"LINESTRING (31.0057521 30.5561074, 31.0053824 30.5560845)",,
88217285,شارع المدارس,residential,False,False,66.136,,"LINESTRING (31.0090519 30.5562909, 31.0090934 30.5556972)",,
88217285,شارع المدارس,residential,False,True,84.707,,"LINESTRING (31.0090519 30.5562909, 31.0089986 30.5570513)",,
968203061,شارع بورسعيد,residential,False,False,61.328,,"LINESTRING (31.0090519 30.5562909, 31.0096912 30.5563243)",,
968203061,شارع بورسعيد,residential,False,True,36.904,,"LINESTRING (31.0090519 30.5562909, 31.0086672 30.5562708)",,
88217259,شارع احمد عرابى,residential,False,False,30.623,,"LINESTRING (31.0058477 30.5537905, 31.0058327 30.5540656)",,
740176014,شارع سعد زغلول,tertiary,False,False,22.631,,"LINESTRING (31.0058477 30.5537905, 31.0060768 30.5538405)",,
740176014,شارع سعد زغلول,tertiary,False,True,8.822,,"LINESTRING (31.0058477 30.5537905, 31.0057584 30.553771)",,
