osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,junction
88523767,شارع ابو بكر الصديق,residential,False,False,81.898,"LINESTRING (30.4667342 31.0402098, 30.4675144 31.040519)",,,
88523823,شارع احمد حافظ عوض,residential,False,False,49.179,"LINESTRING (30.4667342 31.0402098, 30.4669809 31.0398213)",,,
88523823,شارع احمد حافظ عوض,residential,False,True,9.863,"LINESTRING (30.4667342 31.0402098, 30.4666847 31.0402877)",,,
88523784,,residential,False,True,67.342,"LINESTRING (30.4685473 31.0402612, 30.4682444 31.0408084)",,,
98247745,شارع احمد محرم,secondary,True,False,68.256,"LINESTRING (30.4685473 31.0402612, 30.4682902 31.0401254, 30.4679375 31.039939)",,,
88523815,شارع الهندسه,residential,False,True,89.805,"LINESTRING (30.4669501 31.0415838, 30.4660745 31.0412847)",,,
731085652,شارع مصطفى كامل,residential,False,False,61.802,"LINESTRING (30.4669501 31.0415838, 30.4672233 31.0410797)",,,
603889838,شارع الجمهورية,secondary,True,False,11.66,"LINESTRING (30.4688064 31.0417011, 30.4687551 31.0417963)",,,
88533908,شارع مصلى,residential,False,True,8.908,"LINESTRING (30.4713876 31.0406423, 30.4714749 31.0406136)",,,
603889864,شارع سيدى عمر,residential,False,False,49.226,"LINESTRING (30.4713876 31.0406423, 30.4716232 31.0410363)",,,
603889864,شارع سيدى عمر,residential,False,True,38.257,"LINESTRING (30.4713876 31.0406423, 30.4712045 31.0403361)",,,
799300628,شارع النادى,residential,False,False,40.91,"LINESTRING (30.4713876 31.0406423, 30.4710002 31.040801)",,,
603889840,شارع احمد عرابى,secondary,True,False,63.334,"LINESTRING (30.4704869 31.0389754, 30.4706796 31.0393039, 30.4706947 31.0393325, 30.4707058 31.0393624, 30.4707127 31.0393932, 30.4707156 31.0394245, 30.4707106 31.0394625, 30.4706976 31.039499)",,,
756958882,,residential,False,False,74.278,"LINESTRING (30.4704869 31.0389754, 30.4707292 31.0388823, 30.4708922 31.0388105, 30.4710571 31.0387295, 30.4711765 31.0386657)",,,
1211665678,,residential,False,True,51.419,"LINESTRING (30.4677044 31.0346664, 30.4674697 31.0350828)",,,
"[165939128, 176132504, 292849582]","['طريق النصر', 'شارع خليج النصر']",secondary,True,False,102.707,"LINESTRING (30.4677044 31.0346664, 30.4679109 31.0350139, 30.4679551 31.0350679, 30.4679997 31.0351167, 30.4680396 31.0351409, 30.4682884 31.0352307, 30.4683328 31.0352435, 30.4684351 31.0352728)",yes,,
563594560,شارع الجيش,secondary,True,False,21.027,"LINESTRING (30.4742745 31.0418205, 30.4744908 31.0417829)",,,
761459306,,secondary_link,False,False,6.923,"LINESTRING (30.4742745 31.0418205, 30.4742959 31.04188)",,,
98247751,شارع احمد محرم,secondary,True,False,45.431,"LINESTRING (30.4667153 31.0391876, 30.4671249 31.0393968)",,,
603889846,شارع سيدى شعبان,residential,False,True,103.804,"LINESTRING (30.4667153 31.0391876, 30.4671724 31.0383402)",,,
603889851,شارع احمد عرابى,secondary,True,False,95.83500000000001,"LINESTRING (30.4694299 31.0400348, 30.4695601 31.039978, 30.469744 31.0398963, 30.4699708 31.0397987, 30.4703262 31.0396436)",,,
603889851,شارع احمد عرابى,secondary,True,False,28.158,"LINESTRING (30.4691736 31.0401609, 30.4694299 31.0400348)",,,
603889837,ميدان الساعة,secondary,True,False,34.861,"LINESTRING (30.4691736 31.0401609, 30.4692343 31.0401656, 30.469291 31.0401849, 30.4693389 31.0402172, 30.4693741 31.0402599, 30.4693937 31.0403094, 30.4693961 31.0403616)",,3,roundabout
401460280,,residential,False,False,33.478,"LINESTRING (30.4730032 31.0351909, 30.4732947 31.035359)",,,
799606394,شارع الموازين,residential,False,False,27.289,"LINESTRING (30.4730032 31.0351909, 30.473165 31.0349884)",,,
799606394,شارع الموازين,residential,False,True,74.035,"LINESTRING (30.4730032 31.0351909, 30.4725435 31.0357277)",,,
