osmid,ref,highway,oneway,reversed,length,geometry,name,maxspeed,lanes
382313428,CA-13,primary,False,False,58.065,"LINESTRING (-86.0016965 15.6542439, -86.0012283 15.6545074)",,,
382313428,CA-13,primary,False,True,67.826,"LINESTRING (-86.0016965 15.6542439, -86.0022529 15.6539523)",,,
310120579,,residential,False,True,36.41,"LINESTRING (-86.0016965 15.6542439, -86.0016517 15.654376, -86.0016852 15.6545617)",,,
295589911,,residential,False,True,118.478,"LINESTRING (-86.0058839 15.6591405, -86.0047852 15.6590137)",4a Calle NE,,
689180969,,residential,True,False,100.902,"LINESTRING (-86.0058839 15.6591405, -86.0057535 15.6600392)",Avenida Efraín Soto,,
689180974,,residential,False,False,11.76,"LINESTRING (-86.0058839 15.6591405, -86.0059931 15.6591519)",4a Calle NO,,
382313278,,residential,False,False,113.354,"LINESTRING (-86.0092036 15.6595472, -86.0092915 15.6585313)",3a Avenida NO,30,
382313278,,residential,False,True,101.661,"LINESTRING (-86.0092036 15.6595472, -86.0090963 15.6604556)",3a Avenida NO,30,
689180974,,residential,False,True,125.011,"LINESTRING (-86.0092036 15.6595472, -86.0080477 15.6593885)",4a Calle NO,,
295589899,,residential,False,True,11.334,"LINESTRING (-86.0060055 15.6581687, -86.0061106 15.6581809)",3a Calle NO,,
689180969,,residential,True,False,108.841,"LINESTRING (-86.0060055 15.6581687, -86.0058839 15.6591405)",Avenida Efraín Soto,,
689180972,,residential,False,False,119.291,"LINESTRING (-86.0060055 15.6581687, -86.0049006 15.6580307)",3a Calle NE,,
382311765,,residential,False,False,3.65,"LINESTRING (-86.0064545 15.6551329, -86.0064593 15.6551004)",Avenida Efraín Soto,,
382311768,,residential,True,False,119.042,"LINESTRING (-86.0064545 15.6551329, -86.0053516 15.6549976)",Calle Central Oeste,40,2
785814385,,residential,False,True,3.793,"LINESTRING (-86.0064545 15.6551329, -86.0064497 15.6551667)",Avenida Efraín Soto,,
40721148,,residential,True,False,119.152,"LINESTRING (-86.0042933 15.6548718, -86.0031908 15.6547261)",Calle Central Oeste,40,2
161670230,,residential,False,False,118.498,"LINESTRING (-86.0042933 15.6548718, -86.0041422 15.6559275)",2a Avenida NE,,
295589912,,residential,False,False,116.426,"LINESTRING (-86.0042933 15.6548718, -86.0044192 15.6538318)",2a Avenida SE,,
295589896,,residential,False,True,113.531,"LINESTRING (-86.0094994 15.6565498, -86.0084451 15.6564409)",1a Calle NO,,
382313278,,residential,False,False,114.479,"LINESTRING (-86.0094994 15.6565498, -86.0095814 15.6555233)",3a Avenida NO,30,
382313278,,residential,False,True,115.788,"LINESTRING (-86.0094994 15.6565498, -86.0093989 15.6575866)",3a Avenida NO,30,
295589917,,residential,False,False,115.165,"LINESTRING (-86.0093989 15.6575866, -86.0083331 15.657447)",2a Calle NO,,
382313278,,residential,False,False,115.788,"LINESTRING (-86.0093989 15.6575866, -86.0094994 15.6565498)",3a Avenida NO,30,
382313278,,residential,False,True,105.674,"LINESTRING (-86.0093989 15.6575866, -86.0092915 15.6585313)",3a Avenida NO,30,
295589893,,residential,False,False,115.606,"LINESTRING (-86.0085708 15.6554083, -86.0084451 15.6564409)",2a Avenida NO,,
382313430,,residential,False,True,6.746,"LINESTRING (-86.0085708 15.6554083, -86.0085786 15.6553481)",2a Avenida SO,30,
785814395,,residential,True,False,108.958,"LINESTRING (-86.0085708 15.6554083, -86.0095814 15.6555233)",Calle Central Oeste,40,2
295589893,,residential,False,False,112.514,"LINESTRING (-86.0084451 15.6564409, -86.0083331 15.657447)",2a Avenida NO,,
295589893,,residential,False,True,115.606,"LINESTRING (-86.0084451 15.6564409, -86.0085708 15.6554083)",2a Avenida NO,,
295589896,,residential,False,False,113.531,"LINESTRING (-86.0084451 15.6564409, -86.0094994 15.6565498)",1a Calle NO,,
295589913,,residential,False,False,112.473,"LINESTRING (-86.0084451 15.6564409, -86.0074027 15.6563158)",1a Calle NO,,
382311765,,residential,False,False,112.292,"LINESTRING (-86.0066074 15.654089, -86.0067193 15.6530849)",Avenida Efraín Soto,,
382311765,,residential,False,True,113.575,"LINESTRING (-86.0066074 15.654089, -86.0064593 15.6551004)",Avenida Efraín Soto,,
557075715,,residential,False,False,118.681,"LINESTRING (-86.0066074 15.654089, -86.0077046 15.6542406)",1a Calle SO,,
382311765,,residential,False,True,112.292,"LINESTRING (-86.0067193 15.6530849, -86.0066074 15.654089)",Avenida Efraín Soto,,
689186447,,residential,False,False,119.673,"LINESTRING (-86.0067193 15.6530849, -86.0078279 15.6532219)",2a Calle SO,,
689175974,,residential,False,True,114.041,"LINESTRING (-86.0078279 15.6532219, -86.0077046 15.6542406)",1a Avenida SO,,
689186447,,residential,False,False,113.751,"LINESTRING (-86.0078279 15.6532219, -86.0088815 15.6533532)",2a Calle SO,,
689186447,,residential,False,True,119.673,"LINESTRING (-86.0078279 15.6532219, -86.0067193 15.6530849)",2a Calle SO,,
557075715,,residential,False,False,108.037,"LINESTRING (-86.0077046 15.6542406, -86.0087074 15.6543484)",1a Calle SO,,
557075715,,residential,False,True,118.681,"LINESTRING (-86.0077046 15.6542406, -86.0066074 15.654089)",1a Calle SO,,
689175974,,residential,False,False,114.041,"LINESTRING (-86.0077046 15.6542406, -86.0078279 15.6532219)",1a Avenida SO,,
689175974,,residential,False,True,111.052,"LINESTRING (-86.0077046 15.6542406, -86.0075429 15.6552271)",1a Avenida SO,,
295589895,,residential,False,True,114.907,"LINESTRING (-86.0075325 15.65529, -86.0074027 15.6563158)",1a Avenida NO,,
689175974,,residential,False,False,7.082,"LINESTRING (-86.0075325 15.65529, -86.0075429 15.6552271)",1a Avenida SO,,
785814395,,residential,True,False,111.947,"LINESTRING (-86.0075325 15.65529, -86.0079272 15.655335, -86.0085708 15.6554083)",Calle Central Oeste,40,2
44640814,,residential,False,True,113.81,"LINESTRING (-86.0031908 15.6547261, -86.0033716 15.6537175)",3a Avenida SE,40,2
382307977,,residential,False,False,120.928,"LINESTRING (-86.0031908 15.6547261, -86.0030311 15.6558027)",3a Avenida NE,40,2
382307978,,residential,True,False,110.404,"LINESTRING (-86.0031908 15.6547261, -86.0021657 15.6546188)",Calle Central Oeste,40,2
40721153,,residential,True,False,51.838,"LINESTRING (-86.0021657 15.6546188, -86.0016852 15.6545617)",Calle Central Oeste,40,2
295589914,,residential,False,True,74.697,"LINESTRING (-86.0021657 15.6546188, -86.0022529 15.6539523)",4a Avenida SE,,
689178508,,residential,False,False,120.21199999999999,"LINESTRING (-86.0021657 15.6546188, -86.0021159 15.6549664, -86.0020126 15.6556898)",4a Avenida NE,,
689178508,,residential,False,False,113.7,"LINESTRING (-86.0020126 15.6556898, -86.001868 15.6567028)",4a Avenida NE,,
689180968,,residential,True,False,109.771,"LINESTRING (-86.0020126 15.6556898, -86.0030311 15.6558027)",1a Calle NE,,
689178508,,residential,False,True,120.21199999999999,"LINESTRING (-86.0020126 15.6556898, -86.0021159 15.6549664, -86.0021657 15.6546188)",4a Avenida NE,,
295589905,,residential,False,False,113.96,"LINESTRING (-86.0052083 15.6560513, -86.0050509 15.6570649)",1a Avenida NE,,
689180968,,residential,True,False,111.899,"LINESTRING (-86.0052083 15.6560513, -86.0062453 15.6561764)",1a Calle NE,,
44640598,,residential,False,False,118.166,"LINESTRING (-86.0052083 15.6560513, -86.005215 15.6560019, -86.0053465 15.6550352, -86.0053516 15.6549976)",1a Avenida NE,40,2
295589905,,residential,False,True,59.623,"LINESTRING (-86.0044827 15.6612096, -86.0045435 15.6606766)",1a Avenida NE,,
478976156,,residential,False,False,67.727,"LINESTRING (-86.0044827 15.6612096, -86.0051084 15.6612991)",6a Calle NE,,
478976156,,residential,False,True,103.905,"LINESTRING (-86.0044827 15.6612096, -86.0035198 15.6610931)",6a Calle NE,,
295589895,,residential,False,False,114.907,"LINESTRING (-86.0074027 15.6563158, -86.0075325 15.65529)",1a Avenida NO,,
295589895,,residential,False,True,114.415,"LINESTRING (-86.0074027 15.6563158, -86.0072813 15.6573381)",1a Avenida NO,,
295589913,,residential,False,False,114.685,"LINESTRING (-86.0074027 15.6563158, -86.0063398 15.6561882)",1a Calle NO,,
295589913,,residential,False,True,112.473,"LINESTRING (-86.0074027 15.6563158, -86.0084451 15.6564409)",1a Calle NO,,
40721153,,residential,True,False,49.292,"LINESTRING (-86.0016852 15.6545617, -86.0012283 15.6545074)",Calle Central Oeste,40,2
310120579,,residential,False,False,36.41,"LINESTRING (-86.0016852 15.6545617, -86.0016517 15.654376, -86.0016965 15.6542439)",,,
557075709,,residential,False,True,115.81,"LINESTRING (-86.0054759 15.653963, -86.0053516 15.6549976)",1a Avenida SE,40,2
557075713,,residential,True,False,121.958,"LINESTRING (-86.0054759 15.653963, -86.0066074 15.654089)",1a Calle SE,,
310120569,,residential,False,True,41.892,"LINESTRING (-86.0027723 15.6536592, -86.0023847 15.6536078)",1a Calle SE,,
382313428,CA-13,primary,False,False,64.459,"LINESTRING (-86.0027723 15.6536592, -86.0022529 15.6539523)",,,
382313428,CA-13,primary,False,True,80.923,"LINESTRING (-86.0027723 15.6536592, -86.0034323 15.6533046)",,,
557075713,,residential,True,False,64.494,"LINESTRING (-86.0027723 15.6536592, -86.0033716 15.6537175)",1a Calle SE,,
382313428,CA-13,primary,False,False,29.994,"LINESTRING (-86.0012283 15.6545074, -86.0010224 15.6546903)",,,
382313428,CA-13,primary,False,True,58.065,"LINESTRING (-86.0012283 15.6545074, -86.0016965 15.6542439)",,,
689178509,,residential,False,True,19.777,"LINESTRING (-86.0012283 15.6545074, -86.0010452 15.654484)",Calle Central Este,30,
382307977,,residential,False,False,108.843,"LINESTRING (-86.0028955 15.6568077, -86.002767 15.6577787)",3a Avenida NE,40,2
382307977,,residential,False,True,112.69,"LINESTRING (-86.0028955 15.6568077, -86.0030311 15.6558027)",3a Avenida NE,40,2
689180970,,residential,False,False,110.63,"LINESTRING (-86.0028955 15.6568077, -86.001868 15.6567028)",2a Calle NE,,
689180970,,residential,False,True,121.797,"LINESTRING (-86.0028955 15.6568077, -86.0040261 15.6569286)",2a Calle NE,,
295589905,,residential,False,True,113.96,"LINESTRING (-86.0050509 15.6570649, -86.0052083 15.6560513)",1a Avenida NE,,
689180970,,residential,False,False,110.766,"LINESTRING (-86.0050509 15.6570649, -86.0040261 15.6569286)",2a Calle NE,,
689180970,,residential,False,True,111.976,"LINESTRING (-86.0050509 15.6570649, -86.0060867 15.657204)",2a Calle NE,,
295589905,,residential,False,False,108.59100000000001,"LINESTRING (-86.0050509 15.6570649, -86.0049706 15.657581, -86.0049006 15.6580307)",1a Avenida NE,,
295589895,,residential,False,False,107.04,"LINESTRING (-86.0070439 15.6592709, -86.0071828 15.6583176)",1a Avenida NO,,
295589895,,residential,False,True,103.118,"LINESTRING (-86.0070439 15.6592709, -86.0069156 15.66019)",1a Avenida NO,,
689180974,,residential,False,False,108.267,"LINESTRING (-86.0070439 15.6592709, -86.0080477 15.6593885)",4a Calle NO,,
689180974,,residential,False,True,113.282,"LINESTRING (-86.0070439 15.6592709, -86.0059931 15.6591519)",4a Calle NO,,
295589895,,residential,False,False,109.425,"LINESTRING (-86.0071828 15.6583176, -86.0072813 15.6573381)",1a Avenida NO,,
295589895,,residential,False,True,107.04,"LINESTRING (-86.0071828 15.6583176, -86.0070439 15.6592709)",1a Avenida NO,,
295589899,,residential,False,False,115.801,"LINESTRING (-86.0071828 15.6583176, -86.0061106 15.6581809)",3a Calle NO,,
295589899,,residential,False,True,108.59,"LINESTRING (-86.0071828 15.6583176, -86.0081894 15.658437)",3a Calle NO,,
295589895,,residential,False,False,114.415,"LINESTRING (-86.0072813 15.6573381, -86.0074027 15.6563158)",1a Avenida NO,,
295589895,,residential,False,True,109.425,"LINESTRING (-86.0072813 15.6573381, -86.0071828 15.6583176)",1a Avenida NO,,
