osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,width
109193170,True,2,O'Higgins,tertiary,50,False,124.947,"LINESTRING (-72.9914755 -36.7386133, -72.990287 -36.738204, -72.9902511 -36.7381917, -72.9901872 -36.7381697)",,
114624600,True,2,El Roble,residential,50,False,125.277,"LINESTRING (-72.9914755 -36.7386133, -72.9919933 -36.7376618, -72.9920038 -36.7376425, -72.9920375 -36.7375806)",,
27637144,False,2,Los Copihues,residential,20,True,33.873000000000005,"LINESTRING (-72.9910827 -36.7427611, -72.9910659 -36.7429045, -72.9910518 -36.7430647)",,
"[121051540, 121051541]",False,2,Maipú,secondary,,True,20.113,"LINESTRING (-72.9910827 -36.7427611, -72.9910915 -36.7427006, -72.9911105 -36.7425816)",yes,
121645939,False,2,Alcázar,tertiary,50,True,81.841,"LINESTRING (-72.9894518 -36.7366836, -72.9898127 -36.7360068)",,
"[162129089, 121051543]",True,2,"['Infante', 'Las Heras']",primary,50,False,247.96400000000003,"LINESTRING (-72.9894518 -36.7366836, -72.9882322 -36.7362604, -72.9882129 -36.7362524, -72.9881974 -36.7362402, -72.9881869 -36.736225, -72.9881824 -36.7362089, -72.9881836 -36.7361925, -72.9881903 -36.736177, -72.9886835 -36.7352721, -72.9886988 -36.7352441, -72.9887214 -36.7352025)",,
121645939,False,2,Alcázar,tertiary,50,False,125.076,"LINESTRING (-72.9894518 -36.7366836, -72.9894174 -36.7367481, -72.989402 -36.736777, -72.9889004 -36.737718)",,
114624610,True,2,El Roble,residential,50,False,125.196,"LINESTRING (-72.9920375 -36.7375806, -72.9925495 -36.7366127, -72.9925643 -36.7365848, -72.9925859 -36.736544)",,
121051543,True,2,Las Heras,primary,50,False,125.75599999999999,"LINESTRING (-72.9920375 -36.7375806, -72.9919565 -36.7375525, -72.9908232 -36.7371593, -72.9907424 -36.7371313)",,
"[896386553, 563110534]",True,1,Maipú,secondary,50,False,126.838,"LINESTRING (-72.9933308 -36.7380268, -72.9932809 -36.7381162, -72.9929441 -36.7387198, -72.9928023 -36.7389739, -72.9927497 -36.7390681)",,
563493971,True,2,Las Heras,primary,50,False,125.471,"LINESTRING (-72.9933308 -36.7380268, -72.9932419 -36.7379961, -72.9920951 -36.7376005, -72.9920375 -36.7375806)",,
"[116548032, 121051529, 563493974, 563493975]",True,2,Las Heras,primary,50,False,132.84900000000002,"LINESTRING (-72.9946944 -36.7385098, -72.9946507 -36.7384946, -72.9945394 -36.7384558, -72.9934792 -36.73808, -72.9934406 -36.7380662, -72.9933308 -36.7380268)",yes,
162129085,True,2,Penco,secondary,50,False,125.93499999999999,"LINESTRING (-72.9946944 -36.7385098, -72.9950156 -36.737915, -72.9952111 -36.737553, -72.9952297 -36.7375186, -72.9952557 -36.7374704)",,
109191184,False,2,Membrillar,tertiary,50,False,125.4,"LINESTRING (-72.9973423 -36.7394383, -72.9973163 -36.739498, -72.996878 -36.7405029)",,
116548032,True,2,Las Heras,primary,50,False,125.067,"LINESTRING (-72.9973423 -36.7394383, -72.997272 -36.7394134, -72.996277 -36.7390608, -72.9961811 -36.7390272, -72.9960583 -36.7389841)",,
896740577,False,2,Membrillar,residential,30,True,126.761,"LINESTRING (-72.9973423 -36.7394383, -72.9973737 -36.7393683, -72.9977905 -36.7384375, -72.9978005 -36.7384151, -72.9978228 -36.7383653)",,
108962639,True,2,Talcahuano,tertiary,50,False,126.959,"LINESTRING (-72.9986763 -36.7398959, -72.9991162 -36.7388986, -72.9991275 -36.7388729, -72.9991511 -36.7388194)",,
116548032,True,2,Las Heras,primary,50,False,36.296,"LINESTRING (-72.9986763 -36.7398959, -72.9985792 -36.7398626, -72.9983018 -36.7397675)",,
119276000,True,2,O'Higgins,secondary,50,False,127.792,"LINESTRING (-72.996878 -36.7405029, -72.9955612 -36.7400476)",,
563701634,False,2,Membrillar,tertiary,50,False,127.525,"LINESTRING (-72.996878 -36.7405029, -72.9963951 -36.7415825)",,
109191184,False,2,Membrillar,tertiary,50,True,125.4,"LINESTRING (-72.996878 -36.7405029, -72.9973163 -36.739498, -72.9973423 -36.7394383)",,
27729271,False,2,Los Carrera,tertiary,50,False,128.469,"LINESTRING (-72.9963951 -36.7415825, -72.9950782 -36.7411122)",,
109191158,False,2,Los Carrera,residential,50,True,102.382,"LINESTRING (-72.9963951 -36.7415825, -72.9974441 -36.7419582)",,
162629451,False,2,Membrillar,tertiary,50,False,125.849,"LINESTRING (-72.9963951 -36.7415825, -72.9959185 -36.7426479)",,
563701634,False,2,Membrillar,tertiary,50,True,127.525,"LINESTRING (-72.9963951 -36.7415825, -72.996878 -36.7405029)",,
162629451,False,2,Membrillar,tertiary,50,True,125.849,"LINESTRING (-72.9959185 -36.7426479, -72.9963951 -36.7415825)",,
561861061,False,2,Cruz,unclassified,50,False,129.047,"LINESTRING (-72.9959185 -36.7426479, -72.9945957 -36.7421754)",,
27727686,False,,Chacabuco,residential,50,False,125.797,"LINESTRING (-72.9945957 -36.7421754, -72.9950782 -36.7411122)",,
27727686,False,,Chacabuco,residential,50,True,67.677,"LINESTRING (-72.9945957 -36.7421754, -72.9943518 -36.7427518)",,
561861061,False,2,Cruz,unclassified,50,True,129.047,"LINESTRING (-72.9945957 -36.7421754, -72.9959185 -36.7426479)",,
561861061,False,2,Cruz,unclassified,50,False,148.636,"LINESTRING (-72.9945957 -36.7421754, -72.9931449 -36.7416572, -72.9930721 -36.7416312)",,
"[862400907, 121051523, 121051525]",False,"['1', '2']",Cruz,tertiary,50,False,22.814,"LINESTRING (-72.9930721 -36.7416312, -72.9930023 -36.7416068, -72.9929815 -36.7415995, -72.9929028 -36.741572, -72.9928374 -36.7415492)",yes,
561861061,False,2,Cruz,unclassified,50,True,148.636,"LINESTRING (-72.9930721 -36.7416312, -72.9931449 -36.7416572, -72.9945957 -36.7421754)",,
896386554,True,2,Penco,secondary,50,False,125.295,"LINESTRING (-72.9930721 -36.7416312, -72.9933541 -36.7410647, -72.9935931 -36.7405846)",,
121051523,False,2,Cruz,tertiary,50,False,72.857,"LINESTRING (-72.9916356 -36.7411297, -72.991574 -36.7411082, -72.990886 -36.740868)",,
121051523,False,2,Cruz,tertiary,50,True,50.199999999999996,"LINESTRING (-72.9916356 -36.7411297, -72.9916967 -36.741151, -72.9921521 -36.74131)",,
896386555,True,2,Maipú,secondary,50,False,88.915,"LINESTRING (-72.9916356 -36.7411297, -72.9913388 -36.7416853, -72.9912923 -36.7417953, -72.9912644 -36.7418712)",,
121051523,False,2,Cruz,tertiary,50,True,51.632,"LINESTRING (-72.9903548 -36.7406825, -72.990886 -36.740868)",,
