osmid,oneway,lanes,name,highway,maxspeed,reversed,length,bridge,geometry,ref
151600073,False,2,Balmaceda,residential,50,True,25.018,,"LINESTRING (-72.4172996 -35.3297486, -72.4171714 -35.3299478)",
"[694445603, 694445602, 281668627]",True,,Pinto,residential,,False,130.393,yes,"LINESTRING (-72.41219 -35.3275492, -72.4125699 -35.3277136, -72.4126646 -35.3277543, -72.4134672 -35.328087)",
"[694445600, 694445601, 547094415]",True,2,Freire,secondary,50,False,129.802,yes,"LINESTRING (-72.4134672 -35.328087, -72.4133273 -35.3283137, -72.413287 -35.328375, -72.4127982 -35.3291188)",
"[206524394, 694445603]",True,,Pinto,residential,,False,260.651,,"LINESTRING (-72.4134672 -35.328087, -72.4147227 -35.3286056, -72.4160247 -35.3291552)",
206524394,True,,Pinto,residential,,False,133.154,,"LINESTRING (-72.4160247 -35.3291552, -72.4172996 -35.3297486)",
281668636,False,,Zañartu,residential,,True,61.164,,"LINESTRING (-72.4160247 -35.3291552, -72.4163262 -35.3286632)",
151600073,False,2,Balmaceda,residential,50,False,34.339,,"LINESTRING (-72.4165599 -35.3307952, -72.4167563 -35.3305312)",
151600073,False,2,Balmaceda,residential,50,True,123.711,,"LINESTRING (-72.4165599 -35.3307952, -72.4158738 -35.3317567)",
1022309955,True,2,Prieto,tertiary,50,False,131.842,,"LINESTRING (-72.4165599 -35.3307952, -72.4152921 -35.3302155)",
"[206524222, 281964071]",False,,Zañartu,"['residential', 'living_street']",,True,184.466,,"LINESTRING (-72.4152921 -35.3302155, -72.4158133 -35.3294789, -72.4166769 -35.3298753)",
"[694445616, 694445617, 281978253]",True,2,Zañartu,residential,,False,130.77,yes,"LINESTRING (-72.4152921 -35.3302155, -72.415048 -35.3305777, -72.4149647 -35.330703, -72.4146006 -35.3312474)",
"[1022309955, 694445614, 694445615]",True,2,Prieto,tertiary,50,False,130.99800000000002,yes,"LINESTRING (-72.4152921 -35.3302155, -72.4147703 -35.3299841, -72.4145925 -35.3299046, -72.4140231 -35.3296533)",
640087007,True,,Prieto,tertiary,,False,126.016,,"LINESTRING (-72.4140231 -35.3296533, -72.4127982 -35.3291188)",
547094410,True,,Prieto,tertiary,,False,130.713,,"LINESTRING (-72.4115668 -35.3285693, -72.4103002 -35.3280089)",
547094413,True,2,O'Higgins,secondary,50,False,126.739,,"LINESTRING (-72.4115668 -35.3285693, -72.41219 -35.3275492)",
281964073,True,2,Bulnes,tertiary,50,False,121.726,,"LINESTRING (-72.4103002 -35.3280089, -72.409703 -35.3289892)",
1026236022,True,,Prieto,residential,,False,126.848,,"LINESTRING (-72.4103002 -35.3280089, -72.409068 -35.3274697)",
151600073,False,2,Balmaceda,residential,50,False,123.711,,"LINESTRING (-72.4158738 -35.3317567, -72.4165599 -35.3307952)",
151600073,False,2,Balmaceda,residential,50,True,18.194,,"LINESTRING (-72.4158738 -35.3317567, -72.4157733 -35.3318983)",
151600098,True,2,Avenida Enrique Donn,tertiary,50,False,91.345,,"LINESTRING (-72.4158738 -35.3317567, -72.4167489 -35.3321631)",
328255803,True,2,Zañartu,tertiary,,False,121.854,,"LINESTRING (-72.4146006 -35.3312474, -72.4139593 -35.3322103)",
"[328255800, 694445618]",False,2,"['Portales', 'Avenida Enrique Donn']",tertiary,,"[False, True]",23.772,yes,"LINESTRING (-72.4146006 -35.3312474, -72.4146567 -35.3312738, -72.4148274 -35.3313545)",
267465098,True,,Oñederra,tertiary,,False,128.123,,"LINESTRING (-72.4133606 -35.3306709, -72.4140231 -35.3296533)",
328255801,True,2,Portales,tertiary,,False,129.471,,"LINESTRING (-72.4133606 -35.3306709, -72.4146006 -35.3312474)",
281964077,True,2,Freire,secondary,50,False,123.394,,"LINESTRING (-72.4121698 -35.3301452, -72.4115519 -35.3311338)",
328255801,True,2,Portales,tertiary,,False,122.82900000000001,,"LINESTRING (-72.4121698 -35.3301452, -72.4125691 -35.3303184, -72.4133606 -35.3306709)",
328255801,True,2,Portales,tertiary,,False,126.454,,"LINESTRING (-72.4109588 -35.329582, -72.4121698 -35.3301452)",
547094413,True,2,O'Higgins,secondary,50,False,125.39,,"LINESTRING (-72.4109588 -35.329582, -72.4115668 -35.3285693)",
281964073,True,2,Bulnes,tertiary,50,False,131.087,,"LINESTRING (-72.409703 -35.3289892, -72.4090545 -35.3300427)",
547109252,True,,Portales,tertiary,,False,131.619,,"LINESTRING (-72.409703 -35.3289892, -72.4109588 -35.329582)",
51744997,True,,Blanco,residential,,False,121.681,,"LINESTRING (-72.4085208 -35.3284688, -72.409068 -35.3274697)",
51794576,True,,,residential,,False,121.862,,"LINESTRING (-72.4085208 -35.3284688, -72.409703 -35.3289892)",
51794576,True,,,residential,,False,114.403,,"LINESTRING (-72.4074234 -35.3279619, -72.4085208 -35.3284688)",
903197552,True,2,Echeverría,residential,,False,137.327,,"LINESTRING (-72.4074234 -35.3279619, -72.4069234 -35.3291276)",
281964073,True,2,Bulnes,tertiary,50,False,126.94,,"LINESTRING (-72.4090545 -35.3300427, -72.4084157 -35.3310584)",
328255802,True,,Montt,residential,,False,119.965,,"LINESTRING (-72.4090545 -35.3300427, -72.407888 -35.3295345)",
281967164,True,2,Montt,tertiary,50,False,130.954,,"LINESTRING (-72.4103258 -35.3306006, -72.4090545 -35.3300427)",
328250630,True,2,O'Higgins,secondary,50,False,126.988,,"LINESTRING (-72.4103258 -35.3306006, -72.4109588 -35.329582)",
281964077,True,2,Freire,secondary,50,False,120.438,,"LINESTRING (-72.4115519 -35.3311338, -72.4109565 -35.3321019)",
281967164,True,2,Montt,tertiary,50,False,126.042,,"LINESTRING (-72.4115519 -35.3311338, -72.4103258 -35.3306006)",
267465098,True,,Oñederra,tertiary,,False,122.956,,"LINESTRING (-72.4127119 -35.3316418, -72.4130574 -35.3311247, -72.4133606 -35.3306709)",
281967164,True,2,Montt,tertiary,50,False,119.43800000000002,,"LINESTRING (-72.4127119 -35.3316418, -72.4123523 -35.3314864, -72.4118194 -35.3312561, -72.4115519 -35.3311338)",
281967163,False,,Zañartu,residential,,False,111.781,,"LINESTRING (-72.4139593 -35.3322103, -72.4133396 -35.3330792)",
281967164,True,2,Montt,tertiary,50,False,129.617,,"LINESTRING (-72.4139593 -35.3322103, -72.4127119 -35.3316418)",
51434458,False,,,residential,,True,122.36,,"LINESTRING (-72.4140471 -35.3345359, -72.4134418 -35.3355193)",
51434458,False,,,residential,,False,109.977,,"LINESTRING (-72.4140471 -35.3345359, -72.414344 -35.3339648, -72.4144887 -35.3336863, -72.4144869 -35.3336201)",
"[51794820, 51434532]",False,,"['Vial', 'Santa María']",residential,,"[False, True]",222.31099999999998,,"LINESTRING (-72.4140471 -35.3345359, -72.4149385 -35.3349105, -72.414975 -35.3349562, -72.4149992 -35.3350427, -72.4150139 -35.3352319, -72.4149731 -35.3354202, -72.4146307 -35.3360151)",
800654116,True,,Vial,residential,,False,127.451,,"LINESTRING (-72.4128091 -35.3340466, -72.4115544 -35.3335308)",
