osmid,lanes,ref,name,highway,oneway,reversed,length,maxspeed,geometry
815077682,2,K-78-M,Bernardo O'Higgins,secondary,False,False,19.626,,"LINESTRING (-72.2727485 -35.595109, -72.2725849 -35.595225)"
324602031,2,K-78-M,Arturo Prat,tertiary,False,False,108.731,50,"LINESTRING (-72.2815032 -35.5886356, -72.2807864 -35.5894207)"
519480743,2,M-450-K,General Barbosa,tertiary,False,True,93.43900000000001,50,"LINESTRING (-72.2815032 -35.5886356, -72.2817554 -35.58879, -72.2823562 -35.5891092)"
820897507,2,K-78-M,General Barbosa,tertiary,False,False,89.911,50,"LINESTRING (-72.2815032 -35.5886356, -72.2813299 -35.5884887, -72.2811604 -35.5883263, -72.280915 -35.5879889)"
470672445,2,K-78-M,General Barbosa,secondary,False,True,94.19,50,"LINESTRING (-72.2803094 -35.5873015, -72.2804413 -35.5874811, -72.280546 -35.587609, -72.2806567 -35.5877308, -72.280915 -35.5879889)"
820897504,2,,Bernardo O'Higgins,secondary,True,False,163.603,50,"LINESTRING (-72.2803094 -35.5873015, -72.2800962 -35.5875035, -72.279186 -35.5884545)"
500179018,2,,Balmaceda,secondary,True,False,93.217,50,"LINESTRING (-72.2745387 -35.5947317, -72.2751753 -35.5940723)"
470672445,2,K-78-M,General Barbosa,secondary,False,False,94.19,50,"LINESTRING (-72.280915 -35.5879889, -72.2806567 -35.5877308, -72.280546 -35.587609, -72.2804413 -35.5874811, -72.2803094 -35.5873015)"
820897507,2,K-78-M,General Barbosa,tertiary,False,True,89.911,50,"LINESTRING (-72.280915 -35.5879889, -72.2811604 -35.5883263, -72.2813299 -35.5884887, -72.2815032 -35.5886356)"
324602031,2,K-78-M,Arturo Prat,tertiary,False,False,124.832,50,"LINESTRING (-72.2799547 -35.5903316, -72.2791318 -35.591233)"
324602031,2,K-78-M,Arturo Prat,tertiary,False,True,126.155,50,"LINESTRING (-72.2799547 -35.5903316, -72.2807864 -35.5894207)"
500180805,2,,General Alcérreca,residential,True,False,100.157,50,"LINESTRING (-72.2799547 -35.5903316, -72.2802935 -35.5905368, -72.2808437 -35.5908689)"
500180805,2,,General Alcérreca,residential,True,False,95.132,50,"LINESTRING (-72.2783651 -35.5893124, -72.2791839 -35.5898496)"
820897504,2,,Bernardo O'Higgins,secondary,True,False,129.216,50,"LINESTRING (-72.2783651 -35.5893124, -72.2774875 -35.5902295)"
324602031,2,K-78-M,Arturo Prat,tertiary,False,False,94.981,50,"LINESTRING (-72.2791318 -35.591233, -72.2785056 -35.5919188)"
324602031,2,K-78-M,Arturo Prat,tertiary,False,True,124.832,50,"LINESTRING (-72.2791318 -35.591233, -72.2799547 -35.5903316)"
500180966,2,,Manuel Rodríguez,residential,True,False,90.934,50,"LINESTRING (-72.2791318 -35.591233, -72.2783274 -35.5907422)"
500180968,2,,Manuel Rodríguez,residential,False,False,121.199,50,"LINESTRING (-72.2774875 -35.5902295, -72.2764327 -35.589557)"
820897504,2,,Bernardo O'Higgins,secondary,True,False,90.787,50,"LINESTRING (-72.2774875 -35.5902295, -72.2768708 -35.5908738)"
51436788,2,,Manuel Rodríguez,residential,False,False,56.433,50,"LINESTRING (-72.2820851 -35.5929768, -72.2815791 -35.5926797)"
820897506,2,,Balmaceda,secondary,True,False,125.894,50,"LINESTRING (-72.2783274 -35.5907422, -72.2791839 -35.5898496)"
