osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,width,junction
101248963,2,Manuel Rodríguez,residential,50,False,True,120.652,"LINESTRING (-72.6408201 -38.987751, -72.6408692 -38.9878121, -72.641507 -38.9886052, -72.64156 -38.9886711)",,,
230289447,2,Eleuterio Ramírez,residential,50,False,False,121.30199999999999,"LINESTRING (-72.6408201 -38.987751, -72.6407374 -38.9877926, -72.6407065 -38.9878081, -72.6397218 -38.9882935, -72.6396355 -38.988336)",,,
904423481,2,Eleuterio Ramírez,residential,50,False,True,120.02099999999999,"LINESTRING (-72.6408201 -38.987751, -72.6409034 -38.9877054, -72.6409325 -38.9876895, -72.6418483 -38.9872428, -72.641954 -38.9872398, -72.6420182 -38.987238)",,,
904245655,2,Manuel Rodríguez,residential,50,True,False,5.805,"LINESTRING (-72.639352 -38.9859233, -72.6393867 -38.985968)",,,
904245656,1,Francisco Bilbao,secondary,50,True,False,120.46100000000001,"LINESTRING (-72.639352 -38.9859233, -72.6394055 -38.9858967, -72.6404901 -38.9853576, -72.6405247 -38.985338)",S-65,,
25754911,2,José Manuel Balmaceda,residential,50,False,False,119.639,"LINESTRING (-72.6386054 -38.9849968, -72.6385194 -38.9850383, -72.6377156 -38.9854268, -72.6375562 -38.9855038, -72.6374826 -38.9856043)",,,
25754911,2,José Manuel Balmaceda,residential,50,False,True,120.104,"LINESTRING (-72.6386054 -38.9849968, -72.6386862 -38.9849567, -72.6396775 -38.984465, -72.6397768 -38.9844158)",,,
904423472,2,Manuel Rodríguez,residential,50,True,False,121.564,"LINESTRING (-72.6386054 -38.9849968, -72.6386525 -38.9850552, -72.6392817 -38.9858361, -72.639352 -38.9859233)",,,
904245637,2,5 de Abril,residential,50,True,False,7.505,"LINESTRING (-72.6358202 -38.9876812, -72.6357758 -38.9876232)",,,
904245635,1,Francisco Bilbao,secondary,50,True,False,120.091,"LINESTRING (-72.6358202 -38.9876812, -72.6357385 -38.9877216, -72.6347297 -38.9882202, -72.6346481 -38.9882612)",S-65,,
66340797,2,Caupolicán,residential,50,False,False,120.539,"LINESTRING (-72.6427393 -38.9880924, -72.642651 -38.9881357, -72.6416405 -38.9886316, -72.6416224 -38.9886405, -72.64156 -38.9886711)",,,
1188582308,2,Palazuelos,residential,50,False,False,108.703,"LINESTRING (-72.6427393 -38.9880924, -72.6427078 -38.9880529, -72.6426857 -38.9880252, -72.6421263 -38.9873221, -72.6420777 -38.987261)",,,
230289456,2,Andrés Bello,residential,50,True,False,114.887,"LINESTRING (-72.6388957 -38.9874132, -72.6388422 -38.9873484, -72.6382787 -38.9866654, -72.6381975 -38.9865665, -72.6381787 -38.9865432)",,,
904423466,2,Barros Arana,residential,50,False,False,116.268,"LINESTRING (-72.6388957 -38.9874132, -72.6389776 -38.9873731, -72.6399348 -38.9869046, -72.6400006 -38.9868855, -72.6400446 -38.9868726)",,,
904423466,2,Barros Arana,residential,50,False,True,119.569,"LINESTRING (-72.6388957 -38.9874132, -72.638819 -38.9874509, -72.637814 -38.9879444, -72.6377261 -38.9879875)",,,
66342146,4,12 de Febrero,residential,50,False,False,170.97500000000002,"LINESTRING (-72.6365432 -38.9885764, -72.6365093 -38.9886918, -72.6364807 -38.9887888, -72.6361021 -38.9900753)",,,
66342150,2,Barros Arana,residential,50,False,True,120.491,"LINESTRING (-72.6365432 -38.9885764, -72.6364628 -38.9886159, -72.6363519 -38.9886703, -72.6359767 -38.9888543, -72.6354586 -38.9891085, -72.6353643 -38.9891548)",,,
904245638,2,5 de Abril,residential,50,True,False,117.531,"LINESTRING (-72.6365432 -38.9885764, -72.6364232 -38.9884277, -72.6358593 -38.987729, -72.6358458 -38.9877122, -72.6358202 -38.9876812)",,,
904245641,4,12 de Febrero,residential,50,False,True,109.993,"LINESTRING (-72.6365432 -38.9885764, -72.6365888 -38.9884143, -72.6366166 -38.9883152, -72.6368148 -38.98761)",,,
904423466,2,Barros Arana,residential,50,False,False,121.411,"LINESTRING (-72.6365432 -38.9885764, -72.6367119 -38.9884923, -72.6367397 -38.9884784, -72.6376407 -38.9880291, -72.6377261 -38.9879875)",,,
230289451,2,5 de Abril,residential,50,True,False,119.467,"LINESTRING (-72.6350717 -38.9867244, -72.6350181 -38.986656, -72.6344511 -38.9859329, -72.6343523 -38.985807)",,,
624638325,2,José Manuel Balmaceda,residential,50,False,False,120.97200000000001,"LINESTRING (-72.6350717 -38.9867244, -72.6349935 -38.9867627, -72.6349564 -38.986781, -72.6343908 -38.9870585, -72.633972 -38.9872641, -72.6338882 -38.9873052)",,,
624638325,2,José Manuel Balmaceda,residential,50,False,True,122.208,"LINESTRING (-72.6350717 -38.9867244, -72.6351648 -38.9866786, -72.6360172 -38.9862597, -72.6362445 -38.9862173, -72.6362565 -38.9862115, -72.6362967 -38.986192)",,,
904245642,2,Vicuña Mackenna,residential,50,True,False,120.85100000000001,"LINESTRING (-72.6377261 -38.9879875, -72.6377774 -38.9880522, -72.6383909 -38.9888257, -72.6384075 -38.9888468, -72.6384596 -38.9889128)",,,
904423466,2,Barros Arana,residential,50,False,False,119.569,"LINESTRING (-72.6377261 -38.9879875, -72.637814 -38.9879444, -72.638819 -38.9874509, -72.6388957 -38.9874132)",,,
904423466,2,Barros Arana,residential,50,False,True,121.411,"LINESTRING (-72.6377261 -38.9879875, -72.6376407 -38.9880291, -72.6367397 -38.9884784, -72.6367119 -38.9884923, -72.6365432 -38.9885764)",,,
904245664,2,O'Higgins,secondary,50,True,False,112.676,"LINESTRING (-72.6424081 -38.9856921, -72.6417645 -38.9848923, -72.6417168 -38.984833)",,,
904423476,2,Barros Arana,residential,50,False,True,115.558,"LINESTRING (-72.6424081 -38.9856921, -72.6423182 -38.9857361, -72.6413877 -38.9861921, -72.6412771 -38.9862463)",,,
624638308,2,Andrés Bello,residential,50,True,False,120.06899999999999,"LINESTRING (-72.636692 -38.984647, -72.6366327 -38.984574, -72.6360069 -38.9838033, -72.6359509 -38.9837337)",,,
904697305,2,Gronow,residential,50,False,False,119.533,"LINESTRING (-72.636692 -38.984647, -72.6366089 -38.9846888, -72.6365774 -38.9847045, -72.6356136 -38.9851819, -72.6355262 -38.9852253)",,,
904697305,2,Gronow,residential,50,False,True,118.018,"LINESTRING (-72.636692 -38.984647, -72.6367728 -38.984607, -72.6368018 -38.9845925, -72.6376732 -38.9841694, -72.637751 -38.9841285, -72.6378445 -38.9840781)",,,
904702930,2,Palazuelos,residential,50,False,False,120.144,"LINESTRING (-72.6390355 -38.9835018, -72.6390938 -38.9835736, -72.639705 -38.9843272, -72.6397247 -38.9843515, -72.6397768 -38.9844158)",,,
904702930,2,Palazuelos,residential,50,False,True,120.139,"LINESTRING (-72.6390355 -38.9835018, -72.6389826 -38.9834366, -72.6384207 -38.9827486, -72.638365 -38.9826815, -72.6382843 -38.9825929)",,,
904702933,2,Gronow,residential,50,False,False,121.273,"LINESTRING (-72.6390355 -38.9835018, -72.6389474 -38.983545, -72.6389192 -38.9835588, -72.6380239 -38.9839981, -72.6379281 -38.9840413, -72.6378445 -38.9840781)",,,
904702933,2,Gronow,residential,50,False,True,118.596,"LINESTRING (-72.6390355 -38.9835018, -72.639125 -38.983458, -72.6391441 -38.9834485, -72.6400434 -38.9830072, -72.6401207 -38.9829692, -72.6401957 -38.9829324)",,,
25754911,2,José Manuel Balmaceda,residential,50,False,False,120.104,"LINESTRING (-72.6397768 -38.9844158, -72.6396775 -38.984465, -72.6386862 -38.9849567, -72.6386054 -38.9849968)",,,
"[931073405, 931073406, 25754911]",2,José Manuel Balmaceda,residential,50,False,True,117.86300000000001,"LINESTRING (-72.6397768 -38.9844158, -72.6398719 -38.9843706, -72.6401539 -38.9842368, -72.6403145 -38.9841607, -72.6406342 -38.984003, -72.6407554 -38.9839433, -72.6408415 -38.983901, -72.6409342 -38.9838554)",,,
904702930,2,Palazuelos,residential,50,False,False,121.219,"LINESTRING (-72.6397768 -38.9844158, -72.6398419 -38.9844961, -72.6398604 -38.9845188, -72.6404742 -38.9852756, -72.6404973 -38.9853042, -72.6405247 -38.985338)",,,
904702930,2,Palazuelos,residential,50,False,True,120.144,"LINESTRING (-72.6397768 -38.9844158, -72.6397247 -38.9843515, -72.639705 -38.9843272, -72.6390938 -38.9835736, -72.6390355 -38.9835018)",,,
