osmid,oneway,lanes,ref,name,highway,reversed,length,maxspeed,bridge,geometry
27637042,False,2,Q-953,Amunátegui,secondary,False,43.405,,,"LINESTRING (-72.2492225 -37.7221854, -72.249071 -37.7218139)"
89373501,False,2,,Eckers,residential,False,100.724,50,,"LINESTRING (-72.2492225 -37.7221854, -72.2481206 -37.7224321)"
"[89266281, 27637042, 846617310]",False,2,Q-953,"['Amunátegui', 'José Joaquín Pérez']",secondary,"[False, True]",82.05199999999999,50,yes,"LINESTRING (-72.2492225 -37.7221854, -72.2492353 -37.7222183, -72.2492386 -37.7222592, -72.2492507 -37.7226957, -72.249252 -37.7229216)"
846617310,False,2,Q-953,José Joaquín Pérez,secondary,True,67.118,50,,"LINESTRING (-72.2492574 -37.723888, -72.2492567 -37.7237575, -72.249254 -37.7232844)"
27637272,False,2,,Salvo,secondary,False,99.106,50,,"LINESTRING (-72.2390748 -37.7236919, -72.2387502 -37.7228384)"
89373460,False,2,Q-805,Unzueta,secondary,False,100.992,50,,"LINESTRING (-72.2390748 -37.7236919, -72.2401739 -37.723429)"
132351029,False,2,Q-805,Salvo,tertiary,True,98.897,50,,"LINESTRING (-72.2390748 -37.7236919, -72.2393987 -37.7245436)"
132351029,False,2,Q-805,Salvo,tertiary,False,98.897,50,,"LINESTRING (-72.2393987 -37.7245436, -72.2390748 -37.7236919)"
217770729,False,2,,Eckers,residential,True,101.753,50,,"LINESTRING (-72.2393987 -37.7245436, -72.2405078 -37.7242832)"
27637042,False,2,Q-953,Amunátegui,secondary,True,54.238,,,"LINESTRING (-72.2488816 -37.7213497, -72.249071 -37.7218139)"
89373460,False,2,Q-805,Unzueta,secondary,True,99.909,50,,"LINESTRING (-72.2488816 -37.7213497, -72.2477933 -37.7216071)"
341352590,True,2,,Amunátegui,residential,False,101.193,50,,"LINESTRING (-72.2488816 -37.7213497, -72.2485486 -37.7204786)"
89266263,True,2,,Manera,secondary,False,98.187,50,,"LINESTRING (-72.2411723 -37.7165872, -72.2422436 -37.7163391)"
89269921,True,2,,Arriagada,residential,False,98.545,50,,"LINESTRING (-72.2411723 -37.7165872, -72.241482 -37.7174389)"
