osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,ref,width
705840324,Errázuriz,residential,False,False,77.13,,,"LINESTRING (-72.9416364 -36.9775052, -72.9407709 -36.9775607)",,
171810032,Baudilio Cruz,residential,True,False,115.14399999999999,2,50,"LINESTRING (-72.933155 -36.9754886, -72.9332209 -36.9764936, -72.9332346 -36.9765206)",,
30817075,Condell,tertiary,False,False,121.616,2,50,"LINESTRING (-72.9414438 -36.9742405, -72.9413237 -36.97533)",,
30817075,Condell,tertiary,False,True,129.757,2,50,"LINESTRING (-72.9414438 -36.9742405, -72.9415793 -36.9730786)",,
30816685,O'Higgins,residential,True,False,121.801,2,50,"LINESTRING (-72.9415793 -36.9730786, -72.9402148 -36.9731858)",,
30817075,Condell,tertiary,False,False,129.757,2,50,"LINESTRING (-72.9415793 -36.9730786, -72.9414438 -36.9742405)",,
30817075,Condell,tertiary,False,True,133.511,2,50,"LINESTRING (-72.9415793 -36.9730786, -72.9417737 -36.971888)",,
30817075,Condell,tertiary,False,True,112.90299999999999,2,50,"LINESTRING (-72.9412291 -36.9763405, -72.9412552 -36.9762758, -72.9413237 -36.97533)",,
171810024,Irarrázabal,living_street,False,False,34.618,,,"LINESTRING (-72.9412291 -36.9763405, -72.9412834 -36.9763404, -72.9416188 -36.9763397)",,
339079416,Irarrázabal,tertiary,False,True,55.254000000000005,2,50,"LINESTRING (-72.9412291 -36.9763405, -72.9406727 -36.9763821, -72.9406098 -36.9763868)",,
464463057,El Águila,secondary,False,False,21.995,2,50,"LINESTRING (-72.9365051 -36.9721626, -72.9365188 -36.9723601)",O-680,10
"[464457057, 705841901, 705841902]",Bombero Perret,residential,True,False,147.972,"['1', '2']",,"LINESTRING (-72.9365051 -36.9721626, -72.936366 -36.9720946, -72.9357788 -36.9718073, -72.9354374 -36.9716366, -72.9350926 -36.9714575)",,
464457049,Avenida La Araucana,tertiary,False,False,32.757,2,50,"LINESTRING (-72.9328011 -36.9733218, -72.9331378 -36.9732017)",Q-652-O,
171810007,Pasaje Brasil,living_street,False,True,47.543,,,"LINESTRING (-72.9333332 -36.9731299, -72.9333553 -36.9735571)",,
464618686,Avenida La Araucana,tertiary,False,False,49.887,2,50,"LINESTRING (-72.9333332 -36.9731299, -72.9338462 -36.9729474)",Q-652-O,
464618686,Avenida La Araucana,tertiary,False,True,19.107,2,50,"LINESTRING (-72.9333332 -36.9731299, -72.9331378 -36.9732017)",Q-652-O,
464618686,Avenida La Araucana,tertiary,False,True,49.887,2,50,"LINESTRING (-72.9338462 -36.9729474, -72.9333332 -36.9731299)",Q-652-O,
464618686,Avenida La Araucana,tertiary,False,False,119.133,2,50,"LINESTRING (-72.9338462 -36.9729474, -72.9341809 -36.97284, -72.9343338 -36.972794, -72.9345109 -36.9727425, -72.9347616 -36.9726783, -72.9351142 -36.9726022)",Q-652-O,
881767226,San Martín,residential,True,False,99.031,2,50,"LINESTRING (-72.9351142 -36.9726022, -72.9351312 -36.9734927)",,
464618686,Avenida La Araucana,tertiary,False,True,119.133,2,50,"LINESTRING (-72.9351142 -36.9726022, -72.9347616 -36.9726783, -72.9345109 -36.9727425, -72.9343338 -36.972794, -72.9341809 -36.97284, -72.9338462 -36.9729474)",Q-652-O,
646573681,Avenida La Araucana,tertiary,False,False,127.668,2,50,"LINESTRING (-72.9351142 -36.9726022, -72.9355026 -36.9725267, -72.936317 -36.9723939, -72.9365188 -36.9723601)",Q-652-O,
30838387,Pedro de Valdivia,residential,True,False,118.196,2,50,"LINESTRING (-72.9339248 -36.9765406, -72.9339015 -36.9754778)",,
197714514,Irarrázabal,residential,True,False,109.11,2,50,"LINESTRING (-72.9339248 -36.9765406, -72.9351529 -36.9765239)",,
30837740,Avenida La Araucana,primary,False,False,17.59,2,50,"LINESTRING (-72.9375973 -36.9721004, -72.9377781 -36.9720359)",Q-652-O,
30837740,Avenida La Araucana,primary,False,True,100.082,2,50,"LINESTRING (-72.9375973 -36.9721004, -72.9373705 -36.972159, -72.9373241 -36.972171, -72.9369477 -36.9722642, -72.9366423 -36.9723325, -72.9365188 -36.9723601)",Q-652-O,
464457045,Manuel Bulnes,tertiary,True,False,143.82,2,,"LINESTRING (-72.9375973 -36.9721004, -72.9376117 -36.9723494, -72.9376123 -36.9723619, -72.9376218 -36.9725758, -72.9376286 -36.9727062, -72.937664 -36.9733927)",,
1056519296,Patricio Lynch,secondary,True,False,128.767,2,50,"LINESTRING (-72.940839 -36.9786637, -72.9408528 -36.9796345, -72.9408421 -36.979752, -72.9408263 -36.9798202)",Q-60-O,
30838663,Esmeralda,residential,False,False,111.844,2,,"LINESTRING (-72.9408263 -36.9798202, -72.9395685 -36.9798661)",,
30838663,Esmeralda,residential,False,True,111.844,2,,"LINESTRING (-72.9395685 -36.9798661, -72.9408263 -36.9798202)",,
464457052,La Concepción,secondary,True,False,124.778,2,50,"LINESTRING (-72.9395685 -36.9798661, -72.9394026 -36.9787518)",,
1088033339,Esmeralda,tertiary,False,False,12.859,2,50,"LINESTRING (-72.9379569 -36.979505, -72.9378412 -36.9794355)",,
30838782,General Porras,tertiary,True,False,120.426,2,50,"LINESTRING (-72.9379569 -36.979505, -72.9380604 -36.9794306, -72.9389647 -36.9787806)",,
361109543,Esmeralda,tertiary,False,True,166.35,2,50,"LINESTRING (-72.9379569 -36.979505, -72.9380062 -36.979536, -72.938212 -36.9796655, -72.9383035 -36.9797148, -72.9386924 -36.9799176, -72.9388681 -36.9799851, -72.9390478 -36.9800419, -72.9396085 -36.9801752)",,
361109542,Colón,tertiary,True,False,39.03,2,50,"LINESTRING (-72.9389647 -36.9787806, -72.9393103 -36.9787579, -72.9394026 -36.9787518)",,
464457049,Avenida La Araucana,tertiary,False,True,32.757,2,50,"LINESTRING (-72.9331378 -36.9732017, -72.9328011 -36.9733218)",Q-652-O,
464618686,Avenida La Araucana,tertiary,False,False,19.107,2,50,"LINESTRING (-72.9331378 -36.9732017, -72.9333332 -36.9731299)",Q-652-O,
705840324,Errázuriz,residential,False,True,77.13,,,"LINESTRING (-72.9407709 -36.9775607, -72.9416364 -36.9775052)",,
881781186,Errázuriz,residential,True,False,135.934,2,50,"LINESTRING (-72.9407709 -36.9775607, -72.9392422 -36.977616)",,
1056519295,Patricio Lynch,secondary,True,False,122.8,2,50,"LINESTRING (-72.9407709 -36.9775607, -72.9408214 -36.978308, -72.940839 -36.9786637)",Q-60-O,
464457052,La Concepción,secondary,True,False,34.554,2,50,"LINESTRING (-72.9396085 -36.9801752, -72.9395685 -36.9798661)",,
361109543,Esmeralda,tertiary,False,False,166.35,2,50,"LINESTRING (-72.9396085 -36.9801752, -72.9390478 -36.9800419, -72.9388681 -36.9799851, -72.9386924 -36.9799176, -72.9383035 -36.9797148, -72.938212 -36.9796655, -72.9380062 -36.979536, -72.9379569 -36.979505)",,
464457052,La Concepción,secondary,True,False,131.889,2,50,"LINESTRING (-72.9392422 -36.977616, -72.939101 -36.9765083, -72.9390918 -36.976436)",,
881781186,Errázuriz,residential,True,False,126.693,2,50,"LINESTRING (-72.9392422 -36.977616, -72.9378915 -36.9776784, -72.9378183 -36.977681)",,
30817075,Condell,tertiary,False,True,121.616,2,50,"LINESTRING (-72.9413237 -36.97533, -72.9414438 -36.9742405)",,
30817075,Condell,tertiary,False,False,112.90299999999999,2,50,"LINESTRING (-72.9413237 -36.97533, -72.9412552 -36.9762758, -72.9412291 -36.9763405)",,
464457064,Ramón Freire,residential,True,False,74.71900000000001,2,50,"LINESTRING (-72.9413237 -36.97533, -72.9405778 -36.9753408, -72.9404828 -36.9753441)",,
38718501,Patricio Lynch,secondary,True,False,116.49900000000001,2,50,"LINESTRING (-72.9404828 -36.9753441, -72.9404948 -36.9754338, -72.9406055 -36.9763215, -72.9406098 -36.9763868)",Q-60-O,
528548330,Ramón Freire,tertiary,True,False,134.548,2,50,"LINESTRING (-72.9404828 -36.9753441, -72.9403874 -36.975348, -72.9390544 -36.975403, -72.9389702 -36.9754065)",,
339079416,Irarrázabal,tertiary,False,False,55.254000000000005,2,50,"LINESTRING (-72.9406098 -36.9763868, -72.9406727 -36.9763821, -72.9412291 -36.9763405)",,
1056519297,Patricio Lynch,secondary,True,False,131.31799999999998,2,50,"LINESTRING (-72.9406098 -36.9763868, -72.9406963 -36.977061, -72.9407709 -36.9775607)",Q-60-O,
464457042,Irarrázabal,tertiary,True,False,134.959,2,,"LINESTRING (-72.9390918 -36.976436, -72.9391629 -36.9764328, -72.9406098 -36.9763868)",,
464618689,La Concepción,secondary,True,False,114.98400000000001,2,50,"LINESTRING (-72.9390918 -36.976436, -72.9390827 -36.9763589, -72.9389789 -36.9754805, -72.9389702 -36.9754065)",,
464457065,La Concepción,secondary,True,False,66.33,2,50,"LINESTRING (-72.9389702 -36.9754065, -72.93896 -36.9753269, -72.9388939 -36.9748131)",,
464618688,Ramón Freire,tertiary,True,False,109.143,2,50,"LINESTRING (-72.9389702 -36.9754065, -72.9388559 -36.9754083, -72.9383571 -36.975416, -72.9378299 -36.9754241, -72.9377418 -36.9754255)",,
30817075,Condell,tertiary,False,False,133.511,2,50,"LINESTRING (-72.9417737 -36.971888, -72.9415793 -36.9730786)",,
30816684,Las Heras,residential,False,True,152.356,2,50,"LINESTRING (-72.9417737 -36.971888, -72.9416159 -36.9718811, -72.9414578 -36.9718811, -72.9412985 -36.9718883, -72.9411399 -36.9719025, -72.9400732 -36.9720361)",,
38718501,Patricio Lynch,secondary,True,False,128.458,2,50,"LINESTRING (-72.9400732 -36.9720361, -72.9402148 -36.9731858)",Q-60-O,
30816684,Las Heras,residential,False,False,152.35599999999997,2,50,"LINESTRING (-72.9400732 -36.9720361, -72.9411399 -36.9719025, -72.9412985 -36.9718883, -72.9414578 -36.9718811, -72.9416159 -36.9718811, -72.9417737 -36.971888)",,
30816684,Las Heras,residential,False,True,136.793,2,50,"LINESTRING (-72.9400732 -36.9720361, -72.9386467 -36.9721965, -72.9385484 -36.9722075)",,
38718501,Patricio Lynch,secondary,True,False,125.465,2,50,"LINESTRING (-72.9402148 -36.9731858, -72.9403532 -36.9743087)",Q-60-O,
30816685,O'Higgins,residential,True,False,135.636,2,50,"LINESTRING (-72.9402148 -36.9731858, -72.9387943 -36.9732973, -72.9386953 -36.9733051)",,
528548329,Portales,residential,True,False,97.179,2,50,"LINESTRING (-72.9403532 -36.9743087, -72.9414438 -36.9742405)",,
38718501,Patricio Lynch,secondary,True,False,115.706,2,50,"LINESTRING (-72.9403532 -36.9743087, -72.9404424 -36.9750209, -72.9404734 -36.9752689, -72.9404828 -36.9753441)",Q-60-O,
464457046,Portales,tertiary,True,False,134.774,2,50,"LINESTRING (-72.9388395 -36.9743903, -72.93895 -36.9743843, -72.9403532 -36.9743087)",,
464457065,La Concepción,secondary,True,False,121.347,2,50,"LINESTRING (-72.9388395 -36.9743903, -72.9387058 -36.9733842, -72.9386953 -36.9733051)",,
30816685,O'Higgins,residential,True,False,92.13199999999999,2,50,"LINESTRING (-72.9386953 -36.9733051, -72.9385928 -36.9733138, -72.937664 -36.9733927)",,
464457065,La Concepción,secondary,True,False,122.743,2,50,"LINESTRING (-72.9386953 -36.9733051, -72.9386851 -36.9732288, -72.9386664 -36.9730895, -72.9386377 -36.9728745, -72.9385599 -36.9722934, -72.9385484 -36.9722075)",,
30816684,Las Heras,residential,False,False,136.793,2,50,"LINESTRING (-72.9385484 -36.9722075, -72.9386467 -36.9721965, -72.9400732 -36.9720361)",,
1065378539,La Concepción,secondary,True,False,47.881,2,50,"LINESTRING (-72.9385484 -36.9722075, -72.9385355 -36.9721274, -72.9384985 -36.9718975, -72.9384904 -36.9718466, -72.9384797 -36.9717804)",,
