osmid,name,highway,oneway,reversed,length,lanes,geometry,ref
84953943,La Peña,residential,False,True,153.969,,"LINESTRING (-71.6766791 -37.3332531, -71.6749415 -37.3331609)",
27636832,Almagro,tertiary,False,True,207.02100000000002,2,"LINESTRING (-71.6766791 -37.3332531, -71.676693 -37.3332346, -71.6767144 -37.3332015, -71.6767225 -37.3331354, -71.6767184 -37.333081, -71.6766943 -37.3330224, -71.6766608 -37.3329829, -71.6765669 -37.3329136, -71.6764931 -37.332871, -71.6764395 -37.3328358, -71.676414 -37.3327889, -71.67641 -37.3327398, -71.6764301 -37.3326204, -71.6765521 -37.3320307, -71.6766715 -37.3315146)",
84953950,Calixto Padilla,residential,False,True,125.067,,"LINESTRING (-71.6800618 -37.3294271, -71.6798157 -37.3305347)",
350252865,Los Carrera,primary,False,False,133.911,2,"LINESTRING (-71.6800618 -37.3294271, -71.6785566 -37.3292937)",Q-45
350252865,Los Carrera,primary,False,True,70.671,2,"LINESTRING (-71.6800618 -37.3294271, -71.6801293 -37.3294281, -71.6801966 -37.329425, -71.6802737 -37.3294164, -71.6803495 -37.3294026, -71.6808397 -37.3292944)",Q-45
27636832,Almagro,tertiary,False,False,131.694,2,"LINESTRING (-71.6771992 -37.3291637, -71.6769338 -37.3303291)",
350252865,Los Carrera,primary,False,True,120.886,2,"LINESTRING (-71.6771992 -37.3291637, -71.6785566 -37.3292937)",Q-45
"[239323657, 27636662]",Almagro,"['residential', 'living_street']",False,True,321.98400000000004,,"LINESTRING (-71.6771992 -37.3291637, -71.6773125 -37.3279271, -71.6775647 -37.3262835)",
350252865,Los Carrera,primary,False,False,131.071,2,"LINESTRING (-71.6771992 -37.3291637, -71.6765374 -37.3291008, -71.6762323 -37.3290773, -71.6757247 -37.3290438)",Q-45
84953979,Sargento Aldea,residential,False,False,183.791,2,"LINESTRING (-71.6743353 -37.3289542, -71.674605 -37.3273153)",
84953979,Sargento Aldea,residential,False,True,129.402,2,"LINESTRING (-71.6743353 -37.3289542, -71.6741119 -37.3301043)",
350252865,Los Carrera,primary,False,True,123.252,2,"LINESTRING (-71.6743353 -37.3289542, -71.6757247 -37.3290438)",Q-45
84953943,La Peña,residential,False,False,123.643,,"LINESTRING (-71.6735436 -37.3331295, -71.6749415 -37.3331609)",
1221472322,Sargento Aldea,residential,False,False,205.738,,"LINESTRING (-71.6735436 -37.3331295, -71.6738696 -37.3312975)",
84953943,La Peña,residential,False,False,153.969,,"LINESTRING (-71.6749415 -37.3331609, -71.6766791 -37.3332531)",
84953943,La Peña,residential,False,True,123.643,,"LINESTRING (-71.6749415 -37.3331609, -71.6735436 -37.3331295)",
84953978,Maipú,residential,False,False,194.765,,"LINESTRING (-71.6749415 -37.3331609, -71.6752772 -37.3314298)",
84953950,Calixto Padilla,residential,False,False,125.067,,"LINESTRING (-71.6798157 -37.3305347, -71.6800618 -37.3294271)",
1221472335,Bernardo O'Higgins,residential,False,True,132.561,2,"LINESTRING (-71.6798157 -37.3305347, -71.6783219 -37.3304329)",
"[84953963, 84953950]","['Calixto Padilla', 'Arturo Prat']",residential,False,True,254.37099999999998,,"LINESTRING (-71.6798157 -37.3305347, -71.679583 -37.3315817, -71.6795716 -37.3316025, -71.6795535 -37.3316239, -71.6795268 -37.3316446, -71.6794845 -37.3316537, -71.6794322 -37.3316564, -71.6780912 -37.3315704)",
84953963,Arturo Prat,residential,False,False,125.321,,"LINESTRING (-71.6738696 -37.3312975, -71.6752772 -37.3314298)",
84953979,Sargento Aldea,residential,False,False,134.396,2,"LINESTRING (-71.6738696 -37.3312975, -71.6741119 -37.3301043)",
1221472322,Sargento Aldea,residential,False,True,205.738,,"LINESTRING (-71.6738696 -37.3312975, -71.6735436 -37.3331295)",
84953963,Arturo Prat,residential,False,False,123.638,,"LINESTRING (-71.6752772 -37.3314298, -71.6766715 -37.3315146)",
84953963,Arturo Prat,residential,False,True,125.321,,"LINESTRING (-71.6752772 -37.3314298, -71.6738696 -37.3312975)",
84953978,Maipú,residential,False,False,135.777,,"LINESTRING (-71.6752772 -37.3314298, -71.6755055 -37.3302223)",
84953978,Maipú,residential,False,True,194.765,,"LINESTRING (-71.6752772 -37.3314298, -71.6749415 -37.3331609)",
27636832,Almagro,tertiary,False,True,133.846,2,"LINESTRING (-71.6766715 -37.3315146, -71.6769338 -37.3303291)",
84953963,Arturo Prat,residential,False,False,125.677,,"LINESTRING (-71.6766715 -37.3315146, -71.6780912 -37.3315704)",
84953963,Arturo Prat,residential,False,True,123.638,,"LINESTRING (-71.6766715 -37.3315146, -71.6752772 -37.3314298)",
