osmid,highway,maxspeed,oneway,reversed,length,lanes,name,geometry,ref,access
957993874,living_street,30,False,False,5.765,,,"LINESTRING (-70.8656286 -33.2877232, -70.8656808 -33.2877512)",,
26418049,residential,50,False,True,229.72499999999997,2,Las Higueras,"LINESTRING (-70.8656286 -33.2877232, -70.8661125 -33.2872471, -70.8671124 -33.2862479, -70.8671321 -33.2862183, -70.8671453 -33.2861861, -70.8671515 -33.2861512, -70.8671499 -33.2861159)",,
1038119001,primary,40,False,False,112.358,2,Barros Luco,"LINESTRING (-70.8682005 -33.2894082, -70.868772 -33.2885178)",G-16,
28968442,primary,40,True,False,135.687,2,Barros Luco,"LINESTRING (-70.8682005 -33.2894082, -70.8681631 -33.2895424, -70.8681225 -33.2897105, -70.868082 -33.2899153, -70.8680742 -33.2899381, -70.8680516 -33.2900043, -70.8680093 -33.2900989, -70.8678082 -33.2904675, -70.8677688 -33.2905669)",G-16,
1038119001,primary,40,False,False,22.763,2,Barros Luco,"LINESTRING (-70.8701364 -33.2863625, -70.8702363 -33.2861756)",G-16,
918076589,residential,50,False,False,100.97,2,Ignacio Carrera Pinto,"LINESTRING (-70.8701364 -33.2863625, -70.8700095 -33.2863512, -70.8690562 -33.2862667)",,
1038119001,primary,40,False,True,226.17200000000003,2,Barros Luco,"LINESTRING (-70.8701364 -33.2863625, -70.8700233 -33.286555, -70.8698986 -33.2867584, -70.8697604 -33.2869765, -70.869462 -33.2874434, -70.8690009 -33.2881613)",G-16,
28968442,primary,40,True,False,216.54000000000002,2,Barros Luco,"LINESTRING (-70.8677688 -33.2905669, -70.8677543 -33.29063, -70.8677159 -33.2907471, -70.8676864 -33.2908581, -70.8676636 -33.2909635, -70.8675852 -33.2913945, -70.8675604 -33.2915251, -70.8675188 -33.2916989, -70.8674625 -33.2918979, -70.8673947 -33.2921193, -70.8672703 -33.2924665)",G-16,
"[935911218, 1216915411]",tertiary,50,False,False,110.987,2,El Pellín,"LINESTRING (-70.8677688 -33.2905669, -70.8678164 -33.2905731, -70.8678602 -33.2905788, -70.8682196 -33.2906259, -70.8689487 -33.2907203)",,
1038119001,primary,40,False,True,44.99,2,Barros Luco,"LINESTRING (-70.8690009 -33.2881613, -70.868772 -33.2885178)",G-16,
598637047,tertiary,50,False,True,149.443,2,Arturo Prat,"LINESTRING (-70.8690009 -33.2881613, -70.8703653 -33.2887506, -70.8703997 -33.2887595, -70.8704357 -33.2887601)",,
1038119001,primary,40,False,False,226.172,2,Barros Luco,"LINESTRING (-70.8690009 -33.2881613, -70.869462 -33.2874434, -70.8697604 -33.2869765, -70.8698986 -33.2867584, -70.8700233 -33.286555, -70.8701364 -33.2863625)",G-16,
86141603,secondary,50,False,False,174.345,2,Ignacio Carrera Pinto,"LINESTRING (-70.8720733 -33.2864774, -70.8720296 -33.2864821, -70.871976 -33.286482, -70.871923 -33.2864754, -70.8703474 -33.2861954, -70.8702998 -33.2861869, -70.8702363 -33.2861756)",,
712425861,secondary,50,True,False,120.208,2,Sargento Aldea,"LINESTRING (-70.8720733 -33.2864774, -70.8729583 -33.2858633, -70.8730099 -33.2858201, -70.8730529 -33.2857739)",,
26418030,secondary,50,False,False,98.05799999999999,2,Pedro Aguirre Cerda,"LINESTRING (-70.8730529 -33.2857739, -70.8735983 -33.286464, -70.8736356 -33.286509)",,
87838284,secondary,50,True,False,180.41500000000005,2,Sargento Aldea,"LINESTRING (-70.8730529 -33.2857739, -70.873078 -33.2857555, -70.8731052 -33.2857394, -70.8731375 -33.2857244, -70.8731716 -33.2857126, -70.8735494 -33.2856051, -70.8736704 -33.2855707, -70.8739714 -33.2854853, -70.8740084 -33.2854748, -70.8743906 -33.2853717, -70.8746634 -33.2853017, -70.8747956 -33.2852678, -70.874883 -33.2852458)",,
86141604,secondary,50,True,False,88.523,2,Ignacio Carrera Pinto,"LINESTRING (-70.8726431 -33.2871138, -70.872619 -33.2870987, -70.8725905 -33.2870715, -70.8720733 -33.2864774)",,
598637047,tertiary,50,False,False,275.407,2,Arturo Prat,"LINESTRING (-70.8726431 -33.2871138, -70.8704987 -33.2887388, -70.8704689 -33.288753, -70.8704357 -33.2887601)",,
86141610,residential,50,False,True,49.404,2,Avenida La Hacienda,"LINESTRING (-70.8740628 -33.2929091, -70.8739624 -33.2933454)",,
86141610,residential,50,False,False,75.61800000000001,2,Avenida La Hacienda,"LINESTRING (-70.8740628 -33.2929091, -70.8740957 -33.292766, -70.8741216 -33.2926537, -70.8741813 -33.2923943, -70.8742165 -33.2922413)",,
86141621,residential,50,False,True,49.88,2,El Macal,"LINESTRING (-70.8740628 -33.2929091, -70.8741313 -33.2929202, -70.8745896 -33.2929947)",,
86141610,residential,50,False,False,45.656,2,Avenida La Hacienda,"LINESTRING (-70.874314 -33.2918176, -70.8744068 -33.2914144)",,
86141610,residential,50,False,True,47.977,2,Avenida La Hacienda,"LINESTRING (-70.874314 -33.2918176, -70.8742165 -33.2922413)",,
86141622,residential,50,False,True,72.075,2,La Roblería,"LINESTRING (-70.874314 -33.2918176, -70.8743834 -33.291825, -70.8744624 -33.2918334, -70.8746541 -33.2918581, -70.8750789 -33.2919232)",,
921072072,residential,50,False,False,95.421,2,La Roblería,"LINESTRING (-70.874314 -33.2918176, -70.8742487 -33.291809, -70.8742133 -33.2918044, -70.8732998 -33.2916845)",,
86141611,residential,50,False,False,29.555,2,Chicauma,"LINESTRING (-70.8719612 -33.2930427, -70.8718774 -33.2930314, -70.8717674 -33.2930166, -70.8717329 -33.2930175, -70.871699 -33.2930228, -70.871674 -33.2930297, -70.8716501 -33.293039)",,
86141611,residential,50,False,True,93.44300000000001,2,Chicauma,"LINESTRING (-70.8719612 -33.2930427, -70.8721617 -33.2930777, -70.8723394 -33.2931069, -70.8724889 -33.2931248, -70.872565 -33.2931318, -70.8726405 -33.2931427, -70.8727097 -33.2931563, -70.8727779 -33.293173, -70.8729429 -33.2932167)",,
86141613,residential,50,False,False,40.871,2,El Paso del Carbón,"LINESTRING (-70.8719612 -33.2930427, -70.8719714 -33.2929993, -70.8720458 -33.292682)",,
86141613,residential,50,False,True,42.851,2,El Paso del Carbón,"LINESTRING (-70.87231 -33.2915538, -70.8722993 -33.2915993, -70.8722215 -33.291932)",,
921072072,residential,50,False,False,31.733999999999998,2,La Roblería,"LINESTRING (-70.87231 -33.2915538, -70.8721127 -33.2915291, -70.8720768 -33.2915273, -70.872041 -33.2915296, -70.8720068 -33.2915358, -70.8719739 -33.2915459)",,
921072072,residential,50,False,True,93.142,2,La Roblería,"LINESTRING (-70.87231 -33.2915538, -70.8726975 -33.2916022, -70.8732998 -33.2916845)",,
26418030,secondary,50,False,True,98.05799999999999,2,Pedro Aguirre Cerda,"LINESTRING (-70.8736356 -33.286509, -70.8735983 -33.286464, -70.8730529 -33.2857739)",,
712425863,secondary,50,True,False,116.691,2,Arturo Prat,"LINESTRING (-70.8736356 -33.286509, -70.8727927 -33.2871009, -70.8727588 -33.2871131, -70.8727229 -33.28712, -70.8726816 -33.2871211, -70.8726431 -33.2871138)",,
248139271,residential,50,False,False,26.217999999999996,2,La Casona,"LINESTRING (-70.8704357 -33.2887601, -70.8704331 -33.2887766, -70.8704276 -33.2887926, -70.870419 -33.2888084, -70.8704075 -33.2888229, -70.8703619 -33.2888627, -70.8703431 -33.2888851, -70.8702935 -33.2889596)",,
598637047,tertiary,50,False,False,149.44299999999998,2,Arturo Prat,"LINESTRING (-70.8704357 -33.2887601, -70.8703997 -33.2887595, -70.8703653 -33.2887506, -70.8690009 -33.2881613)",,
598637047,tertiary,50,False,True,275.407,2,Arturo Prat,"LINESTRING (-70.8704357 -33.2887601, -70.8704689 -33.288753, -70.8704987 -33.2887388, -70.8726431 -33.2871138)",,
1038119001,primary,40,False,True,22.763,2,Barros Luco,"LINESTRING (-70.8702363 -33.2861756, -70.8701364 -33.2863625)",G-16,
86141603,secondary,50,False,True,174.345,2,Ignacio Carrera Pinto,"LINESTRING (-70.8702363 -33.2861756, -70.8702998 -33.2861869, -70.8703474 -33.2861954, -70.871923 -33.2864754, -70.871976 -33.286482, -70.8720296 -33.2864821, -70.8720733 -33.2864774)",,
112399039,residential,50,False,False,45.336,2,,"LINESTRING (-70.873211 -33.2920854, -70.8732998 -33.2916845)",,
112399149,residential,50,False,False,45.386,2,El Marai,"LINESTRING (-70.873211 -33.2920854, -70.8736911 -33.2921599)",,
112399149,residential,50,False,True,46.424,2,El Marai,"LINESTRING (-70.873211 -33.2920854, -70.8727199 -33.2920093)",,
86141613,residential,50,False,True,4.838,2,El Paso del Carbón,"LINESTRING (-70.8722215 -33.291932, -70.8722115 -33.2919747)",,
112399149,residential,50,False,False,47.115,2,El Marai,"LINESTRING (-70.8722215 -33.291932, -70.8727199 -33.2920093)",,
86141613,residential,50,False,False,42.851,2,El Paso del Carbón,"LINESTRING (-70.8722215 -33.291932, -70.8722993 -33.2915993, -70.87231 -33.2915538)",,
86141610,residential,50,False,False,49.404,2,Avenida La Hacienda,"LINESTRING (-70.8739624 -33.2933454, -70.8740628 -33.2929091)",,
86141611,residential,50,False,False,96.04899999999999,2,Chicauma,"LINESTRING (-70.8739624 -33.2933454, -70.8738981 -33.293335, -70.8738833 -33.2933326, -70.8736416 -33.2932935, -70.8735677 -33.2932842, -70.8734934 -33.2932773, -70.8734097 -33.2932724, -70.8733258 -33.2932705, -70.8732404 -33.2932657, -70.8731554 -33.2932571, -70.8730495 -33.2932408, -70.8729429 -33.2932167)",,
86141611,residential,50,False,True,99.257,2,Chicauma,"LINESTRING (-70.8739624 -33.2933454, -70.8740308 -33.2933565, -70.8740438 -33.2933586, -70.8741405 -33.2933742, -70.8742444 -33.2933938, -70.8743651 -33.2934213, -70.874514 -33.2934608, -70.8746635 -33.2934947, -70.8747778 -33.2935152, -70.8748999 -33.2935284, -70.8750035 -33.2935331)",,
86141611,residential,50,False,False,99.25699999999999,2,Chicauma,"LINESTRING (-70.8750035 -33.2935331, -70.8748999 -33.2935284, -70.8747778 -33.2935152, -70.8746635 -33.2934947, -70.874514 -33.2934608, -70.8743651 -33.2934213, -70.8742444 -33.2933938, -70.8741405 -33.2933742, -70.8740438 -33.2933586, -70.8740308 -33.2933565, -70.8739624 -33.2933454)",,
86141611,residential,50,False,True,46.81700000000001,2,Chicauma,"LINESTRING (-70.8750035 -33.2935331, -70.8751138 -33.2935404, -70.8752596 -33.2935569, -70.875501 -33.2935962)",,
400512177,residential,50,False,False,51.428999999999995,2,La Pirca,"LINESTRING (-70.8750035 -33.2935331, -70.8750166 -33.2934774, -70.8750986 -33.2931295, -70.8751104 -33.2930793)",,
112399039,residential,50,False,True,45.336,2,,"LINESTRING (-70.8732998 -33.2916845, -70.873211 -33.2920854)",,
921072072,residential,50,False,False,93.142,2,La Roblería,"LINESTRING (-70.8732998 -33.2916845, -70.8726975 -33.2916022, -70.87231 -33.2915538)",,
921072072,residential,50,False,True,95.421,2,La Roblería,"LINESTRING (-70.8732998 -33.2916845, -70.8742133 -33.2918044, -70.8742487 -33.291809, -70.874314 -33.2918176)",,
86141621,residential,50,False,True,3.74,2,El Macal,"LINESTRING (-70.8750709 -33.2930729, -70.8751104 -33.2930793)",,
112399023,living_street,30,True,False,78.041,1,Pasaje La Pirca Oriente,"LINESTRING (-70.8750709 -33.2930729, -70.8752344 -33.2923845)",,
86141621,residential,50,False,False,45.572,2,El Macal,"LINESTRING (-70.8750709 -33.2930729, -70.8749566 -33.2930543, -70.8745896 -33.2929947)",,
86141610,residential,50,False,False,47.977,2,Avenida La Hacienda,"LINESTRING (-70.8742165 -33.2922413, -70.874314 -33.2918176)",,
86141610,residential,50,False,True,75.618,2,Avenida La Hacienda,"LINESTRING (-70.8742165 -33.2922413, -70.8741813 -33.2923943, -70.8741216 -33.2926537, -70.8740957 -33.292766, -70.8740628 -33.2929091)",,
112399149,residential,50,False,True,49.666,2,El Marai,"LINESTRING (-70.8742165 -33.2922413, -70.8741517 -33.2922313, -70.8736911 -33.2921599)",,
86141611,residential,50,False,False,46.817,2,Chicauma,"LINESTRING (-70.875501 -33.2935962, -70.8752596 -33.2935569, -70.8751138 -33.2935404, -70.8750035 -33.2935331)",,
86142937,residential,50,False,True,40.54,2,Los Tres Morros,"LINESTRING (-70.875501 -33.2935962, -70.8754907 -33.2936409, -70.8754185 -33.2939542)",,
86141600,primary,40,True,False,114.936,2,Barros Luco,"LINESTRING (-70.8665961 -33.2935984, -70.8669603 -33.2926106)",G-16,
"[191322041, 957379916]",residential,50,False,True,313.397,"['1', '2']",Juan de Dios Salas,"LINESTRING (-70.8745274 -33.2863128, -70.8747051 -33.2876287, -70.8747105 -33.2876839, -70.8747092 -33.2877257, -70.8747031 -33.2877547, -70.8746897 -33.287782, -70.8746725 -33.2878034, -70.8746508 -33.2878218, -70.8745945 -33.2878532, -70.8745628 -33.2878712, -70.8745341 -33.2878924, -70.8745112 -33.2879138, -70.8744912 -33.2879372, -70.8744308 -33.2880325, -70.8743866 -33.2881103, -70.8743463 -33.2881895, -70.8743213 -33.2882442, -70.8743016 -33.2883003, -70.8742873 -33.2883576, -70.8742774 -33.2884288, -70.8742758 -33.2885004, -70.8743009 -33.2890094)",,
712425863,secondary,50,True,False,85.97099999999999,2,Arturo Prat,"LINESTRING (-70.8745274 -33.2863128, -70.8743973 -33.286338, -70.8738139 -33.2864507, -70.8737594 -33.2864616, -70.8737066 -33.2864776, -70.8736704 -33.2864921, -70.8736356 -33.286509)",,
957379916,residential,50,False,False,61.43,2,Juan de Dios Salas,"LINESTRING (-70.8743244 -33.2895615, -70.8743009 -33.2890094)",,
