osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,bridge,ref
459574671,False,2,Comercio,tertiary,True,124.593,"LINESTRING (-72.3759565 -38.0581319, -72.377064 -38.0574283)",,,
976130159,False,2,Camino Reducción Estefanía,unclassified,False,47.87,"LINESTRING (-72.3759565 -38.0581319, -72.37566 -38.0577702)",,,
459574671,False,2,Comercio,tertiary,False,50.937,"LINESTRING (-72.3759565 -38.0581319, -72.3757397 -38.0583008, -72.3755649 -38.0584698)",,,
85651427,False,2,Los Copihues,residential,True,103.722,"LINESTRING (-72.377064 -38.0574283, -72.37704 -38.0564957)",50,,
459574671,False,2,Comercio,tertiary,False,124.593,"LINESTRING (-72.377064 -38.0574283, -72.3759565 -38.0581319)",,,
459574671,False,2,Comercio,tertiary,True,140.353,"LINESTRING (-72.377064 -38.0574283, -72.378328 -38.056652)",,,
85651431,False,2,Lautaro,residential,False,115.755,"LINESTRING (-72.3712263 -38.0649431, -72.3717191 -38.0639771)",50,,
85651436,False,2,Fresia,residential,True,111.809,"LINESTRING (-72.3712263 -38.0649431, -72.372409 -38.0653226)",50,,
85651444,False,2,Orompello,residential,True,116.527,"LINESTRING (-72.3727846 -38.0618601, -72.3740332 -38.0622231)",50,,
335109891,False,2,Lautaro,residential,False,119.874,"LINESTRING (-72.3727846 -38.0618601, -72.373307 -38.0608636)",50,,
335109891,False,2,Lautaro,residential,True,109.537,"LINESTRING (-72.3727846 -38.0618601, -72.3723272 -38.062777)",50,,
85651432,False,2,Rengo,residential,False,101.024,"LINESTRING (-72.3787676 -38.0614523, -72.3783453 -38.0622978)",50,,
85651433,False,2,Colo Colo,residential,False,113.269,"LINESTRING (-72.3787676 -38.0614523, -72.3775783 -38.0610513)",50,,
"[85651433, 85651435]",False,2,"['Tucapel', 'Colo Colo']",residential,True,203.61700000000002,"LINESTRING (-72.3787676 -38.0614523, -72.379729 -38.061774, -72.3799088 -38.0618341, -72.3795387 -38.0626378)",50,,
85651432,False,2,Rengo,residential,False,122.974,"LINESTRING (-72.3783453 -38.0622978, -72.3778325 -38.0633274)",50,,
85651432,False,2,Rengo,residential,True,101.024,"LINESTRING (-72.3783453 -38.0622978, -72.3787676 -38.0614523)",50,,
85651443,False,2,Ongolmo,residential,False,113.149,"LINESTRING (-72.3783453 -38.0622978, -72.3771288 -38.0619542)",50,,
85651443,False,2,Ongolmo,residential,True,111.11,"LINESTRING (-72.3783453 -38.0622978, -72.3795387 -38.0626378)",50,,
85651432,False,2,Rengo,residential,False,124.686,"LINESTRING (-72.3778325 -38.0633274, -72.3773102 -38.0643706)",50,,
85651432,False,2,Rengo,residential,True,122.974,"LINESTRING (-72.3778325 -38.0633274, -72.3783453 -38.0622978)",50,,
85651444,False,2,Orompello,residential,False,113.014,"LINESTRING (-72.3778325 -38.0633274, -72.3766215 -38.0629754)",50,,
85651444,False,2,Orompello,residential,True,114.293,"LINESTRING (-72.3778325 -38.0633274, -72.3790572 -38.0636834)",50,,
85651432,False,2,Rengo,residential,False,23.002,"LINESTRING (-72.3773102 -38.0643706, -72.377214 -38.0645631)",50,,
85651432,False,2,Rengo,residential,True,124.686,"LINESTRING (-72.3773102 -38.0643706, -72.3778325 -38.0633274)",50,,
181163902,True,2,Avenida Ercilla,tertiary,False,119.677,"LINESTRING (-72.3773102 -38.0643706, -72.3785754 -38.0647782)",50,,
85651433,False,2,Colo Colo,residential,True,113.269,"LINESTRING (-72.3775783 -38.0610513, -72.3787676 -38.0614523)",50,,
85651434,False,2,Quilapán,residential,False,107.835,"LINESTRING (-72.3775783 -38.0610513, -72.3771288 -38.0619542)",50,,
85651433,False,2,Colo Colo,residential,False,118.595,"LINESTRING (-72.3775783 -38.0610513, -72.3768316 -38.0608034, -72.3763303 -38.0606366)",50,,
85651434,False,2,Quilapán,residential,True,118.069,"LINESTRING (-72.3775783 -38.0610513, -72.3775896 -38.0610286, -72.3780704 -38.0600627)",50,,
85651433,False,2,Colo Colo,residential,False,118.792,"LINESTRING (-72.3763303 -38.0606366, -72.3750811 -38.0602196)",50,,
85651440,False,2,Caupolicán,residential,False,116.297,"LINESTRING (-72.3763303 -38.0606366, -72.3768242 -38.0596657)",50,,
85651440,False,2,Caupolicán,residential,True,113.802,"LINESTRING (-72.3763303 -38.0606366, -72.3758471 -38.0615867)",50,,
85651433,False,2,Colo Colo,residential,True,118.595,"LINESTRING (-72.3763303 -38.0606366, -72.3768316 -38.0608034, -72.3775783 -38.0610513)",50,,
85651433,False,2,Colo Colo,residential,True,118.792,"LINESTRING (-72.3750811 -38.0602196, -72.3763303 -38.0606366)",50,,
682982193,False,2,Comercio,tertiary,False,109.115,"LINESTRING (-72.3750811 -38.0602196, -72.3755379 -38.0593066)",50,,
682982193,False,2,Comercio,tertiary,True,119.939,"LINESTRING (-72.3750811 -38.0602196, -72.3745589 -38.0612168)",50,,
"[85651433, 335109891]",False,2,"['Lautaro', 'Colo Colo']",residential,"[False, True]",203.418,"LINESTRING (-72.3750811 -38.0602196, -72.3745286 -38.0600537, -72.3744214 -38.0600474, -72.3741075 -38.0601213, -72.3737857 -38.0602375, -72.373665 -38.0603114, -72.3735979 -38.0603768, -72.373307 -38.0608636)",50,,
181163887,False,2,Huequén,residential,False,117.699,"LINESTRING (-72.3780704 -38.0600627, -72.3768242 -38.0596657)",50,,
181163887,False,2,Huequén,residential,True,97.286,"LINESTRING (-72.3780704 -38.0600627, -72.3791202 -38.0603495)",50,,
85651434,False,2,Quilapán,residential,False,118.069,"LINESTRING (-72.3780704 -38.0600627, -72.3775896 -38.0610286, -72.3775783 -38.0610513)",50,,
85651434,False,2,Quilapán,residential,False,121.929,"LINESTRING (-72.3771288 -38.0619542, -72.3766215 -38.0629754)",50,,
85651434,False,2,Quilapán,residential,True,107.835,"LINESTRING (-72.3771288 -38.0619542, -72.3775783 -38.0610513)",50,,
85651443,False,2,Ongolmo,residential,False,119.421,"LINESTRING (-72.3771288 -38.0619542, -72.3758471 -38.0615867)",50,,
85651443,False,2,Ongolmo,residential,True,113.149,"LINESTRING (-72.3771288 -38.0619542, -72.3783453 -38.0622978)",50,,
85651434,False,2,Quilapán,residential,False,120.693,"LINESTRING (-72.3766215 -38.0629754, -72.3761169 -38.0639855)",50,,
85651434,False,2,Quilapán,residential,True,121.929,"LINESTRING (-72.3766215 -38.0629754, -72.3771288 -38.0619542)",50,,
85651444,False,2,Orompello,residential,False,120.303,"LINESTRING (-72.3766215 -38.0629754, -72.3753324 -38.0626007)",50,,
85651444,False,2,Orompello,residential,True,113.014,"LINESTRING (-72.3766215 -38.0629754, -72.3778325 -38.0633274)",50,,
85651434,False,2,Quilapán,residential,False,23.351,"LINESTRING (-72.3761169 -38.0639855, -72.3760195 -38.064181)",50,,
85651434,False,2,Quilapán,residential,True,120.693,"LINESTRING (-72.3761169 -38.0639855, -72.3766215 -38.0629754)",50,,
181163902,True,2,Avenida Ercilla,tertiary,False,112.904,"LINESTRING (-72.3761169 -38.0639855, -72.3773102 -38.0643706)",50,,
85651434,False,2,Quilapán,residential,True,121.51,"LINESTRING (-72.3754952 -38.0651928, -72.3760195 -38.064181)",50,,
196671795,False,2,Guacolda,residential,False,120.491,"LINESTRING (-72.3754952 -38.0651928, -72.3742246 -38.0647763)",50,,
85651435,False,2,Tucapel,residential,False,124.753,"LINESTRING (-72.3785754 -38.0647782, -72.3790412 -38.0637179)",50,,
85651435,False,2,Tucapel,residential,True,23.112,"LINESTRING (-72.3785754 -38.0647782, -72.3784916 -38.0649753)",50,,
976130160,True,2,Avenida Ercilla,tertiary,False,25.689,"LINESTRING (-72.3785754 -38.0647782, -72.3788371 -38.0648827)",50,,
85651435,False,2,Tucapel,residential,False,47.154,"LINESTRING (-72.3790572 -38.0636834, -72.3792407 -38.0632847)",50,,
85651435,False,2,Tucapel,residential,True,4.084,"LINESTRING (-72.3790572 -38.0636834, -72.3790412 -38.0637179)",50,,
85651444,False,2,Orompello,residential,False,114.293,"LINESTRING (-72.3790572 -38.0636834, -72.3778325 -38.0633274)",50,,
85651435,False,2,Tucapel,residential,True,76.517,"LINESTRING (-72.3795387 -38.0626378, -72.3792407 -38.0632847)",50,,
85651443,False,2,Ongolmo,residential,False,111.11,"LINESTRING (-72.3795387 -38.0626378, -72.3783453 -38.0622978)",50,,
"[85651433, 85651435]",False,2,"['Tucapel', 'Colo Colo']",residential,False,203.61700000000002,"LINESTRING (-72.3795387 -38.0626378, -72.3799088 -38.0618341, -72.379729 -38.061774, -72.3787676 -38.0614523)",50,,
85651436,False,2,Fresia,residential,False,111.809,"LINESTRING (-72.372409 -38.0653226, -72.3712263 -38.0649431)",50,,
85651439,False,2,Comercio,residential,False,115.993,"LINESTRING (-72.372409 -38.0653226, -72.3729137 -38.0643581)",50,,
85651439,False,2,Comercio,residential,False,120.529,"LINESTRING (-72.3729137 -38.0643581, -72.3734388 -38.0633561)",50,,
85651439,False,2,Comercio,residential,True,115.993,"LINESTRING (-72.3729137 -38.0643581, -72.372409 -38.0653226)",50,,
196671795,False,2,Guacolda,residential,False,112.838,"LINESTRING (-72.3729137 -38.0643581, -72.3717191 -38.0639771)",50,,
196671795,False,2,Guacolda,residential,True,123.827,"LINESTRING (-72.3729137 -38.0643581, -72.3742246 -38.0647763)",50,,
181163902,True,2,Avenida Ercilla,tertiary,False,122.315,"LINESTRING (-72.3735437 -38.0631557, -72.3748366 -38.0635726)",50,,
335109424,False,2,Comercio,tertiary,True,24.102,"LINESTRING (-72.3735437 -38.0631557, -72.3734388 -38.0633561)",,,
682982193,False,2,Comercio,tertiary,False,112.207,"LINESTRING (-72.3735437 -38.0631557, -72.3740332 -38.0622231)",50,,
85651444,False,2,Orompello,residential,False,116.527,"LINESTRING (-72.3740332 -38.0622231, -72.3727846 -38.0618601)",50,,
85651444,False,2,Orompello,residential,True,121.245,"LINESTRING (-72.3740332 -38.0622231, -72.3753324 -38.0626007)",50,,
682982193,False,2,Comercio,tertiary,False,120.991,"LINESTRING (-72.3740332 -38.0622231, -72.3745589 -38.0612168)",50,,
682982193,False,2,Comercio,tertiary,True,112.207,"LINESTRING (-72.3740332 -38.0622231, -72.3735437 -38.0631557)",50,,
85651443,False,2,Ongolmo,residential,False,116.428,"LINESTRING (-72.3745589 -38.0612168, -72.373307 -38.0608636)",50,,
85651443,False,2,Ongolmo,residential,True,120.047,"LINESTRING (-72.3745589 -38.0612168, -72.3758471 -38.0615867)",50,,
682982193,False,2,Comercio,tertiary,False,119.939,"LINESTRING (-72.3745589 -38.0612168, -72.3750811 -38.0602196)",50,,
682982193,False,2,Comercio,tertiary,True,120.991,"LINESTRING (-72.3745589 -38.0612168, -72.3740332 -38.0622231)",50,,
181163887,False,2,Huequén,residential,True,119.487,"LINESTRING (-72.3755379 -38.0593066, -72.3768242 -38.0596657)",50,,
682982193,False,2,Comercio,tertiary,True,109.115,"LINESTRING (-72.3755379 -38.0593066, -72.3750811 -38.0602196)",50,,
"[335116014, 459574671]",False,2,Comercio,tertiary,True,95.242,"LINESTRING (-72.3755379 -38.0593066, -72.3756101 -38.0591083, -72.3756281 -38.0590077, -72.3756161 -38.0589054, -72.3755649 -38.0587486, -72.3755327 -38.0585965, -72.375537 -38.0585487, -72.3755649 -38.0584698)",50,yes,R-517
459884924,False,2,Huequén,residential,False,165.29299999999998,"LINESTRING (-72.3755379 -38.0593066, -72.3750034 -38.0591688, -72.3743758 -38.0590252, -72.3739707 -38.0589788, -72.3737478 -38.0590454, -72.3737267 -38.0590361)",50,,
