osmid,highway,oneway,reversed,length,lanes,name,maxspeed,geometry,bridge,ref
448113602,secondary_link,False,True,5.483,,,,"LINESTRING (69.0599131 41.1200033, 69.0598633 41.1200353)",,
448140077,secondary,True,False,310.997,2,Samarqand ko'chasi,70,"LINESTRING (69.0599131 41.1200033, 69.0602964 41.1203974, 69.0621072 41.1222595)",,
150308534,living_street,False,False,38.929,,,,"LINESTRING (69.0582746 41.1211374, 69.0579389 41.1213795)",,
150308534,living_street,False,True,294.86899999999997,,,,"LINESTRING (69.0582746 41.1211374, 69.0589319 41.1216315, 69.0604845 41.1231947)",,
193134303,living_street,False,False,180.956,,,,"LINESTRING (69.0582746 41.1211374, 69.0597276 41.1201158, 69.0598633 41.1200353)",,
193134308,living_street,False,True,201.791,,,,"LINESTRING (69.0598083 41.1213097, 69.0612353 41.1227718)",,
448113608,secondary_link,False,False,6.347,,,,"LINESTRING (69.0621072 41.1222595, 69.062045 41.1222921)",,
193134305,living_street,False,True,184.122,,,,"LINESTRING (69.0579241 41.1225693, 69.059241 41.1238951)",,
150308542,living_street,False,True,78.526,,Vatanobod ko'chasi,,"LINESTRING (69.0612353 41.1227718, 69.0604845 41.1231947)",,
193134308,living_street,False,False,201.791,,,,"LINESTRING (69.0612353 41.1227718, 69.0598083 41.1213097)",,
150308542,living_street,False,False,86.286,,Vatanobod ko'chasi,,"LINESTRING (69.0612353 41.1227718, 69.06196 41.1223425, 69.062045 41.1222921)",,
150308542,living_street,False,False,78.526,,Vatanobod ko'chasi,,"LINESTRING (69.0604845 41.1231947, 69.0612353 41.1227718)",,
150308542,living_street,False,True,130.056,,Vatanobod ko'chasi,,"LINESTRING (69.0604845 41.1231947, 69.059241 41.1238951)",,
150308534,living_street,False,False,294.86899999999997,,,,"LINESTRING (69.0604845 41.1231947, 69.0589319 41.1216315, 69.0582746 41.1211374)",,
150308542,living_street,False,False,130.056,,Vatanobod ko'chasi,,"LINESTRING (69.059241 41.1238951, 69.0604845 41.1231947)",,
193134305,living_street,False,False,184.122,,,,"LINESTRING (69.059241 41.1238951, 69.0579241 41.1225693)",,
