osmid,highway,oneway,reversed,length,lanes,name,geometry,ref,maxspeed
373575048,secondary,True,False,86.726,2,Mahmud Torobiy koʻchasi,"LINESTRING (64.1798948 39.7380376, 64.1807625 39.7381399, 64.1808972 39.7381565)",,
319992938,residential,False,False,50.301,,Zarafshon koʻchasi,"LINESTRING (64.1865168 39.7382397, 64.1867799 39.7386443)",,
319992938,residential,False,True,168.958,,Zarafshon koʻchasi,"LINESTRING (64.1865168 39.7382397, 64.1860455 39.7375149, 64.1859083 39.7373038, 64.1856098 39.7368901)",,
319993789,residential,False,False,189.929,,,"LINESTRING (64.1821912 39.7383299, 64.1822554 39.7382065, 64.1825753 39.7371549, 64.182669 39.736665)",,
1144888165,secondary,True,False,377.634,2,Mahmud Torobiy koʻchasi,"LINESTRING (64.1821912 39.7383299, 64.1829163 39.7384826, 64.1840907 39.738782, 64.1863736 39.7394165)",4P48V,
319992938,residential,False,True,50.301,,Zarafshon koʻchasi,"LINESTRING (64.1867799 39.7386443, 64.1865168 39.7382397)",,
319992938,residential,False,False,92.62899999999999,,Zarafshon koʻchasi,"LINESTRING (64.1867799 39.7386443, 64.186424 39.7393259, 64.1863736 39.7394165)",,
"[847370305, 319993515]",residential,False,False,60.119,,,"LINESTRING (64.1827873 39.739109, 64.1828721 39.7386204, 64.1828836 39.7385735)",,
319993515,residential,False,True,174.797,,,"LINESTRING (64.1827873 39.739109, 64.1827359 39.7390992, 64.1818108 39.7389228, 64.1808729 39.7387904, 64.1807895 39.7387793)",,
351941200,residential,False,True,77.72999999999999,,,"LINESTRING (64.1827873 39.739109, 64.1829596 39.7392156, 64.1828786 39.739412, 64.1832837 39.7394972)",,
379691785,residential,False,False,104.193,,Varaxsho koʻchasi,"LINESTRING (64.1780276 39.7396479, 64.1791574 39.739999)",,
319993719,residential,False,True,125.65100000000001,,Tinchlik koʻchasi,"LINESTRING (64.1780276 39.7396479, 64.177902 39.74035, 64.177902 39.7407713)",,
"[379691785, 319992931]",residential,False,True,340.5009999999999,,Varaxsho koʻchasi,"LINESTRING (64.1780276 39.7396479, 64.1774238 39.7393323, 64.1768646 39.7392698, 64.1765774 39.7392725, 64.1765443 39.7393343, 64.1765455 39.7394106, 64.1765427 39.7395793, 64.1765421 39.7396171, 64.176588 39.7398653, 64.1767357 39.7405201, 64.1768419 39.7409355, 64.1768824 39.7410895)",,
"[319993377, 351919676]",residential,False,False,248.693,,"['Guliston koʻchasi', 'Paxtakor koʻchasi']","LINESTRING (64.1874977 39.7399931, 64.1863716 39.740324, 64.1860178 39.7403591, 64.1860413 39.7407426, 64.1860812 39.7413932)",,
373583761,residential,False,True,19.445,,Shodlik koʻchasi,"LINESTRING (64.1874977 39.7399931, 64.1875628 39.7399287, 64.1876501 39.7398639)",,
319993450,residential,False,True,411.17,,Alisher Navoiy koʻchasi,"LINESTRING (64.1791574 39.739999, 64.1783928 39.7436497)",,
379691785,residential,False,True,104.193,,Varaxsho koʻchasi,"LINESTRING (64.1791574 39.739999, 64.1780276 39.7396479)",,
379691785,residential,False,False,108.581,,Varaxsho koʻchasi,"LINESTRING (64.1791574 39.739999, 64.1803857 39.740122, 64.1804163 39.7401268)",,
319993719,residential,False,False,125.65100000000001,,Tinchlik koʻchasi,"LINESTRING (64.177902 39.7407713, 64.177902 39.74035, 64.1780276 39.7396479)",,
319993719,residential,False,True,309.182,,Tinchlik koʻchasi,"LINESTRING (64.177902 39.7407713, 64.177902 39.7409819, 64.1773583 39.7435176)",,
319993802,residential,False,True,98.99799999999999,,,"LINESTRING (64.177902 39.7407713, 64.17732 39.7408152, 64.1769459 39.7410114, 64.1769188 39.7410378, 64.1768994 39.7410641, 64.1768824 39.7410895)",,
319993737,residential,False,True,67.545,,Paxtakor koʻchasi,"LINESTRING (64.185272 39.7407734, 64.1854298 39.7413686)",,
319993737,residential,False,False,183.019,,Paxtakor koʻchasi,"LINESTRING (64.185272 39.7407734, 64.1850488 39.7399807, 64.1850009 39.7397708, 64.1850192 39.7393401, 64.1850358 39.7391695, 64.1850428 39.7391505)",,
353665284,living_street,False,True,178.43599999999998,,Varaxsho koʻchasi,"LINESTRING (64.185272 39.7407734, 64.1842571 39.7407053, 64.1832109 39.7405397)",,
"[379691785, 319992931]",residential,False,False,340.50100000000003,,Varaxsho koʻchasi,"LINESTRING (64.1768824 39.7410895, 64.1768419 39.7409355, 64.1767357 39.7405201, 64.176588 39.7398653, 64.1765421 39.7396171, 64.1765427 39.7395793, 64.1765455 39.7394106, 64.1765443 39.7393343, 64.1765774 39.7392725, 64.1768646 39.7392698, 64.1774238 39.7393323, 64.1780276 39.7396479)",,
319993802,residential,False,False,98.998,,,"LINESTRING (64.1768824 39.7410895, 64.1768994 39.7410641, 64.1769188 39.7410378, 64.1769459 39.7410114, 64.17732 39.7408152, 64.177902 39.7407713)",,
319993802,residential,False,True,142.077,,,"LINESTRING (64.1768824 39.7410895, 64.1768684 39.7413718, 64.1766371 39.742351)",,
319993314,residential,False,False,55.763,,Shodlik koʻchasi,"LINESTRING (64.1854298 39.7413686, 64.1860812 39.7413932)",,
319993737,residential,False,False,67.545,,Paxtakor koʻchasi,"LINESTRING (64.1854298 39.7413686, 64.185272 39.7407734)",,
319993737,residential,False,True,136.339,,Paxtakor koʻchasi,"LINESTRING (64.1854298 39.7413686, 64.185207 39.7425827)",,
319993666,residential,False,True,105.743,,Xalqobod koʻchasi,"LINESTRING (64.1841335 39.7416752, 64.1840192 39.7426221)",,20
319993802,residential,False,True,116.697,,,"LINESTRING (64.1766371 39.742351, 64.1764127 39.7433862)",,
319993802,residential,False,False,142.077,,,"LINESTRING (64.1766371 39.742351, 64.1768684 39.7413718, 64.1768824 39.7410895)",,
319993690,residential,False,True,95.606,,Paxtakor koʻchasi,"LINESTRING (64.185207 39.7425827, 64.1863248 39.7426054)",,
319993737,residential,False,False,136.339,,Paxtakor koʻchasi,"LINESTRING (64.185207 39.7425827, 64.1854298 39.7413686)",,
319993737,residential,False,True,221.03,,Paxtakor koʻchasi,"LINESTRING (64.185207 39.7425827, 64.1847229 39.7445353)",,
494897382,residential,False,False,101.652,,Xalqobod koʻchasi,"LINESTRING (64.185207 39.7425827, 64.1840192 39.7426221)",,20
319993690,residential,False,False,48.943,,Paxtakor koʻchasi,"LINESTRING (64.1868954 39.7425703, 64.1863248 39.7426054)",,
494897383,residential,False,False,72.511,,Paxtakor koʻchasi,"LINESTRING (64.1868954 39.7425703, 64.1869182 39.7430003, 64.1869365 39.7432216)",,
319993075,residential,False,True,235.896,,Paxtakor koʻchasi,"LINESTRING (64.1863248 39.7426054, 64.1858281 39.7446922)",,
319993690,residential,False,False,95.606,,Paxtakor koʻchasi,"LINESTRING (64.1863248 39.7426054, 64.185207 39.7425827)",,
319993690,residential,False,True,48.943,,Paxtakor koʻchasi,"LINESTRING (64.1863248 39.7426054, 64.1868954 39.7425703)",,
319993666,residential,False,False,105.743,,Xalqobod koʻchasi,"LINESTRING (64.1840192 39.7426221, 64.1841335 39.7416752)",,20
494897382,residential,False,True,101.652,,Xalqobod koʻchasi,"LINESTRING (64.1840192 39.7426221, 64.185207 39.7425827)",,20
319993666,residential,False,True,308.874,,Xalqobod koʻchasi,"LINESTRING (64.1840192 39.7426221, 64.183928 39.7433777, 64.1830607 39.7432636, 64.1813593 39.7429629)",,20
494897383,residential,False,False,184.301,,Paxtakor koʻchasi,"LINESTRING (64.1869365 39.7432216, 64.1869981 39.7439656, 64.1869858 39.7448775)",,
494897383,residential,False,True,72.511,,Paxtakor koʻchasi,"LINESTRING (64.1869365 39.7432216, 64.1869182 39.7430003, 64.1868954 39.7425703)",,
319993450,residential,False,False,411.17,,Alisher Navoiy koʻchasi,"LINESTRING (64.1783928 39.7436497, 64.1791574 39.739999)",,
319993450,residential,False,True,177.96,,Alisher Navoiy koʻchasi,"LINESTRING (64.1783928 39.7436497, 64.1780182 39.745224)",,
379691799,residential,False,False,104.427,,,"LINESTRING (64.1783928 39.7436497, 64.1795976 39.7438039)",,
353535552,residential,False,False,96.335,,Abu Rayhon Beruniy koʻchasi,"LINESTRING (64.1836149 39.7443779, 64.1847229 39.7445353)",,
353535552,residential,False,True,218.016,,Abu Rayhon Beruniy koʻchasi,"LINESTRING (64.1836149 39.7443779, 64.1811074 39.7440217)",,
319993737,residential,False,False,221.03,,Paxtakor koʻchasi,"LINESTRING (64.1847229 39.7445353, 64.185207 39.7425827)",,
353535552,residential,False,True,96.335,,Abu Rayhon Beruniy koʻchasi,"LINESTRING (64.1847229 39.7445353, 64.1836149 39.7443779)",,
494897386,residential,False,True,49.322,,,"LINESTRING (64.1847229 39.7445353, 64.1852902 39.7446158)",,
494897386,residential,False,False,49.322,,,"LINESTRING (64.1852902 39.7446158, 64.1847229 39.7445353)",,
494897386,residential,False,True,46.767,,,"LINESTRING (64.1852902 39.7446158, 64.1858281 39.7446922)",,
319993075,residential,False,False,235.896,,Paxtakor koʻchasi,"LINESTRING (64.1858281 39.7446922, 64.1863248 39.7426054)",,
494897386,residential,False,False,46.767,,,"LINESTRING (64.1858281 39.7446922, 64.1852902 39.7446158)",,
494897386,residential,False,True,55.08,,,"LINESTRING (64.1858281 39.7446922, 64.1864616 39.7447822)",,
494897386,residential,False,False,55.08,,,"LINESTRING (64.1864616 39.7447822, 64.1858281 39.7446922)",,
494897386,residential,False,True,46.054,,,"LINESTRING (64.1864616 39.7447822, 64.1869858 39.7448775)",,
494897386,residential,False,False,46.054,,,"LINESTRING (64.1869858 39.7448775, 64.1864616 39.7447822)",,
494897383,residential,False,True,184.301,,Paxtakor koʻchasi,"LINESTRING (64.1869858 39.7448775, 64.1869981 39.7439656, 64.1869365 39.7432216)",,
319993575,residential,False,True,82.474,,,"LINESTRING (64.176076 39.7449397, 64.1770232 39.7450801)",,
319993802,residential,False,False,175.124,,,"LINESTRING (64.176076 39.7449397, 64.1764127 39.7433862)",,
319993575,residential,False,False,82.474,,,"LINESTRING (64.1770232 39.7450801, 64.176076 39.7449397)",,
319993575,residential,False,True,86.562,,,"LINESTRING (64.1770232 39.7450801, 64.1780182 39.745224)",,
319993719,residential,False,False,176.089,,Tinchlik koʻchasi,"LINESTRING (64.1770232 39.7450801, 64.1773583 39.7435176)",,
319993450,residential,False,False,177.96,,Alisher Navoiy koʻchasi,"LINESTRING (64.1780182 39.745224, 64.1783928 39.7436497)",,
319993575,residential,False,False,86.562,,,"LINESTRING (64.1780182 39.745224, 64.1770232 39.7450801)",,
319993314,residential,False,True,55.763,,Shodlik koʻchasi,"LINESTRING (64.1860812 39.7413932, 64.1854298 39.7413686)",,
"[319993377, 351919676]",residential,False,True,248.693,,"['Guliston koʻchasi', 'Paxtakor koʻchasi']","LINESTRING (64.1860812 39.7413932, 64.1860413 39.7407426, 64.1860178 39.7403591, 64.1863716 39.740324, 64.1874977 39.7399931)",,
353665284,living_street,False,True,107.397,,Varaxsho koʻchasi,"LINESTRING (64.1832109 39.7405397, 64.1819848 39.74033)",,
351941195,living_street,False,False,200.52200000000002,,Mahmud Torobiy ko'chasi,"LINESTRING (64.1832109 39.7405397, 64.1832788 39.7400902, 64.1834772 39.7397949, 64.1836164 39.7395677, 64.1837688 39.7393093, 64.1839748 39.7388899, 64.1839915 39.7388571)",,
353665284,living_street,False,False,178.43599999999998,,Varaxsho koʻchasi,"LINESTRING (64.1832109 39.7405397, 64.1842571 39.7407053, 64.185272 39.7407734)",,
351941199,residential,False,False,5.708,,,"LINESTRING (64.1832675 39.739547, 64.1832837 39.7394972)",,
351941199,residential,False,True,5.708,,,"LINESTRING (64.1832837 39.7394972, 64.1832675 39.739547)",,
351941199,residential,False,False,88.209,,,"LINESTRING (64.1832837 39.7394972, 64.1834783 39.7387761, 64.1834935 39.7387205)",,
351941200,residential,False,False,77.72999999999999,,,"LINESTRING (64.1832837 39.7394972, 64.1828786 39.739412, 64.1829596 39.7392156, 64.1827873 39.739109)",,
353536329,residential,False,False,84.261,,Xalqobod koʻchasi,"LINESTRING (64.1813593 39.7429629, 64.1815367 39.7422175)",,20
353536329,residential,False,True,119.687,,Xalqobod koʻchasi,"LINESTRING (64.1813593 39.7429629, 64.1811074 39.7440217)",,20
319993666,residential,False,False,308.874,,Xalqobod koʻchasi,"LINESTRING (64.1813593 39.7429629, 64.1830607 39.7432636, 64.183928 39.7433777, 64.1840192 39.7426221)",,20
319993802,residential,False,False,116.697,,,"LINESTRING (64.1764127 39.7433862, 64.1766371 39.742351)",,
319993802,residential,False,True,175.124,,,"LINESTRING (64.1764127 39.7433862, 64.176076 39.7449397)",,
353395663,residential,False,False,82.158,,,"LINESTRING (64.1764127 39.7433862, 64.1773583 39.7435176)",,
319993719,residential,False,True,176.089,,Tinchlik koʻchasi,"LINESTRING (64.1773583 39.7435176, 64.1770232 39.7450801)",,
353395663,residential,False,True,82.158,,,"LINESTRING (64.1773583 39.7435176, 64.1764127 39.7433862)",,
319993719,residential,False,False,309.182,,Tinchlik koʻchasi,"LINESTRING (64.1773583 39.7435176, 64.177902 39.7409819, 64.177902 39.7407713)",,
373575057,secondary,True,False,10.293,,Istiqlol koʻchasi,"LINESTRING (64.1808972 39.7381565, 64.1809225 39.738247)",4P48,
1144888165,secondary,True,False,112.312,2,Mahmud Torobiy koʻchasi,"LINESTRING (64.1808972 39.7381565, 64.1821912 39.7383299)",4P48V,
353536329,residential,False,True,67.587,,Xalqobod koʻchasi,"LINESTRING (64.1817019 39.7416231, 64.1815367 39.7422175)",,20
353536329,residential,False,False,145.807,,Xalqobod koʻchasi,"LINESTRING (64.1817019 39.7416231, 64.1818105 39.7411269, 64.1819848 39.74033)",,20
373575082,residential,False,False,161.956,,Xalqobod,"LINESTRING (64.1817019 39.7416231, 64.1830843 39.7418268, 64.1835467 39.7417102)",,
373575082,residential,False,True,161.956,,Xalqobod,"LINESTRING (64.1835467 39.7417102, 64.1830843 39.7418268, 64.1817019 39.7416231)",,
"[847370305, 319993515]",residential,False,True,60.119,,,"LINESTRING (64.1828836 39.7385735, 64.1828721 39.7386204, 64.1827873 39.739109)",,
1144888164,secondary,True,False,171.729,2,Mahmud Torobiy koʻchasi,"LINESTRING (64.1828836 39.7385735, 64.1822143 39.7384313, 64.1810566 39.7382614, 64.1810273 39.738259, 64.1809225 39.738247)",4P48V,
1144888163,secondary,True,False,10.218,,Istiqlol koʻchasi,"LINESTRING (64.1808355 39.7382352, 64.1808972 39.7381565)",4P48,
1144888164,secondary,True,False,45.21,2,Mahmud Torobiy koʻchasi,"LINESTRING (64.1839915 39.7388571, 64.1834935 39.7387205)",4P48V,
351941195,living_street,False,True,200.522,,Mahmud Torobiy ko'chasi,"LINESTRING (64.1839915 39.7388571, 64.1839748 39.7388899, 64.1837688 39.7393093, 64.1836164 39.7395677, 64.1834772 39.7397949, 64.1832788 39.7400902, 64.1832109 39.7405397)",,
1144888164,secondary,True,False,95.629,2,Mahmud Torobiy koʻchasi,"LINESTRING (64.1850428 39.7391505, 64.1839915 39.7388571)",4P48V,
319993737,residential,False,True,183.019,,Paxtakor koʻchasi,"LINESTRING (64.1850428 39.7391505, 64.1850358 39.7391695, 64.1850192 39.7393401, 64.1850009 39.7397708, 64.1850488 39.7399807, 64.185272 39.7407734)",,
373583761,residential,False,False,19.445,,Shodlik koʻchasi,"LINESTRING (64.1876501 39.7398639, 64.1875628 39.7399287, 64.1874977 39.7399931)",,
1144888164,secondary,True,False,236.63299999999998,2,Mahmud Torobiy koʻchasi,"LINESTRING (64.1876501 39.7398639, 64.1869752 39.7396829, 64.1858857 39.7393778, 64.1850428 39.7391505)",4P48V,
353665284,living_street,False,False,107.397,,Varaxsho koʻchasi,"LINESTRING (64.1819848 39.74033, 64.1832109 39.7405397)",,
353536329,residential,False,True,145.807,,Xalqobod koʻchasi,"LINESTRING (64.1819848 39.74033, 64.1818105 39.7411269, 64.1817019 39.7416231)",,20
353665284,living_street,False,True,128.66799999999998,,Varaxsho koʻchasi,"LINESTRING (64.1819848 39.74033, 64.1816911 39.7402798, 64.1805567 39.7401435, 64.1805014 39.7401378)",,
379691783,secondary,True,False,213.49200000000002,,Istiqlol koʻchasi,"LINESTRING (64.1804163 39.7401268, 64.1805536 39.7394443, 64.1806976 39.7387598, 64.1808043 39.7383049, 64.1808355 39.7382352)",4P48,
379691785,residential,False,True,108.581,,Varaxsho koʻchasi,"LINESTRING (64.1804163 39.7401268, 64.1803857 39.740122, 64.1791574 39.739999)",,
379691799,residential,False,True,104.427,,,"LINESTRING (64.1795976 39.7438039, 64.1783928 39.7436497)",,
379691783,secondary,True,False,414.829,,Istiqlol koʻchasi,"LINESTRING (64.1795976 39.7438039, 64.1800206 39.7419606, 64.1804163 39.7401268)",4P48,
373575057,secondary,True,False,60.272,,Istiqlol koʻchasi,"LINESTRING (64.1809225 39.738247, 64.1807895 39.7387793)",4P48,
1144888164,secondary,True,False,7.554,2,Mahmud Torobiy koʻchasi,"LINESTRING (64.1809225 39.738247, 64.1808355 39.7382352)",4P48V,
1144888164,secondary,True,False,54.651,2,Mahmud Torobiy koʻchasi,"LINESTRING (64.1834935 39.7387205, 64.1828836 39.7385735)",4P48V,
351941199,residential,False,True,88.209,,,"LINESTRING (64.1834935 39.7387205, 64.1834783 39.7387761, 64.1832837 39.7394972)",,
