osmid,oneway,lanes,name,highway,reversed,length,geometry,width,ref
233302419,True,3,Hakim at-Termiziy shoh ko'chasi,secondary,False,17.59,"LINESTRING (67.2860984 37.2487307, 67.2860327 37.2485814)",,
88617938,True,2,Navbahor ko'chasi,tertiary,False,10.941,"LINESTRING (67.2844829 37.2456708, 67.2845934 37.2456267)",,
233302419,True,3,Hakim at-Termiziy shoh ko'chasi,secondary,False,433.755,"LINESTRING (67.2844829 37.2456708, 67.2844176 37.2455571, 67.2831907 37.2434282, 67.2829076 37.2428867, 67.2824987 37.2421047)",,
233302419,True,3,Hakim at-Termiziy shoh ko'chasi,secondary,False,8.724,"LINESTRING (67.2845251 37.2457417, 67.2844829 37.2456708)",,
516311318,False,,,living_street,False,10.32,"LINESTRING (67.2853481 37.2472702, 67.2854554 37.2472339)",4,
233302419,True,3,Hakim at-Termiziy shoh ko'chasi,secondary,False,184.91500000000002,"LINESTRING (67.2853481 37.2472702, 67.2850872 37.2467856, 67.2845928 37.2458673, 67.2845251 37.2457417)",,
139226393,True,,Baxt ko'chasi,tertiary,False,9.464,"LINESTRING (67.2824392 37.2419994, 67.2825339 37.2419599)",,
139226393,True,,Baxt ko'chasi,tertiary,False,167.769,"LINESTRING (67.2780525 37.2436261, 67.2797707 37.2429893)",,
233302419,True,3,Hakim at-Termiziy shoh ko'chasi,secondary,False,157.906,"LINESTRING (67.2860327 37.2485814, 67.2860239 37.2485575, 67.2860138 37.248538, 67.2853481 37.2472702)",,
171893205,True,2,Navbahor ko'chasi,tertiary,False,314.01,"LINESTRING (67.2885005 37.2424026, 67.2881891 37.2431078, 67.2876542 37.244372, 67.2875919 37.2444649, 67.2874926 37.2445427, 67.2873729 37.2445987, 67.2872953 37.2446363, 67.286908 37.2447875)",,
858638276,True,,Ibn-Sino ko'chasi,primary,False,90.64,"LINESTRING (67.2834752 37.2479944, 67.2832695 37.2478938, 67.2827659 37.247613, 67.2826497 37.2475167)",,4P23P
494122855,False,,Ibn-Sino ko'chasi,primary,False,62.641,"LINESTRING (67.2806806 37.2463808, 67.2808226 37.2464627, 67.2812536 37.2467114)",,4P23P
497408317,False,,,tertiary_link,True,11.665,"LINESTRING (67.2806101 37.2427939, 67.280555 37.2426986)",,
139226393,True,,Baxt ko'chasi,tertiary,False,16.883,"LINESTRING (67.280555 37.2426986, 67.2807279 37.2426345)",,
497408317,False,,,tertiary_link,False,11.665,"LINESTRING (67.280555 37.2426986, 67.2806101 37.2427939)",,
233302419,True,3,Hakim at-Termiziy shoh ko'chasi,secondary,False,12.839,"LINESTRING (67.2824987 37.2421047, 67.2824392 37.2419994)",,
497408319,True,,Baxt ko'chasi,tertiary,False,183.91,"LINESTRING (67.2824987 37.2421047, 67.2817882 37.2423663, 67.2813141 37.2425409, 67.2806101 37.2427939)",,
499067036,False,,,living_street,False,21.773,"LINESTRING (67.287907 37.2474892, 67.2877608 37.2475073, 67.2876955 37.2475655)",,
499067036,False,,,living_street,True,88.642,"LINESTRING (67.287907 37.2474892, 67.2880009 37.2471294, 67.2880813 37.2467045)",,
499067036,False,,,living_street,False,88.642,"LINESTRING (67.2880813 37.2467045, 67.2880009 37.2471294, 67.287907 37.2474892)",,
499067036,False,,,living_street,True,312.832,"LINESTRING (67.2880813 37.2467045, 67.2881538 37.2463715, 67.2879553 37.2463629, 67.2877139 37.2463223, 67.2872955 37.2462113, 67.2868288 37.2460875, 67.2868502 37.2459572, 67.2869441 37.2455601, 67.2870219 37.2452761, 67.2871238 37.2451426, 67.2870393 37.2450369, 67.2869718 37.2449087, 67.286908 37.2447875)",,
171893205,True,2,Navbahor ko'chasi,tertiary,False,225.547,"LINESTRING (67.286908 37.2447875, 67.2856039 37.245314, 67.2847544 37.2456569, 67.2846342 37.2457029)",,
499067036,False,,,living_street,False,312.832,"LINESTRING (67.286908 37.2447875, 67.2869718 37.2449087, 67.2870393 37.2450369, 67.2871238 37.2451426, 67.2870219 37.2452761, 67.2869441 37.2455601, 67.2868502 37.2459572, 67.2868288 37.2460875, 67.2872955 37.2462113, 67.2877139 37.2463223, 67.2879553 37.2463629, 67.2881538 37.2463715, 67.2880813 37.2467045)",,
516311318,False,,,living_street,True,128.594,"LINESTRING (67.2868314 37.2470632, 67.2866785 37.2471123, 67.2861797 37.2472725, 67.286028 37.2472409, 67.2858739 37.2471913, 67.2855811 37.2471966, 67.2854554 37.2472339)",4,
540425054,False,,,living_street,True,71.995,"LINESTRING (67.2868864 37.2475137, 67.28727 37.2475564, 67.2875758 37.2475564, 67.2876955 37.2475655)",,
499067036,False,,,living_street,False,45.591,"LINESTRING (67.2876955 37.2475655, 67.2876844 37.2475863, 67.2876468 37.2479151, 67.287612 37.2479652)",,
499067036,False,,,living_street,True,21.773,"LINESTRING (67.2876955 37.2475655, 67.2877608 37.2475073, 67.287907 37.2474892)",,
540425054,False,,,living_street,False,71.995,"LINESTRING (67.2876955 37.2475655, 67.2875758 37.2475564, 67.28727 37.2475564, 67.2868864 37.2475137)",,
544302470,False,,,living_street,True,98.63,"LINESTRING (67.2885103 37.24861, 67.2874271 37.2484019)",,
544302472,False,,,living_street,True,21.279,"LINESTRING (67.2885103 37.24861, 67.2885191 37.2485781, 67.2885619 37.2484231)",,
544302470,False,,,living_street,False,98.63,"LINESTRING (67.2874271 37.2484019, 67.2885103 37.24861)",,
499067036,False,,,living_street,True,21.727,"LINESTRING (67.2874271 37.2484019, 67.287451 37.2483486, 67.2875013 37.2482157)",,
544302471,False,,,living_street,True,96.669,"LINESTRING (67.2885619 37.2484231, 67.2875013 37.2482157)",,
544302472,False,,,living_street,False,21.279,"LINESTRING (67.2885619 37.2484231, 67.2885191 37.2485781, 67.2885103 37.24861)",,
544302472,False,,,living_street,True,124.977,"LINESTRING (67.2885619 37.2484231, 67.2886392 37.2481425, 67.287612 37.2479652)",,
544302471,False,,,living_street,False,96.669,"LINESTRING (67.2875013 37.2482157, 67.2885619 37.2484231)",,
499067036,False,,,living_street,False,21.727,"LINESTRING (67.2875013 37.2482157, 67.287451 37.2483486, 67.2874271 37.2484019)",,
499067036,False,,,living_street,True,29.639,"LINESTRING (67.2875013 37.2482157, 67.2875771 37.2480155, 67.287612 37.2479652)",,
499067036,False,,,living_street,False,29.639,"LINESTRING (67.287612 37.2479652, 67.2875771 37.2480155, 67.2875013 37.2482157)",,
