osmid,highway,oneway,reversed,length,geometry,ref,name,junction,tunnel,bridge
173177266,residential,False,False,125.31700000000002,"LINESTRING (13.8360773 -11.2031787, 13.836544 -11.2032392, 13.8366794 -11.2032669, 13.8368162 -11.2032892, 13.8369316 -11.2032957, 13.8370362 -11.2032786, 13.8372038 -11.2032155)",,,,,
173172552,unclassified,False,False,195.98,"LINESTRING (13.8407829 -11.2027135, 13.8401022 -11.2010824)",,,,,
173172552,unclassified,False,True,7.419,"LINESTRING (13.8407829 -11.2027135, 13.8408109 -11.2027743)",,,,,
312610523,residential,True,False,101.793,"LINESTRING (13.8407829 -11.2027135, 13.8399221 -11.2030671)",,Avenida Joaquim Kapango,,,
605486148,residential,False,True,8.039,"LINESTRING (13.8362046 -11.2019725, 13.8361309 -11.2019724)",,,,,
173172550,residential,False,False,85.12899999999999,"LINESTRING (13.8362046 -11.2019725, 13.8363146 -11.2017738, 13.8364045 -11.2016895, 13.8365211 -11.2016199, 13.8367776 -11.2014891)",,,,,
173172550,residential,False,True,38.455,"LINESTRING (13.8362046 -11.2019725, 13.8361791 -11.2020657, 13.8361725 -11.2021409, 13.8361583 -11.2023142)",,,,,
605499404,residential,True,False,8.7,"LINESTRING (13.8382221 -11.2037296, 13.8383007 -11.2037429)",,,,,
605499408,residential,False,True,102.075,"LINESTRING (13.8382221 -11.2037296, 13.8380661 -11.2037248, 13.8379294 -11.2037272, 13.8372883 -11.2037759)",,,,,
173172551,residential,False,True,66.418,"LINESTRING (13.8383683 -11.1984272, 13.8382411 -11.1984934, 13.8378258 -11.1986984)",,,,,
173173798,residential,False,False,110.025,"LINESTRING (13.8383683 -11.1984272, 13.8382968 -11.1981309, 13.8382024 -11.1974522)",,,,,
479174404,residential,False,False,60.169,"LINESTRING (13.8383683 -11.1984272, 13.8384403 -11.1985953, 13.838611 -11.1989126)",,,,,
173172535,unclassified,True,False,95.313,"LINESTRING (13.8390203 -11.2034328, 13.8386951 -11.2026372)",,,,,
312610523,residential,True,False,8.582,"LINESTRING (13.8390203 -11.2034328, 13.8389459 -11.2034579)",,Avenida Joaquim Kapango,,,
173172546,unclassified,False,False,42.782,"LINESTRING (13.8395777 -11.1997766, 13.8398902 -11.1995441)",,,,,
173172546,unclassified,False,True,113.167,"LINESTRING (13.8395777 -11.1997766, 13.8387537 -11.200395)",,,,,
173172552,unclassified,False,True,156.063,"LINESTRING (13.8395777 -11.1997766, 13.8401022 -11.2010824)",,,,,
479174411,unclassified,False,True,108.16399999999999,"LINESTRING (13.8395777 -11.1997766, 13.8393831 -11.1992254, 13.8392746 -11.1988508)",,,,,
173172527,residential,False,False,175.306,"LINESTRING (13.8412917 -11.2039425, 13.8426913 -11.2031675)",,Comandante Kassange,,,
173172552,unclassified,False,False,32.353,"LINESTRING (13.8412917 -11.2039425, 13.8411679 -11.2036781)",,,,,
173172552,unclassified,False,True,203.7,"LINESTRING (13.8412917 -11.2039425, 13.8417115 -11.2049377, 13.8417424 -11.205011, 13.8419865 -11.2056427)",,,,,
173172547,residential,False,False,37.042,"LINESTRING (13.8372755 -11.2013014, 13.8371408 -11.2009956)",,,,,
173172547,residential,False,True,110.28,"LINESTRING (13.8372755 -11.2013014, 13.8376621 -11.2022178)",,,,,
173172550,residential,False,False,80.654,"LINESTRING (13.8372755 -11.2013014, 13.837935 -11.2009734)",,,,,
173172550,residential,False,True,58.182,"LINESTRING (13.8372755 -11.2013014, 13.8367776 -11.2014891)",,,,,
173172546,unclassified,False,True,42.782,"LINESTRING (13.8398902 -11.1995441, 13.8395777 -11.1997766)",,,,,
479174395,unclassified,False,False,75.06,"LINESTRING (13.8398902 -11.1995441, 13.8394534 -11.1990225)",,,,,
479174419,residential,False,False,113.556,"LINESTRING (13.8398902 -11.1995441, 13.8407176 -11.1989243)",,,,,
79585756,unclassified,False,True,43.938,"LINESTRING (13.8398902 -11.1995441, 13.840051 -11.1997494, 13.84014 -11.199854)",,,,,
173172529,residential,False,False,44.458,"LINESTRING (13.838611 -11.1989126, 13.8388189 -11.1992565)",,,,,
173172540,residential,False,True,64.047,"LINESTRING (13.838611 -11.1989126, 13.8381219 -11.1992313)",,,,,
479174404,residential,False,True,60.169,"LINESTRING (13.838611 -11.1989126, 13.8384403 -11.1985953, 13.8383683 -11.1984272)",,,,,
173173799,residential,False,False,112.999,"LINESTRING (13.8368886 -11.1991375, 13.8377974 -11.1986497)",,,,,
173172540,residential,False,True,19.915,"LINESTRING (13.8378461 -11.1999624, 13.8378597 -11.200141)",,,,,
173172540,residential,False,False,100.42599999999999,"LINESTRING (13.8378461 -11.1999624, 13.8377948 -11.1994623, 13.8377962 -11.1994505, 13.8378025 -11.19944, 13.8381219 -11.1992313)",,,,,
173173807,residential,False,False,100.99799999999999,"LINESTRING (13.8378461 -11.1999624, 13.8374639 -11.199911, 13.8374197 -11.1998833, 13.8373995 -11.1998597, 13.8373861 -11.199815, 13.8373674 -11.1996136, 13.837366 -11.1995755, 13.8373727 -11.19954, 13.8373888 -11.199515, 13.8374786 -11.1994795)",,,,,
173172532,residential,False,True,6.239,"LINESTRING (13.8377974 -11.1986497, 13.8378258 -11.1986984)",,,,,
173173799,residential,False,True,112.999,"LINESTRING (13.8377974 -11.1986497, 13.8368886 -11.1991375)",,,,,
173172532,residential,False,False,91.178,"LINESTRING (13.8377974 -11.1986497, 13.8375189 -11.1981441, 13.8374033 -11.1979266)",,,,,
173179007,residential,False,True,5.725,"LINESTRING (13.8401604 -11.2063752, 13.8401154 -11.2064017)",,,,,
479174420,unclassified,False,False,12.478,"LINESTRING (13.8401604 -11.2063752, 13.8402647 -11.2063291)",,,,,
604773834,residential,True,False,13.782,"LINESTRING (13.8401604 -11.2063752, 13.840275 -11.2064274)",,,,,
605486144,residential,False,False,37.475,"LINESTRING (13.8351613 -11.2018065, 13.8355018 -11.2018514)",,,,,
173177262,residential,False,False,128.582,"LINESTRING (13.8351613 -11.2018065, 13.8351667 -11.201625, 13.8351734 -11.2014014, 13.8351908 -11.2011067, 13.8352363 -11.200653)",,,,,
"[173177262, 173177255]",residential,False,"[False, True]",259.988,"LINESTRING (13.8351613 -11.2018065, 13.8351412 -11.2019368, 13.8351157 -11.2020723, 13.8350861 -11.2022303, 13.835062 -11.2023777, 13.8349601 -11.2028565, 13.8349628 -11.2029591, 13.8349787 -11.2030346, 13.8350566 -11.2030644, 13.8360773 -11.2031787)",,,,,
173177257,residential,False,False,67.182,"LINESTRING (13.8361309 -11.2019724, 13.836191 -11.2013711)",,,,,
605486148,residential,False,False,8.039,"LINESTRING (13.8361309 -11.2019724, 13.8362046 -11.2019725)",,,,,
605486148,residential,False,True,70.061,"LINESTRING (13.8361309 -11.2019724, 13.8360021 -11.2019633, 13.8358828 -11.2019395, 13.8355018 -11.2018514)",,,,,
173172550,residential,False,True,63.137,"LINESTRING (13.8361583 -11.2023142, 13.8361109 -11.2028801)",,,,,
173172550,residential,False,False,38.455,"LINESTRING (13.8361583 -11.2023142, 13.8361725 -11.2021409, 13.8361791 -11.2020657, 13.8362046 -11.2019725)",,,,,
173177252,residential,False,False,127.65,"LINESTRING (13.8361583 -11.2023142, 13.836595 -11.2023354, 13.8366902 -11.2023222, 13.836768 -11.2022736, 13.8368592 -11.202238, 13.8369839 -11.2022354, 13.8371046 -11.2022683, 13.8371971 -11.2023249, 13.8372547 -11.2023895)",,,,,
173177266,residential,False,False,32.735,"LINESTRING (13.8372038 -11.2032155, 13.8373412 -11.2031623, 13.8374871 -11.2031191)",,,,,
173177266,residential,False,True,125.317,"LINESTRING (13.8372038 -11.2032155, 13.8370362 -11.2032786, 13.8369316 -11.2032957, 13.8368162 -11.2032892, 13.8366794 -11.2032669, 13.836544 -11.2032392, 13.8360773 -11.2031787)",,,,,
203339256,residential,False,True,63.004000000000005,"LINESTRING (13.8372038 -11.2032155, 13.8372529 -11.2035028, 13.8372883 -11.2037759)",,,,,
173177254,residential,False,True,65.316,"LINESTRING (13.836191 -11.2013711, 13.8367776 -11.2014891)",,,,,
173177257,residential,False,True,67.182,"LINESTRING (13.836191 -11.2013711, 13.8361309 -11.2019724)",,,,,
173177254,residential,False,False,140.04000000000002,"LINESTRING (13.836191 -11.2013711, 13.8356843 -11.2012884, 13.8355636 -11.2012989, 13.835467 -11.2013594, 13.8354187 -11.2014699, 13.835408 -11.201662, 13.8354429 -11.2017567, 13.8355018 -11.2018514)",,,,,
173177251,unclassified,True,False,76.293,"LINESTRING (13.838353 -11.2020329, 13.8386134 -11.2026697)",,,,,
173177259,residential,False,False,78.115,"LINESTRING (13.838353 -11.2020329, 13.8376621 -11.2022178)",,,,,
173177259,residential,False,True,9.106,"LINESTRING (13.838353 -11.2020329, 13.8384313 -11.2020045)",,,,,
173172547,residential,False,False,93.17,"LINESTRING (13.8379833 -11.2029942, 13.8376621 -11.2022178)",,,,,
173172547,residential,False,True,83.94,"LINESTRING (13.8379833 -11.2029942, 13.8382825 -11.2036897)",,,,,
173177259,residential,False,False,77.625,"LINESTRING (13.8379833 -11.2029942, 13.8386134 -11.2026697)",,,,,
173177259,residential,False,True,55.885,"LINESTRING (13.8379833 -11.2029942, 13.8376745 -11.2030683, 13.8375967 -11.203088, 13.8374871 -11.2031191)",,,,,
173172537,residential,True,False,76.815,"LINESTRING (13.8389459 -11.2034579, 13.8382825 -11.2036897)",,Avenida Joaquim Kapango,,,
173177251,unclassified,True,False,7.249,"LINESTRING (13.8389459 -11.2034579, 13.8389719 -11.2035179)",,,,,
173177251,unclassified,True,False,94.852,"LINESTRING (13.8386134 -11.2026697, 13.8389459 -11.2034579)",,,,,
173177259,residential,False,False,9.616,"LINESTRING (13.8386134 -11.2026697, 13.8386951 -11.2026372)",,,,,
173177259,residential,False,True,77.625,"LINESTRING (13.8386134 -11.2026697, 13.8379833 -11.2029942)",,,,,
173172550,residential,False,False,58.182,"LINESTRING (13.8367776 -11.2014891, 13.8372755 -11.2013014)",,,,,
173177254,residential,False,False,65.316,"LINESTRING (13.8367776 -11.2014891, 13.836191 -11.2013711)",,,,,
173172550,residential,False,True,85.129,"LINESTRING (13.8367776 -11.2014891, 13.8365211 -11.2016199, 13.8364045 -11.2016895, 13.8363146 -11.2017738, 13.8362046 -11.2019725)",,,,,
605486144,residential,False,True,37.475,"LINESTRING (13.8355018 -11.2018514, 13.8351613 -11.2018065)",,,,,
173177254,residential,False,True,140.04,"LINESTRING (13.8355018 -11.2018514, 13.8354429 -11.2017567, 13.835408 -11.201662, 13.8354187 -11.2014699, 13.835467 -11.2013594, 13.8355636 -11.2012989, 13.8356843 -11.2012884, 13.836191 -11.2013711)",,,,,
605486148,residential,False,False,70.061,"LINESTRING (13.8355018 -11.2018514, 13.8358828 -11.2019395, 13.8360021 -11.2019633, 13.8361309 -11.2019724)",,,,,
173177252,residential,False,True,127.65,"LINESTRING (13.8372547 -11.2023895, 13.8371971 -11.2023249, 13.8371046 -11.2022683, 13.8369839 -11.2022354, 13.8368592 -11.202238, 13.836768 -11.2022736, 13.8366902 -11.2023222, 13.836595 -11.2023354, 13.8361583 -11.2023142)",,,,,
173177259,residential,False,False,85.003,"LINESTRING (13.8372547 -11.2023895, 13.8372748 -11.2024435, 13.8374871 -11.2031191)",,,,,
173177259,residential,False,True,48.372,"LINESTRING (13.8372547 -11.2023895, 13.837362 -11.2023408, 13.8376621 -11.2022178)",,,,,
173172547,residential,False,False,110.28,"LINESTRING (13.8376621 -11.2022178, 13.8372755 -11.2013014)",,,,,
173172547,residential,False,True,93.17,"LINESTRING (13.8376621 -11.2022178, 13.8379833 -11.2029942)",,,,,
173177259,residential,False,True,78.115,"LINESTRING (13.8376621 -11.2022178, 13.838353 -11.2020329)",,,,,
173177259,residential,False,False,48.372,"LINESTRING (13.8376621 -11.2022178, 13.837362 -11.2023408, 13.8372547 -11.2023895)",,,,,
173177259,residential,False,False,55.885000000000005,"LINESTRING (13.8374871 -11.2031191, 13.8375967 -11.203088, 13.8376745 -11.2030683, 13.8379833 -11.2029942)",,,,,
173177259,residential,False,True,85.003,"LINESTRING (13.8374871 -11.2031191, 13.8372748 -11.2024435, 13.8372547 -11.2023895)",,,,,
173177266,residential,False,True,32.735,"LINESTRING (13.8374871 -11.2031191, 13.8373412 -11.2031623, 13.8372038 -11.2032155)",,,,,
203339256,residential,False,False,63.004000000000005,"LINESTRING (13.8372883 -11.2037759, 13.8372529 -11.2035028, 13.8372038 -11.2032155)",,,,,
"[203339256, 173236984, 203339216]",residential,False,True,24.244,"LINESTRING (13.8372883 -11.2037759, 13.8372883 -11.2038292, 13.8372839 -11.2039266, 13.8372642 -11.203991)",,,,yes,
605499408,residential,False,False,102.075,"LINESTRING (13.8372883 -11.2037759, 13.8379294 -11.2037272, 13.8380661 -11.2037248, 13.8382221 -11.2037296)",,,,,
173179014,residential,False,False,25.746,"LINESTRING (13.838907 -11.2052783, 13.8388976 -11.205098, 13.8388664 -11.2050572)",,,,,
173179014,residential,False,True,77.627,"LINESTRING (13.838907 -11.2052783, 13.8388949 -11.2054015, 13.8388781 -11.2054836, 13.8387145 -11.2057441, 13.8385919 -11.2058842)",,,,,
173179014,residential,False,True,110.995,"LINESTRING (13.838907 -11.2052783, 13.8387729 -11.205369, 13.8386509 -11.2054519, 13.8384967 -11.2055151, 13.8382995 -11.205548, 13.8379676 -11.2056164)",,,,,
173179014,residential,False,True,23.246,"LINESTRING (13.8386388 -11.2062374, 13.838801 -11.206373)",,,,,
173179014,residential,False,False,41.423,"LINESTRING (13.8386388 -11.2062374, 13.8384899 -11.2061611, 13.8383021 -11.2060651)",,,,,
605523587,residential,False,True,40.299,"LINESTRING (13.8386388 -11.2062374, 13.8386509 -11.2061439, 13.8386495 -11.2060702, 13.8386227 -11.2059755, 13.8385919 -11.2058842)",,,,,
173179014,residential,False,False,7.833,"LINESTRING (13.8378958 -11.2056177, 13.8379676 -11.2056164)",,,,,
173179014,residential,False,True,105.498,"LINESTRING (13.8378958 -11.2056177, 13.8378583 -11.2055598, 13.8378301 -11.2054888, 13.8376464 -11.2049889, 13.8376223 -11.2049112, 13.8376129 -11.204831, 13.8376276 -11.2047797, 13.8376658 -11.2047363)",,,,,
605486146,residential,False,False,81.67,"LINESTRING (13.8378958 -11.2056177, 13.8376947 -11.2056677, 13.8376799 -11.2056953, 13.8376799 -11.2057216, 13.8377054 -11.2057808, 13.8379354 -11.2061222)",,,,,
173179014,residential,False,False,23.246,"LINESTRING (13.838801 -11.206373, 13.8386388 -11.2062374)",,,,,
173179014,residential,False,False,105.49799999999999,"LINESTRING (13.8376658 -11.2047363, 13.8376276 -11.2047797, 13.8376129 -11.204831, 13.8376223 -11.2049112, 13.8376464 -11.2049889, 13.8378301 -11.2054888, 13.8378583 -11.2055598, 13.8378958 -11.2056177)",,,,,
173179014,residential,False,True,184.02999999999997,"LINESTRING (13.8376658 -11.2047363, 13.8378917 -11.2045957, 13.8382814 -11.2044179, 13.8383894 -11.2043955, 13.8384926 -11.2044015, 13.8385543 -11.2044488, 13.8386334 -11.2045699, 13.838734 -11.2048246, 13.8388152 -11.2049902, 13.8388664 -11.2050572)",,,,,
173236987,residential,False,True,83.641,"LINESTRING (13.8376658 -11.2047363, 13.8374687 -11.2046113, 13.8374305 -11.2045758, 13.8373594 -11.2044955, 13.8373084 -11.2044271, 13.8372722 -11.204364, 13.8372441 -11.2042916, 13.8372011 -11.2041693)",,,,,
173179014,residential,False,True,37.467,"LINESTRING (13.8385919 -11.2058842, 13.8383021 -11.2060651)",,,,,
173179014,residential,False,False,77.627,"LINESTRING (13.8385919 -11.2058842, 13.8387145 -11.2057441, 13.8388781 -11.2054836, 13.8388949 -11.2054015, 13.838907 -11.2052783)",,,,,
605523587,residential,False,False,40.299,"LINESTRING (13.8385919 -11.2058842, 13.8386227 -11.2059755, 13.8386495 -11.2060702, 13.8386509 -11.2061439, 13.8386388 -11.2062374)",,,,,
173179007,residential,False,False,5.725,"LINESTRING (13.8401154 -11.2064017, 13.8401604 -11.2063752)",,,,,
173179009,residential,False,True,149.214,"LINESTRING (13.8401154 -11.2064017, 13.8399826 -11.2062728, 13.8397264 -11.2060571, 13.8395534 -11.2058795, 13.8394609 -11.2057887, 13.8393871 -11.205669, 13.8392663 -11.2053787)",,,,,
173179014,residential,False,False,37.467,"LINESTRING (13.8383021 -11.2060651, 13.8385919 -11.2058842)",,,,,
605486145,residential,False,False,15.834,"LINESTRING (13.8383021 -11.2060651, 13.8381575 -11.2060777)",,,,,
173179014,residential,False,True,41.423,"LINESTRING (13.8383021 -11.2060651, 13.8384899 -11.2061611, 13.8386388 -11.2062374)",,,,,
173179014,residential,False,True,7.833,"LINESTRING (13.8379676 -11.2056164, 13.8378958 -11.2056177)",,,,,
605499409,residential,False,False,55.319,"LINESTRING (13.8379676 -11.2056164, 13.8381575 -11.2060777)",,,,,
173179014,residential,False,False,110.99499999999999,"LINESTRING (13.8379676 -11.2056164, 13.8382995 -11.205548, 13.8384967 -11.2055151, 13.8386509 -11.2054519, 13.8387729 -11.205369, 13.838907 -11.2052783)",,,,,
79585751,residential,False,False,151.573,"LINESTRING (13.8434885 -11.2023979, 13.8426281 -11.2013275)",,,,,
203339183,primary,False,False,100.139,"LINESTRING (13.8434885 -11.2023979, 13.8428683 -11.2030619)",EN100,Rua direita do Sumbe,,,
203339183,primary,False,True,34.857,"LINESTRING (13.8434885 -11.2023979, 13.8436895 -11.2021542)",EN100,Rua direita do Sumbe,,,
479174402,residential,False,True,23.715,"LINESTRING (13.8434885 -11.2023979, 13.843627 -11.2025623)",,,,,
79585751,residential,False,True,44.987,"LINESTRING (13.8403017 -11.1983954, 13.8405614 -11.1987097)",,,,,
173180717,residential,False,False,8.971,"LINESTRING (13.8403017 -11.1983954, 13.8402366 -11.1983461)",,,,,
173180721,residential,False,True,51.459,"LINESTRING (13.8403017 -11.1983954, 13.8406667 -11.1981022)",,,,,
79585751,residential,False,False,95.245,"LINESTRING (13.8425851 -11.2012791, 13.8420552 -11.2005983)",,,,,
79585751,residential,False,True,7.139,"LINESTRING (13.8425851 -11.2012791, 13.8426281 -11.2013275)",,,,,
173180716,residential,True,False,109.413,"LINESTRING (13.8425851 -11.2012791, 13.8418076 -11.2019008)",,Avenida Joaquim Kapango,,,
605499422,residential,True,False,8.473,"LINESTRING (13.8425851 -11.2012791, 13.8426575 -11.2012515)",,Avenida Joaquim Kapango,,,
79585756,unclassified,False,False,103.59,"LINESTRING (13.8407238 -11.2005888, 13.84014 -11.199854)",,,,,
173180715,residential,False,False,58.691,"LINESTRING (13.8407238 -11.2005888, 13.8411411 -11.2002556)",,Rua do Quicombo,,,
173180715,residential,False,True,87.233,"LINESTRING (13.8407238 -11.2005888, 13.8401022 -11.2010824)",,Rua do Quicombo,,,
79585756,unclassified,False,True,38.169,"LINESTRING (13.8407238 -11.2005888, 13.8408902 -11.2007844, 13.8409495 -11.2008511)",,,,,
173180710,residential,False,False,9.278,"LINESTRING (13.8379354 -11.2061222, 13.8378645 -11.2061683)",,,,,
