osmid,highway,oneway,reversed,length,geometry,name,lanes,bridge,maxspeed,junction
191229104,unclassified,False,False,36.79,"LINESTRING (13.5428632 -12.3466615, 13.5428891 -12.3466729, 13.5430729 -12.3469171)",,,,,
287091909,residential,False,False,26.555999999999997,"LINESTRING (13.5428632 -12.3466615, 13.5428167 -12.346599, 13.542775 -12.3465448, 13.5427174 -12.3464698)",,,,,
295830329,tertiary,False,True,73.786,"LINESTRING (13.5448334 -12.3481349, 13.544283 -12.3485238)",Rua Marechal Gomes da Costa,,,,
191236872,tertiary,True,False,22.39,"LINESTRING (13.5448334 -12.3481349, 13.5448882 -12.3481401, 13.5449275 -12.3481454, 13.5449944 -12.3481597, 13.5450347 -12.3481741)",,,,,
295830329,tertiary,False,False,29.723,"LINESTRING (13.5448334 -12.3481349, 13.5449431 -12.3480588, 13.5450553 -12.3479785)",Rua Marechal Gomes da Costa,,,,
"[191238036, 191236861, 198679223]",secondary,True,False,204.047,"LINESTRING (13.5438547 -12.3472452, 13.5440396 -12.3472505, 13.5441281 -12.3472544, 13.544226 -12.3472688, 13.5442783 -12.3472937, 13.5443574 -12.3473553, 13.5444204 -12.3474306, 13.5445063 -12.3475597, 13.5445438 -12.3476461, 13.5445534 -12.3477065, 13.5445561 -12.3477603, 13.5445493 -12.3478048, 13.5445353 -12.34785, 13.5444421 -12.3479882, 13.544289 -12.3482278, 13.5442429 -12.3483275, 13.5442342 -12.3483747, 13.5442463 -12.3484448, 13.544283 -12.3485238)",,2,yes,,
477926120,tertiary,True,False,30.489,"LINESTRING (13.543389 -12.3471966, 13.5436495 -12.3470945)",,,,,
477926122,secondary_link,True,False,51.092,"LINESTRING (13.543389 -12.3471966, 13.543447 -12.3472166, 13.5435248 -12.3472257, 13.5438547 -12.3472452)",,2,,,
191236868,tertiary,True,False,22.164,"LINESTRING (13.5450347 -12.3481741, 13.5450375 -12.348169, 13.5450316 -12.3480968, 13.5450387 -12.3480312, 13.5450553 -12.3479785)",,,,,
290931124,secondary,True,False,194.196,"LINESTRING (13.544283 -12.3485238, 13.5453424 -12.3499306)",Rua 15 de Agosto,,,50,
295830327,residential,False,True,89.118,"LINESTRING (13.544283 -12.3485238, 13.5436212 -12.3489975)",Rua Marechal Gomes da Costa,,,,
295830329,tertiary,False,False,73.786,"LINESTRING (13.544283 -12.3485238, 13.5448334 -12.3481349)",Rua Marechal Gomes da Costa,,,,
191236867,secondary,False,False,193.572,"LINESTRING (13.5456244 -12.3475696, 13.5466859 -12.3489679)",Rua 1º de Dezembro,,,,
295830329,tertiary,False,True,76.738,"LINESTRING (13.5456244 -12.3475696, 13.5450553 -12.3479785)",Rua Marechal Gomes da Costa,,,,
"[191236864, 191238040, 198679221]",secondary,True,False,216.91399999999996,"LINESTRING (13.5456244 -12.3475696, 13.5455389 -12.3474994, 13.5454906 -12.3474719, 13.5454196 -12.3474627, 13.5453471 -12.3474693, 13.5449168 -12.3475834, 13.5448658 -12.3475886, 13.5448122 -12.3475781, 13.5447559 -12.3475611, 13.5447009 -12.3475205, 13.5446433 -12.3474555, 13.5445106 -12.3472834, 13.5444775 -12.3472192, 13.5444507 -12.3471617, 13.5444374 -12.3470832, 13.5444342 -12.3470271, 13.5444417 -12.3469803, 13.5444534 -12.3469283, 13.5445151 -12.3467276, 13.5445319 -12.3466294)",,2,yes,,
191246434,residential,True,False,89.328,"LINESTRING (13.5490757 -12.3548523, 13.5491855 -12.3547783, 13.5495597 -12.3545045, 13.5497517 -12.3543967)",Rua Patrice Lumumba,,,,
217409441,secondary,True,False,17.905,"LINESTRING (13.5445319 -12.3466294, 13.5445264 -12.3465916, 13.5445129 -12.3465528, 13.5444917 -12.3465207, 13.5444622 -12.3464879)",,2,,40,
477926123,secondary_link,True,False,35.245999999999995,"LINESTRING (13.5445319 -12.3466294, 13.5445743 -12.3464708, 13.5446325 -12.3463287)",,2,,,
295830329,tertiary,False,False,76.738,"LINESTRING (13.5450553 -12.3479785, 13.5456244 -12.3475696)",Rua Marechal Gomes da Costa,,,,
295830329,tertiary,False,True,29.723,"LINESTRING (13.5450553 -12.3479785, 13.5449431 -12.3480588, 13.5448334 -12.3481349)",Rua Marechal Gomes da Costa,,,,
191236858,tertiary,True,False,112.588,"LINESTRING (13.5436495 -12.3470945, 13.5439618 -12.3469413, 13.544016 -12.3469107, 13.5440731 -12.3468784, 13.5441182 -12.3468413, 13.5441495 -12.3468155, 13.5444018 -12.3465497, 13.5444622 -12.3464879)",,,,,
682670233,secondary,True,False,28.435000000000002,"LINESTRING (13.5436495 -12.3470945, 13.5436911 -12.3471456, 13.5437447 -12.3471941, 13.5437903 -12.3472177, 13.5438547 -12.3472452)",,2,,40,
285916052,tertiary,False,False,2.31,"LINESTRING (13.5433353 -12.3471651, 13.5433188 -12.3471782)",Avenida Craveiro Lopes,,,,
477926126,tertiary,True,False,6.804,"LINESTRING (13.5433353 -12.3471651, 13.543389 -12.3471966)",,2,,,
191239271,primary,True,False,41.543,"LINESTRING (13.5505231 -12.3540608, 13.5504748 -12.3540202, 13.5504161 -12.3539958, 13.5503527 -12.3539899, 13.5502903 -12.3540029, 13.550235 -12.3540338, 13.5501918 -12.3540796)",,,,,roundabout
285933250,secondary,True,False,67.15899999999999,"LINESTRING (13.5505231 -12.3540608, 13.550258 -12.3536665, 13.550174 -12.3535628)",Rua 1º de Dezembro,,,,
191239271,primary,True,False,17.007,"LINESTRING (13.5505708 -12.3542026, 13.550567 -12.354144, 13.55055 -12.3540999, 13.5505231 -12.3540608)",,,,,roundabout
191239271,primary,True,False,22.935000000000002,"LINESTRING (13.5501869 -12.3542991, 13.5502124 -12.3543319, 13.5502442 -12.3543591, 13.5502809 -12.3543795, 13.5503211 -12.3543921, 13.5503631 -12.3543967)",,,,,roundabout
