osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,access
26295616,Marie Therese Street,residential,False,False,73.334,"LINESTRING (-60.9536874 14.0829366, -60.9536838 14.0822771)",,,
26295616,Marie Therese Street,residential,False,False,85.3,"LINESTRING (-60.9536597 14.0816682, -60.9536536 14.0809011)",,,
26295616,Marie Therese Street,residential,False,True,67.757,"LINESTRING (-60.9536597 14.0816682, -60.9536838 14.0822771)",,,
26295633,Church Street,residential,False,False,46.972,"LINESTRING (-60.9536597 14.0816682, -60.9532243 14.0816584)",,,
26295633,Church Street,residential,False,True,45.029,"LINESTRING (-60.9536597 14.0816682, -60.9540772 14.0816681)",,,
26295616,Marie Therese Street,residential,False,False,50.087,"LINESTRING (-60.9536536 14.0809011, -60.9536355 14.080451)",,,
26295616,Marie Therese Street,residential,False,True,85.3,"LINESTRING (-60.9536536 14.0809011, -60.9536597 14.0816682)",,,
89902069,Dauphin Street,tertiary,False,False,48.545,"LINESTRING (-60.9536536 14.0809011, -60.9532035 14.0809027)",,,
89902069,Dauphin Street,tertiary,False,True,42.149,"LINESTRING (-60.9536536 14.0809011, -60.9540444 14.0809016)",,,
26295616,Marie Therese Street,residential,False,False,100.764,"LINESTRING (-60.9536355 14.080451, -60.9536222 14.0795449)",,,
26295616,Marie Therese Street,residential,False,True,50.087,"LINESTRING (-60.9536355 14.080451, -60.9536536 14.0809011)",,,
94845262,St George Street,residential,False,False,48.171,"LINESTRING (-60.9536355 14.080451, -60.9531891 14.0804649)",,,
94845262,St George Street,residential,False,True,40.174,"LINESTRING (-60.9536355 14.080451, -60.9540079 14.0804434)",,,
26295616,Marie Therese Street,residential,False,False,44.239,"LINESTRING (-60.9536222 14.0795449, -60.9536394 14.0791474)",,,
26295616,Marie Therese Street,residential,False,True,100.764,"LINESTRING (-60.9536222 14.0795449, -60.9536355 14.080451)",,,
26295640,Chapple Street,residential,False,False,49.281,"LINESTRING (-60.9536222 14.0795449, -60.9531653 14.0795487)",,,
26295640,Chapple Street,residential,False,True,31.106,"LINESTRING (-60.9536222 14.0795449, -60.9539106 14.0795461)",,,
26295616,Marie Therese Street,residential,False,True,44.239,"LINESTRING (-60.9536394 14.0791474, -60.9536222 14.0795449)",,,
89902069,Dauphin Street,tertiary,False,False,42.149,"LINESTRING (-60.9540444 14.0809016, -60.9536536 14.0809011)",,,
404169135,,residential,False,False,6.949,"LINESTRING (-60.9540444 14.0809016, -60.9541083 14.0808936)",,,
1271029396,Jerome Montoute Drive,unclassified,False,True,85.304,"LINESTRING (-60.9540444 14.0809016, -60.9540772 14.0816681)",,,
26295631,Notre Dame Street,residential,False,False,84.06,"LINESTRING (-60.9532035 14.0809027, -60.9532243 14.0816584)",,,
26295631,Notre Dame Street,residential,False,True,48.706,"LINESTRING (-60.9532035 14.0809027, -60.9531891 14.0804649)",,,
89902069,Dauphin Street,tertiary,False,False,55.739,"LINESTRING (-60.9532035 14.0809027, -60.9526867 14.0809013)",,,
89902069,Dauphin Street,tertiary,False,True,48.545,"LINESTRING (-60.9532035 14.0809027, -60.9536536 14.0809011)",,,
26295634,Marina Street,residential,False,True,79.385,"LINESTRING (-60.9526867 14.0809013, -60.9526644 14.0816149)",,,
89902069,Dauphin Street,tertiary,False,False,57.041,"LINESTRING (-60.9526867 14.0809013, -60.9521579 14.0808926)",,,
89902069,Dauphin Street,tertiary,False,True,55.739,"LINESTRING (-60.9526867 14.0809013, -60.9532035 14.0809027)",,,
