osmid,highway,oneway,reversed,length,lanes,ref,bridge,geometry,maxspeed,name
23126256,unclassified,False,False,64.407,,,,"LINESTRING (57.5425216 -20.2205277, 57.5421233 -20.2209702)",,
23126256,unclassified,False,True,13.19,,,,"LINESTRING (57.5425216 -20.2205277, 57.5426002 -20.2204348)",,
23126256,unclassified,False,True,108.216,,,,"LINESTRING (57.5408078 -20.2225375, 57.5414508 -20.2217739)",,
389001638,secondary,False,False,58.774,,,,"LINESTRING (57.5408078 -20.2225375, 57.5405579 -20.2230112)",,
1134470964,secondary,False,True,77.968,2,B49,,"LINESTRING (57.5408078 -20.2225375, 57.5402397 -20.222082)",,
389001638,secondary,False,True,58.774,,,,"LINESTRING (57.5405579 -20.2230112, 57.5408078 -20.2225375)",,
"[389001634, 389001644, 389001638]",secondary,False,False,107.34500000000001,,,yes,"LINESTRING (57.5405579 -20.2230112, 57.5402592 -20.2235748, 57.5401454 -20.2238207, 57.5401125 -20.2238811)",,
23126254,secondary,False,False,117.41400000000002,2,A7,,"LINESTRING (57.5381397 -20.224947, 57.5382318 -20.2249731, 57.5383079 -20.2249952, 57.5385677 -20.2250709, 57.5392041 -20.2252887)",60,
23126254,secondary,False,True,180.583,2,A7,,"LINESTRING (57.5381397 -20.224947, 57.5381285 -20.2249421, 57.537494 -20.2247533, 57.537341 -20.2247033, 57.5372766 -20.2246847, 57.5367549 -20.2245078, 57.5366329 -20.2244768, 57.5364934 -20.2244508)",60,
389001634,secondary,False,True,68.82000000000001,,,,"LINESTRING (57.5381397 -20.224947, 57.5381563 -20.2249064, 57.5381919 -20.2248701, 57.5382735 -20.2248131, 57.5386886 -20.2246294)",,
23126254,secondary,False,False,180.58299999999997,2,A7,,"LINESTRING (57.5364934 -20.2244508, 57.5366329 -20.2244768, 57.5367549 -20.2245078, 57.5372766 -20.2246847, 57.537341 -20.2247033, 57.537494 -20.2247533, 57.5381285 -20.2249421, 57.5381397 -20.224947)",60,
23126254,secondary,False,True,131.27499999999998,2,A7,,"LINESTRING (57.5364934 -20.2244508, 57.5363286 -20.224421, 57.5361913 -20.224401, 57.5359132 -20.2243679, 57.5356495 -20.2243281, 57.5353682 -20.2242964, 57.5352497 -20.2242752)",60,
23126269,secondary,True,False,114.251,2,,,"LINESTRING (57.5364934 -20.2244508, 57.536334 -20.2238069, 57.5362455 -20.22345)",,
499392353,residential,False,True,176.483,2,,,"LINESTRING (57.5364934 -20.2244508, 57.5367845 -20.2255353, 57.5369017 -20.225991)",,
1134470964,secondary,False,False,77.968,2,B49,,"LINESTRING (57.5402397 -20.222082, 57.5408078 -20.2225375)",,
1134470964,secondary,False,True,106.03999999999999,2,B49,,"LINESTRING (57.5402397 -20.222082, 57.5396272 -20.2215563, 57.5394794 -20.22145)",,
388895130,secondary,False,False,52.421,2,B47,,"LINESTRING (57.5340456 -20.2207811, 57.5344478 -20.2210636)",,Bois Cheri Road
388895130,secondary,False,True,25.207,2,B47,,"LINESTRING (57.5340456 -20.2207811, 57.5338556 -20.2206411)",,Bois Cheri Road
388895130,secondary,False,True,52.421,2,B47,,"LINESTRING (57.5344478 -20.2210636, 57.5340456 -20.2207811)",,Bois Cheri Road
388895130,secondary,False,False,181.79100000000003,2,B47,,"LINESTRING (57.5344478 -20.2210636, 57.5351131 -20.2215444, 57.5356402 -20.2219217, 57.5357945 -20.2220064, 57.5358486 -20.2220325)",,Bois Cheri Road
687664700,residential,False,True,201.845,,,,"LINESTRING (57.5342675 -20.2261128, 57.5344889 -20.2266102, 57.5345354 -20.2266456, 57.5345917 -20.2266622, 57.5357857 -20.2263442)",,
389001634,secondary,False,True,17.379,,,,"LINESTRING (57.5386886 -20.2246294, 57.5388415 -20.2245674)",,
388895125,residential,False,True,39.649,,,,"LINESTRING (57.5386886 -20.2246294, 57.5385418 -20.2243777, 57.5385012 -20.2243194)",,
389001634,secondary,False,False,68.82,,,,"LINESTRING (57.5386886 -20.2246294, 57.5382735 -20.2248131, 57.5381919 -20.2248701, 57.5381563 -20.2249064, 57.5381397 -20.224947)",,
"[388895132, 23126271]",secondary,False,False,51.497,2,B47,yes,"LINESTRING (57.5360646 -20.222857, 57.5360583 -20.2227373, 57.536069 -20.2226773, 57.5360962 -20.222639, 57.5361252 -20.2226163, 57.5362891 -20.2224869)",,
23126271,secondary,False,True,163.027,2,B47,,"LINESTRING (57.5360646 -20.222857, 57.5360385 -20.2229947, 57.5360116 -20.2231014, 57.5359581 -20.2232089, 57.5356778 -20.2235596, 57.5353089 -20.2240256, 57.5352601 -20.2240901)",,
388895130,secondary,False,True,8.084,2,B47,,"LINESTRING (57.535925 -20.2220446, 57.5358486 -20.2220325)",,Bois Cheri Road
388895124,unclassified,True,False,142.473,1,,,"LINESTRING (57.535925 -20.2220446, 57.5362323 -20.2219356, 57.5364719 -20.2218857, 57.5366891 -20.2218505, 57.5370485 -20.2218556, 57.5372593 -20.2218735)",,
388895130,secondary,False,False,26.795,2,B47,,"LINESTRING (57.535925 -20.2220446, 57.5360369 -20.2220706, 57.5361684 -20.2221197)",,Bois Cheri Road
23126269,secondary,True,False,68.59299999999999,2,,,"LINESTRING (57.5362455 -20.22345, 57.536184 -20.2232342, 57.5360646 -20.222857)",,
388895139,residential,False,True,98.713,,,,"LINESTRING (57.5362455 -20.22345, 57.5363568 -20.2234261, 57.5364521 -20.2234172, 57.5365403 -20.2234205, 57.5368039 -20.2234735, 57.5371705 -20.223561)",,
1134470964,secondary,False,False,191.563,2,B49,,"LINESTRING (57.5372593 -20.2218735, 57.537873 -20.2214349, 57.537978 -20.2213974, 57.5380737 -20.2213698, 57.538268 -20.2213525, 57.5389244 -20.2213295)",,
1134470964,secondary,False,True,103.688,2,B49,,"LINESTRING (57.5372593 -20.2218735, 57.5369511 -20.2220573, 57.5365084 -20.2223356, 57.5364292 -20.222386)",,
388895130,secondary,False,True,26.795,2,B47,,"LINESTRING (57.5361684 -20.2221197, 57.5360369 -20.2220706, 57.535925 -20.2220446)",,Bois Cheri Road
