osmid,highway,oneway,reversed,length,lanes,ref,name,width,geometry
175753569,trunk_link,False,True,19.141,,,,,"LINESTRING (102.1062992 16.5365022, 102.1061248 16.5365432)"
83156234,trunk,True,False,136.959,3,201,ถนนชุมแพ-ภูเขียว,10,"LINESTRING (102.1061248 16.5365432, 102.1066615 16.5376623)"
175753569,trunk_link,False,False,19.141,,,,,"LINESTRING (102.1061248 16.5365432, 102.1062992 16.5365022)"
180682512,residential,False,False,111.827,,,,,"LINESTRING (102.1061248 16.5365432, 102.10512 16.5367727, 102.1051043 16.5367763)"
146961718,residential,False,True,46.523,,,,,"LINESTRING (102.0994874 16.5425487, 102.0990833 16.5427068)"
1245765359,unclassified,False,True,108.771,,,,,"LINESTRING (102.0994874 16.5425487, 102.0998649 16.5434575)"
1245765367,unclassified,False,False,116.342,,,,,"LINESTRING (102.0994874 16.5425487, 102.0991001 16.5415705)"
1245765366,residential,False,False,139.467,,,,,"LINESTRING (102.0994874 16.5425487, 102.1000235 16.5423388, 102.1000979 16.5423097, 102.1002636 16.5422448, 102.1003538 16.5422095, 102.1006987 16.5420745)"
180397054,unclassified,False,False,10.346,,,,,"LINESTRING (102.1057934 16.5424427, 102.1058358 16.5425264)"
463590693,trunk_link,False,False,20.885,,,,,"LINESTRING (102.1057934 16.5424427, 102.1056896 16.5422834)"
180397054,unclassified,False,True,10.346,,,,,"LINESTRING (102.1058358 16.5425264, 102.1057934 16.5424427)"
180691067,residential,False,False,185.007,,,,,"LINESTRING (102.1058358 16.5425264, 102.1067158 16.5439605)"
180397010,unclassified,True,False,304.295,,,,,"LINESTRING (102.1046236 16.54266, 102.1020405 16.5438251)"
180397075,unclassified,False,True,10.693,,,,,"LINESTRING (102.1046236 16.54266, 102.1046691 16.5427457)"
180397075,unclassified,False,False,10.693,,,,,"LINESTRING (102.1046691 16.5427457, 102.1046236 16.54266)"
463590695,trunk,True,False,167.129,,12,ถนนมลิวรรณ,,"LINESTRING (102.1046691 16.5427457, 102.1032515 16.5433879)"
180397076,unclassified,False,False,10.784,,,,,"LINESTRING (102.1039946 16.5432556, 102.1040362 16.543344)"
463590409,trunk,True,False,211.977,,12,ถนนมลิวรรณ,,"LINESTRING (102.1039946 16.5432556, 102.1057934 16.5424427)"
180397076,unclassified,False,True,10.784,,,,,"LINESTRING (102.1040362 16.543344, 102.1039946 16.5432556)"
180397009,unclassified,True,False,212.27800000000002,,,,,"LINESTRING (102.1040362 16.543344, 102.1044653 16.5431528, 102.1058358 16.5425264)"
180397070,trunk_link,False,False,20.469,,,,,"LINESTRING (102.1032515 16.5433879, 102.1033345 16.5435539)"
463590695,trunk,True,False,137.715,,12,ถนนมลิวรรณ,,"LINESTRING (102.1032515 16.5433879, 102.1020834 16.5439171)"
180397070,trunk_link,False,True,20.469,,,,,"LINESTRING (102.1033345 16.5435539, 102.1032515 16.5433879)"
463590409,trunk,True,False,77.788,,12,ถนนมลิวรรณ,,"LINESTRING (102.1033345 16.5435539, 102.1039946 16.5432556)"
180397055,unclassified,False,True,11.205,,,,,"LINESTRING (102.1020405 16.5438251, 102.1020834 16.5439171)"
311776476,unclassified,False,True,109.583,,,,,"LINESTRING (102.1020405 16.5438251, 102.101774 16.5434773, 102.1014318 16.5430309)"
180397055,unclassified,False,False,11.205,,,,,"LINESTRING (102.1020834 16.5439171, 102.1020405 16.5438251)"
180397030,unclassified,False,False,10.888,,,,,"LINESTRING (102.1021343 16.5440963, 102.1021762 16.5441856)"
463590409,trunk,True,False,141.436,,12,ถนนมลิวรรณ,,"LINESTRING (102.1021343 16.5440963, 102.1033345 16.5435539)"
180397030,unclassified,False,True,10.888,,,,,"LINESTRING (102.1021762 16.5441856, 102.1021343 16.5440963)"
180397009,unclassified,True,False,138.989,,,,,"LINESTRING (102.1021762 16.5441856, 102.102623 16.5439835, 102.102942 16.5438391, 102.1033554 16.5436521)"
180682512,residential,False,False,94.507,,,,,"LINESTRING (102.1038404 16.5371042, 102.1029916 16.5373497)"
318729595,unclassified,False,True,55.19,,,,,"LINESTRING (102.1038404 16.5371042, 102.104088 16.5375401)"
180682512,residential,False,True,139.607,,,,,"LINESTRING (102.1038404 16.5371042, 102.1046652 16.5368766, 102.1051043 16.5367763)"
318729595,unclassified,False,False,90.021,,,,,"LINESTRING (102.1038404 16.5371042, 102.1036184 16.5367098, 102.1034628 16.5363806)"
180682335,unclassified,False,True,102.416,,,,,"LINESTRING (102.1002303 16.5372232, 102.1004943 16.5381088)"
318729017,residential,False,True,98.949,,,,,"LINESTRING (102.1002303 16.5372232, 102.0993405 16.5374767)"
180682512,residential,False,False,98.909,,,,,"LINESTRING (102.1027299 16.5374217, 102.1018475 16.5376968)"
318730465,residential,False,True,69.542,,,,,"LINESTRING (102.1027299 16.5374217, 102.1026208 16.5368051)"
180682512,residential,False,True,29.022,,,,,"LINESTRING (102.1027299 16.5374217, 102.1029753 16.5373544, 102.1029916 16.5373497)"
180682512,residential,False,False,19.387,,,,,"LINESTRING (102.1018475 16.5376968, 102.1016742 16.5377497)"
180682512,residential,False,True,98.909,,,,,"LINESTRING (102.1018475 16.5376968, 102.1027299 16.5374217)"
318729592,unclassified,False,False,88.832,,,,,"LINESTRING (102.1018475 16.5376968, 102.1023693 16.5383197)"
180682512,residential,False,False,8.976,,,,,"LINESTRING (102.1005748 16.5380851, 102.1004943 16.5381088)"
180682512,residential,False,True,122.982,,,,,"LINESTRING (102.1005748 16.5380851, 102.1016742 16.5377497)"
318729596,residential,False,True,105.077,,,,,"LINESTRING (102.1005748 16.5380851, 102.1010542 16.5389108)"
180682335,unclassified,False,False,102.416,,,,,"LINESTRING (102.1004943 16.5381088, 102.1002303 16.5372232)"
180682512,residential,False,True,8.976,,,,,"LINESTRING (102.1004943 16.5381088, 102.1005748 16.5380851)"
