osmid,highway,oneway,reversed,length,lanes,ref,name,geometry,width,junction
144351487,residential,False,False,285.172,1,,หัวหิน 84,"LINESTRING (99.9594349 12.5647748, 99.9593926 12.5647633, 99.9590967 12.5646827, 99.9589163 12.5646338, 99.9569032 12.5640885)",4,
144351487,residential,False,True,41.955,1,,หัวหิน 84,"LINESTRING (99.9557287 12.5637703, 99.9561013 12.5638708)",4,
304566695,residential,False,False,125.559,,,ถนนพระปกเกล้า,"LINESTRING (99.9557287 12.5637703, 99.955452 12.5648667)",,
304566695,residential,False,True,79.841,,,ถนนพระปกเกล้า,"LINESTRING (99.9557287 12.5637703, 99.9559083 12.563074)",,
284383665,residential,False,True,157.752,,,ซอยเขาพิทักษ์ 1,"LINESTRING (99.9559176 12.561345, 99.9544762 12.5611624)",,
1216833089,tertiary,False,False,35.451,2,,เขาพิทักษ์,"LINESTRING (99.9559176 12.561345, 99.9560173 12.5610414)",,
1216833089,tertiary,False,True,85.64500000000001,2,,เขาพิทักษ์,"LINESTRING (99.9559176 12.561345, 99.9557804 12.5617341, 99.955754 12.5617582, 99.9557183 12.5617744, 99.9556709 12.5617832, 99.9554287 12.5617564)",,
284383662,residential,False,True,50.816,,,ซอยเขาพิทักษ์ 3 / ซอยบ่อนไก่ 2,"LINESTRING (99.9544218 12.5616163, 99.9544762 12.5611624)",,
1216833089,tertiary,False,False,110.387,2,,เขาพิทักษ์,"LINESTRING (99.9544218 12.5616163, 99.9554287 12.5617564)",,
1216833089,tertiary,False,True,146.941,2,,เขาพิทักษ์,"LINESTRING (99.9544218 12.5616163, 99.9537001 12.5615302, 99.9530806 12.561437)",,
284383689,residential,False,True,87.844,,,ซอยเขาพิทักษ์ 5 / ซอยบ่อนไก่ 8,"LINESTRING (99.9530806 12.561437, 99.9531733 12.5606522)",,
1216833089,tertiary,False,False,146.941,2,,เขาพิทักษ์,"LINESTRING (99.9530806 12.561437, 99.9537001 12.5615302, 99.9544218 12.5616163)",,
1216833089,tertiary,False,True,65.497,2,,เขาพิทักษ์,"LINESTRING (99.9530806 12.561437, 99.9528488 12.5613977, 99.9524865 12.5613336)",,
284383679,residential,False,True,71.433,,,,"LINESTRING (99.9524865 12.5613336, 99.9525562 12.5606948)",,
1216833089,tertiary,False,True,43.071,2,,เขาพิทักษ์,"LINESTRING (99.9524865 12.5613336, 99.9521003 12.5612445)",,
1216833089,tertiary,False,False,65.497,2,,เขาพิทักษ์,"LINESTRING (99.9524865 12.5613336, 99.9528488 12.5613977, 99.9530806 12.561437)",,
208965656,residential,False,True,126.13300000000001,,,ถนนพระปกเกล้า,"LINESTRING (99.9543514 12.5691131, 99.9544669 12.5686765, 99.9544922 12.5685709, 99.9546169 12.5680712, 99.9546337 12.5680128)",,
67293462,residential,False,False,82.492,,,หัวหิน 80,"LINESTRING (99.955452 12.5648667, 99.9561918 12.5650369)",,
304566695,residential,False,True,125.559,,,ถนนพระปกเกล้า,"LINESTRING (99.955452 12.5648667, 99.9557287 12.5637703)",,
304566695,residential,False,False,147.721,,,ถนนพระปกเกล้า,"LINESTRING (99.955452 12.5648667, 99.95535 12.5652189, 99.9551726 12.5658626, 99.9551614 12.5661583)",,
304566695,residential,False,False,27.808,,,ถนนพระปกเกล้า,"LINESTRING (99.9559709 12.5628315, 99.9559083 12.563074)",,
"[403889057, 197908549]",residential,False,False,255.409,1,,หัวหิน 86,"LINESTRING (99.9559709 12.5628315, 99.9568158 12.5630512, 99.9568438 12.5629456, 99.9581671 12.5632809)",4,
304566695,residential,False,True,187.254,,,ถนนพระปกเกล้า,"LINESTRING (99.9559709 12.5628315, 99.9563335 12.5613453, 99.9563482 12.5611897)",,
199038535,residential,False,False,32.496,,,บ่อนไก่,"LINESTRING (99.95322 12.5603021, 99.9535116 12.5603684)",,
284383689,residential,False,False,39.258,,,ซอยเขาพิทักษ์ 5 / ซอยบ่อนไก่ 8,"LINESTRING (99.95322 12.5603021, 99.9531733 12.5606522)",,
209297341,residential,True,False,11.403,,,,"LINESTRING (99.9551036 12.5677189, 99.9551738 12.5676426)",,
1100748576,residential,True,False,47.755,,,หัวหิน 76 ถนนดำเนินเกษม,"LINESTRING (99.9551036 12.5677189, 99.9555307 12.5678222)",,
208965657,residential,True,False,41.367,,,ถนนพระปกเกล้า,"LINESTRING (99.9548467 12.5674408, 99.9547147 12.5677898)",,
209297298,residential,True,False,44.285,,,,"LINESTRING (99.9548467 12.5674408, 99.9549084 12.5675983, 99.9549389 12.5676352, 99.9549775 12.5676642, 99.9551036 12.5677189)",,
233031597,residential,True,False,84.72,,,หัวหิน 76 ถนนดำเนินเกษม,"LINESTRING (99.9576254 12.5682387, 99.956868 12.5680543)",,
539369193,trunk,True,False,9.678,3,4,ถนนเพชรเกษม,"LINESTRING (99.9576254 12.5682387, 99.9576013 12.5683225)",,
399832204,trunk_link,True,False,13.6,,,,"LINESTRING (99.9577475 12.5682662, 99.9576254 12.5682387)",,
399832206,trunk,True,False,58.266999999999996,3,4,ถนนเพชรเกษม,"LINESTRING (99.9577475 12.5682662, 99.9577963 12.5681559, 99.9579816 12.5677948)",,
1100736278,residential,True,False,65.773,,,หัวหิน 76 ถนนดำเนินเกษม,"LINESTRING (99.9561443 12.5678782, 99.9555563 12.567735)",,
1100748575,residential,False,True,10.022,,,ถนนสระสรง,"LINESTRING (99.9561443 12.5678782, 99.9561198 12.5679651)",,
208502390,residential,False,False,92.751,,,หัวหิน 63/1,"LINESTRING (99.9581704 12.5674431, 99.959007 12.5676134)",,
399832206,trunk,True,False,210.292,3,4,ถนนเพชรเกษม,"LINESTRING (99.9581704 12.5674431, 99.9585032 12.5668146, 99.9586417 12.5665529, 99.9590574 12.5657617)",,
208502390,residential,False,True,92.751,,,หัวหิน 63/1,"LINESTRING (99.959007 12.5676134, 99.9581704 12.5674431)",,
208653279,residential,True,False,173.53,,,หัวหิน 74/2 ถนนกำเนิดวิถี,"LINESTRING (99.9574914 12.5689605, 99.9567356 12.5687115, 99.9561715 12.5685255, 99.9559765 12.5684613)",,
208965656,residential,False,False,26.309,,,ถนนพระปกเกล้า,"LINESTRING (99.9547147 12.5677898, 99.9546337 12.5680128)",,
209297326,residential,True,False,42.938,,,,"LINESTRING (99.9547147 12.5677898, 99.9551036 12.5677189)",,
340908549,residential,True,False,75.6,,,,"LINESTRING (99.9551738 12.5676426, 99.9551342 12.5671975, 99.955122 12.5671594, 99.955091 12.5671265, 99.9549451 12.5670844)",,
208965657,residential,True,False,41.044,,,ถนนพระปกเกล้า,"LINESTRING (99.9549451 12.5670844, 99.9548467 12.5674408)",,
304566695,residential,False,True,105.622,,,ถนนพระปกเกล้า,"LINESTRING (99.9549451 12.5670844, 99.9549939 12.5668648, 99.9551174 12.566338, 99.9551614 12.5661583)",,
67293462,residential,False,False,50.55,,,หัวหิน 80,"LINESTRING (99.9580634 12.5655246, 99.9585135 12.5656415)",,
67293462,residential,False,True,66.23,,,หัวหิน 80,"LINESTRING (99.9580634 12.5655246, 99.9574715 12.5653797)",,
933713879,residential,False,False,40.708,,,,"LINESTRING (99.9580634 12.5655246, 99.95817 12.5651736)",,
231897736,residential,False,False,67.28,,,,"LINESTRING (99.95817 12.5651736, 99.9575733 12.5650096)",,
231897736,residential,False,True,49.049,,,,"LINESTRING (99.95817 12.5651736, 99.9586081 12.5652819)",,
933713879,residential,False,True,40.708,,,,"LINESTRING (99.95817 12.5651736, 99.9580634 12.5655246)",,
231897736,residential,False,False,58.767,,,,"LINESTRING (99.9562796 12.5646766, 99.9557558 12.5645427)",,
231897736,residential,False,True,72.644,,,,"LINESTRING (99.9562796 12.5646766, 99.9569268 12.5648432)",,
340906152,residential,False,False,41.181,,,,"LINESTRING (99.9562796 12.5646766, 99.9561918 12.5650369)",,
67293462,residential,False,False,71.411,,,หัวหิน 80,"LINESTRING (99.9561918 12.5650369, 99.9568286 12.5651985)",,
67293462,residential,False,True,82.492,,,หัวหิน 80,"LINESTRING (99.9561918 12.5650369, 99.955452 12.5648667)",,
340906152,residential,False,True,41.181,,,,"LINESTRING (99.9561918 12.5650369, 99.9562796 12.5646766)",,
208965656,residential,False,True,26.309,,,ถนนพระปกเกล้า,"LINESTRING (99.9546337 12.5680128, 99.9547147 12.5677898)",,
232937768,residential,False,True,154.032,,,หัวหิน 74/2 ถนนกำเนิดวิถี,"LINESTRING (99.9546337 12.5680128, 99.9559765 12.5684613)",,
208965656,residential,False,False,126.133,,,ถนนพระปกเกล้า,"LINESTRING (99.9546337 12.5680128, 99.9546169 12.5680712, 99.9544922 12.5685709, 99.9544669 12.5686765, 99.9543514 12.5691131)",,
404331459,residential,False,True,137.21,,,หัวหิน 63,"LINESTRING (99.9592207 12.5680397, 99.9579816 12.5677948)",,
1100744378,trunk,True,False,80.085,3,4,ถนนเพชรเกษม,"LINESTRING (99.9575863 12.5690569, 99.9577222 12.568349)",,
399832206,trunk,True,False,9.608,3,4,ถนนเพชรเกษม,"LINESTRING (99.9577222 12.568349, 99.9577475 12.5682662)",,
399832205,residential,True,False,137.364,,,หัวหิน 61 ถนนดำเนินเกษม,"LINESTRING (99.9577222 12.568349, 99.9586783 12.5685803, 99.9589507 12.5686462)",,
284383662,residential,False,False,50.816,,,ซอยเขาพิทักษ์ 3 / ซอยบ่อนไก่ 2,"LINESTRING (99.9544762 12.5611624, 99.9544218 12.5616163)",,
284383662,residential,False,True,62.644,,,ซอยเขาพิทักษ์ 3 / ซอยบ่อนไก่ 2,"LINESTRING (99.9544762 12.5611624, 99.9545437 12.5606029)",,
284383665,residential,False,False,157.752,,,ซอยเขาพิทักษ์ 1,"LINESTRING (99.9544762 12.5611624, 99.9559176 12.561345)",,
199038535,residential,False,False,3.878,,,บ่อนไก่,"LINESTRING (99.9545437 12.5606029, 99.9545785 12.5606108)",,
199038535,residential,False,True,26.509,,,บ่อนไก่,"LINESTRING (99.9545437 12.5606029, 99.9543058 12.5605489)",,
284383662,residential,False,False,62.644,,,ซอยเขาพิทักษ์ 3 / ซอยบ่อนไก่ 2,"LINESTRING (99.9545437 12.5606029, 99.9544762 12.5611624)",,
392975204,residential,False,True,86.868,,,,"LINESTRING (99.9521003 12.5612445, 99.9522147 12.5604713)",,
1216833089,tertiary,False,False,43.071,2,,เขาพิทักษ์,"LINESTRING (99.9521003 12.5612445, 99.9524865 12.5613336)",,
1216833089,tertiary,False,True,44.369,2,,เขาพิทักษ์,"LINESTRING (99.9521003 12.5612445, 99.9516999 12.561164)",,
284383679,residential,False,False,71.433,,,,"LINESTRING (99.9525562 12.5606948, 99.9524865 12.5613336)",,
1216833089,tertiary,False,False,26.119,2,,เขาพิทักษ์,"LINESTRING (99.9511044 12.5610443, 99.9513401 12.5610917)",,
"[392982488, 469362126]",residential,False,True,125.148,,,ซอยเขาพิทักษ์ 9,"LINESTRING (99.9511044 12.5610443, 99.9512332 12.5601567, 99.9509998 12.5601332)",,
199038535,residential,False,False,26.509,,,บ่อนไก่,"LINESTRING (99.9543058 12.5605489, 99.9545437 12.5606029)",,
199038535,residential,False,True,4.769,,,บ่อนไก่,"LINESTRING (99.9543058 12.5605489, 99.954263 12.5605392)",,
"[392982488, 469362126]",residential,False,False,125.148,,,ซอยเขาพิทักษ์ 9,"LINESTRING (99.9509998 12.5601332, 99.9512332 12.5601567, 99.9511044 12.5610443)",,
339859194,residential,False,True,8.884,,,,"LINESTRING (99.9589714 12.5685689, 99.9589507 12.5686462)",,
399832207,residential,True,False,137.029,,,หัวหิน 61 ถนนดำเนินเกษม,"LINESTRING (99.9589714 12.5685689, 99.9582627 12.5683938, 99.9577475 12.5682662)",,
231897736,residential,False,False,72.644,,,,"LINESTRING (99.9569268 12.5648432, 99.9562796 12.5646766)",,
231897736,residential,False,True,72.565,,,,"LINESTRING (99.9569268 12.5648432, 99.9575733 12.5650096)",,
340906166,residential,False,False,40.92,,,,"LINESTRING (99.9569268 12.5648432, 99.9568286 12.5651985)",,
231897736,residential,False,False,72.565,,,,"LINESTRING (99.9575733 12.5650096, 99.9569268 12.5648432)",,
231897736,residential,False,True,67.28,,,,"LINESTRING (99.9575733 12.5650096, 99.95817 12.5651736)",,
340906168,residential,False,False,42.611,,,,"LINESTRING (99.9575733 12.5650096, 99.9574715 12.5653797)",,
67293462,residential,False,False,72.626,,,หัวหิน 80,"LINESTRING (99.9568286 12.5651985, 99.9574715 12.5653797)",,
67293462,residential,False,True,71.411,,,หัวหิน 80,"LINESTRING (99.9568286 12.5651985, 99.9561918 12.5650369)",,
340906166,residential,False,True,40.92,,,,"LINESTRING (99.9568286 12.5651985, 99.9569268 12.5648432)",,
67293462,residential,False,False,66.23,,,หัวหิน 80,"LINESTRING (99.9574715 12.5653797, 99.9580634 12.5655246)",,
67293462,residential,False,True,72.626,,,หัวหิน 80,"LINESTRING (99.9574715 12.5653797, 99.9568286 12.5651985)",,
340906168,residential,False,True,42.611,,,,"LINESTRING (99.9574715 12.5653797, 99.9575733 12.5650096)",,
340906156,residential,False,False,68.286,1,,,"LINESTRING (99.9566704 12.5633882, 99.9565119 12.5639825)",4,
144351487,residential,False,False,46.262,1,,หัวหิน 84,"LINESTRING (99.9565119 12.5639825, 99.9561013 12.5638708)",4,
144351487,residential,False,True,44.074,1,,หัวหิน 84,"LINESTRING (99.9565119 12.5639825, 99.9569032 12.5640885)",4,
340906156,residential,False,False,56.552,1,,,"LINESTRING (99.9565119 12.5639825, 99.9563807 12.5644747)",4,
340906156,residential,False,True,68.286,1,,,"LINESTRING (99.9565119 12.5639825, 99.9566704 12.5633882)",4,
340906157,residential,False,False,81.142,1,,,"LINESTRING (99.9570818 12.5633799, 99.9569032 12.5640885)",4,
340906158,residential,False,True,131.827,1,,,"LINESTRING (99.9570818 12.5633799, 99.9559083 12.563074)",4,
340906158,residential,False,False,153.535,1,,,"LINESTRING (99.9570818 12.5633799, 99.9580625 12.5636526, 99.9581671 12.5632809)",4,
144351487,residential,False,False,44.074,1,,หัวหิน 84,"LINESTRING (99.9569032 12.5640885, 99.9565119 12.5639825)",4,
340906157,residential,False,True,81.142,1,,,"LINESTRING (99.9569032 12.5640885, 99.9570818 12.5633799)",4,
144351487,residential,False,True,285.172,1,,หัวหิน 84,"LINESTRING (99.9569032 12.5640885, 99.9589163 12.5646338, 99.9590967 12.5646827, 99.9593926 12.5647633, 99.9594349 12.5647748)",4,
"[233050276, 340906157]",residential,False,"[False, True]",316.086,1,,หัวหิน 82,"LINESTRING (99.9569032 12.5640885, 99.9568152 12.5644301, 99.9592363 12.5651115, 99.9592668 12.5651201)",4,
304566695,residential,False,False,79.841,,,ถนนพระปกเกล้า,"LINESTRING (99.9559083 12.563074, 99.9557287 12.5637703)",,
304566695,residential,False,True,27.808,,,ถนนพระปกเกล้า,"LINESTRING (99.9559083 12.563074, 99.9559709 12.5628315)",,
340906158,residential,False,False,131.827,1,,,"LINESTRING (99.9559083 12.563074, 99.9570818 12.5633799)",4,
340906158,residential,False,True,153.535,1,,,"LINESTRING (99.9581671 12.5632809, 99.9580625 12.5636526, 99.9570818 12.5633799)",4,
"[403889057, 197908549]",residential,False,True,255.409,1,,หัวหิน 86,"LINESTRING (99.9581671 12.5632809, 99.9568438 12.5629456, 99.9568158 12.5630512, 99.9559709 12.5628315)",4,
340906156,residential,False,True,56.552,1,,,"LINESTRING (99.9563807 12.5644747, 99.9565119 12.5639825)",4,
340906161,residential,False,False,10.086,,,,"LINESTRING (99.9555563 12.567735, 99.9555307 12.5678222)",,
1100736278,residential,True,False,42.766,,,หัวหิน 76 ถนนดำเนินเกษม,"LINESTRING (99.9555563 12.567735, 99.9551738 12.5676426)",,
340906161,residential,False,True,10.086,,,,"LINESTRING (99.9555307 12.5678222, 99.9555563 12.567735)",,
1100748576,residential,True,False,65.88,,,หัวหิน 76 ถนนดำเนินเกษม,"LINESTRING (99.9555307 12.5678222, 99.9561198 12.5679651)",,
340906149,residential,False,True,9.956,,,,"LINESTRING (99.9568432 12.5681405, 99.956868 12.5680543)",,
340908548,residential,True,False,84.72999999999999,,,หัวหิน 76 ถนนดำเนินเกษม,"LINESTRING (99.9568432 12.5681405, 99.9570898 12.5682004, 99.9576013 12.5683225)",,
340906155,residential,False,False,43.086,,,,"LINESTRING (99.9588939 12.5652234, 99.9586445 12.5651527, 99.9586081 12.5652819)",,
340906149,residential,False,False,9.956,,,,"LINESTRING (99.956868 12.5680543, 99.9568432 12.5681405)",,
233031597,residential,True,False,80.948,,,หัวหิน 76 ถนนดำเนินเกษม,"LINESTRING (99.956868 12.5680543, 99.9564533 12.5679534, 99.9562526 12.5679046, 99.9561443 12.5678782)",,
67293462,residential,False,True,50.55,,,หัวหิน 80,"LINESTRING (99.9585135 12.5656415, 99.9580634 12.5655246)",,
340906155,residential,False,True,41.283,,,,"LINESTRING (99.9585135 12.5656415, 99.9586081 12.5652819)",,
67293462,residential,False,False,45.691,,,หัวหิน 80,"LINESTRING (99.9585135 12.5656415, 99.9588896 12.5657585, 99.9589146 12.5657663)",,
233031598,residential,False,True,358.032,,,หัวหิน 78,"LINESTRING (99.9551614 12.5661583, 99.9555787 12.5661161, 99.9556914 12.5661083, 99.9558044 12.5661202, 99.9583744 12.5667617)",,
304566695,residential,False,False,105.622,,,ถนนพระปกเกล้า,"LINESTRING (99.9551614 12.5661583, 99.9551174 12.566338, 99.9549939 12.5668648, 99.9549451 12.5670844)",,
304566695,residential,False,True,147.721,,,ถนนพระปกเกล้า,"LINESTRING (99.9551614 12.5661583, 99.9551726 12.5658626, 99.95535 12.5652189, 99.955452 12.5648667)",,
231897736,residential,False,True,58.767,,,,"LINESTRING (99.9557558 12.5645427, 99.9562796 12.5646766)",,
392975204,residential,False,False,86.868,,,,"LINESTRING (99.9522147 12.5604713, 99.9521003 12.5612445)",,
199038535,residential,False,False,31.592,,,บ่อนไก่,"LINESTRING (99.9535116 12.5603684, 99.9537951 12.5604328)",,
199038535,residential,False,True,32.496,,,บ่อนไก่,"LINESTRING (99.9535116 12.5603684, 99.95322 12.5603021)",,
199038535,residential,False,False,22.745,,,บ่อนไก่,"LINESTRING (99.9537951 12.5604328, 99.9539992 12.5604792)",,
199038535,residential,False,True,31.592,,,บ่อนไก่,"LINESTRING (99.9537951 12.5604328, 99.9535116 12.5603684)",,
199038535,residential,False,False,24.329,,,บ่อนไก่,"LINESTRING (99.9540447 12.5604895, 99.954263 12.5605392)",,
199038535,residential,False,True,5.069,,,บ่อนไก่,"LINESTRING (99.9540447 12.5604895, 99.9539992 12.5604792)",,
199038535,residential,False,False,29.944,,,บ่อนไก่,"LINESTRING (99.9545785 12.5606108, 99.9548472 12.5606719)",,
199038535,residential,False,True,3.878,,,บ่อนไก่,"LINESTRING (99.9545785 12.5606108, 99.9545437 12.5606029)",,
199038535,residential,False,True,29.944,,,บ่อนไก่,"LINESTRING (99.9548472 12.5606719, 99.9545785 12.5606108)",,
199038535,residential,False,False,128.41,,,บ่อนไก่,"LINESTRING (99.9548472 12.5606719, 99.9550008 12.5607068, 99.9555354 12.5608283, 99.9558261 12.5609088, 99.9559896 12.5609679)",,
399832206,trunk,True,False,44.15,3,4,ถนนเพชรเกษม,"LINESTRING (99.9579816 12.5677948, 99.9581704 12.5674431)",,
404331459,residential,False,False,137.21,,,หัวหิน 63,"LINESTRING (99.9579816 12.5677948, 99.9592207 12.5680397)",,
399832207,residential,True,False,91.43699999999998,,,หัวหิน 61 ถนนดำเนินเกษม,"LINESTRING (99.9597679 12.5688038, 99.9597245 12.5687561, 99.9590911 12.5685991, 99.9589714 12.5685689)",,
464257998,residential,False,False,51.481,,,ซอยบ่อนไก่ 4,"LINESTRING (99.9542278 12.5610009, 99.954263 12.5605392)",,
199038535,residential,False,False,4.769,,,บ่อนไก่,"LINESTRING (99.954263 12.5605392, 99.9543058 12.5605489)",,
199038535,residential,False,True,24.329,,,บ่อนไก่,"LINESTRING (99.954263 12.5605392, 99.9540447 12.5604895)",,
464257998,residential,False,True,51.481,,,ซอยบ่อนไก่ 4,"LINESTRING (99.954263 12.5605392, 99.9542278 12.5610009)",,
464258001,residential,False,False,56.919,,,ซอยบ่อนไก่ 6,"LINESTRING (99.9539408 12.5609879, 99.9539992 12.5604792)",,
199038535,residential,False,False,5.069,,,บ่อนไก่,"LINESTRING (99.9539992 12.5604792, 99.9540447 12.5604895)",,
199038535,residential,False,True,22.745,,,บ่อนไก่,"LINESTRING (99.9539992 12.5604792, 99.9537951 12.5604328)",,
464258001,residential,False,True,56.919,,,ซอยบ่อนไก่ 6,"LINESTRING (99.9539992 12.5604792, 99.9539408 12.5609879)",,
469362123,residential,False,False,25.867,,,ซอยเขาพิทักษ์ 2,"LINESTRING (99.9554287 12.5617564, 99.9553997 12.5619873)",,
1216833089,tertiary,False,True,110.387,2,,เขาพิทักษ์,"LINESTRING (99.9554287 12.5617564, 99.9544218 12.5616163)",,
1216833089,tertiary,False,False,85.64500000000001,2,,เขาพิทักษ์,"LINESTRING (99.9554287 12.5617564, 99.9556709 12.5617832, 99.9557183 12.5617744, 99.955754 12.5617582, 99.9557804 12.5617341, 99.9559176 12.561345)",,
469362123,residential,False,True,25.867,,,ซอยเขาพิทักษ์ 2,"LINESTRING (99.9553997 12.5619873, 99.9554287 12.5617564)",,
469362124,residential,False,False,34.068,,,ซอยเขาพิทักษ์ 4,"LINESTRING (99.9516357 12.5614639, 99.9516999 12.561164)",,
469362124,residential,False,True,34.068,,,ซอยเขาพิทักษ์ 4,"LINESTRING (99.9516999 12.561164, 99.9516357 12.5614639)",,
1216833089,tertiary,False,False,44.369,2,,เขาพิทักษ์,"LINESTRING (99.9516999 12.561164, 99.9521003 12.5612445)",,
1216833089,tertiary,False,True,39.869,2,,เขาพิทักษ์,"LINESTRING (99.9516999 12.561164, 99.9513401 12.5610917)",,
469362125,residential,False,False,73.803,,,ซอยเขาพิทักษ์ 7,"LINESTRING (99.9513401 12.5610917, 99.9514345 12.5604344)",,
1216833089,tertiary,False,False,39.869,2,,เขาพิทักษ์,"LINESTRING (99.9513401 12.5610917, 99.9516999 12.561164)",,
1216833089,tertiary,False,True,26.119,2,,เขาพิทักษ์,"LINESTRING (99.9513401 12.5610917, 99.9511044 12.5610443)",,
469362125,residential,False,True,73.803,,,ซอยเขาพิทักษ์ 7,"LINESTRING (99.9514345 12.5604344, 99.9513401 12.5610917)",,
477654837,residential,False,False,116.25999999999999,,,หัวหิน 65 ถนนนเรศดำริห์,"LINESTRING (99.9596119 12.5646927, 99.9596388 12.564737, 99.9596755 12.5648056, 99.9596676 12.5649592, 99.9596546 12.5651274, 99.959644 12.5652636, 99.9596286 12.5653761, 99.959632 12.5654129, 99.9596476 12.5655821, 99.9596876 12.5657137)",,
199040859,trunk,True,False,16.46,3,4,ถนนเพชรเกษม,"LINESTRING (99.9595019 12.564642, 99.9594349 12.5647748)",,
477654845,trunk_link,True,False,13.203,,,,"LINESTRING (99.9595019 12.564642, 99.9596119 12.5646927)",,
1216833089,tertiary,False,True,35.451,2,,เขาพิทักษ์,"LINESTRING (99.9560173 12.5610414, 99.9559176 12.561345)",,
481296138,tertiary,True,False,7.8260000000000005,,,,"LINESTRING (99.9560173 12.5610414, 99.9560349 12.561045, 99.9560528 12.5610427, 99.9560689 12.5610348, 99.9560814 12.5610221)",,roundabout
199038535,residential,False,True,128.41,,,บ่อนไก่,"LINESTRING (99.9559896 12.5609679, 99.9558261 12.5609088, 99.9555354 12.5608283, 99.9550008 12.5607068, 99.9548472 12.5606719)",,
481296138,tertiary,True,False,9.796,,,,"LINESTRING (99.9559896 12.5609679, 99.9559838 12.5609846, 99.9559841 12.5610022, 99.9559903 12.5610187, 99.9560018 12.5610323, 99.9560173 12.5610414)",,roundabout
481296138,tertiary,True,False,3.383,,,,"LINESTRING (99.9560113 12.5609465, 99.9559988 12.5609557, 99.9559896 12.5609679)",,roundabout
481296138,tertiary,True,False,15.481000000000002,,,,"LINESTRING (99.9560814 12.5610221, 99.9560889 12.561006, 99.9560906 12.5609909, 99.9560879 12.560976, 99.9560809 12.5609624, 99.9560701 12.5609514, 99.9560566 12.5609438, 99.9560415 12.5609404, 99.9560259 12.5609413, 99.9560113 12.5609465)",,roundabout
481296139,tertiary,False,False,34.629,,,,"LINESTRING (99.9560814 12.5610221, 99.9562062 12.5610854, 99.956241 12.561103, 99.9563482 12.5611897)",,
