osmid,oneway,lanes,name,highway,reversed,length,geometry,junction,maxspeed
84829847,False,2,ถนนพฤกษาอุทิศ,residential,False,59.982,"LINESTRING (98.9168576 8.0641037, 98.9167669 8.0646356)",,
84829847,False,2,ถนนพฤกษาอุทิศ,residential,True,51.553,"LINESTRING (98.9168576 8.0641037, 98.916947 8.0636486)",,
148108152,False,4,ถนนอุตรกิจ,secondary,True,75.582,"LINESTRING (98.9179303 8.0631812, 98.9177803 8.0638445)",,
684285628,False,2,ถนนอุตรกิจ,secondary,False,88.386,"LINESTRING (98.9179303 8.0631812, 98.9181384 8.0624135)",,
31062037,True,,ถนนอิศรา,tertiary,False,80.281,"LINESTRING (98.9179303 8.0631812, 98.9174513 8.0630647, 98.9173276 8.0630346, 98.9172323 8.0629831)",,
84829862,False,,ถนนคงคา,tertiary,False,129.287,"LINESTRING (98.9179303 8.0631812, 98.9181612 8.0631943, 98.9183851 8.0631903, 98.9185084 8.0631698, 98.9186079 8.0631366, 98.9186633 8.0631135, 98.9187254 8.0630717, 98.9187953 8.0629961, 98.9188135 8.0629742, 98.9189233 8.0627835)",,
685360173,False,2,ถนนเจ้าฟ้า,residential,False,95.708,"LINESTRING (98.9189233 8.0627835, 98.9181384 8.0624135)",,
84829862,False,,ถนนคงคา,tertiary,False,297.438,"LINESTRING (98.9189233 8.0627835, 98.9191337 8.0623842, 98.9193472 8.0618971, 98.9194069 8.0617667, 98.9197679 8.0609268, 98.9199961 8.0603306)",,
84829862,False,,ถนนคงคา,tertiary,True,129.287,"LINESTRING (98.9189233 8.0627835, 98.9188135 8.0629742, 98.9187953 8.0629961, 98.9187254 8.0630717, 98.9186633 8.0631135, 98.9186079 8.0631366, 98.9185084 8.0631698, 98.9183851 8.0631903, 98.9181612 8.0631943, 98.9179303 8.0631812)",,
52170383,False,2,ถนนมหาราช ซอย 2,residential,True,161.905,"LINESTRING (98.9156806 8.0623359, 98.9171104 8.0626764)",,
278565998,False,4,ถนนมหาราช,tertiary,False,67.902,"LINESTRING (98.9156806 8.0623359, 98.9157953 8.0617359)",,
278565998,False,4,ถนนมหาราช,tertiary,True,57.028,"LINESTRING (98.9156806 8.0623359, 98.9155842 8.0628398)",,
52170378,True,2,ถนนมหาราช ซอย 8,residential,False,96.518,"LINESTRING (98.915396 8.0638242, 98.9162563 8.0639912)",,
278565998,False,4,ถนนมหาราช,tertiary,False,52.715,"LINESTRING (98.915396 8.0638242, 98.9154851 8.0633584)",,
278565998,False,4,ถนนมหาราช,tertiary,True,66.395,"LINESTRING (98.915396 8.0638242, 98.9152839 8.0644109)",,
1178811705,True,,,secondary,False,14.881,"LINESTRING (98.9152694 8.06482, 98.9151346 8.0648102)",,
1178811710,True,3,ถนนมหาราช,tertiary,False,45.524,"LINESTRING (98.9152694 8.06482, 98.9152765 8.064706, 98.9152839 8.0644109)",,
1110949815,False,,ถนนเหมทานนท์,residential,True,91.193,"LINESTRING (98.9147732 8.0649611, 98.9140269 8.0653169)",,
278566007,True,,,residential,False,39.202,"LINESTRING (98.9147732 8.0649611, 98.9149059 8.0649618, 98.9150453 8.0649186, 98.9151191 8.0648958)",,
148105591,True,3,ถนนมหาราช,secondary,False,54.43,"LINESTRING (98.9150322 8.0660069, 98.9151281 8.0655267)",,
23193236,True,,ถนนมหาราช ซอย 14,residential,False,93.684,"LINESTRING (98.9158673 8.0661687, 98.9150322 8.0660069)",,
113460767,False,,,residential,False,53.121,"LINESTRING (98.9158673 8.0661687, 98.915782 8.0666389)",,
23193237,False,2,ถนนมหาราช ซอย 10,secondary,False,58.756,"LINESTRING (98.9161441 8.0650364, 98.916667 8.0651421)",,
1105743392,True,,,residential,False,73.428,"LINESTRING (98.9161441 8.0650364, 98.9159786 8.0656761)",,
23193237,False,2,ถนนมหาราช ซอย 10,secondary,True,90.075,"LINESTRING (98.9161441 8.0650364, 98.915391 8.0648741, 98.9153449 8.0648631)",,
449421050,True,2,ถนนอุตรกิจ,secondary,False,99.77199999999999,"LINESTRING (98.9170313 8.0668546, 98.9169207 8.0670526, 98.9167777 8.0677085)",,
684285629,False,4,ถนนอุตรกิจ,secondary,False,177.83800000000002,"LINESTRING (98.9170313 8.0668546, 98.917308 8.0656789, 98.9173979 8.065297)",,
23193237,False,2,ถนนมหาราช ซอย 10,secondary,True,82.292,"LINESTRING (98.9173979 8.065297, 98.9169871 8.0652099, 98.916667 8.0651421)",,
148108152,False,4,ถนนอุตรกิจ,secondary,False,166.90999999999997,"LINESTRING (98.9173979 8.065297, 98.9174232 8.0652013, 98.9176181 8.0644656, 98.9176463 8.0643577, 98.9176771 8.0642472, 98.9177643 8.0639059, 98.9177803 8.0638445)",,
684285629,False,4,ถนนอุตรกิจ,secondary,True,177.83800000000002,"LINESTRING (98.9173979 8.065297, 98.917308 8.0656789, 98.9170313 8.0668546)",,
684285628,False,2,ถนนอุตรกิจ,secondary,True,88.386,"LINESTRING (98.9181384 8.0624135, 98.9179303 8.0631812)",,
685360173,False,2,ถนนเจ้าฟ้า,residential,True,95.708,"LINESTRING (98.9181384 8.0624135, 98.9189233 8.0627835)",,
23193224,False,2,ถนนเจ้าฟ้า,residential,False,157.88400000000001,"LINESTRING (98.9181384 8.0624135, 98.9177716 8.0622534, 98.9176944 8.0621722, 98.9176325 8.061993, 98.9176026 8.0619066, 98.9174252 8.0613008)",,
330196754,False,2,ถนนอุตรกิจ,secondary,False,199.15200000000002,"LINESTRING (98.9181384 8.0624135, 98.918204 8.0621066, 98.918306 8.0615827, 98.9183881 8.0611441, 98.9184422 8.0606493)",,
278458055,True,,,tertiary,False,19.767,"LINESTRING (98.9172323 8.0629831, 98.9172383 8.062939, 98.9172217 8.0628977, 98.917187 8.0628696, 98.9171428 8.0628619)",roundabout,
