osmid,lanes,highway,oneway,reversed,length,geometry,ref
294319477,2,unclassified,False,True,306.035,"LINESTRING (101.125537 13.2794175, 101.1253493 13.2787805, 101.1250918 13.2778094, 101.125053 13.2776238, 101.1249094 13.276807, 101.1248959 13.2767397)",
695707105,2,unclassified,False,False,66.197,"LINESTRING (101.125537 13.2794175, 101.1260145 13.2792034, 101.1260927 13.2791687)",
450601304,,residential,False,False,100.374,"LINESTRING (101.1261958 13.2791276, 101.1263763 13.2790271, 101.1270411 13.2787592)",
"[688244108, 688244109, 688242095, 688242096, 688242097]","['2', '3']",secondary,True,False,277.24199999999996,"LINESTRING (101.1261958 13.2791276, 101.12621 13.2790645, 101.1262207 13.2790276, 101.1263847 13.2785403, 101.1264685 13.278349, 101.1266152 13.2780031, 101.1266465 13.2779462, 101.1269652 13.2773274, 101.1269849 13.2772905, 101.1270821 13.2771202, 101.1271254 13.2770331, 101.1272174 13.2768481)",3138
616787564,,residential,False,False,108.842,"LINESTRING (101.1248959 13.2767397, 101.1258968 13.276644)",
294319477,2,unclassified,False,False,306.035,"LINESTRING (101.1248959 13.2767397, 101.1249094 13.276807, 101.125053 13.2776238, 101.1250918 13.2778094, 101.1253493 13.2787805, 101.125537 13.2794175)",
616787564,,residential,False,True,108.842,"LINESTRING (101.1258968 13.276644, 101.1248959 13.2767397)",
"[695707104, 695707102]",,unclassified,False,False,221.871,"LINESTRING (101.1258968 13.276644, 101.1259148 13.2770492, 101.1259261 13.2773083, 101.1258453 13.2776533, 101.1257866 13.2779035, 101.1265091 13.2780579)",
450601304,,residential,False,True,100.374,"LINESTRING (101.1270411 13.2787592, 101.1263763 13.2790271, 101.1261958 13.2791276)",
695707105,2,unclassified,False,True,66.197,"LINESTRING (101.1260927 13.2791687, 101.1260145 13.2792034, 101.125537 13.2794175)",
688242093,2,secondary,True,False,131.786,"LINESTRING (101.1265091 13.2780579, 101.1262771 13.2785592, 101.1260927 13.2791687)",3138
"[695707104, 695707102]",,unclassified,False,True,221.87099999999998,"LINESTRING (101.1265091 13.2780579, 101.1257866 13.2779035, 101.1258453 13.2776533, 101.1259261 13.2773083, 101.1259148 13.2770492, 101.1258968 13.276644)",
688244110,2,secondary_link,False,True,10.483,"LINESTRING (101.1271312 13.2768051, 101.1272174 13.2768481)",
"[688244112, 688244105]",3,secondary,True,False,154.736,"LINESTRING (101.1271312 13.2768051, 101.1271019 13.2768663, 101.1270314 13.2770033, 101.1268967 13.2772715, 101.1265828 13.2778961, 101.1265091 13.2780579)",3138
688244110,2,secondary_link,False,False,10.483,"LINESTRING (101.1272174 13.2768481, 101.1271312 13.2768051)",
