osmid,highway,oneway,reversed,length,ref,geometry
341188416,unclassified,False,True,61.863,,"LINESTRING (104.0547813 16.3683707, 104.0553609 16.3683543)"
340136389,secondary,False,False,141.70000000000002,2418,"LINESTRING (104.0547813 16.3683707, 104.0549666 16.3685933, 104.0556102 16.3693664)"
340136389,secondary,False,True,168.84199999999998,2418,"LINESTRING (104.0547813 16.3683707, 104.0542172 16.367693, 104.0537878 16.3671888)"
418472179,residential,False,True,82.402,,"LINESTRING (104.0547813 16.3683707, 104.0546984 16.3683854, 104.0545002 16.3683955, 104.0540113 16.3684203)"
418472179,residential,False,False,34.747,,"LINESTRING (104.0512264 16.3686849, 104.0515371 16.3685912)"
570324904,residential,False,True,140.691,,"LINESTRING (104.0512264 16.3686849, 104.050827 16.3678921, 104.0506763 16.3675356)"
570324957,residential,False,False,295.003,,"LINESTRING (104.0512264 16.3686849, 104.0504725 16.3689153, 104.0503985 16.3687881, 104.050303 16.3685335, 104.050068 16.3677217, 104.0500767 16.3676869, 104.0500948 16.3676676, 104.0506763 16.3675356)"
418472179,residential,False,False,82.402,,"LINESTRING (104.0540113 16.3684203, 104.0545002 16.3683955, 104.0546984 16.3683854, 104.0547813 16.3683707)"
418472179,residential,False,True,107.29199999999999,,"LINESTRING (104.0540113 16.3684203, 104.0536168 16.3684404, 104.0530091 16.3684877, 104.0530082 16.3684878)"
418472299,residential,False,True,118.1,,"LINESTRING (104.0540113 16.3684203, 104.0540273 16.3685053, 104.0540715 16.3686985, 104.0542543 16.3694564)"
418471923,residential,False,False,54.421,,"LINESTRING (104.0544091 16.3653224, 104.0545535 16.3657918)"
570324923,residential,False,False,184.079,,"LINESTRING (104.0544091 16.3653224, 104.0554271 16.3650288, 104.0558041 16.364791, 104.0560016 16.3647192)"
570324923,residential,False,True,192.73899999999998,,"LINESTRING (104.0544091 16.3653224, 104.054184 16.3653968, 104.0538788 16.3655539, 104.0532864 16.3657514, 104.0527299 16.3659533)"
418471923,residential,False,True,134.43,,"LINESTRING (104.0549254 16.3669469, 104.0545535 16.3657918)"
418471923,residential,False,False,163.402,,"LINESTRING (104.0549254 16.3669469, 104.0553438 16.3682385, 104.0553609 16.3683543)"
418485367,residential,False,False,124.31899999999999,,"LINESTRING (104.0549254 16.3669469, 104.0543438 16.3670659, 104.0537878 16.3671888)"
418485367,residential,False,True,102.68099999999998,,"LINESTRING (104.0549254 16.3669469, 104.0551214 16.3669003, 104.0554328 16.3668302, 104.0555562 16.3668024, 104.0558598 16.3667259)"
418471923,residential,False,False,134.43,,"LINESTRING (104.0545535 16.3657918, 104.0549254 16.3669469)"
418471923,residential,False,True,54.421,,"LINESTRING (104.0545535 16.3657918, 104.0544091 16.3653224)"
