osmid,oneway,lanes,name,highway,reversed,length,ref,geometry,bridge,width,maxspeed
254313210,False,1,ซอย 12 ชุมชนทุ่งหมื่นน้อย,residential,True,285.945,,"LINESTRING (99.0093024 18.8947881, 99.006868 18.8936444)",,,
69420505,True,3,ถนนเชียงใหม่-พร้าว,secondary,False,56.516000000000005,1001,"LINESTRING (99.0093024 18.8947881, 99.0091852 18.8949998, 99.009116 18.8951249, 99.0090662 18.895244)",,,
69420505,True,3,ถนนเชียงใหม่-พร้าว,secondary,False,55.354,1001,"LINESTRING (99.0098871 18.8937315, 99.009643 18.8941725)",,,
69576336,False,2,,residential,True,167.514,,"LINESTRING (99.0098871 18.8937315, 99.0091776 18.8934114, 99.0084387 18.8931062)",,,
254314413,False,,,residential,True,69.746,,"LINESTRING (99.0074465 18.8965745, 99.007111 18.8971155)",,,
309168306,False,2,ถนนแม่โจ้-เหมืองแก้ว,unclassified,True,59.082,,"LINESTRING (99.0074465 18.8965745, 99.0069569 18.8963142)",,,
"[309168306, 950279779, 950279780]",False,2,ถนนแม่โจ้-เหมืองแก้ว,unclassified,False,85.805,,"LINESTRING (99.0074465 18.8965745, 99.0076725 18.8968139, 99.0078128 18.8970124, 99.007841 18.8970532, 99.0079689 18.8971626)",,,
309168306,False,2,ถนนแม่โจ้-เหมืองแก้ว,unclassified,False,150.651,,"LINESTRING (99.0048031 18.8955822, 99.0051099 18.8956264, 99.0053041 18.8956895, 99.0056788 18.8958606, 99.0057816 18.8958989, 99.006016 18.8959408, 99.0061613 18.8959805)",,,
309168306,False,2,ถนนแม่โจ้-เหมืองแก้ว,unclassified,True,49.602999999999994,,"LINESTRING (99.0048031 18.8955822, 99.0044046 18.8955502, 99.004334 18.8955391)",,,
927620864,False,,,residential,True,91.83,,"LINESTRING (99.0048031 18.8955822, 99.0047939 18.8953381, 99.0047912 18.8951389, 99.0047711 18.894757)",,,
950279776,True,4,ถนนเชียงใหม่-พร้าว,secondary,False,32.387,1001,"LINESTRING (99.0079689 18.8971626, 99.0078393 18.8974268)",,,
"[309168306, 950279779, 950279780]",False,2,ถนนแม่โจ้-เหมืองแก้ว,unclassified,True,85.805,,"LINESTRING (99.0079689 18.8971626, 99.007841 18.8970532, 99.0078128 18.8970124, 99.0076725 18.8968139, 99.0074465 18.8965745)",,,
