osmid,lanes,highway,oneway,reversed,length,name,geometry,ref
103375126,2,tertiary,False,False,54.867,,"LINESTRING (101.2902689 6.556638, 101.2899962 6.5562256)",
103375126,2,tertiary,False,True,45.818,,"LINESTRING (101.2902689 6.556638, 101.2904966 6.5569824)",
705680857,,residential,False,True,92.109,ถนนพุทธภูมิวิถี,"LINESTRING (101.2902689 6.556638, 101.2898389 6.5570383, 101.2896575 6.5572012)",
103375130,,residential,False,False,110.586,ถนน ณ นคร,"LINESTRING (101.2895768 6.5595665, 101.2903198 6.5589)",
103375130,,residential,False,True,20.58,ถนน ณ นคร,"LINESTRING (101.2895768 6.5595665, 101.2894457 6.559698)",
103481783,2,primary,True,False,62.869,ถนนสิโรรส,"LINESTRING (101.2895768 6.5595665, 101.2892018 6.5591412)",
103375126,2,tertiary,False,False,153.384,,"LINESTRING (101.2926918 6.5603029, 101.2919296 6.5591499)",
542341678,,residential,False,False,129.09,ถนนรถไฟ,"LINESTRING (101.2926918 6.5603029, 101.2933422 6.5593384)",
717276634,6,tertiary,False,False,40.653,ถนนรถไฟ,"LINESTRING (101.2926918 6.5603029, 101.2924915 6.5606096)",
103375126,2,tertiary,False,False,47.267,,"LINESTRING (101.2910671 6.5578453, 101.2908322 6.55749)",
103375126,2,tertiary,False,True,56.085,,"LINESTRING (101.2910671 6.5578453, 101.2913458 6.5582669)",
103565847,,residential,False,False,76.726,,"LINESTRING (101.2910671 6.5578453, 101.290531 6.558284)",
103375130,,residential,False,True,110.586,ถนน ณ นคร,"LINESTRING (101.2903198 6.5589, 101.2895768 6.5595665)",
502490800,,residential,False,True,63.311,ถนน ณ นคร,"LINESTRING (101.2903198 6.5589, 101.2907724 6.5585507)",
1271043487,,residential,False,False,61.555,,"LINESTRING (101.2903198 6.5589, 101.2906905 6.5593133)",
103375123,,residential,True,False,154.297,,"LINESTRING (101.290531 6.558284, 101.2896575 6.5572012)",
103565847,,residential,False,True,76.726,,"LINESTRING (101.290531 6.558284, 101.2910671 6.5578453)",
103481698,,tertiary,False,False,88.6,ถนนรถไฟ,"LINESTRING (101.2924915 6.5606096, 101.2920549 6.561278)",
717276634,6,tertiary,False,True,40.653,ถนนรถไฟ,"LINESTRING (101.2924915 6.5606096, 101.2926918 6.5603029)",
1271043487,,residential,False,True,73.192,,"LINESTRING (101.2924915 6.5606096, 101.291944 6.5602389)",
103375123,,residential,True,False,57.665,,"LINESTRING (101.2911336 6.5589251, 101.2907724 6.5585507)",
1020163387,,residential,False,False,60.157,ถนนระนอง,"LINESTRING (101.2911336 6.5589251, 101.2915524 6.5585793)",
1271043489,,residential,False,False,112.748,ถนนพุทธภูมิวิถี,"LINESTRING (101.288484 6.5583601, 101.2891961 6.5576337)",
705680857,,residential,False,True,70.077,ถนนพุทธภูมิวิถี,"LINESTRING (101.2896575 6.5572012, 101.2891961 6.5576337)",
1020163389,,residential,False,False,87.343,,"LINESTRING (101.2896575 6.5572012, 101.2891233 6.5566221)",
705680857,,residential,False,False,92.109,ถนนพุทธภูมิวิถี,"LINESTRING (101.2896575 6.5572012, 101.2898389 6.5570383, 101.2902689 6.556638)",
103375115,,residential,True,False,65.263,ถนนระนอง,"LINESTRING (101.2906905 6.5593133, 101.2911336 6.5589251)",
1271043487,,residential,False,True,61.555,,"LINESTRING (101.2906905 6.5593133, 101.2903198 6.5589)",
1271043487,,residential,False,False,172.764,,"LINESTRING (101.2906905 6.5593133, 101.290929 6.55953, 101.291944 6.5602389)",
103481783,2,primary,True,False,202.632,ถนนสิโรรส,"LINESTRING (101.2911867 6.5613435, 101.290612 6.5607111, 101.289976 6.5599747)",
