osmid,ref,name,highway,width,oneway,reversed,length,geometry,bridge
90758206,สพ.ถ3-0015,ถนนหมื่นหาญ,secondary,8,False,True,84.432,"LINESTRING (100.1166675 14.4672463, 100.1168794 14.4672549, 100.117451 14.467278)",
200091042,,ถนนพระพันวษา,unclassified,,True,False,91.25999999999999,"LINESTRING (100.1166675 14.4672463, 100.1166333 14.4677175, 100.116608 14.468065)",
200252685,,,unclassified,,False,False,131.265,"LINESTRING (100.1166675 14.4672463, 100.1165038 14.4672848, 100.1154532 14.4672715)",
"[639402223, 606978663]",,,residential,,False,False,145.488,"LINESTRING (100.1166675 14.4672463, 100.1165109 14.4671901, 100.1154712 14.4671342, 100.1154532 14.4672715)",
90758206,สพ.ถ3-0015,ถนนหมื่นหาญ,secondary,8,False,True,42.902,"LINESTRING (100.119941 14.4673871, 100.1203382 14.4673564)",
527927172,,,residential,,False,False,58.582,"LINESTRING (100.119941 14.4673871, 100.1199037 14.4668615)",
90758206,สพ.ถ3-0015,ถนนหมื่นหาญ,secondary,8,False,False,102.436,"LINESTRING (100.119941 14.4673871, 100.1194033 14.4673957, 100.1189897 14.4673921)",
92003465,,,residential,,False,True,132.31,"LINESTRING (100.116651 14.4724474, 100.1172543 14.4722611, 100.1172873 14.4722514, 100.1178248 14.4720953)",
92003506,,พระภัณวศา,unclassified,,False,False,145.18900000000002,"LINESTRING (100.116651 14.4724474, 100.1170439 14.4732603, 100.117201 14.4736391)",
639402224,,,unclassified,,False,True,64.02,"LINESTRING (100.116651 14.4724474, 100.1165225 14.4719777, 100.116494 14.4718922)",
90758206,สพ.ถ3-0015,ถนนหมื่นหาญ,secondary,8,False,False,166.156,"LINESTRING (100.1189897 14.4673921, 100.117451 14.467278)",
200089585,สพ.ถ3-0016,ถนนขุนแผน,tertiary,,False,True,45.577,"LINESTRING (100.1189897 14.4673921, 100.1191209 14.4670024)",
90758206,สพ.ถ3-0015,ถนนหมื่นหาญ,secondary,8,False,True,102.436,"LINESTRING (100.1189897 14.4673921, 100.1194033 14.4673957, 100.119941 14.4673871)",
1103150010,สพ.ถ3-0016,ถนนขุนแผน,unclassified,,False,False,107.013,"LINESTRING (100.1189897 14.4673921, 100.1186871 14.4681414, 100.1185852 14.4682646)",
"[200091049, 200091043, 200091044]",,,unclassified,,False,True,210.89799999999997,"LINESTRING (100.1133157 14.4704014, 100.1138484 14.4703597, 100.1143048 14.470453, 100.1152188 14.4705506, 100.115257 14.4705538)",yes
1103150015,สพ.ถ3-0008,ถนนขุนช้าง,secondary,,False,False,163.61,"LINESTRING (100.1133157 14.4704014, 100.1133763 14.4709831, 100.1134494 14.471867)",
1103150015,สพ.ถ3-0008,ถนนขุนช้าง,secondary,,False,True,48.867000000000004,"LINESTRING (100.1133157 14.4704014, 100.1133012 14.4701598, 100.1133346 14.469965)",
527927112,,,residential,,False,True,73.753,"LINESTRING (100.1133346 14.469965, 100.1140191 14.4699904)",
