osmid,name,highway,oneway,reversed,length,maxspeed,ref,geometry,junction
40534643,ถนนสมุทรศักดารักษ์,tertiary,False,False,74.733,,,"LINESTRING (104.7302632 16.5416192, 104.7301675 16.542285)",
383254213,ถนนพิทักษ์พนมเขต,primary,False,True,117.303,,,"LINESTRING (104.7302632 16.5416192, 104.7291803 16.5414314)",
545832132,ถนนพิทักษ์พนมเขต,unclassified,False,False,169.565,,,"LINESTRING (104.7302632 16.5416192, 104.7318324 16.5418695)",
1085259301,ถนนสมุทรศักดารักษ์,primary,False,False,58.059,60,,"LINESTRING (104.7302632 16.5416192, 104.7303423 16.5411026)",
40534644,,residential,False,True,63.396,,,"LINESTRING (104.7318324 16.5418695, 104.7317202 16.5424294)",
545832132,ถนนพิทักษ์พนมเขต,unclassified,False,True,169.565,,,"LINESTRING (104.7318324 16.5418695, 104.7302632 16.5416192)",
997064501,,residential,False,False,55.996,,,"LINESTRING (104.7318324 16.5418695, 104.7319158 16.5413723)",
545832143,ถนนพิทักษ์พนมเขต,primary,False,False,24.213,,,"LINESTRING (104.7281118 16.5412599, 104.7283352 16.5412993)",
545832143,ถนนพิทักษ์พนมเขต,primary,False,True,87.876,,,"LINESTRING (104.7281118 16.5412599, 104.7272962 16.5411447)",
545833183,,tertiary,False,True,40.167,,2029,"LINESTRING (104.7281118 16.5412599, 104.7280615 16.5416179)",
40534644,,residential,False,True,51.447,,,"LINESTRING (104.7312029 16.5441846, 104.7311323 16.5446423)",
80317617,ถนน สองนางสถิตย์,residential,False,False,65.429,,,"LINESTRING (104.7312029 16.5441846, 104.7306037 16.5440569)",
40534644,,residential,False,False,102.779,,,"LINESTRING (104.7312029 16.5441846, 104.7312299 16.5441446, 104.7313037 16.544053, 104.731481 16.5437227, 104.7315617 16.543341)",
40534643,ถนนสมุทรศักดารักษ์,tertiary,False,False,65.35,,,"LINESTRING (104.7299587 16.5438804, 104.7298765 16.5444628)",
40534643,ถนนสมุทรศักดารักษ์,tertiary,False,True,90.556,,,"LINESTRING (104.7299587 16.5438804, 104.7300607 16.5430719)",
80317617,ถนน สองนางสถิตย์,residential,False,False,113.838,,,"LINESTRING (104.7299587 16.5438804, 104.7289218 16.5436352)",
80317617,ถนน สองนางสถิตย์,residential,False,True,71.498,,,"LINESTRING (104.7299587 16.5438804, 104.7306037 16.5440569)",
