osmid,highway,oneway,reversed,length,name,geometry,lanes,bridge
39412395,residential,False,False,27.783,,"LINESTRING (107.5896405 16.4643433, 107.5894296 16.4641966)",,
39418999,residential,False,False,43.764,Phạm Hồng Thái.,"LINESTRING (107.5896405 16.4643433, 107.5898732 16.4640191)",,
39418999,residential,False,True,26.184,Phạm Hồng Thái.,"LINESTRING (107.5896405 16.4643433, 107.5895052 16.4645398)",,
39411668,residential,False,False,15.133,,"LINESTRING (107.5894296 16.4641966, 107.5895068 16.4640824)",,
39411668,residential,False,True,27.237,,"LINESTRING (107.5894296 16.4641966, 107.5892898 16.4644016)",,
39412395,residential,False,True,27.783,,"LINESTRING (107.5894296 16.4641966, 107.5896405 16.4643433)",,
626373586,secondary,False,False,133.951,Lê Lợi,"LINESTRING (107.5886594 16.4657047, 107.5877315 16.4648927)",,
626373586,secondary,False,True,118.628,Lê Lợi,"LINESTRING (107.5886594 16.4657047, 107.5894844 16.4664204)",,
39418999,residential,False,False,75.311,Phạm Hồng Thái.,"LINESTRING (107.5886594 16.4657047, 107.5888962 16.465377, 107.5890692 16.4651532)",,
39420341,residential,False,False,74.465,Bà Huyện Thanh Quan,"LINESTRING (107.5877315 16.4648927, 107.5882151 16.4644096)",,
626373586,secondary,False,True,133.951,Lê Lợi,"LINESTRING (107.5877315 16.4648927, 107.5886594 16.4657047)",,
39420341,residential,False,True,207.621,Bà Huyện Thanh Quan,"LINESTRING (107.5877315 16.4648927, 107.5876662 16.4649425, 107.5873331 16.4652801, 107.588272 16.4662486)",,
626373586,secondary,False,False,125.095,Lê Lợi,"LINESTRING (107.5877315 16.4648927, 107.5876783 16.4647977, 107.5871696 16.4643594, 107.5868893 16.4641179)",,
39420341,residential,False,True,74.465,Bà Huyện Thanh Quan,"LINESTRING (107.5882151 16.4644096, 107.5877315 16.4648927)",,
39421611,residential,False,True,123.012,Trương Định,"LINESTRING (107.5882151 16.4644096, 107.5890692 16.4651532)",,
39421611,residential,False,False,78.533,Trương Định,"LINESTRING (107.5882151 16.4644096, 107.5878172 16.4640654, 107.5877679 16.4639365, 107.5877481 16.4638848)",,
39416160,residential,False,False,27.636,,"LINESTRING (107.5895052 16.4645398, 107.5892898 16.4644016)",,
39418999,residential,False,False,26.184,Phạm Hồng Thái.,"LINESTRING (107.5895052 16.4645398, 107.5896405 16.4643433)",,
39418999,residential,False,True,22.867,Phạm Hồng Thái.,"LINESTRING (107.5895052 16.4645398, 107.5893883 16.4647122)",,
39418999,residential,False,False,20.552,Phạm Hồng Thái.,"LINESTRING (107.5890692 16.4651532, 107.5891802 16.4650021)",,
39421611,residential,False,False,123.012,Trương Định,"LINESTRING (107.5890692 16.4651532, 107.5882151 16.4644096)",,
39421611,residential,False,True,125.237,Trương Định,"LINESTRING (107.5890692 16.4651532, 107.5899476 16.4659008)",,
39418999,residential,False,True,75.311,Phạm Hồng Thái.,"LINESTRING (107.5890692 16.4651532, 107.5888962 16.465377, 107.5886594 16.4657047)",,
39418463,secondary,False,True,72.588,Hoàng Hoa Thám,"LINESTRING (107.5903675 16.465387, 107.5899476 16.4659008)",,
39418463,secondary,False,False,82.551,Hoàng Hoa Thám,"LINESTRING (107.5903675 16.465387, 107.5906746 16.4649848, 107.5906851 16.4647411)",,
"[39421601, 1169337863]",primary,False,"[False, True]",46.682,"['Hùng Vương', 'Cầu Trường Tiền']","LINESTRING (107.5902548 16.4676379, 107.5904015 16.4674982, 107.5905688 16.4673454)",,
626373586,secondary,False,False,183.059,Lê Lợi,"LINESTRING (107.5834673 16.4611611, 107.5833499 16.4610599, 107.5828496 16.4606326, 107.5828126 16.460601, 107.5821791 16.460073)",,
626373586,secondary,False,True,129.808,Lê Lợi,"LINESTRING (107.5834673 16.4611611, 107.5842903 16.4618669, 107.5843764 16.4619374)",,
626373586,secondary,False,True,183.059,Lê Lợi,"LINESTRING (107.5821791 16.460073, 107.5828126 16.460601, 107.5828496 16.4606326, 107.5833499 16.4610599, 107.5834673 16.4611611)",,
39421204,residential,False,True,44.406,Hai Bà Trưng,"LINESTRING (107.5892791 16.4617239, 107.5892475 16.4613257)",2,
674792937,residential,False,False,20.107,Hai Bà Trưng,"LINESTRING (107.5892791 16.4617239, 107.5891575 16.4618621)",,
39412904,residential,False,True,74.631,Hai Bà Trưng,"LINESTRING (107.5892791 16.4617239, 107.5892895 16.4620038, 107.5893024 16.4623947)",,
39419718,residential,False,True,104.116,Nguyễn Văn Cừ,"LINESTRING (107.5892791 16.4617239, 107.5896186 16.4616907, 107.58985 16.461668, 107.5902503 16.4616278)",,
39421204,residential,False,False,44.406,Hai Bà Trưng,"LINESTRING (107.5892475 16.4613257, 107.5892791 16.4617239)",2,
39421204,residential,False,True,60.256,Hai Bà Trưng,"LINESTRING (107.5892475 16.4613257, 107.5892289 16.4607841)",2,
39413438,residential,False,True,104.971,Kiet 23 [Hai Bà Trưng],"LINESTRING (107.5892475 16.4613257, 107.5895836 16.4613046, 107.5899798 16.4612875, 107.5902306 16.4612791)",,
39419817,residential,False,True,70.562,Kiệt 16 Hai Bà Trưng,"LINESTRING (107.5892475 16.4613257, 107.5891222 16.4612654, 107.5887319 16.4609337)",,
39417893,residential,False,False,44.635,Kiệt 48 Ngô Quyền,"LINESTRING (107.5882357 16.4614791, 107.58851 16.4611759)",,
39418001,residential,False,False,275.153,Ngô Quyền,"LINESTRING (107.5882357 16.4614791, 107.5880094 16.461281, 107.5874308 16.4607674, 107.5872745 16.4606397, 107.5868476 16.4602774, 107.5863427 16.4597986)",,
39418001,residential,False,True,78.53200000000001,Ngô Quyền,"LINESTRING (107.5882357 16.4614791, 107.588507 16.4617054, 107.5887873 16.461947)",,
39418713,residential,False,False,70.67999999999999,Ngô Gia Tự,"LINESTRING (107.5901703 16.4606801, 107.5901222 16.4604064, 107.5900905 16.4601042, 107.5900784 16.4600511)",,
39418713,residential,False,True,66.971,Ngô Gia Tự,"LINESTRING (107.5901703 16.4606801, 107.5902315 16.461203, 107.5902306 16.4612791)",,
39419568,residential,False,False,77.101,,"LINESTRING (107.5901703 16.4606801, 107.5905678 16.4606623, 107.5908916 16.4606346)",,
"[39419568, 1168744755]",residential,False,True,101.361,Kiệt 25 Hai Trưng,"LINESTRING (107.5901703 16.4606801, 107.5898094 16.4607545, 107.5895758 16.4607629, 107.5892289 16.4607841)",,
39418713,residential,False,False,61.967999999999996,Ngô Gia Tự,"LINESTRING (107.5900784 16.4600511, 107.5901297 16.4598002, 107.5901957 16.4595053)",,
895536111,residential,False,True,118.732,,"LINESTRING (107.5900784 16.4600511, 107.5898429 16.4600115, 107.5898255 16.459996, 107.5898194 16.4599652, 107.5899026 16.4594983, 107.5899167 16.4594662, 107.5899374 16.4594559, 107.5899656 16.4594546, 107.5901957 16.4595053)",,
