osmid,oneway,highway,junction,reversed,length,geometry,ref,name
156045402,True,trunk,roundabout,False,44.41799999999999,"LINESTRING (107.9725763 21.5259177, 107.9725599 21.5259825, 107.9725233 21.5260397, 107.9724698 21.5260839, 107.9724045 21.5261111, 107.9723334 21.5261186, 107.9722631 21.5261058)",,
156045425,True,trunk,,False,85.389,"LINESTRING (107.9725763 21.5259177, 107.9726198 21.5263866, 107.9727096 21.5266719)",QL.18,Đại lộ Hòa Bình
156045420,False,residential,,False,41.593,"LINESTRING (107.9694289 21.5311649, 107.9696444 21.5308491)",,Vân Đồn
156045520,False,tertiary,,True,136.073,"LINESTRING (107.9694289 21.5311649, 107.9683575 21.5304548)",,Trần Phú
156045420,False,residential,,True,148.404,"LINESTRING (107.9694289 21.5311649, 107.9691818 21.5315098, 107.968975 21.5317105, 107.9688395 21.5318274, 107.9686145 21.5319932, 107.9684623 21.532139)",,Vân Đồn
156045520,False,tertiary,,False,137.86700000000002,"LINESTRING (107.9694289 21.5311649, 107.9699559 21.5315102, 107.9705099 21.5318901)",,Trần Phú
149333835,True,trunk,,False,77.032,"LINESTRING (107.9719992 21.5328439, 107.972441 21.5322862)",QL.18,Đại lộ Hòa Bình
156045520,False,tertiary,,True,85.226,"LINESTRING (107.9719992 21.5328439, 107.9713315 21.5323948)",,Trần Phú
1088050406,False,trunk_link,,False,13.952,"LINESTRING (107.9719992 21.5328439, 107.9721115 21.5329134)",,
1088050413,False,trunk_link,,False,12.156,"LINESTRING (107.9706548 21.5248017, 107.9707279 21.5247161)",,
156045481,False,residential,,True,53.175,"LINESTRING (107.9706548 21.5248017, 107.9706234 21.5248992, 107.9706005 21.5252124, 107.9706006 21.5252749)",,Trần Quốc Toản
305297789,False,secondary,,False,109.029,"LINESTRING (107.9733275 21.5248491, 107.972629 21.5255834)",ĐT.335,Trần Nhân Tông
156045459,False,residential,,False,124.157,"LINESTRING (107.9711319 21.5251299, 107.9711455 21.5262464)",,Kim Đồng
156045515,True,trunk,,False,61.379,"LINESTRING (107.9711319 21.5251299, 107.9706548 21.5248017)",QL.18,Đại lộ Hòa Bình
1088050411,False,residential,,True,69.432,"LINESTRING (107.9731925 21.5262382, 107.9727096 21.5266719)",,Đông Trì
156045487,False,tertiary,,False,94.458,"LINESTRING (107.9731925 21.5262382, 107.9728965 21.5257899, 107.972629 21.5255834)",,Đồn 5
156045441,False,residential,,False,57.218,"LINESTRING (107.9711455 21.5262464, 107.9706023 21.5263436)",,
156045459,False,residential,,False,90.893,"LINESTRING (107.9711455 21.5262464, 107.9712222 21.5270607)",,Kim Đồng
156045459,False,residential,,True,124.157,"LINESTRING (107.9711455 21.5262464, 107.9711319 21.5251299)",,Kim Đồng
156045441,False,residential,,True,57.218,"LINESTRING (107.9706023 21.5263436, 107.9711455 21.5262464)",,
156045481,False,residential,,False,118.834,"LINESTRING (107.9706023 21.5263436, 107.9706006 21.5252749)",,Trần Quốc Toản
156045481,False,residential,,True,77.865,"LINESTRING (107.9706023 21.5263436, 107.9707066 21.5270371)",,Trần Quốc Toản
156045430,False,residential,,False,85.739,"LINESTRING (107.9669494 21.5264748, 107.9661305 21.5265941)",,Dân Sinh
156045413,False,residential,,True,79.54,"LINESTRING (107.9669494 21.5264748, 107.967186 21.5265725, 107.9673645 21.5267057, 107.967543 21.5269079)",,Nguyễn Du
156045430,False,residential,,True,85.739,"LINESTRING (107.9661305 21.5265941, 107.9669494 21.5264748)",,Dân Sinh
