osmid,name,highway,oneway,reversed,length,geometry,ref,junction,maxspeed
148611053,Thế Lữ,residential,False,False,7.64,"LINESTRING (109.1513968 11.9201544, 109.1514443 11.9201038)",,,
148611053,Thế Lữ,residential,False,True,57.996,"LINESTRING (109.1513968 11.9201544, 109.1510432 11.9205447)",,,
1104012673,Trần Tế Xương,residential,False,False,86.003,"LINESTRING (109.1513968 11.9201544, 109.1519873 11.9206686)",,,
1104012672,,residential,False,False,45.048,"LINESTRING (109.1516787 11.9196593, 109.1520574 11.9198231)",,,
1104012672,,residential,False,True,9.824,"LINESTRING (109.1516787 11.9196593, 109.1515961 11.9196236)",,,
1104012675,,residential,False,False,55.618,"LINESTRING (109.1516787 11.9196593, 109.1514443 11.9201038)",,,
148611053,Thế Lữ,residential,False,False,52.361,"LINESTRING (109.1521127 11.920309, 109.1525716 11.9204509)",,,
148611070,,residential,False,True,42.249,"LINESTRING (109.1521127 11.920309, 109.1519873 11.9206686)",,,
148611053,Thế Lữ,residential,False,True,79.5,"LINESTRING (109.1521127 11.920309, 109.1516174 11.9200862, 109.1515678 11.9200692, 109.1515262 11.9200665, 109.1514873 11.920077, 109.1514443 11.9201038)",,,
148611053,Thế Lữ,residential,False,True,7.64,"LINESTRING (109.1514443 11.9201038, 109.1513968 11.9201544)",,,
1104012675,,residential,False,True,55.618,"LINESTRING (109.1514443 11.9201038, 109.1516787 11.9196593)",,,
148611053,Thế Lữ,residential,False,False,79.5,"LINESTRING (109.1514443 11.9201038, 109.1514873 11.920077, 109.1515262 11.9200665, 109.1515678 11.9200692, 109.1516174 11.9200862, 109.1521127 11.920309)",,,
148611070,,residential,False,False,42.249,"LINESTRING (109.1519873 11.9206686, 109.1521127 11.920309)",,,
1104012673,Trần Tế Xương,residential,False,False,56.937,"LINESTRING (109.1519873 11.9206686, 109.1523797 11.9210074)",,,
1104012673,Trần Tế Xương,residential,False,True,86.003,"LINESTRING (109.1519873 11.9206686, 109.1513968 11.9201544)",,,
148611053,Thế Lữ,residential,False,True,52.361,"LINESTRING (109.1525716 11.9204509, 109.1521127 11.920309)",,,
148611072,Hoàng Việt,residential,False,True,65.307,"LINESTRING (109.1525716 11.9204509, 109.1523797 11.9210074)",,,
148611072,Hoàng Việt,residential,False,False,79.95,"LINESTRING (109.1525716 11.9204509, 109.1527158 11.9199891, 109.15279 11.9197644)",,,
148611072,Hoàng Việt,residential,False,False,65.307,"LINESTRING (109.1523797 11.9210074, 109.1525716 11.9204509)",,,
1104012673,Trần Tế Xương,residential,False,True,56.937,"LINESTRING (109.1523797 11.9210074, 109.1519873 11.9206686)",,,
"[1104012673, 148611067]","['Trần Tế Xương', 'Tô Ngọc Vân']",residential,False,False,258.097,"LINESTRING (109.1523797 11.9210074, 109.1525963 11.9211822, 109.1526331 11.9211944, 109.1526702 11.9211937, 109.1527037 11.9211858, 109.1527326 11.9211667, 109.152756 11.9211333, 109.1528206 11.9209492, 109.1531679 11.9198104, 109.1531932 11.9197103, 109.1531851 11.919675, 109.1531703 11.9196645, 109.1528586 11.9195566)",,,
148611053,Thế Lữ,residential,False,False,9.162,"LINESTRING (109.1509888 11.9206076, 109.1510432 11.9205447)",,,
772079420,Lê Duẩn,tertiary,False,False,57.391,"LINESTRING (109.1509888 11.9206076, 109.150594 11.9202653)",,,
323776339,,trunk,True,False,22.552,"LINESTRING (109.1462251 11.9173797, 109.1462677 11.9173509, 109.1463176 11.9173369, 109.1463693 11.9173393, 109.1464176 11.9173577)",QL.1,roundabout,
324237836,,residential,False,False,144.184,"LINESTRING (109.1523974 11.9123941, 109.1514891 11.9133383)",,,
324237740,Hai Mươi Hai Tháng Tám,tertiary,False,True,36.375,"LINESTRING (109.1506891 11.9125951, 109.1504671 11.9128397)",,,
324237806,,residential,False,False,120.022,"LINESTRING (109.1506891 11.9125951, 109.1514891 11.9133383)",,,
324237740,Hai Mươi Hai Tháng Tám,tertiary,False,False,36.375,"LINESTRING (109.1504671 11.9128397, 109.1506891 11.9125951)",,,
773042446,Nguyễn Bỉnh Khiêm,residential,False,False,120.436,"LINESTRING (109.1504671 11.9128397, 109.1513009 11.9135521)",,,
324237740,Hai Mươi Hai Tháng Tám,tertiary,False,True,300.538,"LINESTRING (109.1504671 11.9128397, 109.1495722 11.9138178, 109.148633 11.9148607)",,,
324237806,,residential,False,True,120.022,"LINESTRING (109.1514891 11.9133383, 109.1506891 11.9125951)",,,
324237836,,residential,False,False,31.376,"LINESTRING (109.1514891 11.9133383, 109.1513009 11.9135521)",,,
324237836,,residential,False,True,144.184,"LINESTRING (109.1514891 11.9133383, 109.1523974 11.9123941)",,,
324237836,,residential,False,True,31.376,"LINESTRING (109.1513009 11.9135521, 109.1514891 11.9133383)",,,
