osmid,name,highway,oneway,reversed,length,geometry,lanes,junction,ref,bridge,maxspeed
148170619,Nguyễn Trãi,residential,False,True,152.974,"LINESTRING (108.1047295 10.930524, 108.1050452 10.9305736, 108.1061132 10.9307404)",,,,,
292673360,Trần Hưng Đạo,primary,False,True,165.70600000000002,"LINESTRING (108.1047295 10.930524, 108.1046529 10.9309307, 108.1044846 10.9318658, 108.1044621 10.9319909)",2,,,,
881747655,Trần Hưng Đạo,primary,True,False,63.501000000000005,"LINESTRING (108.1047295 10.930524, 108.1047198 10.9304097, 108.1046947 10.9303216, 108.1046447 10.9302383, 108.1045617 10.9301576, 108.1044228 10.9300871)",1,,,,
746290912,,primary,True,False,19.897,"LINESTRING (108.1048877 10.9295457, 108.1048846 10.9296544, 108.1048681 10.9297227)",,roundabout,,,
127553813,Thủ Khoa Huân,secondary,False,False,125.274,"LINESTRING (108.1044621 10.9319909, 108.1043474 10.9319449, 108.1033999 10.9315648)",2,,ĐT.716,,
292673360,Trần Hưng Đạo,primary,False,False,165.70600000000002,"LINESTRING (108.1044621 10.9319909, 108.1044846 10.9318658, 108.1046529 10.9309307, 108.1047295 10.930524)",2,,,,
292673360,Trần Hưng Đạo,primary,False,True,72.961,"LINESTRING (108.1044621 10.9319909, 108.1044242 10.9321911, 108.10434 10.932636)",2,,,,
127553813,Thủ Khoa Huân,secondary,False,True,126.826,"LINESTRING (108.1011104 10.9306651, 108.1021999 10.9310608)",2,,ĐT.716,,
261716948,,tertiary,True,False,9.793999999999999,"LINESTRING (108.1011104 10.9306651, 108.1011112 10.9306776, 108.1011079 10.9306898, 108.1011008 10.9307003, 108.1010907 10.9307081, 108.1010786 10.9307123, 108.1010658 10.9307125, 108.1010536 10.9307088)",,roundabout,,,
40529882,Bà Triệu,tertiary,False,False,88.389,"LINESTRING (108.0993453 10.9288443, 108.0999578 10.9283245)",,,,,
1154978514,Lê Hồng Phong,tertiary,False,True,105.786,"LINESTRING (108.0993453 10.9288443, 108.1000249 10.9295224)",,,,,
126573372,Bà Triệu,tertiary,False,True,192.62300000000002,"LINESTRING (108.0993453 10.9288443, 108.0992587 10.9288822, 108.0991019 10.9289727, 108.0989484 10.9290824, 108.0983428 10.9295153, 108.097884 10.9298107)",,,,,
"[1154978514, 126573373, 126573381]","['Cầu Lê Hồng Phong', 'Nguyễn Thị Minh Khai', 'Lê Hồng Phong']",tertiary,False,False,111.425,"LINESTRING (108.0993453 10.9288443, 108.099312 10.9288067, 108.0986765 10.9281464, 108.0986435 10.928117)",,,,yes,
746290912,,primary,True,False,24.189,"LINESTRING (108.1048233 10.9293389, 108.104867 10.9294389, 108.1048877 10.9295457)",,roundabout,,,
775177699,Lý Tự Trọng,residential,False,False,53.042,"LINESTRING (108.0995397 10.9271868, 108.099096 10.9269925)",,,,,
148189013,Trưng Trắc,residential,False,True,137.705,"LINESTRING (108.0995397 10.9271868, 108.0994901 10.9272394, 108.0994499 10.9272868, 108.0993694 10.9273724, 108.0986616 10.9280347, 108.0986402 10.928054)",,,,,
148189010,Trương Gia Mô,residential,False,False,44.12,"LINESTRING (108.0978016 10.9274534, 108.0977499 10.9275052, 108.0975254 10.927743)",,,,,
261698047,Nguyễn Thị Minh Khai,tertiary,True,False,25.599999999999998,"LINESTRING (108.0978016 10.9274534, 108.0977596 10.9274176, 108.0976232 10.927304)",,,,,
40529882,Bà Triệu,tertiary,False,True,175.039,"LINESTRING (108.1013343 10.9273034, 108.1010284 10.9273053, 108.1009935 10.9273132, 108.1009607 10.9273263, 108.1000997 10.9281834)",,,,,
186759610,Hải Thượng Lãn Ông,tertiary,False,False,38.8,"LINESTRING (108.1013343 10.9273034, 108.1013556 10.9272645, 108.1013918 10.9272131, 108.1014374 10.9271683, 108.1014964 10.9271183, 108.1015795 10.9270564)",2,,,,
186759610,Hải Thượng Lãn Ông,tertiary,False,True,143.96800000000002,"LINESTRING (108.1013343 10.9273034, 108.1012169 10.9277916, 108.1011122 10.9281393, 108.1009955 10.9284408, 108.100941 10.9285346)",2,,,,
186759610,Hải Thượng Lãn Ông,tertiary,False,True,38.8,"LINESTRING (108.1015795 10.9270564, 108.1014964 10.9271183, 108.1014374 10.9271683, 108.1013918 10.9272131, 108.1013556 10.9272645, 108.1013343 10.9273034)",2,,,,
126573377,Trần Phú,tertiary,False,False,44.732,"LINESTRING (108.0973361 10.9301553, 108.0974694 10.9305357)",,,,,
126573372,Bà Triệu,tertiary,False,False,71.043,"LINESTRING (108.0973361 10.9301553, 108.0976025 10.929992, 108.097884 10.9298107)",,,,,
186759610,Hải Thượng Lãn Ông,tertiary,False,False,83.538,"LINESTRING (108.0971546 10.9317907, 108.0977393 10.9313061)",2,,,,
