osmid,oneway,highway,reversed,length,geometry,ref,name,lanes,junction
239763857,True,secondary_link,False,68.702,"LINESTRING (108.0451876 12.6802486, 108.0450873 12.6802232, 108.0450237 12.6802205, 108.0449205 12.6802525, 108.0448139 12.6803495, 108.044774 12.680428, 108.0447456 12.6805439)",,,,
538989167,True,trunk,False,52.277,"LINESTRING (108.0451876 12.6802486, 108.0448929 12.6800662, 108.0447606 12.680054)",QL.14;DHCM,Nguyễn Tất Thành,,
228700820,False,tertiary,True,104.807,"LINESTRING (108.0462824 12.6784252, 108.0461259 12.6774951)",,Đinh Tiên Hoàng,2,
239754226,False,residential,False,159.786,"LINESTRING (108.0462824 12.6784252, 108.0477454 12.6782589)",,Nguyễn Công Trứ,,
228700820,False,tertiary,False,166.474,"LINESTRING (108.0462824 12.6784252, 108.0465363 12.6793051, 108.0466983 12.6798663)",,Đinh Tiên Hoàng,2,
239754226,False,residential,True,229.23100000000002,"LINESTRING (108.0462824 12.6784252, 108.0454468 12.6785038, 108.0448464 12.6785602, 108.0441791 12.678623)",,Nguyễn Công Trứ,,
228700820,False,tertiary,True,174.159,"LINESTRING (108.0471667 12.6813644, 108.0466983 12.6798663)",,Đinh Tiên Hoàng,2,
239763858,True,trunk,False,13.608,"LINESTRING (108.0471667 12.6813644, 108.0471908 12.6813839, 108.0472087 12.6814091, 108.0472188 12.6814381, 108.0472205 12.6814686)",,,,roundabout
160717175,False,secondary,False,119.205,"LINESTRING (108.0464222 12.6824219, 108.047089 12.6815698)",,Phan Bội Châu,,
160717175,False,secondary,True,58.382,"LINESTRING (108.0464222 12.6824219, 108.0458843 12.6824387)",,Phan Bội Châu,,
160721237,False,residential,False,94.783,"LINESTRING (108.0464222 12.6824219, 108.046963 12.6830914)",,Lê Thánh Tông,,
160717175,False,secondary,False,67.48,"LINESTRING (108.0452623 12.6824454, 108.0458843 12.6824387)",,Phan Bội Châu,,
160717175,False,secondary,True,107.988,"LINESTRING (108.0452623 12.6824454, 108.0442669 12.6824544)",,Phan Bội Châu,,
239756137,False,secondary,False,145.225,"LINESTRING (108.0452623 12.6824454, 108.0456191 12.6837042)",,Đường Phan Chu Trinh,,
239756137,False,secondary,True,112.046,"LINESTRING (108.0452623 12.6824454, 108.0449972 12.6814715)",,Đường Phan Chu Trinh,,
160721230,False,residential,False,9.788,"LINESTRING (108.0414153 12.6785394, 108.0414231 12.6786271)",,Lê Hồng Phong,,
160721230,False,residential,True,203.291,"LINESTRING (108.0414153 12.6785394, 108.0413445 12.6773227, 108.0413408 12.6769541, 108.0412911 12.6768712, 108.0412161 12.6767461)",,Lê Hồng Phong,,
160718106,False,residential,False,79.031,"LINESTRING (108.0413955 12.6799062, 108.042124 12.6799031)",,Nơ Trang Long,,
538989161,False,residential,False,138.977,"LINESTRING (108.0413955 12.6799062, 108.0413842 12.681156)",,Lê Hồng Phong,,
538996181,False,residential,True,70.161,"LINESTRING (108.0413955 12.6799062, 108.0413984 12.6797831, 108.0414105 12.6792754)",,Lê Hồng Phong,,
160718107,False,residential,False,74.539,"LINESTRING (108.0442484 12.6811709, 108.0435613 12.6811739)",,Quang Trung,,
160718107,False,residential,True,71.924,"LINESTRING (108.0442484 12.6811709, 108.0449112 12.681155)",,Quang Trung,,
239756138,False,residential,False,142.733,"LINESTRING (108.0442484 12.6811709, 108.0442669 12.6824544)",,Hai Bà Trưng,,
239756138,False,residential,True,136.88400000000001,"LINESTRING (108.0442484 12.6811709, 108.044248 12.6802449, 108.0442391 12.67994)",,Hai Bà Trưng,,
160718107,False,residential,False,71.924,"LINESTRING (108.0449112 12.681155, 108.0442484 12.6811709)",,Quang Trung,,
239756137,False,secondary,False,36.409,"LINESTRING (108.0449112 12.681155, 108.0449972 12.6814715)",,Đường Phan Chu Trinh,,
239756137,False,secondary,True,70.286,"LINESTRING (108.0449112 12.681155, 108.0447456 12.6805439)",,Đường Phan Chu Trinh,,
160717175,False,secondary,False,107.988,"LINESTRING (108.0442669 12.6824544, 108.0452623 12.6824454)",,Phan Bội Châu,,
160717175,False,secondary,True,80.56,"LINESTRING (108.0442669 12.6824544, 108.0435243 12.6824514)",,Phan Bội Châu,,
239756138,False,residential,False,139.075,"LINESTRING (108.0442669 12.6824544, 108.0442422 12.6837049)",,Hai Bà Trưng,,
239756138,False,residential,True,142.733,"LINESTRING (108.0442669 12.6824544, 108.0442484 12.6811709)",,Hai Bà Trưng,,
160721291,False,residential,True,32.413,"LINESTRING (108.043595 12.6766287, 108.0432966 12.6766434)",,Phan Đình Giót,,
538964245,False,trunk,False,230.632,"LINESTRING (108.043595 12.6766287, 108.0441791 12.678623)",QL.14;DHCM,Lê Duẩn,2,
538964245,False,trunk,True,22.252,"LINESTRING (108.043595 12.6766287, 108.0435393 12.6764361)",QL.14;DHCM,Lê Duẩn,2,
160721291,False,residential,False,225.991,"LINESTRING (108.0412161 12.6767461, 108.0432966 12.6766434)",,Phan Đình Giót,,
160721230,False,residential,False,203.291,"LINESTRING (108.0412161 12.6767461, 108.0412911 12.6768712, 108.0413408 12.6769541, 108.0413445 12.6773227, 108.0414153 12.6785394)",,Lê Hồng Phong,,
160721242,False,residential,True,141.598,"LINESTRING (108.0435666 12.6786478, 108.0435597 12.6799212)",,Lý Thường Kiệt,,
160721256,False,residential,False,66.503,"LINESTRING (108.0435666 12.6786478, 108.0441791 12.678623)",,Nguyễn Công Trứ,,
160721256,False,residential,True,36.168,"LINESTRING (108.0435666 12.6786478, 108.0432333 12.6786554)",,Nguyễn Công Trứ,,
160721256,False,residential,True,66.503,"LINESTRING (108.0441791 12.678623, 108.0435666 12.6786478)",,Nguyễn Công Trứ,,
538964245,False,trunk,True,230.632,"LINESTRING (108.0441791 12.678623, 108.043595 12.6766287)",QL.14;DHCM,Lê Duẩn,2,
239754224,True,trunk,False,127.481,"LINESTRING (108.0441791 12.678623, 108.0443789 12.6791459, 108.0444751 12.679271, 108.0445084 12.6793143, 108.0447797 12.679584)",QL.14;DHCM,Lê Duẩn,,
239754226,False,residential,False,229.231,"LINESTRING (108.0441791 12.678623, 108.0448464 12.6785602, 108.0454468 12.6785038, 108.0462824 12.6784252)",,Nguyễn Công Trứ,,
160721330,False,residential,False,22.598,"LINESTRING (108.0406855 12.6799671, 108.0406821 12.6801703)",,Xô Viết Nghệ Tĩnh,,
160718106,False,residential,True,80.886,"LINESTRING (108.0435597 12.6799212, 108.0428141 12.6799242)",,Nơ Trang Long,,
160721242,False,residential,False,141.598,"LINESTRING (108.0435597 12.6799212, 108.0435666 12.6786478)",,Lý Thường Kiệt,,
160721242,False,residential,True,139.294,"LINESTRING (108.0435597 12.6799212, 108.0435613 12.6811739)",,Lý Thường Kiệt,,
160718106,False,residential,False,73.73400000000001,"LINESTRING (108.0435597 12.6799212, 108.0441234 12.6799356, 108.0442391 12.67994)",,Nơ Trang Long,,
160718106,False,residential,False,80.886,"LINESTRING (108.0428141 12.6799242, 108.0435597 12.6799212)",,Nơ Trang Long,,
160718106,False,residential,True,74.901,"LINESTRING (108.0428141 12.6799242, 108.042124 12.6799031)",,Nơ Trang Long,,
160721334,False,residential,False,138.039,"LINESTRING (108.0428141 12.6799242, 108.042808 12.6811656)",,Y Jut,,
160721334,False,residential,True,140.054,"LINESTRING (108.0428141 12.6799242, 108.0428234 12.6786647)",,Y Jut,,
160718106,False,residential,False,74.901,"LINESTRING (108.042124 12.6799031, 108.0428141 12.6799242)",,Nơ Trang Long,,
160718106,False,residential,True,79.031,"LINESTRING (108.042124 12.6799031, 108.0413955 12.6799062)",,Nơ Trang Long,,
160721205,False,residential,False,139.894,"LINESTRING (108.042124 12.6799031, 108.0421402 12.6811611)",,Điện Biên Phủ,,
160721205,False,residential,True,138.372,"LINESTRING (108.042124 12.6799031, 108.042127 12.6786587)",,Điện Biên Phủ,,
538989167,True,trunk,False,116.557,"LINESTRING (108.0460829 12.6808281, 108.0451876 12.6802486)",QL.14;DHCM,Nguyễn Tất Thành,,
160721227,False,residential,True,144.847,"LINESTRING (108.0460829 12.6808281, 108.045876 12.681053, 108.0456694 12.6812859, 108.0455031 12.6813775, 108.0452685 12.6814521, 108.0449972 12.6814715)",,Kim Đồng,,
160718107,False,residential,True,77.955,"LINESTRING (108.0406657 12.6811676, 108.0413842 12.681156)",,Quang Trung,,
160721330,False,residential,False,141.392,"LINESTRING (108.0406657 12.6811676, 108.0406789 12.6824391)",,Xô Viết Nghệ Tĩnh,,
160721330,False,residential,True,110.909,"LINESTRING (108.0406657 12.6811676, 108.0406821 12.6801703)",,Xô Viết Nghệ Tĩnh,,
160718107,False,residential,False,77.955,"LINESTRING (108.0413842 12.681156, 108.0406657 12.6811676)",,Quang Trung,,
160718107,False,residential,True,82.015,"LINESTRING (108.0413842 12.681156, 108.0421402 12.6811611)",,Quang Trung,,
538989161,False,residential,False,47.747,"LINESTRING (108.0413842 12.681156, 108.0413837 12.6815854)",,Lê Hồng Phong,,
538989161,False,residential,True,138.977,"LINESTRING (108.0413842 12.681156, 108.0413955 12.6799062)",,Lê Hồng Phong,,
160718107,False,residential,False,72.446,"LINESTRING (108.042808 12.6811656, 108.0421402 12.6811611)",,Quang Trung,,
160718107,False,residential,True,81.725,"LINESTRING (108.042808 12.6811656, 108.0435613 12.6811739)",,Quang Trung,,
160721334,False,residential,False,143.056,"LINESTRING (108.042808 12.6811656, 108.0428172 12.6824521)",,Y Jut,,
160721334,False,residential,True,138.039,"LINESTRING (108.042808 12.6811656, 108.0428141 12.6799242)",,Y Jut,,
160718107,False,residential,False,81.725,"LINESTRING (108.0435613 12.6811739, 108.042808 12.6811656)",,Quang Trung,,
160718107,False,residential,True,74.539,"LINESTRING (108.0435613 12.6811739, 108.0442484 12.6811709)",,Quang Trung,,
160721242,False,residential,False,139.294,"LINESTRING (108.0435613 12.6811739, 108.0435597 12.6799212)",,Lý Thường Kiệt,,
160721242,False,residential,True,142.108,"LINESTRING (108.0435613 12.6811739, 108.0435243 12.6824514)",,Lý Thường Kiệt,,
239756137,False,secondary,False,112.046,"LINESTRING (108.0449972 12.6814715, 108.0452623 12.6824454)",,Đường Phan Chu Trinh,,
239756137,False,secondary,True,36.409,"LINESTRING (108.0449972 12.6814715, 108.0449112 12.681155)",,Đường Phan Chu Trinh,,
160721227,False,residential,False,144.847,"LINESTRING (108.0449972 12.6814715, 108.0452685 12.6814521, 108.0455031 12.6813775, 108.0456694 12.6812859, 108.045876 12.681053, 108.0460829 12.6808281)",,Kim Đồng,,
160717175,False,secondary,False,58.382,"LINESTRING (108.0458843 12.6824387, 108.0464222 12.6824219)",,Phan Bội Châu,,
160717175,False,secondary,True,67.48,"LINESTRING (108.0458843 12.6824387, 108.0452623 12.6824454)",,Phan Bội Châu,,
160721241,False,residential,False,119.025,"LINESTRING (108.0458843 12.6824387, 108.0463312 12.6834163)",,Lê Đức Thọ,,
160717175,False,secondary,False,80.56,"LINESTRING (108.0435243 12.6824514, 108.0442669 12.6824544)",,Phan Bội Châu,,
160717175,False,secondary,True,76.708,"LINESTRING (108.0435243 12.6824514, 108.0428172 12.6824521)",,Phan Bội Châu,,
160721242,False,residential,False,142.108,"LINESTRING (108.0435243 12.6824514, 108.0435613 12.6811739)",,Lý Thường Kiệt,,
160721242,False,residential,True,140.387,"LINESTRING (108.0435243 12.6824514, 108.0435151 12.6837139)",,Lý Thường Kiệt,,
160717175,False,secondary,False,76.708,"LINESTRING (108.0428172 12.6824521, 108.0435243 12.6824514)",,Phan Bội Châu,,
160717175,False,secondary,True,73.808,"LINESTRING (108.0428172 12.6824521, 108.0421369 12.6824427)",,Phan Bội Châu,,
160721334,False,residential,False,140.335,"LINESTRING (108.0428172 12.6824521, 108.0427911 12.6837139)",,Y Jut,,
160721334,False,residential,True,143.056,"LINESTRING (108.0428172 12.6824521, 108.042808 12.6811656)",,Y Jut,,
160717175,False,secondary,False,73.808,"LINESTRING (108.0421369 12.6824427, 108.0428172 12.6824521)",,Phan Bội Châu,,
160717175,False,secondary,True,82.086,"LINESTRING (108.0421369 12.6824427, 108.0413803 12.6824323)",,Phan Bội Châu,,
160721205,False,residential,False,142.942,"LINESTRING (108.0421369 12.6824427, 108.0421335 12.6837282)",,Điện Biên Phủ,,
160721205,False,residential,True,51.495,"LINESTRING (108.0421369 12.6824427, 108.0421381 12.6819796)",,Điện Biên Phủ,,
160717175,False,secondary,False,82.086,"LINESTRING (108.0413803 12.6824323, 108.0421369 12.6824427)",,Phan Bội Châu,,
160717175,False,secondary,True,76.093,"LINESTRING (108.0413803 12.6824323, 108.0406789 12.6824391)",,Phan Bội Châu,,
538989161,False,residential,False,143.852,"LINESTRING (108.0413803 12.6824323, 108.0413645 12.6837259)",,Lê Hồng Phong,,
538989161,False,residential,True,50.016,"LINESTRING (108.0413803 12.6824323, 108.0413819 12.6819825)",,Lê Hồng Phong,,
160717175,False,secondary,False,76.093,"LINESTRING (108.0406789 12.6824391, 108.0413803 12.6824323)",,Phan Bội Châu,,
160721330,False,residential,False,141.354,"LINESTRING (108.0406789 12.6824391, 108.0406866 12.6837103)",,Xô Viết Nghệ Tĩnh,,
160721330,False,residential,True,141.392,"LINESTRING (108.0406789 12.6824391, 108.0406657 12.6811676)",,Xô Viết Nghệ Tĩnh,,
160721204,False,residential,True,96.695,"LINESTRING (108.048603 12.6825364, 108.0481027 12.6832561)",,Bà Triệu,,
538989166,False,residential,False,13.188,"LINESTRING (108.048603 12.6825364, 108.0486682 12.6824363)",,Bà Triệu,,
538989167,True,trunk,False,192.898,"LINESTRING (108.048603 12.6825364, 108.0471268 12.6815693)",QL.14;DHCM,Nguyễn Tất Thành,,
160721208,False,residential,True,77.477,"LINESTRING (108.046963 12.6830914, 108.0463312 12.6834163)",,Hoàng Diệu,,
160721237,False,residential,False,74.93,"LINESTRING (108.046963 12.6830914, 108.0473759 12.6836316)",,Lê Thánh Tông,,
160721237,False,residential,True,94.783,"LINESTRING (108.046963 12.6830914, 108.0464222 12.6824219)",,Lê Thánh Tông,,
160721208,False,residential,False,77.477,"LINESTRING (108.0463312 12.6834163, 108.046963 12.6830914)",,Hoàng Diệu,,
160721208,False,residential,True,83.62,"LINESTRING (108.0463312 12.6834163, 108.0456191 12.6837042)",,Hoàng Diệu,,
160721241,False,residential,False,88.676,"LINESTRING (108.0463312 12.6834163, 108.0466994 12.6841283)",,Lê Đức Thọ,,
160721241,False,residential,True,119.025,"LINESTRING (108.0463312 12.6834163, 108.0458843 12.6824387)",,Lê Đức Thọ,,
160721237,False,residential,False,43.99,"LINESTRING (108.0473759 12.6836316, 108.0476264 12.6839427)",,Lê Thánh Tông,,
160721237,False,residential,True,74.93,"LINESTRING (108.0473759 12.6836316, 108.046963 12.6830914)",,Lê Thánh Tông,,
160721254,False,residential,True,91.849,"LINESTRING (108.0473759 12.6836316, 108.0466994 12.6841283)",,Nguyễn Chánh,,
160721208,False,residential,False,75.18,"LINESTRING (108.0449262 12.6837169, 108.0456191 12.6837042)",,Hoàng Diệu,,
160721208,False,residential,True,74.213,"LINESTRING (108.0449262 12.6837169, 108.0442422 12.6837049)",,Hoàng Diệu,,
160721208,False,residential,False,78.883,"LINESTRING (108.0435151 12.6837139, 108.0442422 12.6837049)",,Hoàng Diệu,,
160721208,False,residential,True,78.541,"LINESTRING (108.0435151 12.6837139, 108.0427911 12.6837139)",,Hoàng Diệu,,
160721242,False,residential,False,140.387,"LINESTRING (108.0435151 12.6837139, 108.0435243 12.6824514)",,Lý Thường Kiệt,,
