osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,access
1177102538,residential,False,True,215.826,"LINESTRING (75.1040948 12.2862164, 75.1047921 12.2863908, 75.1054422 12.2868364, 75.1058681 12.2870365)",,,,,
61898823,trunk,False,False,62.651,"LINESTRING (75.1030015 12.2939615, 75.1032213 12.2934406)",2,NH66,Kasargod-Kannur-Calicut Highway,70,yes
61898823,trunk,False,False,351.416,"LINESTRING (75.1039568 12.2917026, 75.1043411 12.2907519, 75.1043661 12.2906863, 75.1045007 12.290359, 75.1048162 12.2895787, 75.1051378 12.2887605)",2,NH66,Kasargod-Kannur-Calicut Highway,70,yes
61898823,trunk,False,True,209.126,"LINESTRING (75.1039568 12.2917026, 75.1036628 12.2923964, 75.1036023 12.2925395, 75.1032213 12.2934406)",2,NH66,Kasargod-Kannur-Calicut Highway,70,yes
61898823,trunk,False,True,62.651,"LINESTRING (75.1032213 12.2934406, 75.1030015 12.2939615)",2,NH66,Kasargod-Kannur-Calicut Highway,70,yes
61898823,trunk,False,False,209.12600000000003,"LINESTRING (75.1032213 12.2934406, 75.1036023 12.2925395, 75.1036628 12.2923964, 75.1039568 12.2917026)",2,NH66,Kasargod-Kannur-Calicut Highway,70,yes
1177102415,residential,False,False,44.613,"LINESTRING (75.1042942 12.2880891, 75.103908 12.2879528)",,,,,
1177102415,residential,False,True,112.983,"LINESTRING (75.1042942 12.2880891, 75.105288 12.2883883)",,,,,
1177102410,residential,False,True,170.625,"LINESTRING (75.1042942 12.2880891, 75.1041333 12.2885766, 75.1041923 12.2886343, 75.1044605 12.288671, 75.1047823 12.2886605, 75.1051378 12.2887605)",,,,,
1177102415,residential,False,True,44.613,"LINESTRING (75.103908 12.2879528, 75.1042942 12.2880891)",,,,,
61898823,trunk,False,True,77.86,"LINESTRING (75.1055698 12.2877445, 75.105288 12.2883883)",2,NH66,Kasargod-Kannur-Calicut Highway,70,yes
61898823,trunk,False,False,85.138,"LINESTRING (75.1055698 12.2877445, 75.1056208 12.2876281, 75.1058681 12.2870365)",2,NH66,Kasargod-Kannur-Calicut Highway,70,yes
1177102377,residential,False,True,64.26,"LINESTRING (75.1055698 12.2877445, 75.1052061 12.2876331, 75.1049969 12.2876121)",,,,,
1177102377,residential,False,False,64.26,"LINESTRING (75.1049969 12.2876121, 75.1052061 12.2876331, 75.1055698 12.2877445)",,,,,
61898823,trunk,False,False,77.86,"LINESTRING (75.105288 12.2883883, 75.1055698 12.2877445)",2,NH66,Kasargod-Kannur-Calicut Highway,70,yes
1177102415,residential,False,False,112.983,"LINESTRING (75.105288 12.2883883, 75.1042942 12.2880891)",,,,,
61898823,trunk,False,True,44.494,"LINESTRING (75.105288 12.2883883, 75.1052494 12.2884766, 75.1051378 12.2887605)",2,NH66,Kasargod-Kannur-Calicut Highway,70,yes
61898823,trunk,False,False,44.494,"LINESTRING (75.1051378 12.2887605, 75.1052494 12.2884766, 75.105288 12.2883883)",2,NH66,Kasargod-Kannur-Calicut Highway,70,yes
61898823,trunk,False,True,351.416,"LINESTRING (75.1051378 12.2887605, 75.1048162 12.2895787, 75.1045007 12.290359, 75.1043661 12.2906863, 75.1043411 12.2907519, 75.1039568 12.2917026)",2,NH66,Kasargod-Kannur-Calicut Highway,70,yes
1177102410,residential,False,False,170.625,"LINESTRING (75.1051378 12.2887605, 75.1047823 12.2886605, 75.1044605 12.288671, 75.1041923 12.2886343, 75.1041333 12.2885766, 75.1042942 12.2880891)",,,,,
61898823,trunk,False,True,85.138,"LINESTRING (75.1058681 12.2870365, 75.1056208 12.2876281, 75.1055698 12.2877445)",2,NH66,Kasargod-Kannur-Calicut Highway,70,yes
1177102538,residential,False,False,215.826,"LINESTRING (75.1058681 12.2870365, 75.1054422 12.2868364, 75.1047921 12.2863908, 75.1040948 12.2862164)",,,,,
