osmid,oneway,name,highway,reversed,length,geometry,tunnel
239220717,True,GT Road,trunk,False,18.615,"LINESTRING (83.010795 25.3361949, 83.0106126 25.336224)",
962899187,False,,trunk_link,False,7.574,"LINESTRING (83.010795 25.3361949, 83.0108113 25.3362614)",
26967093,False,,residential,True,26.34,"LINESTRING (83.0117758 25.3358326, 83.0117096 25.3356034)",
1077869414,False,,residential,False,7.211,"LINESTRING (83.0117758 25.3358326, 83.0118215 25.3358826)",
239220717,True,GT Road,trunk,False,73.46600000000001,"LINESTRING (83.0117758 25.3358326, 83.0115607 25.3359652, 83.0114628 25.3360179, 83.0112764 25.3360918, 83.0111302 25.336133)",
26738323,False,Raja Bazar Road,tertiary,False,259.816,"LINESTRING (83.0096881 25.3374232, 83.0097885 25.3375767, 83.0098475 25.3376227, 83.0099668 25.3376421, 83.0102465 25.3376264, 83.0108728 25.3375827, 83.0115326 25.3376021, 83.0118263 25.3375888, 83.0121508 25.3375585)",
26738323,False,Raja Bazar Road,tertiary,True,105.76500000000001,"LINESTRING (83.0096881 25.3374232, 83.0096633 25.3373205, 83.0096536 25.337283, 83.0095536 25.3368958, 83.0094406 25.3364988)",
"[26811697, 381200421, 381200423]",False,,tertiary,False,88.50999999999999,"LINESTRING (83.0096881 25.3374232, 83.0094734 25.3375266, 83.0093443 25.337585, 83.0092944 25.3376285, 83.0092431 25.3378173, 83.009239 25.3379467, 83.0092225 25.3380039)",yes
26751926,False,,residential,False,8.922,"LINESTRING (83.0028945 25.3345052, 83.0028551 25.3345771)",
381200423,False,,tertiary,True,13.396,"LINESTRING (83.0093378 25.3394646, 83.0093218 25.339345)",
381200423,False,,tertiary,False,59.593,"LINESTRING (83.0093378 25.3394646, 83.0094195 25.3397734, 83.0094623 25.3398855, 83.0094963 25.3399805)",
953312080,False,,residential,False,73.66,"LINESTRING (83.0093378 25.3394646, 83.0097085 25.3394034, 83.0098856 25.3393811, 83.0100628 25.3393755)",
381200423,False,,tertiary,False,49.528,"LINESTRING (83.0092317 25.3383139, 83.0092431 25.3387592)",
381200423,False,,tertiary,True,34.483,"LINESTRING (83.0092317 25.3383139, 83.0092225 25.3380039)",
