osmid,lanes,highway,oneway,reversed,length,geometry,ref
209205339,2,tertiary,False,False,101.807,"LINESTRING (81.4949915 26.5224785, 81.4952063 26.52267, 81.4957164 26.5231247)",
209205339,2,tertiary,False,True,84.967,"LINESTRING (81.4949915 26.5224785, 81.4946035 26.5221182, 81.4944151 26.5219153)",
609014534,,unclassified,False,False,255.176,"LINESTRING (81.4949915 26.5224785, 81.4946991 26.5226153, 81.4938676 26.5229344, 81.4937523 26.5230112, 81.4936611 26.5230808, 81.4935538 26.5232656, 81.4934063 26.5234432, 81.4932829 26.523544, 81.4931005 26.523664, 81.4929177 26.5237192)",
975875027,,residential,False,False,183.32700000000003,"LINESTRING (81.4958122 26.5247444, 81.4956364 26.5243574, 81.4955283 26.5240489, 81.4953458 26.5236498, 81.4952444 26.5234502, 81.4952512 26.5233716, 81.4953154 26.5233353, 81.4954285 26.5232912)",
975875029,,residential,False,False,329.619,"LINESTRING (81.4958122 26.5247444, 81.4955922 26.5246633, 81.4952835 26.5246118, 81.4950663 26.5245909, 81.4948769 26.5245852, 81.4945533 26.5246271, 81.4941339 26.524728, 81.4938933 26.5247775, 81.4936379 26.5248156, 81.4934399 26.5248652, 81.4931589 26.5249052, 81.4928182 26.524909, 81.4927203 26.5249128, 81.4925759 26.5248572)",
209205339,2,tertiary,False,True,101.807,"LINESTRING (81.4957164 26.5231247, 81.4952063 26.52267, 81.4949915 26.5224785)",
975875027,,residential,False,True,34.165,"LINESTRING (81.4957164 26.5231247, 81.4956027 26.5231993, 81.4954472 26.5232839, 81.4954285 26.5232912)",
975875027,,residential,False,False,34.165,"LINESTRING (81.4954285 26.5232912, 81.4954472 26.5232839, 81.4956027 26.5231993, 81.4957164 26.5231247)",
975875027,,residential,False,True,183.327,"LINESTRING (81.4954285 26.5232912, 81.4953154 26.5233353, 81.4952512 26.5233716, 81.4952444 26.5234502, 81.4953458 26.5236498, 81.4955283 26.5240489, 81.4956364 26.5243574, 81.4958122 26.5247444)",
975875029,,residential,False,False,209.45000000000005,"LINESTRING (81.4925759 26.5248572, 81.4923667 26.524862, 81.492077 26.5250012, 81.4918571 26.5250732, 81.4915003 26.5252628, 81.4913796 26.5253443, 81.4913126 26.5254571, 81.4911785 26.5255051, 81.4910578 26.5255051, 81.4908915 26.5254883, 81.4908137 26.5254691, 81.4907037 26.5254811)",
975875029,,residential,False,True,329.619,"LINESTRING (81.4925759 26.5248572, 81.4927203 26.5249128, 81.4928182 26.524909, 81.4931589 26.5249052, 81.4934399 26.5248652, 81.4936379 26.5248156, 81.4938933 26.5247775, 81.4941339 26.524728, 81.4945533 26.5246271, 81.4948769 26.5245852, 81.4950663 26.5245909, 81.4952835 26.5246118, 81.4955922 26.5246633, 81.4958122 26.5247444)",
975875030,,residential,False,True,84.00999999999999,"LINESTRING (81.4925759 26.5248572, 81.4926176 26.5247341, 81.492665 26.5245981, 81.4926345 26.524465, 81.4925636 26.5242806, 81.4925061 26.5241566, 81.4924846 26.5241551)",
975875029,,residential,False,False,32.815,"LINESTRING (81.4907037 26.5254811, 81.4907788 26.5255699, 81.490862 26.5257379)",
975875029,,residential,False,True,209.45,"LINESTRING (81.4907037 26.5254811, 81.4908137 26.5254691, 81.4908915 26.5254883, 81.4910578 26.5255051, 81.4911785 26.5255051, 81.4913126 26.5254571, 81.4913796 26.5253443, 81.4915003 26.5252628, 81.4918571 26.5250732, 81.492077 26.5250012, 81.4923667 26.524862, 81.4925759 26.5248572)",
975875035,,residential,False,True,352.081,"LINESTRING (81.4907037 26.5254811, 81.4906182 26.525355, 81.4905911 26.525234, 81.4904999 26.5249861, 81.490456 26.5249558, 81.4903613 26.5250224, 81.4902126 26.5250707, 81.4900775 26.525098, 81.4899051 26.5250738, 81.4897902 26.5250828, 81.4896179 26.525101, 81.4895807 26.5251584, 81.4895401 26.525234, 81.4894692 26.5253036, 81.4892901 26.5253459, 81.4890974 26.5253459, 81.4888508 26.525488, 81.4888034 26.5255545, 81.4887561 26.5256755, 81.4886852 26.5257783, 81.488602 26.5258587, 81.4885404 26.5258995, 81.4884411 26.5260291, 81.4883687 26.5261491, 81.4883124 26.5262931)",
975875029,,residential,False,False,289.35200000000003,"LINESTRING (81.490862 26.5257379, 81.4909049 26.5258339, 81.4909907 26.5259587, 81.491039 26.5260547, 81.4910899 26.5260859, 81.4911838 26.5261123, 81.4914333 26.5261315, 81.4915486 26.5261219, 81.4918141 26.5260331, 81.4919134 26.5260331, 81.4919483 26.5261027, 81.4920502 26.5262611, 81.4922031 26.5265971, 81.4925142 26.5264675, 81.4925705 26.5265827, 81.4926108 26.5267507, 81.4927142 26.5269361)",
975875029,,residential,False,True,32.815,"LINESTRING (81.490862 26.5257379, 81.4907788 26.5255699, 81.4907037 26.5254811)",
975875033,,residential,False,True,259.466,"LINESTRING (81.490862 26.5257379, 81.4905826 26.5258326, 81.4904037 26.525905, 81.4901866 26.5259355, 81.4897395 26.5260612, 81.4893308 26.5262402, 81.4887134 26.5265031, 81.4884933 26.526666)",
975875029,,residential,False,True,289.352,"LINESTRING (81.4927142 26.5269361, 81.4926108 26.5267507, 81.4925705 26.5265827, 81.4925142 26.5264675, 81.4922031 26.5265971, 81.4920502 26.5262611, 81.4919483 26.5261027, 81.4919134 26.5260331, 81.4918141 26.5260331, 81.4915486 26.5261219, 81.4914333 26.5261315, 81.4911838 26.5261123, 81.4910899 26.5260859, 81.491039 26.5260547, 81.4909907 26.5259587, 81.4909049 26.5258339, 81.490862 26.5257379)",
