osmid,oneway,lanes,ref,name,highway,maxspeed,access,reversed,length,geometry,width
45545369,False,2,NH66,Kasargod-Kannur-Calicut Highway,trunk,70,yes,True,7.749,"LINESTRING (75.1325517 12.2491311, 75.1324914 12.2491683)",
276275565,False,2,NH66,Kasargod-Kannur-Calicut Highway,trunk,70,yes,True,9.692,"LINESTRING (75.1281671 12.2498747, 75.1280796 12.2498578)",
306135110,False,1,LR,Neeleswaram-Madikai-Arayi,secondary,50,,True,86.787,"LINESTRING (75.1281671 12.2498747, 75.12792 12.2506169)",
45545369,False,2,NH66,Kasargod-Kannur-Calicut Highway,trunk,70,yes,False,222.21,"LINESTRING (75.1281671 12.2498747, 75.1285902 12.2499372, 75.1289464 12.2499754, 75.129418 12.2500246, 75.1297422 12.2500424, 75.1299911 12.2500419, 75.1302008 12.2500208)",
45545369,False,2,NH66,Kasargod-Kannur-Calicut Highway,trunk,70,yes,False,37.929,"LINESTRING (75.1302008 12.2500208, 75.1305439 12.2499581)",
45545369,False,2,NH66,Kasargod-Kannur-Calicut Highway,trunk,70,yes,True,222.20999999999998,"LINESTRING (75.1302008 12.2500208, 75.1299911 12.2500419, 75.1297422 12.2500424, 75.129418 12.2500246, 75.1289464 12.2499754, 75.1285902 12.2499372, 75.1281671 12.2498747)",
1177102763,False,,,,residential,,,True,151.411,"LINESTRING (75.1302008 12.2500208, 75.1302356 12.2498966, 75.1307345 12.2487642)",
45545369,False,2,NH66,Kasargod-Kannur-Calicut Highway,trunk,70,yes,True,37.929,"LINESTRING (75.1305439 12.2499581, 75.1302008 12.2500208)",
45545369,False,2,NH66,Kasargod-Kannur-Calicut Highway,trunk,70,yes,False,231.18800000000002,"LINESTRING (75.1305439 12.2499581, 75.1309517 12.2498748, 75.1312957 12.2497597, 75.1317038 12.2496026, 75.1319808 12.2494883, 75.1322919 12.2493174, 75.1324914 12.2491683)",
45765965,False,,lr,,unclassified,40,,True,138.067,"LINESTRING (75.1305439 12.2499581, 75.1304024 12.2501342, 75.1295604 12.2507332)",
1179133230,False,,,,unclassified,,,True,87.35900000000001,"LINESTRING (75.1305439 12.2499581, 75.130595 12.2498304, 75.1307264 12.2496718, 75.1310416 12.2493514)",
45765965,False,,lr,,unclassified,40,,False,412.839,"LINESTRING (75.1283867 12.2547325, 75.1286859 12.2535638, 75.1287109 12.2528437, 75.1286674 12.2524823, 75.1286696 12.2520765, 75.1288324 12.2513875, 75.1290349 12.251148)",
306135110,False,1,LR,Neeleswaram-Madikai-Arayi,secondary,50,,False,155.906,"LINESTRING (75.1283867 12.2547325, 75.1278256 12.2547992, 75.1273572 12.2547823, 75.1269597 12.2547319)",
45765964,False,,lr,,tertiary,40,,False,68.9,"LINESTRING (75.1258467 12.2488312, 75.1258649 12.2487308, 75.1259091 12.2485736, 75.1260036 12.2482312)",
45765964,False,,lr,,tertiary,40,,True,155.459,"LINESTRING (75.1258467 12.2488312, 75.1258703 12.2488894, 75.1258984 12.2489268, 75.1259997 12.2490337, 75.1267166 12.2499373)",
45765964,False,,lr,,tertiary,40,,False,155.459,"LINESTRING (75.1267166 12.2499373, 75.1259997 12.2490337, 75.1258984 12.2489268, 75.1258703 12.2488894, 75.1258467 12.2488312)",
276275565,False,2,NH66,Kasargod-Kannur-Calicut Highway,trunk,70,yes,False,151.447,"LINESTRING (75.1267166 12.2499373, 75.1271514 12.2498032, 75.1275221 12.2497668, 75.1280796 12.2498578)",
1177102783,False,,,,unclassified,,,False,88.289,"LINESTRING (75.1269597 12.2547319, 75.1261479 12.2546986)",
306135110,False,1,LR,Neeleswaram-Madikai-Arayi,secondary,50,,False,341.699,"LINESTRING (75.1269597 12.2547319, 75.1271838 12.2529768, 75.1272768 12.2523583, 75.127468 12.2517054)",
306135110,False,1,LR,Neeleswaram-Madikai-Arayi,secondary,50,,True,155.906,"LINESTRING (75.1269597 12.2547319, 75.1273572 12.2547823, 75.1278256 12.2547992, 75.1283867 12.2547325)",
306135110,False,1,LR,Neeleswaram-Madikai-Arayi,secondary,50,,False,86.787,"LINESTRING (75.12792 12.2506169, 75.1281671 12.2498747)",
276275562,False,,,,unclassified,,,False,135.524,"LINESTRING (75.12792 12.2506169, 75.1280884 12.25066, 75.128239 12.250745, 75.1285756 12.2508949, 75.1288951 12.2510942, 75.1290349 12.251148)",5
306135110,False,1,LR,Neeleswaram-Madikai-Arayi,secondary,50,,True,131.69,"LINESTRING (75.12792 12.2506169, 75.1276639 12.2510366, 75.127468 12.2517054)",
45765965,False,,lr,,unclassified,40,,False,73.487,"LINESTRING (75.1290349 12.251148, 75.1293018 12.2509171, 75.1295604 12.2507332)",
45765965,False,,lr,,unclassified,40,,True,412.839,"LINESTRING (75.1290349 12.251148, 75.1288324 12.2513875, 75.1286696 12.2520765, 75.1286674 12.2524823, 75.1287109 12.2528437, 75.1286859 12.2535638, 75.1283867 12.2547325)",
276275562,False,,,,unclassified,,,True,135.524,"LINESTRING (75.1290349 12.251148, 75.1288951 12.2510942, 75.1285756 12.2508949, 75.128239 12.250745, 75.1280884 12.25066, 75.12792 12.2506169)",5
1177102779,False,,,,residential,,,True,68.016,"LINESTRING (75.1284656 12.2468041, 75.1278404 12.2467747)",
