osmid,highway,oneway,reversed,length,geometry,ref,lanes,junction,name
154381661,secondary,False,True,48.739,"LINESTRING (86.6952886 24.4861593, 86.6951893 24.4865882)",,,,
1056996932,secondary,False,False,99.355,"LINESTRING (86.6952886 24.4861593, 86.6948274 24.4853705)",,,,
1056704114,tertiary,False,False,195.53799999999998,"LINESTRING (86.6952886 24.4861593, 86.6953984 24.4863574, 86.6962819 24.4876669)",,,,
154381652,trunk,False,True,71.784,"LINESTRING (86.6990764 24.4889937, 86.6997826 24.4890548)",NH333,,,
1225582565,trunk,False,False,66.174,"LINESTRING (86.6990764 24.4889937, 86.6984227 24.4890101)",NH333,2,,
174064338,tertiary,False,True,110.46300000000001,"LINESTRING (86.6990764 24.4889937, 86.6988914 24.4894528, 86.6987693 24.489797, 86.6986944 24.4899224)",,,,
988170117,primary,False,True,100.192,"LINESTRING (86.6990764 24.4889937, 86.6991395 24.4887816, 86.6993578 24.4881299)",,,,
174064459,tertiary,False,False,151.103,"LINESTRING (86.6971653 24.489535, 86.6971815 24.4898177, 86.6972519 24.4908916)",,,,
1225582565,trunk,False,False,147.7,"LINESTRING (86.6971653 24.489535, 86.6969722 24.4897164, 86.6964877 24.4901209, 86.6960402 24.49037)",NH333,2,,
1225582565,trunk,False,True,31.914,"LINESTRING (86.6971653 24.489535, 86.6972016 24.4893393, 86.6972292 24.4892544)",NH333,2,,
154381661,secondary,False,False,120.296,"LINESTRING (86.6944962 24.4900714, 86.6947279 24.4890103)",,,,
154381661,secondary,False,True,109.47500000000001,"LINESTRING (86.6944962 24.4900714, 86.6945676 24.4902351, 86.6947152 24.4909381, 86.6947758 24.4910126)",,,,
22828154,secondary,False,True,73.77000000000001,"LINESTRING (86.7029073 24.4909858, 86.7025172 24.4910042, 86.7021788 24.4910052)",,,,
154381638,trunk,False,False,103.181,"LINESTRING (86.7029073 24.4909858, 86.7038691 24.4908551, 86.7039155 24.4908472)",NH333,2,,
154381652,trunk,False,False,94.958,"LINESTRING (86.7029073 24.4909858, 86.7027122 24.4908246, 86.7024842 24.4905878, 86.7023062 24.4903361)",NH333,,,
22828154,secondary,False,False,51.719,"LINESTRING (86.7016677 24.4910066, 86.7021788 24.4910052)",,,,
154381640,tertiary,False,False,47.797,"LINESTRING (86.7016677 24.4910066, 86.7020502 24.4912588)",,,,
22828154,secondary,False,True,133.473,"LINESTRING (86.7016677 24.4910066, 86.7010729 24.4910017, 86.700354 24.4910813)",,,,
1139148236,residential,False,True,112.39599999999999,"LINESTRING (86.7016677 24.4910066, 86.7015648 24.4908539, 86.7013412 24.4904691, 86.7011244 24.4901253)",,,,
154381661,secondary,False,False,109.47500000000001,"LINESTRING (86.6947758 24.4910126, 86.6947152 24.4909381, 86.6945676 24.4902351, 86.6944962 24.4900714)",,,,
1225582565,trunk,False,True,56.019,"LINESTRING (86.6947758 24.4910126, 86.6949338 24.4909051, 86.6952524 24.4907599)",NH333,2,,
22828154,secondary,False,True,29.083,"LINESTRING (86.6993939 24.491375, 86.6991141 24.4914348)",,,,
174064454,tertiary,False,False,96.841,"LINESTRING (86.6993939 24.491375, 86.6989887 24.490586)",,,,
22828154,secondary,False,False,102.627,"LINESTRING (86.6993939 24.491375, 86.7000092 24.4911632, 86.700354 24.4910813)",,,,
174064463,trunk,True,False,46.384,"LINESTRING (86.694305 24.4919085, 86.6945931 24.4919388, 86.6947567 24.4919026)",NH333,2,,
1061184587,tertiary,False,True,104.983,"LINESTRING (86.694305 24.4919085, 86.6941747 24.49215, 86.6941854 24.4923367, 86.6942733 24.4927547, 86.694287 24.492816)",,,,
22828154,secondary,False,False,109.88400000000001,"LINESTRING (86.6947567 24.4919026, 86.6948989 24.4919511, 86.6955024 24.4919767, 86.6958272 24.4920293)",,,,
174064463,trunk,True,False,102.619,"LINESTRING (86.6947567 24.4919026, 86.6948184 24.4918376, 86.6948479 24.4917692, 86.6947943 24.4913787, 86.6947581 24.4910736, 86.6947758 24.4910126)",NH333,2,,
154381640,tertiary,False,False,65.161,"LINESTRING (86.7033253 24.4919209, 86.7035329 24.4922012, 86.7037207 24.4923809)",,,,
154381640,tertiary,False,True,39.492999999999995,"LINESTRING (86.7033253 24.4919209, 86.7031731 24.4917406, 86.7030385 24.4917041)",,,,
990670367,unclassified,False,True,223.78500000000003,"LINESTRING (86.7033253 24.4919209, 86.7031628 24.4919706, 86.7028624 24.492089, 86.7023313 24.4922591, 86.7020832 24.4923238, 86.7016863 24.49238, 86.7014328 24.4924422, 86.7012175 24.4925088)",,,,
1061177197,secondary,False,False,30.784,"LINESTRING (86.6993784 24.485708, 86.6990754 24.4856834)",MDR232,,,
988170117,primary,False,False,207.728,"LINESTRING (86.6993784 24.485708, 86.6993755 24.4866262, 86.699493 24.4875701)",,,,
174064454,tertiary,False,True,50.61,"LINESTRING (86.6962819 24.4876669, 86.6966482 24.4879768)",,,,
1056704114,tertiary,False,False,56.487,"LINESTRING (86.6962819 24.4876669, 86.6965054 24.4881324)",,,,
1056704114,tertiary,False,True,195.53799999999998,"LINESTRING (86.6962819 24.4876669, 86.6953984 24.4863574, 86.6952886 24.4861593)",,,,
1225582565,trunk,False,True,50.971,"LINESTRING (86.6979194 24.4889917, 86.6984227 24.4890101)",NH333,2,,
174064454,tertiary,False,False,171.43900000000002,"LINESTRING (86.6979194 24.4889917, 86.6977984 24.4889292, 86.6966482 24.4879768)",,,,
174064454,tertiary,False,True,129.915,"LINESTRING (86.6979194 24.4889917, 86.6980465 24.4891221, 86.6986944 24.4899224)",,,,
1225582565,trunk,False,False,78.67399999999999,"LINESTRING (86.6979194 24.4889917, 86.6976806 24.4890233, 86.6973803 24.4891121, 86.6972753 24.489188, 86.6972292 24.4892544)",NH333,2,,
174064454,tertiary,False,True,53.255,"LINESTRING (86.6986944 24.4899224, 86.6988936 24.4903657)",,,,
174064338,tertiary,False,False,110.46300000000001,"LINESTRING (86.6986944 24.4899224, 86.6987693 24.489797, 86.6988914 24.4894528, 86.6990764 24.4889937)",,,,
174064454,tertiary,False,False,129.915,"LINESTRING (86.6986944 24.4899224, 86.6980465 24.4891221, 86.6979194 24.4889917)",,,,
22828154,secondary,False,True,48.704,"LINESTRING (86.6974542 24.4921087, 86.6969775 24.4921692)",,,,
22828154,secondary,False,False,96.659,"LINESTRING (86.6974542 24.4921087, 86.6977743 24.4920838, 86.6983509 24.491844)",,,,
174064459,tertiary,False,True,137.212,"LINESTRING (86.6974542 24.4921087, 86.6972941 24.4914324, 86.6972519 24.4908916)",,,,
154381661,secondary,False,False,75.492,"LINESTRING (86.6947279 24.4890103, 86.6948733 24.4883444)",,,,
