osmid,ref,highway,oneway,reversed,length,bridge,geometry
"[545089746, 545089747, 100145469]",NH501,trunk,False,True,374.04499999999996,yes,"LINESTRING (75.2769624 33.8631454, 75.2772517 33.8620138, 75.2773306 33.8619101, 75.2774693 33.8618241, 75.2780902 33.8616163, 75.2782371 33.8615515, 75.2783418 33.8614847, 75.2783981 33.8613933, 75.2784085 33.8612819, 75.27839 33.8611773, 75.2782318 33.86091, 75.2781326 33.8606249, 75.2780816 33.8604067)"
"[545089745, 633890045, 633890047]",,residential,False,False,318.23199999999997,yes,"LINESTRING (75.2769624 33.8631454, 75.2770352 33.8631608, 75.2771329 33.8631815, 75.2779984 33.8633645, 75.2781486 33.8633756, 75.2792323 33.86334, 75.2802408 33.8632976, 75.2803065 33.8632798, 75.280344 33.8632375)"
545089738,,unclassified,False,False,74.847,,"LINESTRING (75.2778235 33.8606071, 75.2770313 33.8607497)"
545089738,,unclassified,False,True,28.041,,"LINESTRING (75.2767345 33.8608031, 75.2770313 33.8607497)"
545089738,,unclassified,False,False,28.041,,"LINESTRING (75.2770313 33.8607497, 75.2767345 33.8608031)"
545089738,,unclassified,False,True,74.847,,"LINESTRING (75.2770313 33.8607497, 75.2778235 33.8606071)"
545089739,,unclassified,False,True,105.926,,"LINESTRING (75.2770313 33.8607497, 75.2775773 33.8604802, 75.2780816 33.8604067)"
545089741,,residential,False,True,49.445,,"LINESTRING (75.2786931 33.8601572, 75.2788863 33.8604044, 75.278964 33.8604724, 75.2790243 33.860498)"
"[711080249, 550032259, 550032261]",,"['residential', 'tertiary']",False,False,63.193,yes,"LINESTRING (75.2786931 33.8601572, 75.2784651 33.860273, 75.2783069 33.8603421, 75.2782023 33.8603732, 75.2780816 33.8604067)"
545089741,,residential,False,False,34.265,,"LINESTRING (75.2793932 33.8604646, 75.2790243 33.860498)"
545089741,,residential,False,True,34.265,,"LINESTRING (75.2790243 33.860498, 75.2793932 33.8604646)"
"[545089740, 545089742]",,residential,False,True,18.087,yes,"LINESTRING (75.2790243 33.860498, 75.279026 33.8605491, 75.2790296 33.8606606)"
545089741,,residential,False,False,49.445,,"LINESTRING (75.2790243 33.860498, 75.278964 33.8604724, 75.2788863 33.8604044, 75.2786931 33.8601572)"
"[545089740, 545089742]",,residential,False,False,18.087,yes,"LINESTRING (75.2790296 33.8606606, 75.279026 33.8605491, 75.2790243 33.860498)"
545089744,,residential,False,False,305.741,,"LINESTRING (75.2790633 33.8607586, 75.2790847 33.8609189, 75.2791759 33.8611773, 75.2792671 33.8613421, 75.2793449 33.8615693, 75.2795219 33.8618254, 75.2797982 33.8621016, 75.2800879 33.8624157, 75.2801174 33.8625983, 75.2802032 33.8627876, 75.2802676 33.8629769, 75.2803266 33.8631885, 75.280344 33.8632375)"
545089744,,residential,False,True,305.741,,"LINESTRING (75.280344 33.8632375, 75.2803266 33.8631885, 75.2802676 33.8629769, 75.2802032 33.8627876, 75.2801174 33.8625983, 75.2800879 33.8624157, 75.2797982 33.8621016, 75.2795219 33.8618254, 75.2793449 33.8615693, 75.2792671 33.8613421, 75.2791759 33.8611773, 75.2790847 33.8609189, 75.2790633 33.8607586)"
"[545089745, 633890045, 633890047]",,residential,False,True,318.232,yes,"LINESTRING (75.280344 33.8632375, 75.2803065 33.8632798, 75.2802408 33.8632976, 75.2792323 33.86334, 75.2781486 33.8633756, 75.2779984 33.8633645, 75.2771329 33.8631815, 75.2770352 33.8631608, 75.2769624 33.8631454)"
550024984,,residential,False,False,231.796,,"LINESTRING (75.280344 33.8632375, 75.2803883 33.8633333, 75.2804956 33.8636184, 75.2805546 33.8637609, 75.280686 33.8639101, 75.2809167 33.8640683, 75.2812788 33.8642509, 75.2814531 33.8642954, 75.2816892 33.864291, 75.2818474 33.864262, 75.2819198 33.8642665, 75.2821505 33.86434)"
"[545089746, 545089747, 100145469]",NH501,trunk,False,False,374.045,yes,"LINESTRING (75.2780816 33.8604067, 75.2781326 33.8606249, 75.2782318 33.86091, 75.27839 33.8611773, 75.2784085 33.8612819, 75.2783981 33.8613933, 75.2783418 33.8614847, 75.2782371 33.8615515, 75.2780902 33.8616163, 75.2774693 33.8618241, 75.2773306 33.8619101, 75.2772517 33.8620138, 75.2769624 33.8631454)"
545089739,,unclassified,False,False,105.926,,"LINESTRING (75.2780816 33.8604067, 75.2775773 33.8604802, 75.2770313 33.8607497)"
"[711080249, 550032259, 550032261]",,"['residential', 'tertiary']",False,True,63.193,yes,"LINESTRING (75.2780816 33.8604067, 75.2782023 33.8603732, 75.2783069 33.8603421, 75.2784651 33.860273, 75.2786931 33.8601572)"
550024984,,residential,False,True,231.796,,"LINESTRING (75.2821505 33.86434, 75.2819198 33.8642665, 75.2818474 33.864262, 75.2816892 33.864291, 75.2814531 33.8642954, 75.2812788 33.8642509, 75.2809167 33.8640683, 75.280686 33.8639101, 75.2805546 33.8637609, 75.2804956 33.8636184, 75.2803883 33.8633333, 75.280344 33.8632375)"
