osmid,oneway,ref,highway,reversed,length,lanes,geometry,name,access
492272782,True,NH7,trunk,False,19.702,,"LINESTRING (76.8210261 30.6550046, 76.8208639 30.6548954)",,
1216583329,True,NH7,trunk,False,16.701,2,"LINESTRING (76.8210261 30.6550046, 76.82102 30.6551547)",,
492484425,False,,residential,True,85.804,,"LINESTRING (76.8212761 30.6533036, 76.8203793 30.6533195)",,
382655882,True,NH152,tertiary,False,190.649,2,"LINESTRING (76.8212761 30.6533036, 76.8210431 30.6548816, 76.8210261 30.6550046)",,
237303772,True,NH152,tertiary,False,102.95,2,"LINESTRING (76.8213393 30.655202, 76.8214308 30.6542795)",Dakshin Marg,
492272782,True,NH7,trunk,False,37.14,,"LINESTRING (76.8213393 30.655202, 76.8210261 30.6550046)",,
237303773,True,NH7,trunk,False,17.687,2,"LINESTRING (76.8210961 30.6576405, 76.8211116 30.657482)",Dakshin Marg,
492471788,False,,residential,False,158.759,,"LINESTRING (76.8210961 30.6576405, 76.8227558 30.6576498)",,
1067767311,True,,trunk,False,27.37,,"LINESTRING (76.8209036 30.6584011, 76.8206424 30.6583006)",,
237296251,True,NH21,trunk_link,False,86.56099999999999,2,"LINESTRING (76.8209036 30.6584011, 76.820945 30.6582227, 76.8210961 30.6576405)",Dakshin Marg,
187921985,True,NH7,trunk,False,27.227,2,"LINESTRING (76.8208707 30.6584891, 76.8211312 30.6585878)",old NH22,
237296251,True,NH21,trunk_link,False,10.279,2,"LINESTRING (76.8208707 30.6584891, 76.8209036 30.6584011)",Dakshin Marg,
1067767310,True,,trunk,False,27.942,,"LINESTRING (76.820598 30.658399, 76.8208707 30.6584891)",,
1216595785,True,NH5,trunk_link,False,18.124,2,"LINESTRING (76.820598 30.658399, 76.8205311 30.6585515)",Dakshin Marg,
237296257,True,NH5; NH7,trunk,False,121.94800000000001,2,"LINESTRING (76.8211312 30.6585878, 76.8211776 30.6586054, 76.8216857 30.6588082, 76.8223157 30.6589888)",,
237296251,True,NH21,trunk_link,False,27.788,2,"LINESTRING (76.8207678 30.6587228, 76.8208707 30.6584891)",Dakshin Marg,
187921975,True,NH5,trunk_link,False,38.49,2,"LINESTRING (76.8207678 30.6587228, 76.8208665 30.6586561, 76.8209971 30.6586147, 76.8211312 30.6585878)",,
287880881,False,,tertiary,False,9.95,,"LINESTRING (76.821953 30.6557205, 76.8218914 30.6556484)",,
287880881,False,,tertiary,True,25.587,,"LINESTRING (76.821953 30.6557205, 76.8220869 30.6559197)",,
"[992422259, 608256517]",False,,residential,"[False, True]",129.081,,"LINESTRING (76.821953 30.6557205, 76.8230854 30.6557273, 76.8233024 30.655726)",,
187921906,True,NH7,trunk,False,261.302,2,"LINESTRING (76.8230613 30.6589386, 76.8229375 30.6589107, 76.8225485 30.6588129, 76.8221867 30.6587087, 76.8218876 30.6585985, 76.8215714 30.658471, 76.8213806 30.658351, 76.8212438 30.6582186, 76.8211413 30.6580434, 76.8211085 30.6579136, 76.8210961 30.6576405)",,
287880881,False,,tertiary,False,93.859,,"LINESTRING (76.8230613 30.6589386, 76.8230382 30.6588029, 76.8230227 30.6587116, 76.8229764 30.6585272, 76.8228717 30.6581108)",,
382655882,True,NH152,tertiary,False,60.827,2,"LINESTRING (76.8214799 30.6512514, 76.8214239 30.6517963)",,
391325404,False,,residential,False,145.061,,"LINESTRING (76.8214799 30.6512514, 76.8202204 30.6512856, 76.8199641 30.6512856)",,
391325404,False,,residential,True,30.202,,"LINESTRING (76.818833 30.651279, 76.8191487 30.6512823)",,
492483017,False,,residential,True,21.185000000000002,,"LINESTRING (76.818833 30.651279, 76.8188125 30.6513874, 76.8188032 30.6514677)",,
417536016,False,,residential,False,10.29,,"LINESTRING (76.8166318 30.652153, 76.8165672 30.652227)",,
492275072,False,,residential,False,27.754,,"LINESTRING (76.8184852 30.6556222, 76.8181952 30.6556302)",,
417536039,False,,tertiary,False,41.56,,"LINESTRING (76.8184852 30.6556222, 76.8184584 30.6555879, 76.8184393 30.6555393, 76.8184294 30.6552583)",,
417536039,False,,tertiary,True,158.359,,"LINESTRING (76.8184852 30.6556222, 76.8185143 30.6556626, 76.8185306 30.6556942, 76.8185333 30.656451, 76.8185422 30.6570362)",,
492271358,False,,residential,False,146.10999999999999,,"LINESTRING (76.8184852 30.6556222, 76.818801 30.6556187, 76.8193334 30.6556244, 76.8196847 30.655613, 76.8200121 30.6556021)",,
417536029,False,,residential,True,18.187,,"LINESTRING (76.8185292 30.657877, 76.8185344 30.6580405)",,
417536039,False,,tertiary,False,12.078,,"LINESTRING (76.8185292 30.657877, 76.8185351 30.6577685)",,
757219705,False,,tertiary,True,82.386,,"LINESTRING (76.8185292 30.657877, 76.8176679 30.6578751)",,
660066440,False,,residential,False,129.251,,"LINESTRING (76.8185292 30.657877, 76.8187934 30.65787, 76.8189141 30.6578585, 76.8190066 30.6578481, 76.8191045 30.6578193, 76.8191742 30.6577766, 76.8193607 30.6576277, 76.819574 30.6574708, 76.8196864 30.6573879)",,
492728176,False,,residential,True,37.463,,"LINESTRING (76.8176679 30.6578751, 76.8176873 30.6582116)",,
757219705,False,,tertiary,False,82.386,,"LINESTRING (76.8176679 30.6578751, 76.8185292 30.657877)",,
757219705,False,,tertiary,True,31.497,,"LINESTRING (76.8176679 30.6578751, 76.817339 30.6578888)",,
492275075,False,,residential,True,38.843,,"LINESTRING (76.8161917 30.6578862, 76.8161771 30.6575371)",,
757219705,False,,tertiary,False,65.48,,"LINESTRING (76.8161917 30.6578862, 76.8167415 30.6578885, 76.8168761 30.6578939)",,
757219705,False,,tertiary,True,18.89,,"LINESTRING (76.8161917 30.6578862, 76.8160817 30.6578677, 76.8159984 30.6578515)",,
237296257,True,NH5; NH7,trunk,False,102.64699999999999,2,"LINESTRING (76.8223157 30.6589888, 76.8223836 30.6589995, 76.8224739 30.6590267, 76.8229751 30.6591778, 76.8233377 30.6592676)",,
187921884,True,NH5,trunk_link,False,132.46,2,"LINESTRING (76.8200928 30.6597619, 76.820735 30.6587971, 76.8207678 30.6587228)",Dakshin Marg,
435697221,True,,unclassified,False,64.807,,"LINESTRING (76.8200928 30.6597619, 76.8205154 30.6596617, 76.8207377 30.6595858)",,
237303776,True,NH7,trunk,False,88.436,2,"LINESTRING (76.8208734 30.6569911, 76.8207841 30.6577827)",,
492268692,False,,residential,False,26.252,,"LINESTRING (76.8208734 30.6569911, 76.820599 30.6569869)",,
492268692,False,,residential,True,60.196,,"LINESTRING (76.8185422 30.6570362, 76.81917 30.6569987)",,
417536039,False,,tertiary,False,158.359,,"LINESTRING (76.8185422 30.6570362, 76.8185333 30.656451, 76.8185306 30.6556942, 76.8185143 30.6556626, 76.8184852 30.6556222)",,
417536039,False,,tertiary,True,81.465,,"LINESTRING (76.8185422 30.6570362, 76.8185494 30.6575078, 76.8185351 30.6577685)",,
492268692,False,,residential,False,49.396,,"LINESTRING (76.8196864 30.6569971, 76.81917 30.6569987)",,
492268692,False,,residential,True,87.301,,"LINESTRING (76.8196864 30.6569971, 76.820599 30.6569869)",,
492268693,False,,residential,False,43.498,,"LINESTRING (76.8196864 30.6569971, 76.8196767 30.6571333, 76.8196864 30.6573879)",,
492268699,False,,residential,True,94.811,,"LINESTRING (76.8196864 30.6569971, 76.8195897 30.657077, 76.8194555 30.6571644, 76.8191706 30.6573643, 76.8189287 30.657546)",,
1216595785,True,NH5,trunk_link,False,143.277,2,"LINESTRING (76.8205311 30.6585515, 76.8198008 30.6596765)",Dakshin Marg,
492268693,False,,residential,True,78.384,,"LINESTRING (76.8205311 30.6585515, 76.8202239 30.6585408, 76.8199449 30.6585466, 76.8197121 30.6585396)",,
237303776,True,NH7,trunk,False,59.161,2,"LINESTRING (76.8207841 30.6577827, 76.8206424 30.6583006)",,
492268695,False,,residential,False,64.108,,"LINESTRING (76.8207841 30.6577827, 76.8206343 30.6577632, 76.8204063 30.6577378, 76.8201193 30.6577101)",,
492268695,False,,residential,True,64.108,,"LINESTRING (76.8201193 30.6577101, 76.8204063 30.6577378, 76.8206343 30.6577632, 76.8207841 30.6577827)",,
417536029,False,,residential,False,18.187,,"LINESTRING (76.8185344 30.6580405, 76.8185292 30.657877)",,
417536029,False,,residential,True,43.48,,"LINESTRING (76.8185344 30.6580405, 76.8185459 30.6584314)",,
492268697,False,,residential,False,41.217,,"LINESTRING (76.8185344 30.6580405, 76.8189653 30.6580403)",,
492268697,False,,residential,False,41.329,,"LINESTRING (76.8189653 30.6580403, 76.8193972 30.6580299)",,
492268697,False,,residential,True,41.217,,"LINESTRING (76.8189653 30.6580403, 76.8185344 30.6580405)",,
492271357,False,,residential,True,44.402,,"LINESTRING (76.8189653 30.6580403, 76.818954 30.6584395)",,
492268697,False,,residential,True,41.329,,"LINESTRING (76.8193972 30.6580299, 76.8189653 30.6580403)",,
492271354,False,,residential,True,46.758,,"LINESTRING (76.8193972 30.6580299, 76.8194 30.6584504)",,
492268697,False,,residential,False,38.052,,"LINESTRING (76.8193972 30.6580299, 76.8193969 30.6579704, 76.8194093 30.657948, 76.8194345 30.6579404, 76.8197076 30.657941)",,
492268693,False,,residential,False,66.563,,"LINESTRING (76.8197076 30.657941, 76.8197121 30.6585396)",,
492268693,False,,residential,True,61.535,,"LINESTRING (76.8197076 30.657941, 76.8196864 30.6573879)",,
492268697,False,,residential,True,38.052,,"LINESTRING (76.8197076 30.657941, 76.8194345 30.6579404, 76.8194093 30.657948, 76.8193969 30.6579704, 76.8193972 30.6580299)",,
492268699,False,,residential,False,94.811,,"LINESTRING (76.8189287 30.657546, 76.8191706 30.6573643, 76.8194555 30.6571644, 76.8195897 30.657077, 76.8196864 30.6569971)",,
492268699,False,,residential,True,45.515,,"LINESTRING (76.8189287 30.657546, 76.8187908 30.6576523, 76.8187431 30.6576834, 76.8186832 30.6577144, 76.8185351 30.6577685)",,
"[660080173, 1261366878]",False,,residential,False,80.15700000000001,,"LINESTRING (76.8189287 30.657546, 76.8187961 30.6573647, 76.818788 30.6573186, 76.8188229 30.6572747, 76.8189087 30.6572147, 76.81917 30.6569987)",,
492268701,False,,residential,False,24.04,,"LINESTRING (76.8196666 30.6595385, 76.8197181 30.6595441, 76.8197657 30.6595589, 76.8197905 30.6595766, 76.8198008 30.6596765)",,
492268701,False,,residential,True,99.70100000000001,,"LINESTRING (76.8196666 30.6595385, 76.819378 30.6595315, 76.8189227 30.659528, 76.8186244 30.6595288)",,
492271352,False,,residential,False,26.92,,"LINESTRING (76.8196666 30.6595385, 76.8197011 30.6594833, 76.8197043 30.6593039)",,
492268701,False,,residential,True,24.04,,"LINESTRING (76.8198008 30.6596765, 76.8197905 30.6595766, 76.8197657 30.6595589, 76.8197181 30.6595441, 76.8196666 30.6595385)",,
417536029,False,,residential,False,36.673,,"LINESTRING (76.8185519 30.6591605, 76.8185497 30.6588307)",,
417536029,False,,residential,True,16.98,,"LINESTRING (76.8185519 30.6591605, 76.8185526 30.6593132)",,
991179589,False,,residential,False,49.988,,"LINESTRING (76.8185519 30.6591605, 76.8180293 30.6591603)",,
492271351,False,,residential,False,110.496,,"LINESTRING (76.8185519 30.6591605, 76.8187955 30.659166, 76.8189482 30.6591625, 76.8194021 30.6591633, 76.8195791 30.6591625, 76.8197069 30.6591594)",,
492271352,False,,residential,False,39.711,,"LINESTRING (76.8197069 30.6591594, 76.8197124 30.6588023)",,
492271352,False,,residential,True,16.07,,"LINESTRING (76.8197069 30.6591594, 76.8197043 30.6593039)",,
492271351,False,,residential,True,110.496,,"LINESTRING (76.8197069 30.6591594, 76.8195791 30.6591625, 76.8194021 30.6591633, 76.8189482 30.6591625, 76.8187955 30.659166, 76.8185519 30.6591605)",,
