osmid,oneway,ref,highway,reversed,length,geometry,lanes,name,access,maxspeed,junction
376509017,True,SH48,primary,False,73.866,"LINESTRING (76.4032129 14.2242716, 76.4035605 14.2238348, 76.4036359 14.2237491)",,,,,
93769825,False,,residential,False,41.885,"LINESTRING (76.3966576 14.2244141, 76.3967086 14.2242651, 76.3967453 14.2240483)",,,,,
376509022,False,SH48,primary,False,41.249,"LINESTRING (76.3966576 14.2244141, 76.3963326 14.224305, 76.396295 14.2242959)",2,Holalkere Road,yes,,
376509022,False,SH48,primary,True,72.572,"LINESTRING (76.3966576 14.2244141, 76.3969421 14.2245263, 76.3972757 14.2246726)",2,Holalkere Road,yes,,
45062338,False,,unclassified,False,95.21199999999999,"LINESTRING (76.3987486 14.2229246, 76.399231 14.223007, 76.399374 14.223024, 76.39954 14.223051, 76.3996185 14.2230708)",,,,,
376512689,False,,tertiary,False,54.158,"LINESTRING (76.3987486 14.2229246, 76.3988375 14.2228442, 76.398952 14.2226549, 76.3990226 14.2225217)",,Chikkapete Main Road,,,
376512689,False,,tertiary,True,56.604,"LINESTRING (76.3987486 14.2229246, 76.3986496 14.2231084, 76.3984969 14.2233713)",,Chikkapete Main Road,,,
992158354,False,,residential,True,66.392,"LINESTRING (76.3987486 14.2229246, 76.3986632 14.2228646, 76.3981591 14.2229426)",,,,,
45062338,False,,unclassified,False,71.904,"LINESTRING (76.400074 14.223051, 76.40011 14.222941, 76.400134 14.222806, 76.400163 14.222683, 76.400151 14.222536, 76.4001155 14.2224204)",,,,,
45062338,False,,unclassified,True,31.292,"LINESTRING (76.400074 14.223051, 76.39999 14.223075, 76.399908 14.223071, 76.399788 14.223083)",,,,,
93777928,False,,tertiary,False,49.855999999999995,"LINESTRING (76.400074 14.223051, 76.4001015 14.2231175, 76.400106 14.2232238, 76.400103 14.2234305, 76.4001313 14.2234879)",,,,,
376509027,False,,unclassified,True,18.32,"LINESTRING (76.399788 14.223083, 76.3996185 14.2230708)",,,,,
45062338,False,,unclassified,True,18.442999999999998,"LINESTRING (76.399788 14.223083, 76.399667 14.223083, 76.3996185 14.2230708)",,,,,
45062338,False,,unclassified,False,31.292,"LINESTRING (76.399788 14.223083, 76.399908 14.223071, 76.39999 14.223075, 76.400074 14.223051)",,,,,
376509027,False,,unclassified,False,77.30799999999999,"LINESTRING (76.399788 14.223083, 76.3997521 14.2229379, 76.3997843 14.2227143, 76.3998734 14.2224059)",,,,,
376509032,False,,residential,False,32.409,"LINESTRING (76.4008693 14.224013, 76.4009041 14.2243025)",,,,,
