osmid,highway,oneway,reversed,length,geometry,lanes,maxspeed,tunnel,bridge,name,junction
386464801,unclassified,False,True,142.893,"LINESTRING (74.6229494 24.8831322, 74.6228817 24.8818486)",,,,,,
905752485,tertiary,False,True,54.232,"LINESTRING (74.6229494 24.8831322, 74.6229743 24.8836194)",,,,,,
905752485,tertiary,False,False,77.77600000000001,"LINESTRING (74.6229494 24.8831322, 74.6229762 24.8830349, 74.6230218 24.8829838, 74.6231264 24.8829351, 74.6235908 24.882867)",,,,,,
845381957,residential,False,False,38.801,"LINESTRING (74.6287134 24.8824497, 74.6287696 24.8827949)",,,,,,
80262836,tertiary,True,False,63.745999999999995,"LINESTRING (74.6287134 24.8824497, 74.6288843 24.8824245, 74.6293383 24.8823644)",,,,,,
"[806543769, 80262834]",secondary,True,False,92.39,"LINESTRING (74.6216753 24.8799033, 74.6218389 24.8801564, 74.6219261 24.8803145, 74.6219972 24.8804545, 74.6220615 24.8805396, 74.6220991 24.8805773, 74.6221452 24.8806091)",2,60,,,,
906144481,residential,False,True,228.527,"LINESTRING (74.6216753 24.8799033, 74.6209404 24.8801247, 74.6204844 24.8802367, 74.6201438 24.8802975, 74.6198139 24.8803291, 74.6194759 24.8803608)",,,,,,
"[699828104, 699828101]",unclassified,False,True,91.72699999999999,"LINESTRING (74.6221133 24.8833671, 74.6224216 24.8834249, 74.6228399 24.883553, 74.6229743 24.8836194)",,,yes,,,
699828102,unclassified,True,False,215.954,"LINESTRING (74.6221133 24.8833671, 74.6220124 24.8833396, 74.6219388 24.883295, 74.6218676 24.8832334, 74.6218265 24.8831575, 74.6217965 24.8829763, 74.621767 24.8823795, 74.6217826 24.8820689, 74.6218127 24.8819075, 74.6218885 24.8815774)",,,,,,
905752485,tertiary,False,False,54.232,"LINESTRING (74.6229743 24.8836194, 74.6229494 24.8831322)",,,,,,
"[699828104, 699828101]",unclassified,False,False,91.727,"LINESTRING (74.6229743 24.8836194, 74.6228399 24.883553, 74.6224216 24.8834249, 74.6221133 24.8833671)",,,yes,,,
699828104,unclassified,False,True,75.303,"LINESTRING (74.6229743 24.8836194, 74.6230607 24.8837485, 74.6231049 24.8838403, 74.6231593 24.8840282, 74.623205 24.8842562)",,,,,,
