osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry
182231799,2,SH11,primary,80,False,False,14.318,"LINESTRING (72.782394 24.481607, 72.7825069 24.4816846)"
182231799,2,SH11,primary,80,False,True,37.319,"LINESTRING (72.782394 24.481607, 72.7820408 24.4815105)"
1053884990,,,residential,,False,False,79.223,"LINESTRING (72.782394 24.481607, 72.7822995 24.4813384, 72.782219 24.4811724, 72.7824229 24.4810064)"
843508096,,,residential,,False,False,32.154,"LINESTRING (72.7822487 24.4803324, 72.7824388 24.4805641)"
649112704,2,SH11A,primary,80,False,False,20.375,"LINESTRING (72.7822487 24.4803324, 72.7821279 24.4804297, 72.7820977 24.4804536)"
649112704,2,SH11A,primary,80,False,True,31.555,"LINESTRING (72.7822487 24.4803324, 72.7823495 24.4802522, 72.7824207 24.4801801, 72.7824169 24.4801152)"
182231799,2,SH11,primary,80,False,False,11.811,"LINESTRING (72.781929 24.48148, 72.7820408 24.4815105)"
182231799,2,SH11,primary,80,False,True,40.717,"LINESTRING (72.781929 24.48148, 72.781822 24.481415, 72.781662 24.481276, 72.7816266 24.4812407)"
843508075,,,residential,,False,False,44.681,"LINESTRING (72.781929 24.48148, 72.7815919 24.4816839, 72.7815612 24.4817023)"
893872231,,,tertiary,,False,False,287.116,"LINESTRING (72.784866 24.48181, 72.7830734 24.4798086)"
182231799,2,SH11,primary,80,False,True,66.554,"LINESTRING (72.784866 24.48181, 72.7847483 24.4818292, 72.7843959 24.4820684, 72.784317 24.482122)"
843168368,,,tertiary,,False,False,51.092,"LINESTRING (72.784317 24.482122, 72.7839853 24.4817756)"
843168368,,,tertiary,,False,True,40.55,"LINESTRING (72.784317 24.482122, 72.7845818 24.4823957)"
182231799,2,SH11,primary,80,False,False,66.554,"LINESTRING (72.784317 24.482122, 72.7843959 24.4820684, 72.7847483 24.4818292, 72.784866 24.48181)"
182231799,2,SH11,primary,80,False,True,36.528,"LINESTRING (72.784317 24.482122, 72.7841462 24.4822396, 72.7840337 24.4823254)"
649112704,2,SH11A,primary,80,False,True,38.541,"LINESTRING (72.7814722 24.4809585, 72.7817577 24.4807291)"
843278324,,,residential,,False,False,28.171,"LINESTRING (72.7814722 24.4809585, 72.7812663 24.480788)"
"[649112704, 182231799]",2,"['SH11', 'SH11A']",primary,80,False,False,36.08,"LINESTRING (72.7814722 24.4809585, 72.781487 24.481064, 72.781532 24.481133, 72.7816266 24.4812407)"
843168374,,,tertiary,,False,False,31.496000000000002,"LINESTRING (72.7814722 24.4809585, 72.7813203 24.4810866, 72.7812527 24.4811587)"
843508055,,,residential,,False,True,46.12,"LINESTRING (72.78347 24.482721, 72.7837652 24.483037)"
182231799,2,SH11,primary,80,False,False,72.39300000000001,"LINESTRING (72.78347 24.482721, 72.7835751 24.4826771, 72.783669 24.482603, 72.7839771 24.4823685, 72.7840337 24.4823254)"
182231799,2,SH11,primary,80,False,True,45.14,"LINESTRING (72.78347 24.482721, 72.783409 24.482693, 72.7831712 24.4824259)"
843508059,,,residential,,False,False,53.911,"LINESTRING (72.78347 24.482721, 72.7834515 24.4828333, 72.7832617 24.4830127, 72.7831655 24.483098)"
182231799,2,SH11,primary,80,False,False,24.311,"LINESTRING (72.78302 24.482256, 72.7831712 24.4824259)"
182231799,2,SH11,primary,80,False,True,19.179,"LINESTRING (72.78302 24.482256, 72.7829288 24.4821048)"
843168365,,,residential,,False,False,27.789,"LINESTRING (72.78302 24.482256, 72.782811 24.4824181)"
649112704,2,SH11A,primary,80,False,False,31.555,"LINESTRING (72.7824169 24.4801152, 72.7824207 24.4801801, 72.7823495 24.4802522, 72.7822487 24.4803324)"
649112704,2,SH11A,primary,80,False,True,102.05699999999999,"LINESTRING (72.7824169 24.4801152, 72.782341 24.480036, 72.7817595 24.4794192)"
843168368,,,tertiary,,False,True,40.634,"LINESTRING (72.7824169 24.4801152, 72.7826191 24.48028, 72.7827014 24.4803717)"
843508114,,,tertiary,,False,False,116.317,"LINESTRING (72.7830734 24.4798086, 72.7823322 24.4790091)"
893872231,,,tertiary,,False,True,287.116,"LINESTRING (72.7830734 24.4798086, 72.784866 24.48181)"
893872232,,,unclassified,,False,False,212.892,"LINESTRING (72.7830734 24.4798086, 72.7836382 24.4793842, 72.7827557 24.478429)"
843168365,,,residential,,False,True,14.662,"LINESTRING (72.7827007 24.4825036, 72.782811 24.4824181)"
843508060,,,residential,,False,False,17.624,"LINESTRING (72.7827007 24.4825036, 72.7827445 24.482657)"
843168365,,,residential,,False,False,106.973,"LINESTRING (72.7827007 24.4825036, 72.7825737 24.4824186, 72.782342 24.482405, 72.7820469 24.4824424, 72.7817088 24.4825776)"
1053884994,,,residential,,False,False,53.973,"LINESTRING (72.7827007 24.4825036, 72.782675 24.482554, 72.7826106 24.4825931, 72.782557 24.4825979, 72.7823853 24.4826175, 72.7822244 24.4826614)"
843168365,,,residential,,False,False,22.916,"LINESTRING (72.7817088 24.4825776, 72.7816491 24.4827764)"
843508076,,,residential,,False,True,37.13,"LINESTRING (72.7817088 24.4825776, 72.7815692 24.4822688)"
843168365,,,residential,,False,True,106.973,"LINESTRING (72.7817088 24.4825776, 72.7820469 24.4824424, 72.782342 24.482405, 72.7825737 24.4824186, 72.7827007 24.4825036)"
843168370,,,residential,,False,False,76.309,"LINESTRING (72.7817088 24.4825776, 72.7811447 24.4827153, 72.780975 24.4827058)"
843168365,,,residential,,False,True,23.655,"LINESTRING (72.7814193 24.4834624, 72.7814789 24.4832567)"
843168366,,,residential,,False,False,59.072,"LINESTRING (72.7814193 24.4834624, 72.7816397 24.4838568, 72.7816831 24.4839363)"
"[843508077, 843168366]",,,residential,,False,"[False, True]",95.412,"LINESTRING (72.7814193 24.4834624, 72.7811951 24.4830612, 72.780975 24.4827058)"
843168366,,,residential,,False,True,37.201,"LINESTRING (72.7821142 24.4847544, 72.7819408 24.4844594)"
843168367,,,residential,,False,False,24.35,"LINESTRING (72.7821142 24.4847544, 72.7823229 24.4846454)"
843168369,,,residential,,False,False,5.629,"LINESTRING (72.7821142 24.4847544, 72.7821439 24.4847972)"
843168367,,,residential,,False,False,53.302,"LINESTRING (72.7833267 24.4841343, 72.7837263 24.483822)"
843508087,,,residential,,False,False,46.186,"LINESTRING (72.7833267 24.4841343, 72.7836077 24.4844616)"
843508087,,,residential,,False,True,22.792,"LINESTRING (72.7833267 24.4841343, 72.7831851 24.4839749)"
843168367,,,residential,,False,True,116.406,"LINESTRING (72.7833267 24.4841343, 72.7829024 24.484343, 72.7823229 24.4846454)"
843168367,,,residential,,False,False,20.306,"LINESTRING (72.7837263 24.483822, 72.7836422 24.4836562)"
843168367,,,residential,,False,True,53.302,"LINESTRING (72.7837263 24.483822, 72.7833267 24.4841343)"
843508057,,,residential,,False,False,7.227,"LINESTRING (72.7837263 24.483822, 72.7837825 24.4837819)"
843168367,,,residential,,False,False,55.105,"LINESTRING (72.7836422 24.4836562, 72.7840694 24.4833489)"
843168367,,,residential,,False,True,20.306,"LINESTRING (72.7836422 24.4836562, 72.7837263 24.483822)"
843508058,,,residential,,False,False,79.01299999999999,"LINESTRING (72.7836422 24.4836562, 72.7835032 24.4834389, 72.7832937 24.4832191, 72.7831655 24.483098)"
843168367,,,residential,,False,True,36.533,"LINESTRING (72.784868 24.4827065, 72.7845981 24.4829247)"
843168368,,,tertiary,,False,False,45.091,"LINESTRING (72.784868 24.4827065, 72.7845818 24.4823957)"
843168368,,,tertiary,,False,True,77.822,"LINESTRING (72.784868 24.4827065, 72.7853525 24.48325)"
