osmid,oneway,name,highway,reversed,length,geometry,ref,junction,access
102673888,True,AVK College Road,tertiary,False,161.457,"LINESTRING (76.099582 13.0068305, 76.0997789 13.0068137, 76.1010698 13.0067491)",,,
372559477,True,Mahaveera Circle,primary,False,6.924,"LINESTRING (76.0984713 13.0069691, 76.0984868 13.0069654, 76.0985002 13.0069569, 76.0985099 13.0069445, 76.0985148 13.0069297)",SH21,roundabout,
1076806160,False,Salagame Road,primary,True,13.328,"LINESTRING (76.0984713 13.0069691, 76.0984841 13.007051, 76.0984898 13.0070876)",SH21,,
289346921,False,,tertiary,False,14.359,"LINESTRING (76.0981725 13.0042775, 76.0980435 13.0043071)",,,
217409294,True,Kasturiba Road,tertiary,False,94.70700000000001,"LINESTRING (76.0981725 13.0042775, 76.0985538 13.0041848, 76.0989497 13.0040208, 76.0989982 13.0040056)",,,
217409295,True,Kasturiba Road,tertiary,False,39.773,"LINESTRING (76.0982423 13.0050799, 76.0982056 13.0047951, 76.0981966 13.004725)",,,
810390313,False,,residential,True,169.127,"LINESTRING (76.0982423 13.0050799, 76.0977633 13.0051532, 76.0977085 13.0051649, 76.0976678 13.00518, 76.0974836 13.0052569, 76.0974093 13.0052787, 76.0967217 13.0053986)",,,
323594714,True,Bengaluru - Mangaluru Road,primary,False,10.529,"LINESTRING (76.1017564 13.0030186, 76.1018513 13.0029982)",SH71,,
1052602817,True,Racecourse Road,tertiary,False,11.047,"LINESTRING (76.1017564 13.0030186, 76.1017276 13.0029233)",,,
102673887,True,Racecourse Road,tertiary,False,32.634,"LINESTRING (76.1023419 13.006474, 76.1022912 13.0061847)",,,
364655008,True,,tertiary,False,12.722,"LINESTRING (76.1018787 13.0033869, 76.1019041 13.0032752)",,,
1052602817,True,Racecourse Road,tertiary,False,12.072,"LINESTRING (76.1018787 13.0033869, 76.1018115 13.0033003)",,,
810397617,False,,residential,True,53.229,"LINESTRING (76.1022912 13.0061847, 76.1018065 13.0062629)",,,
102673887,True,Racecourse Road,tertiary,False,188.746,"LINESTRING (76.1022912 13.0061847, 76.1021864 13.0057199, 76.1021196 13.0052471, 76.1020547 13.0049234, 76.1020185 13.0047427, 76.1019958 13.0045134)",,,
136275252,False,Racecourse Road,tertiary,False,84.943,"LINESTRING (76.1024039 13.006865, 76.1025694 13.0076117)",,,
1202512442,True,Racecourse Road,tertiary,False,43.993,"LINESTRING (76.1024039 13.006865, 76.1023419 13.006474)",,,
301261141,False,Doddi Road,tertiary,False,35.811,"LINESTRING (76.1029273 13.0097197, 76.1032318 13.009845)",,,
398362506,False,Sri Sitaramanjaneya Temple Road,tertiary,True,164.048,"LINESTRING (76.1029273 13.0097197, 76.1014134 13.0096914)",,,
136275252,False,Racecourse Road,tertiary,True,51.536,"LINESTRING (76.1029273 13.0097197, 76.1028478 13.0093237, 76.1028357 13.0092649)",,,
202543676,False,Vallabhai Main Road,tertiary,True,53.519,"LINESTRING (76.0953292 13.0062632, 76.0948356 13.006282)",,,
390605087,False,Vallabhai Main Road,tertiary,False,62.89,"LINESTRING (76.0953292 13.0062632, 76.0959093 13.0062429)",,,
202543678,False,Hosaline Road,tertiary,False,40.219,"LINESTRING (76.0953292 13.0062632, 76.0952686 13.0060125, 76.0952438 13.0059112)",,,
390605091,False,Hosaline Road,tertiary,False,94.101,"LINESTRING (76.0953292 13.0062632, 76.0953866 13.0064516, 76.0954773 13.0070953)",,,
217409295,True,Kasturiba Road,tertiary,False,48.905,"LINESTRING (76.0984077 13.0061694, 76.0983476 13.0057335)",,,
390605087,False,Vallabhai Main Road,tertiary,True,170.452,"LINESTRING (76.0984077 13.0061694, 76.096835 13.0062106)",,,
206294085,False,,residential,False,72.984,"LINESTRING (76.0961685 13.0113863, 76.0968405 13.0113403)",,,
390605091,False,Hosaline Road,tertiary,False,4.33,"LINESTRING (76.0961685 13.0113863, 76.0961757 13.0114246)",,,
390605091,False,Hosaline Road,tertiary,True,122.104,"LINESTRING (76.0961685 13.0113863, 76.0959658 13.0103061)",,,
206294075,False,,unclassified,False,22.283,"LINESTRING (76.0959632 13.0102663, 76.0957577 13.0102745)",,,
390605091,False,Hosaline Road,tertiary,False,4.435,"LINESTRING (76.0959632 13.0102663, 76.0959658 13.0103061)",,,
390605091,False,Hosaline Road,tertiary,True,45.472,"LINESTRING (76.0959632 13.0102663, 76.0959029 13.0098616)",,,
206294075,False,,unclassified,True,30.958,"LINESTRING (76.0954722 13.010286, 76.0957577 13.0102745)",,,
289005150,False,Adlimane Road,unclassified,True,125.915,"LINESTRING (76.0954722 13.010286, 76.0953043 13.0114065)",,,
810396035,False,,residential,False,53.689,"LINESTRING (76.0954722 13.010286, 76.0949778 13.010319)",,,
206294090,False,,residential,True,61.583,"LINESTRING (76.0953043 13.0114065, 76.0947359 13.0114109)",,,
