osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction
61409241,MDR009,Hazaribagh Road,secondary,False,True,20.727,"LINESTRING (85.3254881 23.3701717, 85.3256848 23.370218)",,,
237170565,MDR009,Hazaribagh Road,secondary,True,False,35.103,"LINESTRING (85.3254881 23.3701717, 85.3253509 23.3701046, 85.3252722 23.3700569, 85.3251937 23.3700092)",,,
288638743,MDR011,Mahatma Gandhi Road,secondary,True,False,3.092,"LINESTRING (85.3248123 23.3686158, 85.3248168 23.3686433)",2,,
287429478,,lalji hirji,unclassified,False,False,89.39399999999999,"LINESTRING (85.3248123 23.3686158, 85.3247597 23.3686171, 85.3245851 23.3686212, 85.3243129 23.3686458, 85.3241023 23.3686729, 85.3239414 23.3686926)",,,
364135185,,Morahabadi Road,secondary,False,True,25.341,"LINESTRING (85.3251344 23.3701268, 85.3253657 23.3702096)",,,
61406269,MDR011,Firayalal Chowk Junction,secondary,True,False,14.949000000000002,"LINESTRING (85.3251344 23.3701268, 85.3251682 23.3700944, 85.3251887 23.3700538, 85.3251937 23.3700092)",2,40,roundabout
61406272,MDR009,Hazaribagh Road,secondary,True,False,36.533,"LINESTRING (85.3251344 23.3701268, 85.3252399 23.3701344, 85.3253388 23.3701415, 85.3254881 23.3701717)",,,
61406269,MDR011,Firayalal Chowk Junction,secondary,True,False,19.627000000000002,"LINESTRING (85.3249546 23.3701253, 85.3249968 23.3701463, 85.3250442 23.3701539, 85.3250917 23.3701471, 85.3251344 23.3701268)",2,40,roundabout
61406269,MDR011,Firayalal Chowk Junction,secondary,True,False,15.165000000000001,"LINESTRING (85.3251937 23.3700092, 85.3251824 23.3699649, 85.3251559 23.3699265, 85.3251171 23.3698983)",2,40,roundabout
287429484,,vishnu gali,residential,False,False,90.83099999999999,"LINESTRING (85.3247273 23.3674972, 85.3245301 23.36753, 85.3238442 23.367594)",,,
288638743,MDR011,Mahatma Gandhi Road,secondary,True,False,49.455,"LINESTRING (85.3247273 23.3674972, 85.3247273 23.3677335, 85.3247407 23.3679416)",2,,
61406269,MDR011,Firayalal Chowk Junction,secondary,True,False,14.621000000000002,"LINESTRING (85.3248974 23.3700097, 85.3249023 23.3700532, 85.3249221 23.3700932, 85.3249546 23.3701253)",2,40,roundabout
"[983895764, 61406277]",MDR011,"['Kutcheri Road', 'Sastri Market Main Road']",secondary,True,False,202.78400000000002,"LINESTRING (85.3248974 23.3700097, 85.324809 23.3700675, 85.3245827 23.3702154, 85.3235431 23.3707682, 85.3233929 23.3708525, 85.3233061 23.3709085, 85.3232732 23.3709322, 85.3232373 23.3709581, 85.3232247 23.3709679, 85.3232266 23.3709795)",,20,
