osmid,lanes,ref,highway,oneway,reversed,length,bridge,geometry,junction
"[893101912, 22866612, 202002647]",2,NH927A,trunk,False,False,182.034,yes,"LINESTRING (74.4434357 23.5498551, 74.443487 23.5499449, 74.4435308 23.5501178, 74.4436568 23.550352, 74.4438052 23.550672, 74.4438822 23.5508022, 74.4441187 23.551363)",
22866612,2,NH927A,trunk,False,True,340.411,,"LINESTRING (74.4434357 23.5498551, 74.4433723 23.5498236, 74.4433517 23.5498133, 74.4432981 23.5498089, 74.4432295 23.549822, 74.4431672 23.5498339, 74.4431214 23.5498427, 74.4430165 23.5498307, 74.4429243 23.5497838, 74.442874 23.5497324, 74.4428454 23.5496632, 74.4428418 23.5496083, 74.4428258 23.5493608, 74.442813 23.5491629, 74.4427629 23.5483879, 74.4427511 23.5482093, 74.4427173 23.5476957, 74.442726 23.5473875, 74.442729 23.5472445)",
1026971910,,,residential,False,False,351.3059999999999,,"LINESTRING (74.4434357 23.5498551, 74.443853 23.5496712, 74.4439389 23.5496171, 74.4440247 23.5495188, 74.4440944 23.5494008, 74.4441052 23.549327, 74.4440837 23.5492335, 74.4440068 23.5490139, 74.4439503 23.5488527, 74.4438493 23.5485446, 74.443819 23.5484523, 74.4437724 23.5482757, 74.4437739 23.5482113, 74.4437968 23.5481586, 74.4438535 23.5480947, 74.4440078 23.5479443, 74.4441651 23.54778, 74.4443818 23.5475161, 74.4445943 23.5473584)",
202002648,2,,secondary,False,False,38.11,,"LINESTRING (74.4450349 23.5535846, 74.4452145 23.5538852)",
202002648,2,,secondary,False,True,45.489999999999995,,"LINESTRING (74.4450349 23.5535846, 74.444852 23.5533368, 74.4448025 23.5532367)",
202002648,2,,secondary,False,True,38.11,,"LINESTRING (74.4452145 23.5538852, 74.4450349 23.5535846)",
1026679622,,,primary,True,False,11.367,,"LINESTRING (74.4452145 23.5538852, 74.4451923 23.5539007, 74.4451769 23.553922, 74.4451699 23.5539468, 74.4451722 23.5539722)",roundabout
893101908,,,tertiary,False,False,57.544,,"LINESTRING (74.442729 23.5472445, 74.4432896 23.5473053)",
22866612,2,NH927A,trunk,False,False,340.41099999999994,,"LINESTRING (74.442729 23.5472445, 74.442726 23.5473875, 74.4427173 23.5476957, 74.4427511 23.5482093, 74.4427629 23.5483879, 74.442813 23.5491629, 74.4428258 23.5493608, 74.4428418 23.5496083, 74.4428454 23.5496632, 74.442874 23.5497324, 74.4429243 23.5497838, 74.4430165 23.5498307, 74.4431214 23.5498427, 74.4431672 23.5498339, 74.4432295 23.549822, 74.4432981 23.5498089, 74.4433517 23.5498133, 74.4433723 23.5498236, 74.4434357 23.5498551)",
22866612,2,NH927A,trunk,False,True,49.64,,"LINESTRING (74.442729 23.5472445, 74.4427193 23.5471348, 74.4426756 23.5470312, 74.4425244 23.5468536)",
22866612,2,NH927A,trunk,False,True,36.261,,"LINESTRING (74.4425244 23.5468536, 74.4422704 23.5466253)",
22866612,2,NH927A,trunk,False,False,49.64,,"LINESTRING (74.4425244 23.5468536, 74.4426756 23.5470312, 74.4427193 23.5471348, 74.442729 23.5472445)",
1026971912,,,residential,False,True,84.322,,"LINESTRING (74.4425244 23.5468536, 74.4428484 23.5467764, 74.4431499 23.5467007, 74.443329 23.5466859)",
169747726,,SH32,primary,False,False,5.915,,"LINESTRING (74.4437836 23.5544631, 74.4437297 23.5544828)",
169747726,,SH32,primary,False,True,51.047,,"LINESTRING (74.4437836 23.5544631, 74.4442488 23.5542931)",
169747726,,SH32,primary,False,False,51.047,,"LINESTRING (74.4442488 23.5542931, 74.4437836 23.5544631)",
169747726,,SH32,primary,False,True,53.644,,"LINESTRING (74.4442488 23.5542931, 74.4447431 23.5541275)",
862212369,,,residential,False,False,80.56700000000001,,"LINESTRING (74.4442488 23.5542931, 74.4442049 23.5542435, 74.4441247 23.554061, 74.4439985 23.5538136, 74.4439121 23.55364)",
169747726,,SH32,primary,False,False,53.644,,"LINESTRING (74.4447431 23.5541275, 74.4442488 23.5542931)",
169747726,,SH32,primary,False,True,47.064,,"LINESTRING (74.4447431 23.5541275, 74.4450633 23.5540198, 74.4451722 23.5539722)",
862212370,,,residential,False,False,83.251,,"LINESTRING (74.4447431 23.5541275, 74.4446726 23.5539787, 74.4445811 23.5538042, 74.4444658 23.5535995, 74.4443787 23.553458)",
893101913,,,primary,False,False,26.731,,"LINESTRING (74.4458369 23.5537488, 74.4455918 23.5538343)",
893101913,,,primary,False,True,121.746,,"LINESTRING (74.4458369 23.5537488, 74.4465384 23.553536, 74.4469593 23.5533764)",
893101906,,,unclassified,False,False,59.677,,"LINESTRING (74.4504887 23.5474105, 74.4510681 23.5473336)",
893101906,,,unclassified,False,True,42.452,,"LINESTRING (74.4504887 23.5474105, 74.4504521 23.5472318, 74.4504435 23.547032)",
1026968115,,,residential,False,True,190.323,,"LINESTRING (74.4504887 23.5474105, 74.4504716 23.5474375, 74.4500156 23.5475664, 74.4497758 23.5475905, 74.4495425 23.5475772, 74.4491519 23.5475605, 74.448904 23.5475728, 74.4486627 23.5475831)",
862212364,,,residential,False,True,66.569,,"LINESTRING (74.4416106 23.5538378, 74.441856 23.5543926)",
893101907,,,unclassified,False,True,75.498,,"LINESTRING (74.4475557 23.5531503, 74.4473464 23.552499)",
893101913,,,primary,False,False,48.668,,"LINESTRING (74.4475557 23.5531503, 74.4471145 23.5533176)",
893101913,,,primary,False,True,87.14500000000001,,"LINESTRING (74.4475557 23.5531503, 74.4479295 23.5530086, 74.4483215 23.5528052)",
893101907,,,unclassified,False,False,67.768,,"LINESTRING (74.4471585 23.5519144, 74.4473464 23.552499)",
893101911,,NH927A,trunk,False,False,40.844,,"LINESTRING (74.4471585 23.5519144, 74.4467607 23.5518703)",
1026920253,,,tertiary,False,True,80.346,,"LINESTRING (74.4471585 23.5519144, 74.4469656 23.5512138)",
893101911,,NH927A,trunk,False,True,36.472,,"LINESTRING (74.4471585 23.5519144, 74.4474417 23.5519397, 74.4475008 23.5519794)",
893101892,,,tertiary,False,True,59.808,,"LINESTRING (74.4465523 23.5492714, 74.4467482 23.5487644)",
893101892,,,tertiary,False,False,99.941,,"LINESTRING (74.4465523 23.5492714, 74.446534 23.5493304, 74.4465209 23.5493918, 74.446523 23.5494684, 74.4465405 23.5495497, 74.4466622 23.5501549)",
993199636,,,residential,False,False,55.221000000000004,,"LINESTRING (74.4465523 23.5492714, 74.4464387 23.5493361, 74.4461186 23.549568)",
1026960243,,,residential,False,True,3.48,,"LINESTRING (74.4469707 23.5477587, 74.4469707 23.5477274)",
"[893101908, 893101893, 893101892]",,,tertiary,False,False,68.81,yes,"LINESTRING (74.4469707 23.5477587, 74.4469535 23.5479195, 74.4468576 23.5483111, 74.446858 23.548367)",
