osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,access
855915551,False,2,Town Hall Road,primary,50,True,28.986,"LINESTRING (76.6558074 10.7671495, 76.6557111 10.7669066)",,
188434224,False,,,living_street,,False,157.11800000000002,"LINESTRING (76.6558074 10.7671495, 76.6554786 10.7673099, 76.6552184 10.7674654, 76.6549413 10.7675989, 76.6547069 10.7676951, 76.6545147 10.7677622)",,
31058731,False,,TB Road,secondary,,True,33.013,"LINESTRING (76.6515753 10.771094, 76.6518325 10.7712499)",,
31058731,False,,TB Road,secondary,,False,83.81700000000001,"LINESTRING (76.6515753 10.771094, 76.6514515 10.7709291, 76.6513423 10.7706728, 76.6512444 10.7704194)",,
1057503256,False,,,residential,,True,151.67000000000002,"LINESTRING (76.6515753 10.771094, 76.6514187 10.7713594, 76.6509305 10.7714912, 76.6503671 10.7715755)",,
188307632,False,2,TB Road,secondary,,False,32.47,"LINESTRING (76.6509558 10.7689073, 76.6509765 10.768616)",,
31058731,False,,TB Road,secondary,,True,176.797,"LINESTRING (76.6509558 10.7689073, 76.6509206 10.7692714, 76.6509023 10.7694603, 76.6509173 10.7697064, 76.6509905 10.7699416, 76.6511029 10.7702145, 76.6512444 10.7704194)",,
31738480,False,,Robinson Road,tertiary,,True,240.84700000000004,"LINESTRING (76.6509558 10.7689073, 76.6516969 10.7690065, 76.6521593 10.7690737, 76.6525276 10.7691331, 76.6526764 10.7691694, 76.6528292 10.7692147, 76.6529929 10.7692487, 76.6531288 10.7692445)",,
185566979,False,,Manjakulam Road,residential,,True,57.309,"LINESTRING (76.6509558 10.7689073, 76.650698 10.7688786, 76.6504355 10.7688416)",,
31737622,False,,,tertiary,,False,220.979,"LINESTRING (76.6537057 10.7666716, 76.6536077 10.7662297, 76.6535008 10.7657317, 76.653413 10.7656372, 76.6532654 10.7655924, 76.6531165 10.7655302, 76.6529052 10.7654529, 76.6527613 10.7653936, 76.6525573 10.7653226)",,
"[1236847539, 682195255, 188303183]",False,2,English Church Road,secondary,,False,124.124,"LINESTRING (76.6537057 10.7666716, 76.6537706 10.7666532, 76.6540871 10.7665481, 76.6547868 10.7663282)",yes,
188303183,False,2,English Church Road,secondary,,True,175.964,"LINESTRING (76.6537057 10.7666716, 76.6530127 10.7670009, 76.6525577 10.7672909, 76.6522987 10.767437)",,
180976080,True,,Shoranur Road,secondary,,False,20.129,"LINESTRING (76.6502739 10.768096, 76.6504565 10.7681203)",,
824474934,True,,DPO Road,tertiary,,False,5.456,"LINESTRING (76.6502739 10.768096, 76.6502791 10.7680472)",,
31737622,False,,,tertiary,,False,57.275000000000006,"LINESTRING (76.6525573 10.7653226, 76.6524479 10.7652779, 76.6522557 10.7652376, 76.6520474 10.7652577)",,
31737622,False,,,tertiary,,True,220.979,"LINESTRING (76.6525573 10.7653226, 76.6527613 10.7653936, 76.6529052 10.7654529, 76.6531165 10.7655302, 76.6532654 10.7655924, 76.653413 10.7656372, 76.6535008 10.7657317, 76.6536077 10.7662297, 76.6537057 10.7666716)",,
372002046,False,,,unclassified,,False,55.219,"LINESTRING (76.6525573 10.7653226, 76.6525443 10.7653741, 76.6525 10.7658155)",,
"[1255544305, 824098228, 824098229, 203321871]",False,,,residential,,True,196.642,"LINESTRING (76.6525573 10.7653226, 76.6525709 10.7652924, 76.652593 10.7652318, 76.6526244 10.7650134, 76.6526801 10.7646564, 76.6525635 10.7646139, 76.6525383 10.7645651, 76.6524803 10.7645059, 76.652379 10.7644288, 76.652263 10.7643425, 76.6521075 10.7642556, 76.6520941 10.7643425, 76.6520807 10.7645876, 76.6520818 10.7646399)",yes,
31737622,False,,,tertiary,,True,73.018,"LINESTRING (76.6511964 10.7656291, 76.651468 10.765491, 76.651668 10.7653849, 76.6517941 10.7653367)",,
31737623,False,,DPO Road,tertiary,,False,138.485,"LINESTRING (76.6511964 10.7656291, 76.6511849 10.7655467, 76.6511607 10.7653992, 76.6511222 10.7652301, 76.6510801 10.7650632, 76.6510174 10.7649277, 76.6509774 10.7648186, 76.6509346 10.7646808, 76.650893 10.7644253)",,
31737623,False,,DPO Road,tertiary,,True,112.46300000000001,"LINESTRING (76.6511964 10.7656291, 76.6511952 10.7657927, 76.6511645 10.7659098, 76.6511236 10.7660025, 76.6509724 10.7661413, 76.6508274 10.7662815, 76.6506962 10.7664631)",,
855915552,False,2,West Fort Road,primary,50,True,29.922,"LINESTRING (76.6550325 10.7645055, 76.6551169 10.7647615)",,
31737623,False,,DPO Road,tertiary,,True,64.523,"LINESTRING (76.6508672 10.7638489, 76.6508461 10.7640391, 76.6508696 10.7642402, 76.650893 10.7644253)",,
181732076,False,,,residential,,True,68.15899999999999,"LINESTRING (76.6508672 10.7638489, 76.6508194 10.7639371, 76.6507416 10.7640609, 76.65068 10.7641848, 76.6506263 10.7643297, 76.6505941 10.7643982)",,
188578769,False,,,residential,,False,69.187,"LINESTRING (76.6554582 10.7696721, 76.6553864 10.7702903)",,
31738480,False,,Robinson Road,tertiary,,False,195.2,"LINESTRING (76.6554582 10.7696721, 76.6551855 10.7696244, 76.6548527 10.7695455, 76.6545504 10.7694358, 76.6541624 10.7692741, 76.6537586 10.7691475)",,
31738480,False,,Robinson Road,tertiary,,True,69.737,"LINESTRING (76.6554582 10.7696721, 76.6557256 10.7696962, 76.6558916 10.7696559, 76.6560808 10.7695957)",,
31738480,False,,Robinson Road,tertiary,,False,69.838,"LINESTRING (76.6537586 10.7691475, 76.6536049 10.7691525, 76.6533507 10.7691928, 76.6531288 10.7692445)",,
31738480,False,,Robinson Road,tertiary,,True,195.20000000000002,"LINESTRING (76.6537586 10.7691475, 76.6541624 10.7692741, 76.6545504 10.7694358, 76.6548527 10.7695455, 76.6551855 10.7696244, 76.6554582 10.7696721)",,
368493550,False,,,residential,,False,95.292,"LINESTRING (76.6537586 10.7691475, 76.6536961 10.7688077, 76.6535888 10.768307)",,
