osmid,highway,oneway,reversed,length,geometry,name,lanes,ref,maxspeed,access,bridge
799360639,residential,False,False,103.75399999999999,"LINESTRING (76.3296504 9.5016242, 76.3297141 9.5016348, 76.3305726 9.5018319)",,,,,,
"[1044762808, 801502988]",residential,False,True,105.314,"LINESTRING (76.3296504 9.5016242, 76.3296275 9.5010519, 76.3295917 9.5006792)",,,,,,
140365037,tertiary,False,False,124.396,"LINESTRING (76.3310458 9.500097, 76.3309304 9.5007729, 76.3309054 9.5012055)",A.S.Canal East Bank Road,,MDR,,,
619770897,secondary,False,False,191.02299999999997,"LINESTRING (76.3310458 9.500097, 76.3318341 9.5000761, 76.3323746 9.5000618, 76.3327858 9.5000943)",,,,,,
"[619770896, 619770897, 649481292]",secondary,False,True,43.197,"LINESTRING (76.3310458 9.500097, 76.3309184 9.5000917, 76.3307273 9.5000997, 76.3306522 9.5001)",Mattancherry Bridge,2,,,,yes
140365038,tertiary,False,False,53.221,"LINESTRING (76.3306522 9.5001, 76.3306789 9.5005779)",AS Canal West Bank Road,,MDR,,,
"[619770896, 619770897, 649481292]",secondary,False,False,43.197,"LINESTRING (76.3306522 9.5001, 76.3307273 9.5000997, 76.3309184 9.5000917, 76.3310458 9.500097)",Mattancherry Bridge,2,,,,yes
649481292,secondary,False,True,136.266,"LINESTRING (76.3306522 9.5001, 76.3297764 9.5001038, 76.3294098 9.5001121)",,2,,,,
802802793,residential,False,True,78.932,"LINESTRING (76.3328923 9.5017519, 76.3321777 9.5018365)",,,,,,
1238902624,tertiary,False,False,50.528,"LINESTRING (76.3328923 9.5017519, 76.332814 9.5013041)",Vazhicherry Kommady Road,,,,,
1238902624,tertiary,False,True,71.29,"LINESTRING (76.3328923 9.5017519, 76.3330004 9.5023841)",Vazhicherry Kommady Road,,,,,
802802793,residential,False,False,78.932,"LINESTRING (76.3321777 9.5018365, 76.3328923 9.5017519)",,,,,,
140365037,tertiary,False,True,124.396,"LINESTRING (76.3309054 9.5012055, 76.3309304 9.5007729, 76.3310458 9.500097)",A.S.Canal East Bank Road,,MDR,,,
802836448,residential,False,True,60.792,"LINESTRING (76.3302717 9.4939836, 76.3308258 9.4939985)",,,,,,
391911921,residential,False,True,81.561,"LINESTRING (76.3302717 9.4939836, 76.330267 9.4941993, 76.3302483 9.4943461, 76.330204 9.4947133)",Mohamedans School Road,,,,,
802836448,residential,False,False,11.991,"LINESTRING (76.3309351 9.4940014, 76.3308258 9.4939985)",,,,,,
749141944,secondary,False,False,120.58599999999998,"LINESTRING (76.3303149 9.4951458, 76.3300499 9.4951374, 76.3296935 9.495123, 76.3292165 9.4950979)",CCSB Road,,,,,
749141944,secondary,False,True,375.21,"LINESTRING (76.3303149 9.4951458, 76.330641 9.49515, 76.3312347 9.4951577, 76.3313063 9.495157, 76.3320986 9.495149, 76.3325868 9.4951607, 76.3327144 9.4951638, 76.3337355 9.4951883)",CCSB Road,,,,,
803217251,residential,False,True,139.707,"LINESTRING (76.3303149 9.4951458, 76.3302518 9.4958539, 76.3302398 9.4959015, 76.3302264 9.495928, 76.3301808 9.4959967, 76.3301714 9.4960324, 76.3301754 9.4963803)",,,,,,
802493205,residential,False,True,266.209,"LINESTRING (76.3301754 9.4963803, 76.3298191 9.4963665, 76.3297893 9.4966833, 76.329174 9.4966192, 76.3291624 9.4967155, 76.3291608 9.4977325)",,,,,,
803217251,residential,False,False,139.707,"LINESTRING (76.3301754 9.4963803, 76.3301714 9.4960324, 76.3301808 9.4959967, 76.3302264 9.495928, 76.3302398 9.4959015, 76.3302518 9.4958539, 76.3303149 9.4951458)",,,,,,
803217251,residential,False,True,62.065000000000005,"LINESTRING (76.3301754 9.4963803, 76.3301828 9.4963975, 76.3301948 9.4964061, 76.330217 9.4964107, 76.3302894 9.4964121, 76.3303062 9.4964134, 76.3303169 9.4964233, 76.3303223 9.4964451, 76.3303363 9.4967269, 76.3303364 9.4967715, 76.330332 9.4968221)",,,,,,
803217251,residential,False,False,62.065000000000005,"LINESTRING (76.330332 9.4968221, 76.3303364 9.4967715, 76.3303363 9.4967269, 76.3303223 9.4964451, 76.3303169 9.4964233, 76.3303062 9.4964134, 76.3302894 9.4964121, 76.330217 9.4964107, 76.3301948 9.4964061, 76.3301828 9.4963975, 76.3301754 9.4963803)",,,,,,
803217251,residential,False,True,145.44899999999998,"LINESTRING (76.330332 9.4968221, 76.3303655 9.4968198, 76.3304825 9.4968195, 76.3305174 9.4968499, 76.3305308 9.4968816, 76.3305154 9.4973049, 76.3305207 9.4973234, 76.3305368 9.4973373, 76.3305663 9.4973406, 76.3306709 9.497338, 76.3306971 9.4973446, 76.3307125 9.4973605, 76.3307212 9.4973856, 76.3307816 9.4977889)",,,,,,
1049605914,residential,False,True,105.726,"LINESTRING (76.330332 9.4968221, 76.3303263 9.4968552, 76.3303021 9.4969673, 76.3302237 9.4977662)",,,,,,
749141765,secondary,False,False,61.237,"LINESTRING (76.3307816 9.4977889, 76.3302237 9.4977662)",Cullan Road,2,,,,
749141765,secondary,False,True,113.062,"LINESTRING (76.3307816 9.4977889, 76.3310218 9.4977978, 76.3317551 9.4978265, 76.3318116 9.4978308)",Cullan Road,2,,,,
803217251,residential,False,False,145.449,"LINESTRING (76.3307816 9.4977889, 76.3307212 9.4973856, 76.3307125 9.4973605, 76.3306971 9.4973446, 76.3306709 9.497338, 76.3305663 9.4973406, 76.3305368 9.4973373, 76.3305207 9.4973234, 76.3305154 9.4973049, 76.3305308 9.4968816, 76.3305174 9.4968499, 76.3304825 9.4968195, 76.3303655 9.4968198, 76.330332 9.4968221)",,,,,,
188012497,unclassified,False,False,24.389,"LINESTRING (76.3349645 9.4957363, 76.3349605 9.4959556)",Market Road,,,,,
188012497,unclassified,False,True,64.371,"LINESTRING (76.3349645 9.4957363, 76.3349715 9.4953567, 76.3349737 9.495234, 76.3349745 9.4951929, 76.3349752 9.4951575)",Market Road,,,,,
"[801440835, 1044749878, 1187274871]",residential,False,False,138.71800000000002,"LINESTRING (76.3349645 9.4957363, 76.3352153 9.4957548, 76.3352634 9.4957588, 76.3354856 9.4957862, 76.3356518 9.4958097, 76.3362249 9.4958225)",,,,,,
802493213,residential,False,True,76.837,"LINESTRING (76.3327187 9.4937728, 76.3320193 9.4937323)",,,,,,
802493213,residential,False,False,110.137,"LINESTRING (76.3327187 9.4937728, 76.3330024 9.4937892, 76.3337215 9.4938258)",,,,,,
1049605913,residential,False,False,71.09700000000001,"LINESTRING (76.3327187 9.4937728, 76.3327167 9.4941335, 76.3327198 9.4942076, 76.332578 9.494222, 76.3325201 9.4942507)",,,,,,
749141765,secondary,False,True,61.237,"LINESTRING (76.3302237 9.4977662, 76.3307816 9.4977889)",Cullan Road,2,,,,
749141765,secondary,False,False,116.635,"LINESTRING (76.3302237 9.4977662, 76.3297002 9.4977449, 76.3291608 9.4977325)",Cullan Road,2,,,,
1049605914,residential,False,False,105.726,"LINESTRING (76.3302237 9.4977662, 76.3303021 9.4969673, 76.3303263 9.4968552, 76.330332 9.4968221)",,,,,,
1211220621,residential,False,False,47.905,"LINESTRING (76.3310315 9.4947537, 76.3310416 9.494323)",,,,,,
97246716,secondary,False,False,170.50199999999998,"LINESTRING (76.3310315 9.4947537, 76.3311801 9.4947556, 76.3314129 9.4947522, 76.3316104 9.4947494, 76.332128 9.4947071, 76.332582 9.4946617)",CCSB Road,2,,,,
97246716,secondary,False,True,90.908,"LINESTRING (76.3310315 9.4947537, 76.3306922 9.4947495, 76.330204 9.4947133)",CCSB Road,2,,,,
1211220621,residential,False,True,47.905,"LINESTRING (76.3310416 9.494323, 76.3310315 9.4947537)",,,,,,
255974653,secondary,False,True,31.624,"LINESTRING (76.3337493 9.4962567, 76.3337479 9.4959723)",Vellakinar Road,,,,,
1211492473,residential,False,False,55.179,"LINESTRING (76.3337493 9.4962567, 76.3332462 9.4962622)",,,,,,
255974653,secondary,False,False,53.025,"LINESTRING (76.3337493 9.4962567, 76.3337536 9.4964135, 76.3337521 9.4967335)",Vellakinar Road,,,,,
1211492473,residential,False,True,55.179,"LINESTRING (76.3332462 9.4962622, 76.3337493 9.4962567)",,,,,,
188012496,unclassified,False,False,51.044000000000004,"LINESTRING (76.3346394 9.4959589, 76.334217 9.4959634, 76.334174 9.4959639)",,,,,,
188012496,unclassified,False,True,35.218,"LINESTRING (76.3346394 9.4959589, 76.3349286 9.4959559, 76.3349605 9.4959556)",,,,,,
1211493734,residential,False,False,87.61800000000001,"LINESTRING (76.3346394 9.4959589, 76.3346574 9.496333, 76.3349402 9.49633, 76.3349403 9.4964645)",,,,,,
1211493734,residential,False,True,87.618,"LINESTRING (76.3349403 9.4964645, 76.3349402 9.49633, 76.3346574 9.496333, 76.3346394 9.4959589)",,,,,,
1211509754,residential,False,False,61.349,"LINESTRING (76.338014 9.4980643, 76.3379302 9.4986098)",,,,,,
"[137885346, 749141765, 749141766]",secondary,False,False,67.132,"LINESTRING (76.338014 9.4980643, 76.3377634 9.4980642, 76.3376737 9.4980653, 76.3374019 9.4980688)",Cullan Road,2,,,,yes
1211509754,residential,False,True,61.349,"LINESTRING (76.3379302 9.4986098, 76.338014 9.4980643)",,,,,,
749141765,secondary,False,True,7.118,"LINESTRING (76.337337 9.4980689, 76.3374019 9.4980688)",Cullan Road,2,,,,
1211512514,residential,False,False,75.7,"LINESTRING (76.337337 9.4980689, 76.3372553 9.4987449)",,,,,,
749141765,secondary,False,False,113.968,"LINESTRING (76.337337 9.4980689, 76.3371586 9.4980691, 76.3368006 9.4980628, 76.3367294 9.4980615, 76.3362979 9.4980576)",Cullan Road,2,,,,
1211512514,residential,False,True,75.7,"LINESTRING (76.3372553 9.4987449, 76.337337 9.4980689)",,,,,,
634043128,residential,False,False,87.088,"LINESTRING (76.3350499 9.499292, 76.3350477 9.5000752)",YWCA Road,,,,,
634043128,residential,False,True,146.811,"LINESTRING (76.3350499 9.499292, 76.3350536 9.4979717)",YWCA Road,,,,,
1211515546,residential,False,False,143.83,"LINESTRING (76.3350499 9.499292, 76.3363613 9.4993056)",,,,,,
1211515546,residential,False,True,143.83,"LINESTRING (76.3363613 9.4993056, 76.3350499 9.499292)",,,,,,
140365038,tertiary,False,False,69.29,"LINESTRING (76.3306789 9.5005779, 76.3306291 9.5011991)",AS Canal West Bank Road,,MDR,,,
140365038,tertiary,False,True,53.221,"LINESTRING (76.3306789 9.5005779, 76.3306522 9.5001)",AS Canal West Bank Road,,MDR,,,
1211553107,residential,False,False,52.246,"LINESTRING (76.3306789 9.5005779, 76.3302026 9.5005687)",,,,,,
1211553107,residential,False,True,52.246,"LINESTRING (76.3302026 9.5005687, 76.3306789 9.5005779)",,,,,,
802836448,residential,False,False,60.792,"LINESTRING (76.3308258 9.4939985, 76.3302717 9.4939836)",,,,,,
802836448,residential,False,True,11.991,"LINESTRING (76.3308258 9.4939985, 76.3309351 9.4940014)",,,,,,
