osmid,ref,highway,oneway,reversed,length,geometry,bridge,tunnel
176039227,SH70,primary,False,False,23.215,"LINESTRING (76.3525744 21.822118, 76.3524646 21.8223002)",,
159925285,,unclassified,False,True,127.91600000000001,"LINESTRING (76.3525744 21.822118, 76.352729 21.8217454, 76.3528083 21.8215511, 76.3528582 21.8213487, 76.3528908 21.8210144)",,
"[176039227, 657068070, 176039231]",SH70,primary,False,True,522.821,"LINESTRING (76.3525744 21.822118, 76.3527596 21.8218757, 76.352832 21.8217313, 76.3529308 21.8214917, 76.3529541 21.8213205, 76.3529693 21.8210603, 76.3530102 21.82094, 76.3530814 21.8208371, 76.3531433 21.8207807, 76.353211 21.8207493, 76.35327 21.8207382, 76.353344 21.8207345, 76.3561178 21.8210643, 76.3562727 21.8211117, 76.3563528 21.8211482, 76.356451 21.8212061, 76.356536 21.8212563)",yes,
657068070,SH70,primary,False,True,26.361,"LINESTRING (76.356536 21.8212563, 76.3566503 21.8214683)",,
477473752,,residential,False,True,75.475,"LINESTRING (76.356536 21.8212563, 76.3563649 21.8213595, 76.3561716 21.8214358, 76.355971 21.8214066, 76.3558574 21.8214156)",,
"[176039227, 657068070, 176039231]",SH70,primary,False,False,522.8209999999999,"LINESTRING (76.356536 21.8212563, 76.356451 21.8212061, 76.3563528 21.8211482, 76.3562727 21.8211117, 76.3561178 21.8210643, 76.353344 21.8207345, 76.35327 21.8207382, 76.353211 21.8207493, 76.3531433 21.8207807, 76.3530814 21.8208371, 76.3530102 21.82094, 76.3529693 21.8210603, 76.3529541 21.8213205, 76.3529308 21.8214917, 76.352832 21.8217313, 76.3527596 21.8218757, 76.3525744 21.822118)",yes,
176039227,SH70,primary,False,False,65.418,"LINESTRING (76.3524646 21.8223002, 76.3523597 21.8228804)",,
176039227,SH70,primary,False,True,23.215,"LINESTRING (76.3524646 21.8223002, 76.3525744 21.822118)",,
159922980,,unclassified,False,False,173.516,"LINESTRING (76.3524646 21.8223002, 76.3522609 21.8221258, 76.3521151 21.8220457, 76.3519194 21.8219727, 76.3516892 21.8219388, 76.35139 21.8218943, 76.351154 21.8218391, 76.350931 21.8217471)",,
176039227,SH70,primary,False,True,65.418,"LINESTRING (76.3523597 21.8228804, 76.3524646 21.8223002)",,
657068068,,primary,False,False,167.551,"LINESTRING (76.3523597 21.8228804, 76.3507367 21.8228998)",,
895557875,SH70,primary,False,False,71.695,"LINESTRING (76.3523597 21.8228804, 76.3522745 21.8235203)",,
144901530,SH71,primary,False,False,96.525,"LINESTRING (76.3597319 21.8248332, 76.3590895 21.8242024)",,
518730484,,residential,False,False,88.797,"LINESTRING (76.3597319 21.8248332, 76.3598586 21.8246107, 76.3599818 21.8244555, 76.3600746 21.8243035, 76.3601033 21.8242142, 76.3601033 21.824128)",,
146366214,SH70,primary,False,False,34.416,"LINESTRING (76.3578131 21.8211937, 76.35772 21.8208965)",,
146366214,SH70,primary,False,True,43.408,"LINESTRING (76.3578131 21.8211937, 76.3577374 21.8215777)",,
242541645,,residential,False,False,41.151,"LINESTRING (76.3578131 21.8211937, 76.3581981 21.8210977)",,
146366214,SH70,primary,False,False,43.408,"LINESTRING (76.3577374 21.8215777, 76.3578131 21.8211937)",,
146366214,SH70,primary,False,True,76.097,"LINESTRING (76.3577374 21.8215777, 76.3571746 21.8220197)",,
242538146,,unclassified,False,False,58.109,"LINESTRING (76.3577374 21.8215777, 76.3579485 21.8215975, 76.3582989 21.821612)",,
