osmid,highway,width,oneway,reversed,length,lanes,name,geometry,junction
99202343,tertiary,10,False,False,20.426,,,"LINESTRING (72.8611636 19.2926572, 72.8613034 19.292785)",
439776921,primary,10,True,False,107.044,2,Mira Bhayandar Road,"LINESTRING (72.8611636 19.2926572, 72.8604573 19.2933517)",
1239338286,secondary,10,False,False,17.119,,Fatak Road,"LINESTRING (72.8547004 19.2990602, 72.8548039 19.2991792)",
83335494,residential,10,True,False,45.785,,,"LINESTRING (72.8547004 19.2990602, 72.8546119 19.2990914, 72.8542702 19.299099)",
44431692,secondary,10,False,False,31.039,,Fatak Road,"LINESTRING (72.8548039 19.2991792, 72.854965 19.2994133)",
1239338286,secondary,10,False,True,17.119,,Fatak Road,"LINESTRING (72.8548039 19.2991792, 72.8547004 19.2990602)",
987784348,secondary,10,True,False,218.338,,Kashmira Road,"LINESTRING (72.8548039 19.2991792, 72.8557205 19.2983428, 72.8562685 19.2977856)",
439776926,residential,7,False,True,55.299,,,"LINESTRING (72.8563561 19.2934289, 72.8558338 19.2933633)",
152327605,secondary,7,False,False,91.083,,,"LINESTRING (72.8563561 19.2934289, 72.8565278 19.2937732, 72.8567979 19.2941301)",
99202343,tertiary,10,False,True,20.426,,,"LINESTRING (72.8613034 19.292785, 72.8611636 19.2926572)",
214783580,tertiary,10,False,False,140.75900000000001,,Deepak Hospital Road,"LINESTRING (72.8613034 19.292785, 72.8617761 19.2932284, 72.8622133 19.2937135)",
152326530,secondary,10,True,False,12.495,,New Golden Nest Road,"LINESTRING (72.8617525 19.2992234, 72.8618264 19.2993115)",
1062864250,tertiary,10,False,False,12.369,,,"LINESTRING (72.8617525 19.2992234, 72.86185 19.2991609)",
215058788,tertiary,5.2,True,False,214.592,,Puja Nagar Road,"LINESTRING (72.8548792 19.2932434, 72.8547094 19.2951666)",
439776926,residential,7,False,False,11.435,,,"LINESTRING (72.8548792 19.2932434, 72.8549872 19.293257)",
152328460,tertiary,5,False,False,10.169,,,"LINESTRING (72.8547094 19.2951666, 72.8548057 19.2951767)",
215058788,tertiary,5.2,True,False,32.255,,Puja Nagar Road,"LINESTRING (72.8547094 19.2951666, 72.85469 19.2954561)",
1201622101,tertiary,,False,False,23.655,,,"LINESTRING (72.857495 19.2954318, 72.8576921 19.295535)",
152328460,tertiary,5,False,True,283.668,,,"LINESTRING (72.857495 19.2954318, 72.8557456 19.2952739, 72.8556524 19.2952655, 72.8548057 19.2951767)",
1123802839,tertiary,7,False,False,30.779000000000003,,,"LINESTRING (72.857495 19.2954318, 72.8575567 19.2953718, 72.8575933 19.2953006, 72.8576098 19.2952315, 72.8576187 19.2951891)",
1201622101,tertiary,,False,True,23.655,,,"LINESTRING (72.8576921 19.295535, 72.857495 19.2954318)",
788731251,residential,,True,False,87.887,,,"LINESTRING (72.8545357 19.2965025, 72.8544528 19.297289)",
1190308130,residential,,False,False,11.697,,,"LINESTRING (72.8545357 19.2965025, 72.8546456 19.296485)",
1190308743,residential,,False,False,11.273,,,"LINESTRING (72.8544528 19.297289, 72.8545602 19.2972875)",
788731251,residential,,True,False,48.864999999999995,,,"LINESTRING (72.8544528 19.297289, 72.8544468 19.2976282, 72.8545519 19.2976424)",
