osmid,oneway,lanes,name,highway,reversed,length,geometry,access,tunnel
570179509,True,2,Lieutenant Vijyant Thapar Marg,secondary,False,65.14,"LINESTRING (77.3272655 28.5696005, 77.3268272 28.5700421)",,
669404381,True,,,secondary,False,24.527,"LINESTRING (77.3272655 28.5696005, 77.3270153 28.5695813)",,
69665391,True,,Kachnar Marg,tertiary,False,6.415,"LINESTRING (77.3322475 28.5700964, 77.3321971 28.5700594)",,
1097335710,False,,,residential,True,14.191,"LINESTRING (77.322767 28.5690103, 77.3226243 28.5690344)",,
"[1200739618, 1200739620, 1099995824, 1097335709, 1097335711]",True,,,"['residential', 'tertiary']",False,319.694,"LINESTRING (77.322767 28.5690103, 77.3227285 28.5689824, 77.3226213 28.5689047, 77.3225525 28.5688485, 77.3224345 28.5687672, 77.322189 28.5686175, 77.3218824 28.5684286, 77.322264 28.5680134, 77.3223479 28.5679216, 77.3226923 28.567545, 77.3232248 28.5669343)",,
"[369267148, 1097335710]",False,,,residential,False,98.121,"LINESTRING (77.322767 28.5690103, 77.3234334 28.5690391, 77.3237706 28.5690255)",,
369267150,False,,,residential,False,22.561,"LINESTRING (77.3239297 28.5708124, 77.3239196 28.5706097)",,
369267150,False,,,residential,True,83.811,"LINESTRING (77.3239297 28.5708124, 77.3240247 28.5715615)",,
28123954,False,,,residential,True,92.42599999999999,"LINESTRING (77.3239297 28.5708124, 77.3236924 28.5708208, 77.3229859 28.5708727)",,
28123974,False,,,residential,False,11.612,"LINESTRING (77.3244606 28.570581, 77.3244547 28.5704767)",,
28123974,False,,,residential,True,5.322,"LINESTRING (77.3244606 28.570581, 77.3244634 28.5706288)",,
43306732,False,,,residential,True,52.927,"LINESTRING (77.3244606 28.570581, 77.3239196 28.5706097)",,
28123974,False,,,residential,True,62.63,"LINESTRING (77.3242977 28.56874, 77.3243883 28.5692976)",,
28123982,False,,,residential,False,52.946,"LINESTRING (77.3242977 28.56874, 77.3237558 28.5687548)",,
686873869,False,,,residential,False,64.696,"LINESTRING (77.3242977 28.56874, 77.3247618 28.5683248)",,
369267150,False,,,residential,False,83.811,"LINESTRING (77.3240247 28.5715615, 77.3239297 28.5708124)",,
28123974,False,,,residential,False,138.69,"LINESTRING (77.3240247 28.5715615, 77.3243751 28.5715009, 77.3244609 28.5714597, 77.3245065 28.5714102, 77.3245202 28.5713314, 77.3244634 28.5706288)",,
369267150,False,,,residential,True,96.462,"LINESTRING (77.3240247 28.5715615, 77.3240498 28.5717879, 77.3240637 28.5718659, 77.3241244 28.5719479, 77.3245255 28.5722488)",,
28123974,False,,,residential,False,39.801,"LINESTRING (77.3244085 28.5696551, 77.3243883 28.5692976)",,
28123974,False,,,residential,True,91.469,"LINESTRING (77.3244085 28.5696551, 77.3244547 28.5704767)",,
28123978,False,,,residential,True,56.699,"LINESTRING (77.3244085 28.5696551, 77.3238286 28.5696801)",,
69968966,False,,,residential,False,63.03,"LINESTRING (77.3251651 28.5698439, 77.3247119 28.5702475)",,
28124160,False,,,residential,False,28.540999999999997,"LINESTRING (77.3251651 28.5698439, 77.3253495 28.5699978, 77.3253809 28.5700164)",,
28124160,False,,,residential,True,68.785,"LINESTRING (77.3251651 28.5698439, 77.3248964 28.5696119, 77.3246447 28.5694278)",,
28123974,False,,,residential,False,91.469,"LINESTRING (77.3244547 28.5704767, 77.3244085 28.5696551)",,
28123974,False,,,residential,True,11.612,"LINESTRING (77.3244547 28.5704767, 77.3244606 28.570581)",,
69968966,False,,,residential,True,35.783,"LINESTRING (77.3244547 28.5704767, 77.3247119 28.5702475)",,
28124160,False,,,residential,False,20.614,"LINESTRING (77.3244886 28.569303, 77.3246447 28.5694278)",,
28124161,False,,,residential,False,92.998,"LINESTRING (77.3244886 28.569303, 77.325139 28.5686921)",,
28124161,False,,,residential,True,9.813,"LINESTRING (77.3244886 28.569303, 77.3243883 28.5692976)",,
28124160,False,,,residential,True,51.48,"LINESTRING (77.3257762 28.5703227, 77.3253809 28.5700164)",,
69968958,False,,,residential,False,47.446,"LINESTRING (77.3257762 28.5703227, 77.3261141 28.5700161)",,
28124160,False,,,residential,False,54.924,"LINESTRING (77.3257762 28.5703227, 77.326054 28.5705545, 77.3261865 28.5706605)",,
69969726,False,,,residential,False,26.998,"LINESTRING (77.3254668 28.5743087, 77.3252941 28.5744983)",,
69969726,False,,,residential,True,58.815,"LINESTRING (77.3254668 28.5743087, 77.3258281 28.5738855)",,
69969731,False,,,residential,False,27.135,"LINESTRING (77.3254668 28.5743087, 77.325685 28.5744598)",,
69969731,False,,,residential,True,32.977,"LINESTRING (77.3254668 28.5743087, 77.3252016 28.5741251)",,
69969734,False,,,residential,False,72.142,"LINESTRING (77.3269421 28.5719209, 77.3270514 28.5719141, 77.3275449 28.5719376, 77.3276787 28.5719221)",,
995103232,False,,,residential,True,213.44400000000002,"LINESTRING (77.3269421 28.5719209, 77.3268712 28.5716252, 77.326858 28.5715337, 77.3268763 28.5714534, 77.3269291 28.5713659, 77.3270858 28.5711852, 77.3271452 28.5711541, 77.3272036 28.5711479, 77.327469 28.5711961, 77.3275059 28.5712166, 77.3275259 28.5712505, 77.3275498 28.5715419, 77.3275825 28.5716896, 77.3276316 28.5718208, 77.3276787 28.5719221)",,
"[172287837, 69969734]",False,,,residential,"[False, True]",114.15199999999999,"LINESTRING (77.3269421 28.5719209, 77.3268779 28.5719825, 77.3267753 28.5721639, 77.3265528 28.5724442, 77.3265418 28.5724965, 77.3265761 28.5725488, 77.3268425 28.5727121)",,
69969726,False,,,residential,False,58.815,"LINESTRING (77.3258281 28.5738855, 77.3254668 28.5743087)",,
171773153,False,,,residential,False,13.029,"LINESTRING (77.3258281 28.5738855, 77.3259321 28.5739589)",,
171773153,False,,,residential,True,35.18299999999999,"LINESTRING (77.3258281 28.5738855, 77.3256203 28.5737387, 77.3255955 28.5737293, 77.3255733 28.5737299, 77.3255541 28.5737387, 77.3255398 28.5737542)",,
69969718,False,,,residential,True,24.524,"LINESTRING (77.3247459 28.5735227, 77.3246029 28.573704)",,
"[171773150, 69969718]",False,,,residential,"[False, True]",43.406,"LINESTRING (77.3247459 28.5735227, 77.3248323 28.5734184, 77.3248505 28.5734134, 77.3248668 28.5734169, 77.3250675 28.5735645)",,
"[1202737648, 69969741]",False,,,residential,"[False, True]",64.297,"LINESTRING (77.3247459 28.5735227, 77.3244756 28.5733194, 77.3244506 28.573309, 77.3244233 28.5733153, 77.3242448 28.5734648)",,
43306732,False,,,residential,False,52.927,"LINESTRING (77.3239196 28.5706097, 77.3244606 28.570581)",,
369267150,False,,,residential,False,103.748,"LINESTRING (77.3239196 28.5706097, 77.3238286 28.5696801)",,
369267150,False,,,residential,True,22.561,"LINESTRING (77.3239196 28.5706097, 77.3239297 28.5708124)",,
28123974,False,,,residential,False,62.63,"LINESTRING (77.3243883 28.5692976, 77.3242977 28.56874)",,
28123974,False,,,residential,True,39.801,"LINESTRING (77.3243883 28.5692976, 77.3244085 28.5696551)",,
28124161,False,,,residential,False,9.813,"LINESTRING (77.3243883 28.5692976, 77.3244886 28.569303)",,
369267150,False,,,residential,False,30.135,"LINESTRING (77.3237706 28.5690255, 77.3237558 28.5687548)",,
369267150,False,,,residential,True,73.008,"LINESTRING (77.3237706 28.5690255, 77.3238286 28.5696801)",,
"[369267148, 1097335710]",False,,,residential,True,98.121,"LINESTRING (77.3237706 28.5690255, 77.3234334 28.5690391, 77.322767 28.5690103)",,
28123954,False,,,residential,False,12.023,"LINESTRING (77.3228631 28.5708805, 77.3229859 28.5708727)",,
69968958,False,,,residential,True,38.7,"LINESTRING (77.3263926 28.5697685, 77.3261141 28.5700161)",,
706612300,True,,,residential,False,51.917,"LINESTRING (77.3263926 28.5697685, 77.3267696 28.5700977)",,
"[1194277554, 1194277556, 44819886]",False,,,residential,True,152.726,"LINESTRING (77.3263926 28.5697685, 77.3260249 28.5694597, 77.3260092 28.5694465, 77.3255457 28.5690408, 77.325274 28.5688087)",,
28124161,False,,,residential,True,92.998,"LINESTRING (77.325139 28.5686921, 77.3244886 28.569303)",,
44819886,False,,,residential,False,9.37,"LINESTRING (77.325139 28.5686921, 77.3252074 28.5687512)",,
706618139,False,,,residential,False,55.0,"LINESTRING (77.325139 28.5686921, 77.3247618 28.5683248)",,
69583979,True,,Maharshi Dayanand Marg,tertiary,False,9.689,"LINESTRING (77.3321971 28.5700594, 77.3321338 28.5701265)",,
69665391,True,,Kachnar Marg,tertiary,False,153.99599999999998,"LINESTRING (77.3321971 28.5700594, 77.3310242 28.5691993, 77.330987 28.5691714)",,
1200738847,False,,,residential,False,8.978,"LINESTRING (77.3309277 28.5692331, 77.330987 28.5691714)",,
69665340,True,3,Kachnar Marg,tertiary,False,154.083,"LINESTRING (77.3309277 28.5692331, 77.3309661 28.5692616, 77.3320552 28.5700683, 77.3321338 28.5701265)",,
1200738847,False,,,residential,True,8.978,"LINESTRING (77.330987 28.5691714, 77.3309277 28.5692331)",,
