osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,maxspeed,access,ref
30950265,DP Road,secondary,False,False,133.073,"LINESTRING (73.2327831 19.1665513, 73.2339213 19.167077)",,,,,
30294026,,residential,False,False,72.20200000000001,"LINESTRING (73.2327831 19.1665513, 73.2327791 19.1666123, 73.2328024 19.1672001)",,,,,
93714145,,residential,False,True,108.08699999999999,"LINESTRING (73.2327831 19.1665513, 73.2330822 19.1663094, 73.2334309 19.1659117, 73.2334282 19.165828)",,,,,
30950265,DP Road,secondary,False,True,133.073,"LINESTRING (73.2339213 19.167077, 73.2327831 19.1665513)",,,,,
30294018,Katrap Road,tertiary,False,False,164.128,"LINESTRING (73.2339213 19.167077, 73.2336905 19.1673612, 73.233554 19.1676381, 73.233448 19.1678117, 73.2332879 19.1679078, 73.2330386 19.1679303, 73.2328322 19.1679531)",,,,,
"[94090224, 94090225, 780420427, 94090230]",Katrap Road,secondary,False,False,52.565000000000005,"LINESTRING (73.2339213 19.167077, 73.2340038 19.1670069, 73.2341175 19.16693, 73.2343052 19.1668428, 73.234345 19.1668358)",yes,,,,
780087083,,residential,False,False,131.17,"LINESTRING (73.2339213 19.167077, 73.2342702 19.1672082, 73.234339 19.1672337, 73.2343598 19.1672526, 73.2343779 19.1672752, 73.2343814 19.1673077, 73.2343767 19.1673359, 73.2342668 19.1674978, 73.2342596 19.1675475, 73.2342681 19.1675915, 73.234294 19.1676331, 73.2343644 19.1677041, 73.234372 19.1677431, 73.2343575 19.1677761, 73.2342674 19.1678746)",,,,,
779021743,Karjat Road,secondary,False,False,7.414,"LINESTRING (73.2387882 19.164756, 73.2388243 19.1646987)",,,,,
94703970,Karjat Road,secondary,True,False,213.388,"LINESTRING (73.2387882 19.164756, 73.2386217 19.1649959, 73.2379232 19.1663667, 73.2378723 19.1664666)",,,,,
30336668,,tertiary,False,False,113.674,"LINESTRING (73.2398101 19.1629425, 73.2394767 19.1628954, 73.239415 19.1628789, 73.2393694 19.1628599, 73.2392929 19.1628232, 73.2388803 19.1624863)",,,,,
30596146,,residential,False,True,99.166,"LINESTRING (73.2398101 19.1629425, 73.24039 19.1629803, 73.2404892 19.1630031, 73.2405657 19.1630297, 73.2406339 19.1630627, 73.240724 19.1631091)",,,,,
30616613,,tertiary,False,True,143.398,"LINESTRING (73.2398101 19.1629425, 73.2397838 19.1628751, 73.2397784 19.162808, 73.2397771 19.1623266, 73.2397892 19.1622442, 73.2398133 19.1621492, 73.2398456 19.1619625, 73.2399143 19.1616706)",,,,,
779021743,Karjat Road,secondary,False,False,63.254,"LINESTRING (73.2398101 19.1629425, 73.2398703 19.1626591, 73.2398871 19.1626015, 73.2399092 19.1625698, 73.2399434 19.1625464, 73.2400795 19.1624856)",,,,,
779021743,Karjat Road,secondary,False,True,159.57,"LINESTRING (73.2398101 19.1629425, 73.2396566 19.1632625, 73.2392017 19.1641138, 73.239133 19.1642266)",,,,,
83341943,,secondary,False,False,63.429,"LINESTRING (73.2413495 19.1667194, 73.2419291 19.1665592)",,,,,
83341943,,secondary,False,True,49.752,"LINESTRING (73.2413495 19.1667194, 73.2409857 19.1668037, 73.2408875 19.1668163)",,,,,
83341943,,secondary,False,False,17.156,"LINESTRING (73.236394 19.1684903, 73.2364981 19.1683714)",,,,,
"[684926800, 684926836, 83341943]",,secondary,False,True,100.93500000000002,"LINESTRING (73.236394 19.1684903, 73.2360132 19.1690489, 73.2359152 19.1692312, 73.2358934 19.1692642)",yes,,,,
85469914,,residential,False,False,48.183,"LINESTRING (73.236394 19.1684903, 73.2361365 19.1683484, 73.2359955 19.1682757)",,,,,
83341947,,residential,False,False,161.647,"LINESTRING (73.2399413 19.1659641, 73.2400488 19.1658009, 73.240136 19.1655937, 73.2401385 19.1654027, 73.2402726 19.1651977, 73.2403901 19.1651175, 73.2407533 19.1650338, 73.2408474 19.1649585)",,,,,
83341947,,residential,False,True,252.178,"LINESTRING (73.2399413 19.1659641, 73.239572 19.1661567, 73.2392974 19.1662864, 73.239057 19.1664323, 73.2387995 19.1664891, 73.2386925 19.1665437, 73.238482 19.1666512, 73.2381644 19.1667242, 73.237735 19.1667848)",,,,,
94090231,,residential,False,False,106.845,"LINESTRING (73.2399413 19.1659641, 73.2401331 19.1659496, 73.2409553 19.1658873)",,,,,
30294026,,residential,False,True,83.788,"LINESTRING (73.2328322 19.1679531, 73.2328024 19.1672001)",,,,,
30294018,Katrap Road,tertiary,False,True,164.12800000000001,"LINESTRING (73.2328322 19.1679531, 73.2330386 19.1679303, 73.2332879 19.1679078, 73.233448 19.1678117, 73.233554 19.1676381, 73.2336905 19.1673612, 73.2339213 19.167077)",,,,,
30616062,,tertiary,False,False,32.826,"LINESTRING (73.2388803 19.1624863, 73.2389035 19.1627807)",,,,,
30336668,,tertiary,False,False,62.757999999999996,"LINESTRING (73.2388803 19.1624863, 73.2387295 19.1622923, 73.238678 19.1621463, 73.2386908 19.1619769)",,,,,
30336668,,tertiary,False,True,113.67399999999999,"LINESTRING (73.2388803 19.1624863, 73.2392929 19.1628232, 73.2393694 19.1628599, 73.239415 19.1628789, 73.2394767 19.1628954, 73.2398101 19.1629425)",,,,,
1206778076,,tertiary,False,False,124.477,"LINESTRING (73.2388803 19.1624863, 73.2383286 19.1623987, 73.2377092 19.1623152)",,,,,
30596146,,residential,False,False,88.367,"LINESTRING (73.2408474 19.1649585, 73.2409209 19.1646945, 73.2409664 19.1645763, 73.2410265 19.1644675, 73.2411049 19.1642045)",,,,,
30596146,,residential,False,True,104.277,"LINESTRING (73.2408474 19.1649585, 73.2408817 19.1651044, 73.2409332 19.1653639, 73.2409332 19.1656476, 73.2409553 19.1658873)",,,,,
83341947,,residential,False,True,161.647,"LINESTRING (73.2408474 19.1649585, 73.2407533 19.1650338, 73.2403901 19.1651175, 73.2402726 19.1651977, 73.2401385 19.1654027, 73.240136 19.1655937, 73.2400488 19.1658009, 73.2399413 19.1659641)",,,,,
30596146,,residential,False,False,54.636,"LINESTRING (73.2411049 19.1642045, 73.2410803 19.1637137)",,,,,
30596146,,residential,False,True,88.367,"LINESTRING (73.2411049 19.1642045, 73.2410265 19.1644675, 73.2409664 19.1645763, 73.2409209 19.1646945, 73.2408474 19.1649585)",,,,,
991884465,,residential,False,True,88.69800000000001,"LINESTRING (73.2411049 19.1642045, 73.2412061 19.1646254, 73.2414614 19.1649008)",,,,,
30596146,,residential,False,True,54.636,"LINESTRING (73.2410803 19.1637137, 73.2411049 19.1642045)",,,,,
30596146,,residential,False,False,81.197,"LINESTRING (73.2410803 19.1637137, 73.2410534 19.1634911, 73.2409128 19.163237, 73.240724 19.1631091)",,,,,
30616722,,residential,False,True,131.902,"LINESTRING (73.2410803 19.1637137, 73.241723 19.1637315, 73.2417861 19.1637213, 73.2418743 19.1636862, 73.2420681 19.1635417, 73.2421716 19.1634699, 73.2422427 19.1634401)",,,,,
30596146,,residential,False,False,99.166,"LINESTRING (73.240724 19.1631091, 73.2406339 19.1630627, 73.2405657 19.1630297, 73.2404892 19.1630031, 73.24039 19.1629803, 73.2398101 19.1629425)",,,,,
30596146,,residential,False,True,81.197,"LINESTRING (73.240724 19.1631091, 73.2409128 19.163237, 73.2410534 19.1634911, 73.2410803 19.1637137)",,,,,
991884464,,residential,False,False,54.592,"LINESTRING (73.240724 19.1631091, 73.2406795 19.1628802, 73.2406835 19.162622)",,,,,
30616062,,tertiary,False,True,49.406,"LINESTRING (73.239133 19.1642266, 73.238982 19.1638058)",,,,,
779021743,Karjat Road,secondary,False,True,3.656,"LINESTRING (73.239133 19.1642266, 73.2391162 19.1642554)",,,,,
779021743,Karjat Road,secondary,False,False,159.57,"LINESTRING (73.239133 19.1642266, 73.2392017 19.1641138, 73.2396566 19.1632625, 73.2398101 19.1629425)",,,,,
30616613,,tertiary,False,True,21.38,"LINESTRING (73.2399143 19.1616706, 73.2398845 19.1614804)",,,,,
30616613,,tertiary,False,False,143.398,"LINESTRING (73.2399143 19.1616706, 73.2398456 19.1619625, 73.2398133 19.1621492, 73.2397892 19.1622442, 73.2397771 19.1623266, 73.2397784 19.162808, 73.2397838 19.1628751, 73.2398101 19.1629425)",,,,,
787412223,,residential,False,False,84.626,"LINESTRING (73.2399143 19.1616706, 73.2401366 19.1621821, 73.2402183 19.1623754)",,,,,
30839469,,residential,False,False,20.825,"LINESTRING (73.2372713 19.162219, 73.2373257 19.1620389)",,,,,
1206778076,,tertiary,False,False,31.432000000000002,"LINESTRING (73.2372713 19.162219, 73.2370741 19.1621751, 73.2369779 19.1621663)",,,,,
1206778076,,tertiary,False,True,47.222,"LINESTRING (73.2372713 19.162219, 73.2376115 19.1622941, 73.2377092 19.1623152)",,,,,
30616645,,tertiary,True,False,33.959,"LINESTRING (73.2355457 19.1656157, 73.2355878 19.1653129)",,,,,
30617419,Karjat By-Pass,secondary,False,True,5.746,"LINESTRING (73.2355457 19.1656157, 73.2355036 19.1655827)",,,,,
30617419,Karjat By-Pass,secondary,False,False,49.852,"LINESTRING (73.2355457 19.1656157, 73.2355867 19.1657395, 73.2356022 19.1657773, 73.2356512 19.1660515)",,,,,
30617419,Karjat By-Pass,secondary,False,False,331.47700000000003,"LINESTRING (73.2338413 19.1633972, 73.2338507 19.1639405, 73.2339287 19.1643531, 73.2340033 19.1644615, 73.234206 19.1646866, 73.2345496 19.1651447, 73.23465 19.1652275, 73.2347922 19.1652832, 73.2350604 19.165306, 73.2352245 19.1653696, 73.2353716 19.1654758, 73.2355036 19.1655827)",,,,,
30617419,Karjat By-Pass,secondary,False,True,212.59500000000003,"LINESTRING (73.2338413 19.1633972, 73.2338557 19.1620057, 73.2338426 19.1614855)",,,,,
"[93714000, 93714002, 93713998]",,residential,False,False,94.382,"LINESTRING (73.2338413 19.1633972, 73.2335972 19.1634161, 73.2334604 19.1634465, 73.2329883 19.1635124, 73.2329562 19.1634972)",yes,,,,
30617512,,tertiary,False,False,136.868,"LINESTRING (73.23935 19.1670266, 73.2394175 19.1672511, 73.2393918 19.1682483)",,,,,
