osmid,ref,highway,oneway,reversed,length,geometry,lanes,name,maxspeed,junction
198063832,MD2520,secondary,False,False,137.319,"LINESTRING (75.0351171 23.3279766, 75.0348919 23.3267591)",,,,
901511363,,tertiary,False,False,55.333,"LINESTRING (75.0351171 23.3279766, 75.0345752 23.3279809)",,,,
1055156456,,tertiary,False,True,72.768,"LINESTRING (75.0351171 23.3279766, 75.0358296 23.3279912)",,,,
902898117,,residential,False,True,25.575,"LINESTRING (75.0351171 23.3279766, 75.0351134 23.3281351, 75.0350983 23.328169, 75.0350698 23.328192)",,,,
99625924,,secondary,False,True,123.372,"LINESTRING (75.0408454 23.3267492, 75.0402714 23.3269964, 75.0398918 23.3273921)",,,,
644388002,,residential,False,True,6.554,"LINESTRING (75.0407196 23.3338284, 75.0407152 23.3337696)",,,,
903023008,,secondary,False,False,209.423,"LINESTRING (75.0388694 23.3288907, 75.0368409 23.3286121)",,,,
903023008,,secondary,False,True,52.841,"LINESTRING (75.0388694 23.3288907, 75.0393858 23.3289219)",,,,
99625924,,secondary,False,False,197.36499999999998,"LINESTRING (75.0388694 23.3288907, 75.0396118 23.327684, 75.0398918 23.3273921)",,,,
99625924,,secondary,False,True,140.454,"LINESTRING (75.0388694 23.3288907, 75.0379894 23.3296812, 75.0379117 23.3297931)",,,,
1055156456,,tertiary,False,False,63.835,"LINESTRING (75.0366329 23.3279486, 75.0360097 23.3279943)",,,,
901511362,,tertiary,False,True,76.786,"LINESTRING (75.0366329 23.3279486, 75.0367458 23.32833, 75.0368409 23.3286121)",,,,
903023008,,secondary,False,True,209.423,"LINESTRING (75.0368409 23.3286121, 75.0388694 23.3288907)",,,,
99625909,,secondary,False,True,314.56600000000003,"LINESTRING (75.0368409 23.3286121, 75.0367686 23.329671, 75.036648 23.3314355)",,,,
901511362,,tertiary,False,False,76.786,"LINESTRING (75.0368409 23.3286121, 75.0367458 23.32833, 75.0366329 23.3279486)",,,,
386659129,,residential,False,False,80.804,"LINESTRING (75.0335944 23.3279904, 75.0336611 23.3287145)",,,,
901511363,,tertiary,False,False,25.629,"LINESTRING (75.0335944 23.3279904, 75.0333434 23.3279922)",,,,
901511363,,tertiary,False,True,100.224,"LINESTRING (75.0335944 23.3279904, 75.0345543 23.3279761, 75.0345752 23.3279809)",,,,
1055156456,,tertiary,False,False,72.768,"LINESTRING (75.0358296 23.3279912, 75.0351171 23.3279766)",,,,
1055156456,,tertiary,False,True,18.392,"LINESTRING (75.0358296 23.3279912, 75.0360097 23.3279943)",,,,
902907571,,residential,False,False,149.776,"LINESTRING (75.0358296 23.3279912, 75.0357036 23.3268748, 75.0356875 23.3266507)",,,,
386659108,,residential,False,False,49.494,"LINESTRING (75.0331691 23.3309865, 75.0327211 23.3308165)",2,Katju Nagar Road,40,
