osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,maxspeed,access
1122277644,True,NH702D,AT Road,trunk,False,3.967,"LINESTRING (94.2097619 26.7598072, 94.2097998 26.7598185)",,,
1124818500,True,ODR,JB Road,tertiary,False,60.811,"LINESTRING (94.2097619 26.7598072, 94.2097128 26.7600993, 94.209666 26.7603085, 94.2096727 26.7603462)",,,
1061720514,False,,,residential,True,155.382,"LINESTRING (94.2103041 26.75779, 94.2087693 26.757517)",,,
1061720515,False,,,residential,False,74.977,"LINESTRING (94.2103041 26.75779, 94.2110495 26.757898)",,,
1124818499,False,,Head Post Office Road,tertiary,True,13.438,"LINESTRING (94.2103041 26.75779, 94.2102608 26.7579045)",1,50,permit
1124818499,False,,Head Post Office Road,tertiary,False,255.28300000000002,"LINESTRING (94.2103041 26.75779, 94.2106689 26.75642, 94.2108254 26.7558299, 94.2108556 26.7557352, 94.210871 26.755685, 94.2108931 26.7556371, 94.2109441 26.7555727)",1,50,permit
188140801,False,,Tennis Club Road,residential,False,218.587,"LINESTRING (94.2109441 26.7555727, 94.2107007 26.7554089, 94.2106202 26.7553514, 94.2105693 26.7552844, 94.2105572 26.7552473, 94.2105478 26.7551958, 94.2105505 26.7551071, 94.2107759 26.7538142, 94.2107816 26.753782)",,,
308258498,False,,Head Post Office Road,tertiary,False,55.072,"LINESTRING (94.2109441 26.7555727, 94.2109863 26.7555508, 94.2110272 26.7555383, 94.2110782 26.7555299, 94.2114074 26.7555394, 94.2114882 26.7555482)",1,50,
1124818499,False,,Head Post Office Road,tertiary,True,255.28300000000002,"LINESTRING (94.2109441 26.7555727, 94.2108931 26.7556371, 94.210871 26.755685, 94.2108556 26.7557352, 94.2108254 26.7558299, 94.2106689 26.75642, 94.2103041 26.75779)",1,50,permit
188147984,False,,KK Handique Path,residential,False,136.053,"LINESTRING (94.2084096 26.759539, 94.2081043 26.7607318)",,,
358944942,False,,KK Handique Path,residential,False,104.664,"LINESTRING (94.2084096 26.759539, 94.2085618 26.7586076)",,,
1122277641,False,NH702D,AT Road,trunk,False,87.482,"LINESTRING (94.2084096 26.759539, 94.2088959 26.7596223, 94.2092769 26.7596773)",,,
1122277641,False,NH702D,AT Road,trunk,True,195.126,"LINESTRING (94.2084096 26.759539, 94.2080885 26.7594789, 94.2078966 26.7594444, 94.2076317 26.7593954, 94.207003 26.7592867, 94.2064801 26.7592065)",,,
188144570,False,,Phukan Ali,residential,True,97.142,"LINESTRING (94.2036579 26.7552724, 94.2035542 26.7561411)",,,
188144571,False,,DCB Road,residential,False,51.0,"LINESTRING (94.2036579 26.7552724, 94.2031449 26.7552494)",,,
188144571,False,,DCB Road,residential,True,212.48600000000002,"LINESTRING (94.2036579 26.7552724, 94.2048262 26.7552836, 94.2051998 26.7552932, 94.2057974 26.755311)",,,
358944909,False,ODR,JB Road,tertiary,False,174.89100000000002,"LINESTRING (94.2093199 26.7618854, 94.2094117 26.7615716, 94.209453 26.7614145, 94.2094848 26.761244, 94.2095421 26.7608696, 94.209602 26.76066, 94.2096727 26.7603462)",,,
1127454117,False,,Tarun Ram Phukon Road,unclassified,False,144.124,"LINESTRING (94.2093199 26.7618854, 94.2089848 26.7618557, 94.2078767 26.7617461)",,,
188140438,True,,Head Post Office Road,tertiary,False,41.148,"LINESTRING (94.2098639 26.7593931, 94.2097748 26.7597545)",1,50,permit
374072963,False,,,residential,False,4.932,"LINESTRING (94.2098639 26.7593931, 94.209913 26.7593864)",,,
188147984,False,,KK Handique Path,residential,True,5.122,"LINESTRING (94.2078161 26.7617596, 94.2078276 26.7617147)",,,
1127454114,True,,Tarun Ram Phukon Road,unclassified,False,6.201,"LINESTRING (94.2078161 26.7617596, 94.2078767 26.7617461)",,,
1127455991,False,,JB College Road,tertiary,True,5.044,"LINESTRING (94.2047029 26.7615597, 94.2047101 26.7615148)",,,
1127454579,True,,Tarun Ram Phukon Road,unclassified,False,226.35999999999999,"LINESTRING (94.2047029 26.7615597, 94.2066027 26.7616842, 94.2069768 26.7617074)",,,
188147984,False,,KK Handique Path,residential,True,136.053,"LINESTRING (94.2081043 26.7607318, 94.2084096 26.759539)",,,
188147984,False,,KK Handique Path,residential,False,112.735,"LINESTRING (94.2081043 26.7607318, 94.2079863 26.7610965, 94.2078276 26.7617147)",,,
188150228,False,,,residential,False,75.098,"LINESTRING (94.2081043 26.7607318, 94.2078616 26.7606959, 94.2076917 26.7606879, 94.2074807 26.7606827, 94.2073518 26.7606754)",,,
1046417030,False,,,residential,True,86.822,"LINESTRING (94.2081043 26.7607318, 94.2088423 26.7608962, 94.208955 26.7609106)",,,
188150228,False,,,residential,True,98.161,"LINESTRING (94.2064801 26.7592065, 94.2063935 26.7595814, 94.2062187 26.7600564)",,,
1122277641,False,NH702D,AT Road,trunk,False,195.12600000000003,"LINESTRING (94.2064801 26.7592065, 94.207003 26.7592867, 94.2076317 26.7593954, 94.2078966 26.7594444, 94.2080885 26.7594789, 94.2084096 26.759539)",,,
1122277641,False,NH702D,AT Road,trunk,True,76.43,"LINESTRING (94.2064801 26.7592065, 94.2060372 26.7591135, 94.2057312 26.7590475)",,,
188150228,False,,,residential,False,133.288,"LINESTRING (94.2073518 26.7606754, 94.207195 26.7606432, 94.207128 26.760624, 94.2070381 26.7605845, 94.2069536 26.7605354, 94.2067904 26.7604388, 94.2064548 26.7602085, 94.2062187 26.7600564)",,,
188150229,False,,,residential,False,298.465,"LINESTRING (94.2073518 26.7606754, 94.207332 26.7607364, 94.2072138 26.761185, 94.2071924 26.7612036, 94.2071655 26.7612132, 94.2071253 26.7612203, 94.2060886 26.7610743, 94.2060028 26.7610563, 94.2059545 26.7610204, 94.2059455 26.7610015, 94.2059411 26.7609761, 94.206199 26.7601215, 94.2062187 26.7600564)",,,
