osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,access,geometry,bridge
299230138,1,,Nedumangad Town Branch Road,secondary,50,False,False,43.278,yes,"LINESTRING (77.0028943 8.6068282, 77.002876 8.6070251, 77.0028326 8.6072117)",
299230138,1,,Nedumangad Town Branch Road,secondary,50,False,True,129.577,yes,"LINESTRING (77.0028943 8.6068282, 77.002913 8.6065821, 77.0028889 8.6063609, 77.0028719 8.6062046, 77.0028569 8.6058723, 77.0028574 8.6057389, 77.0028576 8.6056661)",
"[749394507, 749394508]",,,,unclassified,40,False,False,317.74700000000007,,"LINESTRING (77.0028943 8.6068282, 77.0034631 8.6069118, 77.0038551 8.6067503, 77.004139 8.6067668, 77.0041845 8.6069316, 77.0042542 8.6072339, 77.0043186 8.6074832, 77.0042623 8.6075787, 77.0043642 8.6079155, 77.0043551 8.60793, 77.0041886 8.608262)",
149706213,,,,residential,,False,True,17.602,,"LINESTRING (77.0022659 8.6087825, 77.0022715 8.6086243)",
299230138,1,,Nedumangad Town Branch Road,secondary,50,False,False,50.379,yes,"LINESTRING (77.0022659 8.6087825, 77.0018954 8.6090491)",
299230138,1,,Nedumangad Town Branch Road,secondary,50,False,True,136.352,yes,"LINESTRING (77.0022659 8.6087825, 77.0026446 8.6082242, 77.0027285 8.6080055, 77.0028433 8.6077062)",
1266739328,1,Anad - Nedumangad,Nedumangad - Pulippara - Anad Road,tertiary,,False,False,50.296,,"LINESTRING (77.0049029 8.6084207, 77.0049377 8.6084021, 77.0051298 8.6083722, 77.0051905 8.6083294, 77.0052174 8.6082796, 77.005266 8.6082026)",
1266739328,1,Anad - Nedumangad,Nedumangad - Pulippara - Anad Road,tertiary,,False,True,80.494,,"LINESTRING (77.0049029 8.6084207, 77.0042643 8.6082812, 77.0041886 8.608262)",
299230138,1,,Nedumangad Town Branch Road,secondary,50,False,False,55.015,yes,"LINESTRING (77.0028326 8.6072117, 77.0028315 8.6074444, 77.0028433 8.6077062)",
299230138,1,,Nedumangad Town Branch Road,secondary,50,False,True,43.278,yes,"LINESTRING (77.0028326 8.6072117, 77.002876 8.6070251, 77.0028943 8.6068282)",
285244590,,,,residential,,False,False,274.489,,"LINESTRING (77.0023036 8.6013216, 77.0023971 8.6013123, 77.0025267 8.6013667, 77.0029294 8.6017185, 77.0031047 8.6018752, 77.0032287 8.6020249, 77.003282 8.6021594, 77.0032511 8.6022767, 77.0031534 8.6023788, 77.0029859 8.6023973, 77.0026909 8.6024185, 77.0022776 8.6024755)",
285244590,,,,residential,,False,False,94.958,,"LINESTRING (77.0022776 8.6024755, 77.0022191 8.6027471, 77.0023832 8.6031718, 77.0023845 8.6032214, 77.0023864 8.6032934)",
285244590,,,,residential,,False,True,274.489,,"LINESTRING (77.0022776 8.6024755, 77.0026909 8.6024185, 77.0029859 8.6023973, 77.0031534 8.6023788, 77.0032511 8.6022767, 77.003282 8.6021594, 77.0032287 8.6020249, 77.0031047 8.6018752, 77.0029294 8.6017185, 77.0025267 8.6013667, 77.0023971 8.6013123, 77.0023036 8.6013216)",
"[1219453876, 242833414]",,,,residential,,False,True,167.16700000000003,,"LINESTRING (77.0022776 8.6024755, 77.0019107 8.6025123, 77.0017945 8.6026735, 77.001612 8.6026024, 77.0015463 8.6026773, 77.0013571 8.6027327, 77.0012216 8.6028912, 77.0009771 8.6029312)",
150169358,2,SH3,Nedumangad - Shorlacode Road,primary,80,False,False,45.016,,"LINESTRING (77.0023864 8.6032934, 77.002606 8.6033196, 77.0027942 8.6033154)",
150169358,2,SH3,Nedumangad - Shorlacode Road,primary,80,False,True,186.067,,"LINESTRING (77.0023864 8.6032934, 77.0017442 8.603206, 77.001528 8.6032212, 77.0012162 8.6033016, 77.0007306 8.6034392)",
285244590,,,,residential,,False,True,94.958,,"LINESTRING (77.0023864 8.6032934, 77.0023845 8.6032214, 77.0023832 8.6031718, 77.0022191 8.6027471, 77.0022776 8.6024755)",
149705970,,,Pazhavadi Ganapathy Temple Road,residential,,False,False,74.104,,"LINESTRING (76.9998707 8.6095649, 77.0001159 8.6094676, 77.0004324 8.6093986, 77.0004866 8.6093895, 77.0005169 8.6093844)",
149705970,,,Pazhavadi Ganapathy Temple Road,residential,,False,True,141.47799999999998,,"LINESTRING (76.9998707 8.6095649, 76.9994892 8.6095826, 76.9991503 8.6096052, 76.9988124 8.609653, 76.9985971 8.6097138)",
149706107,,,Temple Road,residential,,False,True,120.348,,"LINESTRING (76.9998707 8.6095649, 76.999836 8.6090492, 76.9997944 8.6089307, 76.9998042 8.608757, 76.999814 8.6085849, 76.9998398 8.6085582, 76.9998795 8.6085172)",
804284449,,,,unclassified,,False,False,53.252,,"LINESTRING (76.9995718 8.6076461, 76.9997336 8.6071947)",
149706107,,,Temple Road,residential,,False,False,112.13399999999999,,"LINESTRING (76.9995718 8.6076461, 76.9997408 8.6077762, 76.999818 8.6079498, 76.9999319 8.6082955, 76.9999342 8.6084608, 76.9998795 8.6085172)",
149706107,,,Temple Road,residential,,False,True,69.328,,"LINESTRING (76.9995718 8.6076461, 76.9992869 8.6076104, 76.9989487 8.6076693)",
149547461,,,,residential,,True,False,24.519,,"LINESTRING (77.0026264 8.6071277, 77.0028326 8.6072117)",
149706213,,,,residential,,False,False,107.66,,"LINESTRING (77.0026264 8.6071277, 77.0025232 8.6073391, 77.0024017 8.6075972, 77.002376 8.6077427, 77.0023151 8.6078773, 77.0022539 8.6080185)",
149706213,,,,residential,,False,False,68.68299999999999,,"LINESTRING (77.0022539 8.6080185, 77.0022332 8.6080914, 77.0022936 8.6083044, 77.0022755 8.6085113, 77.0022715 8.6086243)",
149706213,,,,residential,,False,True,107.66,,"LINESTRING (77.0022539 8.6080185, 77.0023151 8.6078773, 77.002376 8.6077427, 77.0024017 8.6075972, 77.0025232 8.6073391, 77.0026264 8.6071277)",
242834668,,,,residential,,False,False,157.261,,"LINESTRING (77.0022539 8.6080185, 77.0021041 8.6080128, 77.0019245 8.6080091, 77.0017225 8.6080017, 77.0014494 8.6080313, 77.0012773 8.6080202, 77.0011165 8.6079832, 77.0009893 8.6079204, 77.0009588 8.6078274, 77.0009817 8.6077887)",
136631966,,,Surya Road,tertiary,,True,False,119.21700000000001,,"LINESTRING (77.002954 8.6051889, 77.0033639 8.6051668, 77.0039914 8.604924)",
149743016,1,,Nedumangad Town Branch Road,secondary,50,True,False,163.097,yes,"LINESTRING (77.002954 8.6051889, 77.0028893 8.6051449, 77.0026962 8.6050759, 77.0025246 8.6050441, 77.0021061 8.6051077, 77.0018486 8.605182, 77.001618 8.6052722, 77.001534 8.6052873)",
299230138,1,,Nedumangad Town Branch Road,secondary,50,False,False,55.211,yes,"LINESTRING (77.002954 8.6051889, 77.0028989 8.6052735, 77.0028815 8.6053517, 77.002858 8.60554, 77.0028576 8.6056661)",
334681603,1,Anad - Nedumangad,Nedumangad - Pulippara - Anad Road,tertiary,,False,False,105.575,,"LINESTRING (77.005266 8.6082026, 77.0054095 8.6082555, 77.0054973 8.6082753, 77.0058446 8.6082838, 77.0059795 8.6082762, 77.0062138 8.6082868)",
758322858,,,,tertiary,,False,False,102.357,,"LINESTRING (77.005266 8.6082026, 77.0053898 8.6079664, 77.0054964 8.6077847, 77.0055514 8.6076846, 77.0055802 8.6076315, 77.0056493 8.6075308, 77.0056949 8.6074698, 77.0057479 8.6074194)",
1266739328,1,Anad - Nedumangad,Nedumangad - Pulippara - Anad Road,tertiary,,False,True,50.29600000000001,,"LINESTRING (77.005266 8.6082026, 77.0052174 8.6082796, 77.0051905 8.6083294, 77.0051298 8.6083722, 77.0049377 8.6084021, 77.0049029 8.6084207)",
154145259,,,,residential,,False,False,59.899,,"LINESTRING (77.0070123 8.6056169, 77.0069396 8.6054103, 77.0068253 8.605252, 77.0068062 8.605128)",
154145259,,,,residential,,False,True,248.073,,"LINESTRING (77.0070123 8.6056169, 77.0069481 8.6057901, 77.006787 8.6059988, 77.0066046 8.6062003, 77.006304 8.6064868, 77.0059521 8.606901, 77.0057677 8.6072986, 77.0057479 8.6074194)",
"[1219453876, 242833414]",,,,residential,,False,False,167.167,,"LINESTRING (77.0009771 8.6029312, 77.0012216 8.6028912, 77.0013571 8.6027327, 77.0015463 8.6026773, 77.001612 8.6026024, 77.0017945 8.6026735, 77.0019107 8.6025123, 77.0022776 8.6024755)",
242833414,,,,residential,,False,True,214.07,,"LINESTRING (77.0009771 8.6029312, 77.000797 8.6027292, 77.0006437 8.6025195, 77.00069 8.6024242, 77.0007356 8.6021271, 77.0008134 8.6019044, 77.0008188 8.6014084, 77.0007984 8.6011499)",
678596013,,,,residential,,False,False,227.28699999999998,,"LINESTRING (77.0009771 8.6029312, 77.000467 8.6030824, 77.0000754 8.6032415, 76.9997562 8.6033449, 76.9996033 8.6032707, 76.9995711 8.6032733, 76.9993646 8.6034112, 76.9990454 8.6034643)",
149547461,,,,residential,,True,False,99.351,,"LINESTRING (77.0017592 8.6070265, 77.0019454 8.6070489, 77.0021599 8.6070277, 77.0023423 8.6069959, 77.0024406 8.6070258, 77.0026264 8.6071277)",
242834668,,,,residential,,False,True,121.41599999999998,,"LINESTRING (77.0017592 8.6070265, 77.0016739 8.6071251, 77.0015778 8.6071759, 77.0015555 8.6071876, 77.0015271 8.6072137, 77.0014772 8.6072595, 77.0013858 8.6073433, 77.0012926 8.6074497, 77.0011869 8.6075598, 77.0010238 8.6077178, 77.0009817 8.6077887)",
150169358,2,SH3,Nedumangad - Shorlacode Road,primary,80,False,False,186.067,,"LINESTRING (77.0007306 8.6034392, 77.0012162 8.6033016, 77.001528 8.6032212, 77.0017442 8.603206, 77.0023864 8.6032934)",
150169358,2,SH3,Nedumangad - Shorlacode Road,primary,80,False,True,184.20600000000002,,"LINESTRING (77.0007306 8.6034392, 77.0003387 8.6034378, 77.0001879 8.6034534, 76.9990783 8.6036746)",
678596015,,,Hospital Road,residential,,False,False,69.818,,"LINESTRING (77.0007306 8.6034392, 77.0006869 8.6035093, 77.0005501 8.6035756, 77.0004348 8.6036472, 77.0003892 8.6037136, 77.0003812 8.6037745, 77.0004026 8.6038912)",
178782089,2,SH3,Nedumangad - Mancha Road,primary,80,False,False,26.707,,"LINESTRING (77.0030253 8.6032414, 77.0027942 8.6033154)",
178782089,2,SH3,Nedumangad - Mancha Road,primary,80,False,True,32.842,,"LINESTRING (77.0030253 8.6032414, 77.0032758 8.6030805)",
397198106,,,,primary_link,50,True,False,54.418,yes,"LINESTRING (77.0030253 8.6032414, 77.0030336 8.6034586, 77.0030576 8.6037296)",
257439705,1,,Nedumangad Town Branch Road,secondary,50,True,False,163.46,yes,"LINESTRING (77.0030576 8.6037296, 77.0030896 8.6039943, 77.0030948 8.604037, 77.0030236 8.6046979, 77.002954 8.6051889)",
679209630,,,,residential,,False,False,322.23900000000003,,"LINESTRING (76.9984646 8.6045972, 76.9988416 8.6048088, 76.998981 8.6048591, 76.9991044 8.6048751, 76.9998581 8.6047928, 77.0005689 8.6047372, 77.0007406 8.6046655, 77.001218 8.6043632)",
149706107,,,Temple Road,residential,,False,False,69.328,,"LINESTRING (76.9989487 8.6076693, 76.9992869 8.6076104, 76.9995718 8.6076461)",
857781712,2,SH2,Thiruvanathapuram - Thenmala Road SH 2,primary,45,False,True,70.648,,"LINESTRING (76.9989487 8.6076693, 76.999071 8.6073777, 76.9991255 8.6070626)",
299230138,1,,Nedumangad Town Branch Road,secondary,50,False,False,136.352,yes,"LINESTRING (77.0028433 8.6077062, 77.0027285 8.6080055, 77.0026446 8.6082242, 77.0022659 8.6087825)",
299230138,1,,Nedumangad Town Branch Road,secondary,50,False,True,55.015,yes,"LINESTRING (77.0028433 8.6077062, 77.0028315 8.6074444, 77.0028326 8.6072117)",
1266739328,1,Anad - Nedumangad,Nedumangad - Pulippara - Anad Road,tertiary,,False,False,170.52100000000002,,"LINESTRING (77.0028433 8.6077062, 77.0030816 8.608035, 77.003153 8.6080824, 77.0032804 8.6081199, 77.003848 8.6081699, 77.0041886 8.608262)",
334681603,1,Anad - Nedumangad,Nedumangad - Pulippara - Anad Road,tertiary,,False,True,105.57500000000002,,"LINESTRING (77.0062138 8.6082868, 77.0059795 8.6082762, 77.0058446 8.6082838, 77.0054973 8.6082753, 77.0054095 8.6082555, 77.005266 8.6082026)",
900681603,,,,residential,,False,False,158.35099999999997,,"LINESTRING (77.0062138 8.6082868, 77.0064462 8.608289, 77.0067988 8.6083513, 77.0069739 8.6084367, 77.0073569 8.6087299, 77.0074269 8.6087992, 77.0074434 8.6088675)",
149547461,,,,residential,,True,False,124.524,,"LINESTRING (77.0011375 8.6053705, 77.0011724 8.6053813, 77.0012118 8.6053959, 77.0015108 8.6055214, 77.0016836 8.605664, 77.0018016 8.6058073, 77.0018863 8.6060199, 77.0018868 8.606105)",
149705970,,,Pazhavadi Ganapathy Temple Road,residential,,False,True,72.594,,"LINESTRING (77.0011713 8.6094085, 77.0007007 8.6093536, 77.0005169 8.6093844)",
299230138,1,,Nedumangad Town Branch Road,secondary,50,False,False,77.118,yes,"LINESTRING (77.0011713 8.6094085, 77.0009867 8.6094705, 77.0005324 8.6096919)",
299230138,1,,Nedumangad Town Branch Road,secondary,50,False,True,76.633,yes,"LINESTRING (77.0011713 8.6094085, 77.0013172 8.6093594, 77.0014398 8.6093128, 77.0017952 8.6091076)",
804284448,,,Grammam Road,unclassified,,False,False,175.39900000000006,,"LINESTRING (77.0003515 8.6089013, 77.0003796 8.6088972, 77.0004079 8.6089077, 77.0004451 8.6089077, 77.0004734 8.6089112, 77.000507 8.6089147, 77.000546 8.6089217, 77.0005725 8.6089304, 77.000599 8.6089427, 77.0006433 8.6089497, 77.0006822 8.6089497, 77.0007335 8.6089532, 77.0007742 8.6089532, 77.0008096 8.6089479, 77.0008521 8.6089497, 77.0008804 8.6089479, 77.0009158 8.6089497, 77.0009512 8.6089584, 77.0009884 8.6089584, 77.0010149 8.6089619, 77.0010432 8.6089567, 77.0010839 8.6089549, 77.0011052 8.6089584, 77.0011476 8.6089584, 77.0011812 8.6089637, 77.0012007 8.6089619, 77.0012361 8.6089584, 77.0012857 8.6089637, 77.001314 8.6089724, 77.0013559 8.6089878, 77.0013874 8.6089929, 77.0014293 8.608986, 77.001466 8.6089843, 77.0015026 8.6089791, 77.0015236 8.6089774, 77.0015568 8.6089774, 77.0015987 8.6089791, 77.0016354 8.6089791, 77.0016738 8.6089912, 77.0017244 8.6089912, 77.0017663 8.6089895, 77.0017978 8.6089895, 77.0018414 8.6089878, 77.0018711 8.6090033, 77.0018834 8.6090223, 77.0018954 8.6090491)",
242833414,,,,residential,,False,False,214.07000000000002,,"LINESTRING (77.0007984 8.6011499, 77.0008188 8.6014084, 77.0008134 8.6019044, 77.0007356 8.6021271, 77.00069 8.6024242, 77.0006437 8.6025195, 77.000797 8.6027292, 77.0009771 8.6029312)",
299230138,1,,Nedumangad Town Branch Road,secondary,50,False,True,12.793,yes,"LINESTRING (77.0017952 8.6091076, 77.0018954 8.6090491)",
299230138,1,,Nedumangad Town Branch Road,secondary,50,False,False,76.633,yes,"LINESTRING (77.0017952 8.6091076, 77.0014398 8.6093128, 77.0013172 8.6093594, 77.0011713 8.6094085)",
154145259,,,,residential,,False,True,59.899,,"LINESTRING (77.0068062 8.605128, 77.0068253 8.605252, 77.0069396 8.6054103, 77.0070123 8.6056169)",
"[678609555, 857250533, 857250534]",,,,residential,,False,True,140.962,,"LINESTRING (77.0059168 8.604251, 77.0059657 8.6038975, 77.0059898 8.6036614, 77.00606 8.6033403, 77.0060506 8.6032497, 77.0060462 8.6032079, 77.005862 8.6030994)",yes
673592944,,,Sub Road,residential,,False,False,69.80799999999999,,"LINESTRING (76.9991255 8.6070626, 76.999313 8.607046, 76.9994143 8.6070805, 76.9994309 8.6070862, 76.9995691 8.6071345, 76.9997114 8.6071867, 76.9997336 8.6071947)",
857781712,2,SH2,Thiruvanathapuram - Thenmala Road SH 2,primary,45,False,False,70.648,,"LINESTRING (76.9991255 8.6070626, 76.999071 8.6073777, 76.9989487 8.6076693)",
673592944,,,Sub Road,residential,,False,False,206.514,,"LINESTRING (77.0003009 8.6070259, 77.0002928 8.6069415, 77.0002521 8.606837, 77.0002463 8.6067646, 77.0002622 8.6066485, 77.0002643 8.6065382, 77.0002678 8.6065104, 77.0003122 8.6064919, 77.0003753 8.606485, 77.0004757 8.6064863, 77.0005063 8.6064619, 77.0005087 8.6064102, 77.0005024 8.6063046, 77.0004943 8.6062472, 77.0005247 8.6061987, 77.0006228 8.6060486, 77.0009512 8.6055058)",
673592944,,,Sub Road,residential,,False,True,75.39399999999999,,"LINESTRING (77.0003009 8.6070259, 77.0002684 8.6070943, 77.0001911 8.6071586, 77.0000936 8.6072189, 77.0000082 8.6072751, 76.999935 8.6072751, 76.9998415 8.607243, 76.9997561 8.6072028, 76.9997336 8.6071947)",
802234833,,,Subroad,unclassified,,False,False,110.27000000000001,,"LINESTRING (77.0003009 8.6070259, 77.0003984 8.607093, 77.0004611 8.6071685, 77.0005277 8.6072402, 77.0005904 8.6073254, 77.0006453 8.607399, 77.0007177 8.6074746, 77.0007628 8.607585, 77.0008235 8.6076586, 77.000896 8.6077361, 77.0009425 8.6077725)",
673592944,,,Sub Road,residential,,False,True,206.51399999999995,,"LINESTRING (77.0009512 8.6055058, 77.0006228 8.6060486, 77.0005247 8.6061987, 77.0004943 8.6062472, 77.0005024 8.6063046, 77.0005087 8.6064102, 77.0005063 8.6064619, 77.0004757 8.6064863, 77.0003753 8.606485, 77.0003122 8.6064919, 77.0002678 8.6065104, 77.0002643 8.6065382, 77.0002622 8.6066485, 77.0002463 8.6067646, 77.0002521 8.606837, 77.0002928 8.6069415, 77.0003009 8.6070259)",
678596014,,,Temple Road,residential,,False,False,23.662,,"LINESTRING (76.9990454 8.6034643, 76.9990783 8.6036746)",
678596013,,,,residential,,False,True,227.287,,"LINESTRING (76.9990454 8.6034643, 76.9993646 8.6034112, 76.9995711 8.6032733, 76.9996033 8.6032707, 76.9997562 8.6033449, 77.0000754 8.6032415, 77.000467 8.6030824, 77.0009771 8.6029312)",
678596014,,,Temple Road,residential,,False,True,130.106,,"LINESTRING (76.9990454 8.6034643, 76.9989515 8.6031778, 76.9989113 8.6028676, 76.9988523 8.6027217, 76.9988308 8.6025281, 76.9988362 8.6023239)",
678596014,,,Temple Road,residential,,False,False,130.106,,"LINESTRING (76.9988362 8.6023239, 76.9988308 8.6025281, 76.9988523 8.6027217, 76.9989113 8.6028676, 76.9989515 8.6031778, 76.9990454 8.6034643)",
678596014,,,Temple Road,residential,,False,True,23.662,,"LINESTRING (76.9990783 8.6036746, 76.9990454 8.6034643)",
150169358,2,SH3,Nedumangad - Shorlacode Road,primary,80,False,False,184.20600000000002,,"LINESTRING (76.9990783 8.6036746, 77.0001879 8.6034534, 77.0003387 8.6034378, 77.0007306 8.6034392)",
678596015,,,Hospital Road,residential,,False,False,36.265,,"LINESTRING (77.0004026 8.6038912, 77.0000808 8.6039628)",
678596016,,,Hospital Road,residential,,False,False,10.474,,"LINESTRING (77.0004026 8.6038912, 77.0004965 8.6039071)",
678596015,,,Hospital Road,residential,,False,True,69.818,,"LINESTRING (77.0004026 8.6038912, 77.0003812 8.6037745, 77.0003892 8.6037136, 77.0004348 8.6036472, 77.0005501 8.6035756, 77.0006869 8.6035093, 77.0007306 8.6034392)",
678596015,,,Hospital Road,residential,,False,True,36.265,,"LINESTRING (77.0000808 8.6039628, 77.0004026 8.6038912)",
678596016,,,Hospital Road,residential,,False,True,10.474,,"LINESTRING (77.0004965 8.6039071, 77.0004026 8.6038912)",
678596016,,,Hospital Road,residential,,False,False,90.686,,"LINESTRING (77.0004965 8.6039071, 77.0005528 8.6039337, 77.0005931 8.603992, 77.0006199 8.6040424, 77.0006601 8.6040742, 77.0007057 8.6040795, 77.0007459 8.6040663, 77.0007701 8.6040424, 77.0007915 8.6040159, 77.0008023 8.6039681, 77.0007942 8.6039231, 77.0007647 8.6038859, 77.0007352 8.6038621, 77.0006708 8.6038674, 77.0005984 8.6038859, 77.0004965 8.6039071)",
678596016,,,Hospital Road,residential,,False,True,90.68599999999999,,"LINESTRING (77.0004965 8.6039071, 77.0005984 8.6038859, 77.0006708 8.6038674, 77.0007352 8.6038621, 77.0007647 8.6038859, 77.0007942 8.6039231, 77.0008023 8.6039681, 77.0007915 8.6040159, 77.0007701 8.6040424, 77.0007459 8.6040663, 77.0007057 8.6040795, 77.0006601 8.6040742, 77.0006199 8.6040424, 77.0005931 8.603992, 77.0005528 8.6039337, 77.0004965 8.6039071)",
178782089,2,SH3,Nedumangad - Mancha Road,primary,80,False,False,114.814,,"LINESTRING (77.005862 8.6030994, 77.0057415 8.6031863, 77.0053555 8.6034019, 77.0050058 8.6034618, 77.0049089 8.6034616)",
178782089,2,SH3,Nedumangad - Mancha Road,primary,80,False,True,224.633,,"LINESTRING (77.005862 8.6030994, 77.0061333 8.6029038, 77.0065385 8.6025739, 77.0069083 8.6021395, 77.0072116 8.6017728, 77.007302 8.6016816)",
"[678609555, 857250533, 857250534]",,,,residential,,False,False,140.96200000000002,,"LINESTRING (77.005862 8.6030994, 77.0060462 8.6032079, 77.0060506 8.6032497, 77.00606 8.6033403, 77.0059898 8.6036614, 77.0059657 8.6038975, 77.0059168 8.604251)",yes
"[679209630, 679209631]",,,,residential,,False,False,197.83100000000002,,"LINESTRING (77.001218 8.6043632, 77.0018215 8.6040795, 77.0019315 8.604045, 77.0020092 8.6040423, 77.0021058 8.6040795, 77.0022828 8.6042492, 77.00283 8.604037)",
679209630,,,,residential,,False,True,322.239,,"LINESTRING (77.001218 8.6043632, 77.0007406 8.6046655, 77.0005689 8.6047372, 76.9998581 8.6047928, 76.9991044 8.6048751, 76.998981 8.6048591, 76.9988416 8.6048088, 76.9984646 8.6045972)",
679209633,,,,residential,,False,False,111.34199999999998,,"LINESTRING (77.001218 8.6043632, 77.0014485 8.6047067, 77.0015101 8.6049443, 77.001534 8.6052873)",
"[679209630, 679209631]",,,,residential,,False,True,197.83100000000002,,"LINESTRING (77.00283 8.604037, 77.0022828 8.6042492, 77.0021058 8.6040795, 77.0020092 8.6040423, 77.0019315 8.604045, 77.0018215 8.6040795, 77.001218 8.6043632)",
149743016,1,,Nedumangad Town Branch Road,secondary,50,True,False,44.576,yes,"LINESTRING (77.001534 8.6052873, 77.0013819 8.6053146, 77.001152 8.6053672, 77.0011375 8.6053705)",
679209633,,,,residential,,False,True,111.34199999999998,,"LINESTRING (77.001534 8.6052873, 77.0015101 8.6049443, 77.0014485 8.6047067, 77.001218 8.6043632)",
149547461,,,,residential,,True,False,126.06799999999998,,"LINESTRING (77.0018868 8.606105, 77.0018874 8.6061944, 77.0017478 8.6063912, 77.0015514 8.6066864, 77.0015216 8.6068053, 77.0015495 8.6068628, 77.0016567 8.6069529, 77.0017592 8.6070265)",
679382416,,,School Entrance Road,residential,,False,False,26.108999999999998,,"LINESTRING (77.0018868 8.606105, 77.0019522 8.6061543, 77.0020085 8.6061853, 77.0020587 8.6062158, 77.0020871 8.6062301)",
679382416,,,School Entrance Road,residential,,False,True,26.109,,"LINESTRING (77.0020871 8.6062301, 77.0020587 8.6062158, 77.0020085 8.6061853, 77.0019522 8.6061543, 77.0018868 8.606105)",
299230138,1,,Nedumangad Town Branch Road,secondary,50,False,False,129.577,yes,"LINESTRING (77.0028576 8.6056661, 77.0028574 8.6057389, 77.0028569 8.6058723, 77.0028719 8.6062046, 77.0028889 8.6063609, 77.002913 8.6065821, 77.0028943 8.6068282)",
299230138,1,,Nedumangad Town Branch Road,secondary,50,False,True,55.211,yes,"LINESTRING (77.0028576 8.6056661, 77.002858 8.60554, 77.0028815 8.6053517, 77.0028989 8.6052735, 77.002954 8.6051889)",
"[749394507, 749394508]",,,,unclassified,40,False,True,317.747,,"LINESTRING (77.0041886 8.608262, 77.0043551 8.60793, 77.0043642 8.6079155, 77.0042623 8.6075787, 77.0043186 8.6074832, 77.0042542 8.6072339, 77.0041845 8.6069316, 77.004139 8.6067668, 77.0038551 8.6067503, 77.0034631 8.6069118, 77.0028943 8.6068282)",
1266739328,1,Anad - Nedumangad,Nedumangad - Pulippara - Anad Road,tertiary,,False,False,80.494,,"LINESTRING (77.0041886 8.608262, 77.0042643 8.6082812, 77.0049029 8.6084207)",
1266739328,1,Anad - Nedumangad,Nedumangad - Pulippara - Anad Road,tertiary,,False,True,170.52100000000002,,"LINESTRING (77.0041886 8.608262, 77.003848 8.6081699, 77.0032804 8.6081199, 77.003153 8.6080824, 77.0030816 8.608035, 77.0028433 8.6077062)",
749695123,,,,residential,,False,True,130.394,,"LINESTRING (77.0067962 8.6012873, 77.0063724 8.6012104, 77.0063335 8.6010288, 77.0058869 8.6011017, 77.0057818 8.6011472)",
